census region,housing types,technology,final_energy,vintage,year,sector,value
66,28,4,2,1999,2000,N/A,0.0
66,28,4,2,1999,2001,N/A,0.0
66,28,4,2,1999,2002,N/A,0.0
66,28,4,2,1999,2003,N/A,0.0
66,28,4,2,1999,2004,N/A,0.0
66,28,4,2,1999,2005,N/A,0.0
66,28,4,2,1999,2006,N/A,0.0
66,28,4,2,1999,2007,N/A,0.0
66,28,4,2,1999,2008,N/A,0.0
66,28,4,2,1999,2009,N/A,0.0
66,28,4,2,1999,2010,N/A,0.0
66,28,4,2,1999,2011,N/A,0.0
66,28,4,2,1999,2012,N/A,0.0
66,28,4,2,1999,2013,N/A,0.0
66,28,4,2,1999,2014,N/A,0.0
66,28,4,2,1999,2015,N/A,0.0
66,28,4,2,1999,2016,N/A,0.0
66,28,4,2,2000,2000,N/A,0.0
66,28,4,2,2000,2001,N/A,0.0
66,28,4,2,2000,2002,N/A,0.0
66,28,4,2,2000,2003,N/A,0.0
66,28,4,2,2000,2004,N/A,0.0
66,28,4,2,2000,2005,N/A,0.0
66,28,4,2,2000,2006,N/A,0.0
66,28,4,2,2000,2007,N/A,0.0
66,28,4,2,2000,2008,N/A,0.0
66,28,4,2,2000,2009,N/A,0.0
66,28,4,2,2000,2010,N/A,0.0
66,28,4,2,2000,2011,N/A,0.0
66,28,4,2,2000,2012,N/A,0.0
66,28,4,2,2000,2013,N/A,0.0
66,28,4,2,2000,2014,N/A,0.0
66,28,4,2,2000,2015,N/A,0.0
66,28,4,2,2000,2016,N/A,0.0
66,28,4,2,2001,2000,N/A,0.0
66,28,4,2,2001,2001,N/A,0.0
66,28,4,2,2001,2002,N/A,0.0
66,28,4,2,2001,2003,N/A,0.0
66,28,4,2,2001,2004,N/A,0.0
66,28,4,2,2001,2005,N/A,0.0
66,28,4,2,2001,2006,N/A,0.0
66,28,4,2,2001,2007,N/A,0.0
66,28,4,2,2001,2008,N/A,0.0
66,28,4,2,2001,2009,N/A,0.0
66,28,4,2,2001,2010,N/A,0.0
66,28,4,2,2001,2011,N/A,0.0
66,28,4,2,2001,2012,N/A,0.0
66,28,4,2,2001,2013,N/A,0.0
66,28,4,2,2001,2014,N/A,0.0
66,28,4,2,2001,2015,N/A,0.0
66,28,4,2,2001,2016,N/A,0.0
66,28,4,2,2002,2000,N/A,0.0
66,28,4,2,2002,2001,N/A,0.0
66,28,4,2,2002,2002,N/A,0.0
66,28,4,2,2002,2003,N/A,0.0
66,28,4,2,2002,2004,N/A,0.0
66,28,4,2,2002,2005,N/A,0.0
66,28,4,2,2002,2006,N/A,0.0
66,28,4,2,2002,2007,N/A,0.0
66,28,4,2,2002,2008,N/A,0.0
66,28,4,2,2002,2009,N/A,0.0
66,28,4,2,2002,2010,N/A,0.0
66,28,4,2,2002,2011,N/A,0.0
66,28,4,2,2002,2012,N/A,0.0
66,28,4,2,2002,2013,N/A,0.0
66,28,4,2,2002,2014,N/A,0.0
66,28,4,2,2002,2015,N/A,0.0
66,28,4,2,2002,2016,N/A,0.0
66,28,4,2,2003,2000,N/A,0.0
66,28,4,2,2003,2001,N/A,0.0
66,28,4,2,2003,2002,N/A,0.0
66,28,4,2,2003,2003,N/A,0.0
66,28,4,2,2003,2004,N/A,0.0
66,28,4,2,2003,2005,N/A,0.0
66,28,4,2,2003,2006,N/A,0.0
66,28,4,2,2003,2007,N/A,0.0
66,28,4,2,2003,2008,N/A,0.0
66,28,4,2,2003,2009,N/A,0.0
66,28,4,2,2003,2010,N/A,0.0
66,28,4,2,2003,2011,N/A,0.0
66,28,4,2,2003,2012,N/A,0.0
66,28,4,2,2003,2013,N/A,0.0
66,28,4,2,2003,2014,N/A,0.0
66,28,4,2,2003,2015,N/A,0.0
66,28,4,2,2003,2016,N/A,0.0
66,28,4,2,2004,2000,N/A,0.0
66,28,4,2,2004,2001,N/A,0.0
66,28,4,2,2004,2002,N/A,0.0
66,28,4,2,2004,2003,N/A,0.0
66,28,4,2,2004,2004,N/A,0.0
66,28,4,2,2004,2005,N/A,0.0
66,28,4,2,2004,2006,N/A,0.0
66,28,4,2,2004,2007,N/A,0.0
66,28,4,2,2004,2008,N/A,0.0
66,28,4,2,2004,2009,N/A,0.0
66,28,4,2,2004,2010,N/A,0.0
66,28,4,2,2004,2011,N/A,0.0
66,28,4,2,2004,2012,N/A,0.0
66,28,4,2,2004,2013,N/A,0.0
66,28,4,2,2004,2014,N/A,0.0
66,28,4,2,2004,2015,N/A,0.0
66,28,4,2,2004,2016,N/A,0.0
66,28,4,2,2005,2000,N/A,0.0
66,28,4,2,2005,2001,N/A,0.0
66,28,4,2,2005,2002,N/A,0.0
66,28,4,2,2005,2003,N/A,0.0
66,28,4,2,2005,2004,N/A,0.0
66,28,4,2,2005,2005,N/A,0.0
66,28,4,2,2005,2006,N/A,0.0
66,28,4,2,2005,2007,N/A,0.0
66,28,4,2,2005,2008,N/A,0.0
66,28,4,2,2005,2009,N/A,0.0
66,28,4,2,2005,2010,N/A,0.0
66,28,4,2,2005,2011,N/A,0.0
66,28,4,2,2005,2012,N/A,0.0
66,28,4,2,2005,2013,N/A,0.0
66,28,4,2,2005,2014,N/A,0.0
66,28,4,2,2005,2015,N/A,0.0
66,28,4,2,2005,2016,N/A,0.0
66,28,4,2,2006,2000,N/A,0.0
66,28,4,2,2006,2001,N/A,0.0
66,28,4,2,2006,2002,N/A,0.0
66,28,4,2,2006,2003,N/A,0.0
66,28,4,2,2006,2004,N/A,0.0
66,28,4,2,2006,2005,N/A,0.0
66,28,4,2,2006,2006,N/A,0.0
66,28,4,2,2006,2007,N/A,0.0
66,28,4,2,2006,2008,N/A,0.0
66,28,4,2,2006,2009,N/A,0.0
66,28,4,2,2006,2010,N/A,0.0
66,28,4,2,2006,2011,N/A,0.0
66,28,4,2,2006,2012,N/A,0.0
66,28,4,2,2006,2013,N/A,0.0
66,28,4,2,2006,2014,N/A,0.0
66,28,4,2,2006,2015,N/A,0.0
66,28,4,2,2006,2016,N/A,0.0
66,28,4,2,2007,2000,N/A,0.0
66,28,4,2,2007,2001,N/A,0.0
66,28,4,2,2007,2002,N/A,0.0
66,28,4,2,2007,2003,N/A,0.0
66,28,4,2,2007,2004,N/A,0.0
66,28,4,2,2007,2005,N/A,0.0
66,28,4,2,2007,2006,N/A,0.0
66,28,4,2,2007,2007,N/A,0.0
66,28,4,2,2007,2008,N/A,0.0
66,28,4,2,2007,2009,N/A,0.0
66,28,4,2,2007,2010,N/A,0.0
66,28,4,2,2007,2011,N/A,0.0
66,28,4,2,2007,2012,N/A,0.0
66,28,4,2,2007,2013,N/A,0.0
66,28,4,2,2007,2014,N/A,0.0
66,28,4,2,2007,2015,N/A,0.0
66,28,4,2,2007,2016,N/A,0.0
66,28,4,2,2008,2000,N/A,0.0
66,28,4,2,2008,2001,N/A,0.0
66,28,4,2,2008,2002,N/A,0.0
