census region,housing types,technology,final_energy,vintage,year,sector,value
66,28,4,2,2008,2003,N/A,0.0
66,28,4,2,2008,2004,N/A,0.0
66,28,4,2,2008,2005,N/A,0.0
66,28,4,2,2008,2006,N/A,0.0
66,28,4,2,2008,2007,N/A,0.0
66,28,4,2,2008,2008,N/A,0.0
66,28,4,2,2008,2009,N/A,0.0
66,28,4,2,2008,2010,N/A,0.0
66,28,4,2,2008,2011,N/A,0.0
66,28,4,2,2008,2012,N/A,0.0
66,28,4,2,2008,2013,N/A,0.0
66,28,4,2,2008,2014,N/A,0.0
66,28,4,2,2008,2015,N/A,0.0
66,28,4,2,2008,2016,N/A,0.0
66,28,4,2,2009,2000,N/A,0.0
66,28,4,2,2009,2001,N/A,0.0
66,28,4,2,2009,2002,N/A,0.0
66,28,4,2,2009,2003,N/A,0.0
66,28,4,2,2009,2004,N/A,0.0
66,28,4,2,2009,2005,N/A,0.0
66,28,4,2,2009,2006,N/A,0.0
66,28,4,2,2009,2007,N/A,0.0
66,28,4,2,2009,2008,N/A,0.0
66,28,4,2,2009,2009,N/A,0.0
66,28,4,2,2009,2010,N/A,0.0
66,28,4,2,2009,2011,N/A,0.0
66,28,4,2,2009,2012,N/A,0.0
66,28,4,2,2009,2013,N/A,0.0
66,28,4,2,2009,2014,N/A,0.0
66,28,4,2,2009,2015,N/A,0.0
66,28,4,2,2009,2016,N/A,0.0
66,28,4,2,2010,2000,N/A,0.0
66,28,4,2,2010,2001,N/A,0.0
66,28,4,2,2010,2002,N/A,0.0
66,28,4,2,2010,2003,N/A,0.0
66,28,4,2,2010,2004,N/A,0.0
66,28,4,2,2010,2005,N/A,0.0
66,28,4,2,2010,2006,N/A,0.0
66,28,4,2,2010,2007,N/A,0.0
66,28,4,2,2010,2008,N/A,0.0
66,28,4,2,2010,2009,N/A,0.0
66,28,4,2,2010,2010,N/A,0.0
66,28,4,2,2010,2011,N/A,0.0
66,28,4,2,2010,2012,N/A,0.0
66,28,4,2,2010,2013,N/A,0.0
66,28,4,2,2010,2014,N/A,0.0
66,28,4,2,2010,2015,N/A,0.0
66,28,4,2,2010,2016,N/A,0.0
66,28,4,2,2011,2000,N/A,0.0
66,28,4,2,2011,2001,N/A,0.0
66,28,4,2,2011,2002,N/A,0.0
66,28,4,2,2011,2003,N/A,0.0
66,28,4,2,2011,2004,N/A,0.0
66,28,4,2,2011,2005,N/A,0.0
66,28,4,2,2011,2006,N/A,0.0
66,28,4,2,2011,2007,N/A,0.0
66,28,4,2,2011,2008,N/A,0.0
66,28,4,2,2011,2009,N/A,0.0
66,28,4,2,2011,2010,N/A,0.0
66,28,4,2,2011,2011,N/A,0.0
66,28,4,2,2011,2012,N/A,0.0
66,28,4,2,2011,2013,N/A,0.0
66,28,4,2,2011,2014,N/A,0.0
66,28,4,2,2011,2015,N/A,0.0
66,28,4,2,2011,2016,N/A,0.0
66,28,4,2,2012,2000,N/A,0.0
66,28,4,2,2012,2001,N/A,0.0
66,28,4,2,2012,2002,N/A,0.0
66,28,4,2,2012,2003,N/A,0.0
66,28,4,2,2012,2004,N/A,0.0
66,28,4,2,2012,2005,N/A,0.0
66,28,4,2,2012,2006,N/A,0.0
66,28,4,2,2012,2007,N/A,0.0
66,28,4,2,2012,2008,N/A,0.0
66,28,4,2,2012,2009,N/A,0.0
66,28,4,2,2012,2010,N/A,0.0
66,28,4,2,2012,2011,N/A,0.0
66,28,4,2,2012,2012,N/A,0.0
66,28,4,2,2012,2013,N/A,0.0
66,28,4,2,2012,2014,N/A,0.0
66,28,4,2,2012,2015,N/A,0.0
66,28,4,2,2012,2016,N/A,0.0
66,28,4,2,2013,2000,N/A,0.0
66,28,4,2,2013,2001,N/A,0.0
66,28,4,2,2013,2002,N/A,0.0
66,28,4,2,2013,2003,N/A,0.0
66,28,4,2,2013,2004,N/A,0.0
66,28,4,2,2013,2005,N/A,0.0
66,28,4,2,2013,2006,N/A,0.0
66,28,4,2,2013,2007,N/A,0.0
66,28,4,2,2013,2008,N/A,0.0
66,28,4,2,2013,2009,N/A,0.0
66,28,4,2,2013,2010,N/A,0.0
66,28,4,2,2013,2011,N/A,0.0
66,28,4,2,2013,2012,N/A,0.0
66,28,4,2,2013,2013,N/A,0.0
66,28,4,2,2013,2014,N/A,0.0
66,28,4,2,2013,2015,N/A,0.0
66,28,4,2,2013,2016,N/A,0.0
66,28,4,2,2014,2000,N/A,0.0
66,28,4,2,2014,2001,N/A,0.0
66,28,4,2,2014,2002,N/A,0.0
66,28,4,2,2014,2003,N/A,0.0
66,28,4,2,2014,2004,N/A,0.0
66,28,4,2,2014,2005,N/A,0.0
66,28,4,2,2014,2006,N/A,0.0
66,28,4,2,2014,2007,N/A,0.0
66,28,4,2,2014,2008,N/A,0.0
66,28,4,2,2014,2009,N/A,0.0
66,28,4,2,2014,2010,N/A,0.0
66,28,4,2,2014,2011,N/A,0.0
66,28,4,2,2014,2012,N/A,0.0
66,28,4,2,2014,2013,N/A,0.0
66,28,4,2,2014,2014,N/A,0.0
66,28,4,2,2014,2015,N/A,0.0
66,28,4,2,2014,2016,N/A,0.0
66,28,4,2,2015,2000,N/A,0.0
66,28,4,2,2015,2001,N/A,0.0
66,28,4,2,2015,2002,N/A,0.0
66,28,4,2,2015,2003,N/A,0.0
66,28,4,2,2015,2004,N/A,0.0
66,28,4,2,2015,2005,N/A,0.0
66,28,4,2,2015,2006,N/A,0.0
66,28,4,2,2015,2007,N/A,0.0
66,28,4,2,2015,2008,N/A,0.0
66,28,4,2,2015,2009,N/A,0.0
66,28,4,2,2015,2010,N/A,0.0
66,28,4,2,2015,2011,N/A,0.0
66,28,4,2,2015,2012,N/A,0.0
66,28,4,2,2015,2013,N/A,0.0
66,28,4,2,2015,2014,N/A,0.0
66,28,4,2,2015,2015,N/A,0.0
66,28,4,2,2015,2016,N/A,0.0
66,28,4,2,2016,2000,N/A,0.0
66,28,4,2,2016,2001,N/A,0.0
66,28,4,2,2016,2002,N/A,0.0
66,28,4,2,2016,2003,N/A,0.0
66,28,4,2,2016,2004,N/A,0.0
66,28,4,2,2016,2005,N/A,0.0
66,28,4,2,2016,2006,N/A,0.0
66,28,4,2,2016,2007,N/A,0.0
66,28,4,2,2016,2008,N/A,0.0
66,28,4,2,2016,2009,N/A,0.0
66,28,4,2,2016,2010,N/A,0.0
66,28,4,2,2016,2011,N/A,0.0
66,28,4,2,2016,2012,N/A,0.0
66,28,4,2,2016,2013,N/A,0.0
66,28,4,2,2016,2014,N/A,0.0
66,28,4,2,2016,2015,N/A,0.0
66,28,4,2,2016,2016,N/A,0.0
66,28,5,8,1999,2000,N/A,8765245.24394
66,28,5,8,1999,2001,N/A,7771039.34127
66,28,5,8,1999,2002,N/A,7322938.73129
66,28,5,8,1999,2003,N/A,7647111.47292
66,28,5,8,1999,2004,N/A,6830230.62161
66,28,5,8,1999,2005,N/A,6244157.54414
66,28,5,8,1999,2006,N/A,5070959.91322
66,28,5,8,1999,2007,N/A,5123188.05889
66,28,5,8,1999,2008,N/A,4543418.7929
66,28,5,8,1999,2009,N/A,4180710.04718
66,28,5,8,1999,2010,N/A,3283832.87807
66,28,5,8,1999,2011,N/A,2929420.10772
66,28,5,8,1999,2012,N/A,2264425.01918
66,28,5,8,1999,2013,N/A,2174308.09796
66,28,5,8,1999,2014,N/A,1861812.1056
66,28,5,8,1999,2015,N/A,1363932.78953
66,28,5,8,1999,2016,N/A,992968.510696
66,28,5,8,2000,2000,N/A,492891.142118
66,28,5,8,2000,2001,N/A,464295.983499
66,28,5,8,2000,2002,N/A,466688.867291
66,28,5,8,2000,2003,N/A,522134.387957
66,28,5,8,2000,2004,N/A,502132.627322
66,28,5,8,2000,2005,N/A,497002.5053
66,28,5,8,2000,2006,N/A,439669.511045
66,28,5,8,2000,2007,N/A,487092.192694
66,28,5,8,2000,2008,N/A,477069.622987
66,28,5,8,2000,2009,N/A,488481.990693
66,28,5,8,2000,2010,N/A,430317.908978
66,28,5,8,2000,2011,N/A,434016.402597
66,28,5,8,2000,2012,N/A,382434.25209
66,28,5,8,2000,2013,N/A,422049.462613
66,28,5,8,2000,2014,N/A,418761.489778
66,28,5,8,2000,2015,N/A,358351.376638
66,28,5,8,2000,2016,N/A,307166.179343
66,28,5,8,2001,2000,N/A,0.0
66,28,5,8,2001,2001,N/A,506967.035195
66,28,5,8,2001,2002,N/A,509582.516977
66,28,5,8,2001,2003,N/A,570145.750039
66,28,5,8,2001,2004,N/A,548380.303586
66,28,5,8,2001,2005,N/A,542969.364843
66,28,5,8,2001,2006,N/A,480689.208999
66,28,5,8,2001,2007,N/A,533260.511378
66,28,5,8,2001,2008,N/A,523478.691847
66,28,5,8,2001,2009,N/A,537915.42884
66,28,5,8,2001,2010,N/A,476381.75691
66,28,5,8,2001,2011,N/A,484117.712593
66,28,5,8,2001,2012,N/A,431044.26546
66,28,5,8,2001,2013,N/A,482379.575102
66,28,5,8,2001,2014,N/A,487450.108639
66,28,5,8,2001,2015,N/A,427035.85429
66,28,5,8,2001,2016,N/A,377043.53614
66,28,5,8,2002,2000,N/A,0.0
66,28,5,8,2002,2001,N/A,0.0
66,28,5,8,2002,2002,N/A,506209.703919
66,28,5,8,2002,2003,N/A,566375.061541
66,28,5,8,2002,2004,N/A,544774.278971
66,28,5,8,2002,2005,N/A,539473.21313
66,28,5,8,2002,2006,N/A,477762.736991
66,28,5,8,2002,2007,N/A,530406.20934
66,28,5,8,2002,2008,N/A,521384.861464
66,28,5,8,2002,2009,N/A,536985.301226
66,28,5,8,2002,2010,N/A,477256.353437
66,28,5,8,2002,2011,N/A,487582.181316
66,28,5,8,2002,2012,N/A,437419.211989
66,28,5,8,2002,2013,N/A,494635.352089
66,28,5,8,2002,2014,N/A,506858.673919
66,28,5,8,2002,2015,N/A,452229.540742
66,28,5,8,2002,2016,N/A,408768.965022
66,28,5,8,2003,2000,N/A,0.0
66,28,5,8,2003,2001,N/A,0.0
66,28,5,8,2003,2002,N/A,0.0
66,28,5,8,2003,2003,N/A,560634.969655
66,28,5,8,2003,2004,N/A,539255.942914
66,28,5,8,2003,2005,N/A,534028.882999
66,28,5,8,2003,2006,N/A,473006.323674
66,28,5,8,2003,2007,N/A,525311.145476
66,28,5,8,2003,2008,N/A,516758.592144
66,28,5,8,2003,2009,N/A,532944.422077
66,28,5,8,2003,2010,N/A,474744.814611
66,28,5,8,2003,2011,N/A,486748.405131
66,28,5,8,2003,2012,N/A,438990.196384
66,28,5,8,2003,2013,N/A,500174.157393
66,28,5,8,2003,2014,N/A,517896.81406
66,28,5,8,2003,2015,N/A,468571.374972
66,28,5,8,2003,2016,N/A,431352.796209
66,28,5,8,2004,2000,N/A,0.0
66,28,5,8,2004,2001,N/A,0.0
66,28,5,8,2004,2002,N/A,0.0
66,28,5,8,2004,2003,N/A,0.0
66,28,5,8,2004,2004,N/A,524848.016646
66,28,5,8,2004,2005,N/A,519763.348073
66,28,5,8,2004,2006,N/A,460388.394718
66,28,5,8,2004,2007,N/A,511368.353164
66,28,5,8,2004,2008,N/A,503220.449581
66,28,5,8,2004,2009,N/A,519366.30413
66,28,5,8,2004,2010,N/A,463278.677681
66,28,5,8,2004,2011,N/A,476075.254009
66,28,5,8,2004,2012,N/A,430897.616891
66,28,5,8,2004,2013,N/A,493560.932716
66,28,5,8,2004,2014,N/A,514922.531057
66,28,5,8,2004,2015,N/A,470754.705471
66,28,5,8,2004,2016,N/A,439452.564201
66,28,5,8,2005,2000,N/A,0.0
66,28,5,8,2005,2001,N/A,0.0
66,28,5,8,2005,2002,N/A,0.0
66,28,5,8,2005,2003,N/A,0.0
66,28,5,8,2005,2004,N/A,0.0
66,28,5,8,2005,2005,N/A,512576.797265
66,28,5,8,2005,2006,N/A,454025.184744
66,28,5,8,2005,2007,N/A,504319.707578
66,28,5,8,2005,2008,N/A,496352.467372
66,28,5,8,2005,2009,N/A,512458.871864
66,28,5,8,2005,2010,N/A,457455.47773
66,28,5,8,2005,2011,N/A,470730.525266
66,28,5,8,2005,2012,N/A,427031.423602
66,28,5,8,2005,2013,N/A,490879.299671
66,28,5,8,2005,2014,N/A,514844.519281
66,28,5,8,2005,2015,N/A,474250.718078
66,28,5,8,2005,2016,N/A,447348.092764
66,28,5,8,2006,2000,N/A,0.0
66,28,5,8,2006,2001,N/A,0.0
66,28,5,8,2006,2002,N/A,0.0
66,28,5,8,2006,2003,N/A,0.0
66,28,5,8,2006,2004,N/A,0.0
66,28,5,8,2006,2005,N/A,0.0
66,28,5,8,2006,2006,N/A,458079.444872
66,28,5,8,2006,2007,N/A,508825.753718
66,28,5,8,2006,2008,N/A,500806.371955
66,28,5,8,2006,2009,N/A,517128.518228
66,28,5,8,2006,2010,N/A,461786.941347
66,28,5,8,2006,2011,N/A,475539.339739
66,28,5,8,2006,2012,N/A,431980.514022
66,28,5,8,2006,2013,N/A,497700.445055
66,28,5,8,2006,2014,N/A,523862.853987
66,28,5,8,2006,2015,N/A,485120.653211
66,28,5,8,2006,2016,N/A,461069.597514
66,28,5,8,2007,2000,N/A,0.0
66,28,5,8,2007,2001,N/A,0.0
66,28,5,8,2007,2002,N/A,0.0
66,28,5,8,2007,2003,N/A,0.0
66,28,5,8,2007,2004,N/A,0.0
66,28,5,8,2007,2005,N/A,0.0
66,28,5,8,2007,2006,N/A,0.0
66,28,5,8,2007,2007,N/A,518196.830497
66,28,5,8,2007,2008,N/A,510032.438
66,28,5,8,2007,2009,N/A,526675.306425
66,28,5,8,2007,2010,N/A,470376.836693
66,28,5,8,2007,2011,N/A,484556.108507
66,28,5,8,2007,2012,N/A,440497.099199
66,28,5,8,2007,2013,N/A,508202.923342
66,28,5,8,2007,2014,N/A,536136.929262
66,28,5,8,2007,2015,N/A,498260.067292
66,28,5,8,2007,2016,N/A,476072.461808
66,28,5,8,2008,2000,N/A,0.0
66,28,5,8,2008,2001,N/A,0.0
66,28,5,8,2008,2002,N/A,0.0
66,28,5,8,2008,2003,N/A,0.0
66,28,5,8,2008,2004,N/A,0.0
66,28,5,8,2008,2005,N/A,0.0
66,28,5,8,2008,2006,N/A,0.0
66,28,5,8,2008,2007,N/A,0.0
66,28,5,8,2008,2008,N/A,511709.362264
66,28,5,8,2008,2009,N/A,528409.729805
66,28,5,8,2008,2010,N/A,471943.807827
66,28,5,8,2008,2011,N/A,486237.275774
66,28,5,8,2008,2012,N/A,442181.503768
66,28,5,8,2008,2013,N/A,510523.75153
66,28,5,8,2008,2014,N/A,539317.794109
66,28,5,8,2008,2015,N/A,502358.896068
66,28,5,8,2008,2016,N/A,481702.916409
66,28,5,8,2009,2000,N/A,0.0
66,28,5,8,2009,2001,N/A,0.0
66,28,5,8,2009,2002,N/A,0.0
66,28,5,8,2009,2003,N/A,0.0
66,28,5,8,2009,2004,N/A,0.0
66,28,5,8,2009,2005,N/A,0.0
66,28,5,8,2009,2006,N/A,0.0
66,28,5,8,2009,2007,N/A,0.0
66,28,5,8,2009,2008,N/A,0.0
66,28,5,8,2009,2009,N/A,1172637.35168
66,28,5,8,2009,2010,N/A,1047334.70392
66,28,5,8,2009,2011,N/A,1079095.71374
66,28,5,8,2009,2012,N/A,981458.864311
66,28,5,8,2009,2013,N/A,1133550.3732
66,28,5,8,2009,2014,N/A,1198369.90894
66,28,5,8,2009,2015,N/A,1117764.92409
66,28,5,8,2009,2016,N/A,1074248.22209
66,28,5,8,2010,2000,N/A,0.0
66,28,5,8,2010,2001,N/A,0.0
66,28,5,8,2010,2002,N/A,0.0
66,28,5,8,2010,2003,N/A,0.0
66,28,5,8,2010,2004,N/A,0.0
66,28,5,8,2010,2005,N/A,0.0
66,28,5,8,2010,2006,N/A,0.0
66,28,5,8,2010,2007,N/A,0.0
66,28,5,8,2010,2008,N/A,0.0
66,28,5,8,2010,2009,N/A,0.0
66,28,5,8,2010,2010,N/A,1094193.24711
66,28,5,8,2010,2011,N/A,1127381.19837
66,28,5,8,2010,2012,N/A,1025414.46126
66,28,5,8,2010,2013,N/A,1184480.6543
66,28,5,8,2010,2014,N/A,1252654.73925
66,28,5,8,2010,2015,N/A,1169263.09159
66,28,5,8,2010,2016,N/A,1125269.7432
66,28,5,8,2011,2000,N/A,0.0
66,28,5,8,2011,2001,N/A,0.0
66,28,5,8,2011,2002,N/A,0.0
66,28,5,8,2011,2003,N/A,0.0
66,28,5,8,2011,2004,N/A,0.0
66,28,5,8,2011,2005,N/A,0.0
66,28,5,8,2011,2006,N/A,0.0
66,28,5,8,2011,2007,N/A,0.0
66,28,5,8,2011,2008,N/A,0.0
66,28,5,8,2011,2009,N/A,0.0
66,28,5,8,2011,2010,N/A,0.0
66,28,5,8,2011,2011,N/A,1162699.47723
66,28,5,8,2011,2012,N/A,1057543.91768
66,28,5,8,2011,2013,N/A,1221640.61147
66,28,5,8,2011,2014,N/A,1292131.42023
66,28,5,8,2011,2015,N/A,1206537.66855
66,28,5,8,2011,2016,N/A,1162001.15347
66,28,5,8,2012,2000,N/A,0.0
66,28,5,8,2012,2001,N/A,0.0
66,28,5,8,2012,2002,N/A,0.0
66,28,5,8,2012,2003,N/A,0.0
66,28,5,8,2012,2004,N/A,0.0
66,28,5,8,2012,2005,N/A,0.0
66,28,5,8,2012,2006,N/A,0.0
66,28,5,8,2012,2007,N/A,0.0
66,28,5,8,2012,2008,N/A,0.0
66,28,5,8,2012,2009,N/A,0.0
66,28,5,8,2012,2010,N/A,0.0
66,28,5,8,2012,2011,N/A,0.0
66,28,5,8,2012,2012,N/A,1099412.79951
66,28,5,8,2012,2013,N/A,1270012.87302
66,28,5,8,2012,2014,N/A,1343345.93172
66,28,5,8,2012,2015,N/A,1254532.37706
66,28,5,8,2012,2016,N/A,1208650.93058
66,28,5,8,2013,2000,N/A,0.0
66,28,5,8,2013,2001,N/A,0.0
66,28,5,8,2013,2002,N/A,0.0
66,28,5,8,2013,2003,N/A,0.0
66,28,5,8,2013,2004,N/A,0.0
66,28,5,8,2013,2005,N/A,0.0
66,28,5,8,2013,2006,N/A,0.0
66,28,5,8,2013,2007,N/A,0.0
66,28,5,8,2013,2008,N/A,0.0
66,28,5,8,2013,2009,N/A,0.0
66,28,5,8,2013,2010,N/A,0.0
66,28,5,8,2013,2011,N/A,0.0
66,28,5,8,2013,2012,N/A,0.0
66,28,5,8,2013,2013,N/A,1030250.52032
66,28,5,8,2013,2014,N/A,1089744.95788
66,28,5,8,2013,2015,N/A,1017736.60209
66,28,5,8,2013,2016,N/A,980650.427705
66,28,5,8,2014,2000,N/A,0.0
66,28,5,8,2014,2001,N/A,0.0
66,28,5,8,2014,2002,N/A,0.0
66,28,5,8,2014,2003,N/A,0.0
66,28,5,8,2014,2004,N/A,0.0
66,28,5,8,2014,2005,N/A,0.0
66,28,5,8,2014,2006,N/A,0.0
66,28,5,8,2014,2007,N/A,0.0
66,28,5,8,2014,2008,N/A,0.0
66,28,5,8,2014,2009,N/A,0.0
66,28,5,8,2014,2010,N/A,0.0
66,28,5,8,2014,2011,N/A,0.0
66,28,5,8,2014,2012,N/A,0.0
66,28,5,8,2014,2013,N/A,0.0
66,28,5,8,2014,2014,N/A,1087462.89811
66,28,5,8,2014,2015,N/A,1015610.67871
66,28,5,8,2014,2016,N/A,978639.188885
66,28,5,8,2015,2000,N/A,0.0
66,28,5,8,2015,2001,N/A,0.0
66,28,5,8,2015,2002,N/A,0.0
66,28,5,8,2015,2003,N/A,0.0
66,28,5,8,2015,2004,N/A,0.0
66,28,5,8,2015,2005,N/A,0.0
66,28,5,8,2015,2006,N/A,0.0
66,28,5,8,2015,2007,N/A,0.0
66,28,5,8,2015,2008,N/A,0.0
66,28,5,8,2015,2009,N/A,0.0
66,28,5,8,2015,2010,N/A,0.0
66,28,5,8,2015,2011,N/A,0.0
66,28,5,8,2015,2012,N/A,0.0
66,28,5,8,2015,2013,N/A,0.0
66,28,5,8,2015,2014,N/A,0.0
66,28,5,8,2015,2015,N/A,1027259.66731
66,28,5,8,2015,2016,N/A,989869.323546
66,28,5,8,2016,2000,N/A,0.0
66,28,5,8,2016,2001,N/A,0.0
66,28,5,8,2016,2002,N/A,0.0
66,28,5,8,2016,2003,N/A,0.0
66,28,5,8,2016,2004,N/A,0.0
66,28,5,8,2016,2005,N/A,0.0
66,28,5,8,2016,2006,N/A,0.0
66,28,5,8,2016,2007,N/A,0.0
66,28,5,8,2016,2008,N/A,0.0
66,28,5,8,2016,2009,N/A,0.0
66,28,5,8,2016,2010,N/A,0.0
66,28,5,8,2016,2011,N/A,0.0
66,28,5,8,2016,2012,N/A,0.0
66,28,5,8,2016,2013,N/A,0.0
66,28,5,8,2016,2014,N/A,0.0
66,28,5,8,2016,2015,N/A,0.0
66,28,5,8,2016,2016,N/A,990905.808794
66,28,6,8,1999,2000,N/A,9568249.46927
66,28,6,8,1999,2001,N/A,8645263.58178
66,28,6,8,1999,2002,N/A,8320084.76688
