,42,44,45,72,73
0,1.0,1.0,1.0,1.0,1.0
1,0.999995858035,0.999995858035,0.999779426527,0.999998870244,1.0
2,0.999903647585,0.999903647585,0.998161966002,0.999966269357,0.999999999975
3,0.999392975813,0.999392975813,0.99365821566,0.999754061965,0.999999997937
4,0.997760902326,0.997760902326,0.984774296472,0.998993392308,0.999999952814
5,0.993845520946,0.993845520946,0.970086222733,0.996998865373,0.999999465199
6,0.985973469888,0.985973469888,0.94832580347,0.992683011732,0.99999611238
7,0.971959155238,0.971959155238,0.918479513001,0.984491288515,0.999979200104
8,0.949188578266,0.949188578266,0.879893159417,0.970378110713,0.999911080141
9,0.914830886654,0.914830886654,0.832370446156,0.947856936095,0.999679750864
10,0.86621901815,0.86621901815,0.776250371762,0.91416904685,0.998992650491
11,0.801415454546,0.801415454546,0.712447353457,0.866618990565,0.997161203497
12,0.719918596561,0.719918596561,0.642439781728,0.803107344222,0.992700366868
13,0.623368214979,0.623368214979,0.568197906064,0.722838641043,0.982649676034
14,0.515998988197,0.515998988197,0.492050328532,0.627085342199,0.96155959544
15,0.404530856009,0.404530856009,0.416498848077,0.519762561704,0.920317048697
16,0.297261457869,0.297261457869,0.34400197213,0.407470762347,0.845708227075
17,0.202398479074,0.202398479074,0.276755564002,0.298696418227,0.723175628514
