census region,air conditioning type,housing types,technology,vintage,sector,final_energy,year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,64,29,45,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,45,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,45,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,45,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,45,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,45,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,45,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,1999,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2000,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2001,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2002,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2003,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,72,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,29,73,1999,N/A,N/A,N/A,7538590.41037,7107813.81546,6677037.22057,6246260.62656,5815484.05198,5384707.68746,4953932.76725,4523165.13245,4092426.84214,3661788.20307,3231445.55076,2801891.84295,2374259.75915,1950957.27773,1536739.90941,1140288.86494,775977.554596
66,64,29,73,2000,N/A,N/A,N/A,430776.594903,430776.594903,430776.594892,430776.594015,430776.574577,430776.364523,430774.920208,430767.634795,430738.290309,430638.639071,430342.652312,429553.707812,427632.083799,423302.481425,414217.36832,396451.044469,364311.310341
66,64,29,73,2001,N/A,N/A,N/A,0.0,469674.382625,469674.382625,469674.382613,469674.381656,469674.360463,469674.131442,469672.55671,469664.613446,469632.619245,469523.96981,469201.256366,468341.07263,466245.931941,461525.379928,451619.909345,432249.341666
66,64,29,73,2002,N/A,N/A,N/A,0.0,0.0,466615.522517,466615.522517,466615.522505,466615.521555,466615.500499,466615.27297,466613.708493,466605.816963,466574.031131,466466.089299,466145.4776,465290.896004,463209.400389,458519.592034,448678.633058
66,64,29,73,2003,N/A,N/A,N/A,0.0,0.0,0.0,461962.733852,461962.733852,461962.73384,461962.732899,461962.712054,461962.486793,461960.937916,461953.125075,461921.656191,461814.790686,461497.375919,460651.315659,458590.575374,453947.530759
66,64,29,73,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,449820.705127,449820.705127,449820.705115,449820.704199,449820.683901,449820.464562,449818.956395,449811.348903,449780.707133,449676.650435,449367.57846,448543.755682,446537.179004
66,64,29,73,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,443702.98666,443702.98666,443702.986649,443702.985744,443702.965723,443702.749367,443701.261711,443693.757684,443663.532653,443560.891162,443256.022674,442443.404173
66,64,29,73,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,447590.708437,447590.708437,447590.708426,447590.707514,447590.687317,447590.469065,447588.968375,447581.398597,447550.908735,447447.3679,447139.828157
66,64,29,73,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455679.097859,455679.097859,455679.097848,455679.096919,455679.076358,455678.854162,455677.326352,455669.619781,455638.578938,455533.167022
66,64,29,73,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457120.950586,457120.950586,457120.950575,457120.949643,457120.929017,457120.706117,457119.173474,457111.442518,457080.303456
66,64,29,73,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462996.597497,462996.597497,462996.597486,462996.596542,462996.575651,462996.349886,462994.797543,462986.967216
66,64,29,73,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458161.205041,458161.205041,458161.20503,458161.204096,458161.183423,458160.960016,458159.423885
66,64,29,73,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449336.302586,449336.302586,449336.302575,449336.301659,449336.281384,449336.062281
66,64,29,73,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445631.399762,445631.399762,445631.39975,445631.398842,445631.378734
66,64,29,73,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442840.881684,442840.881684,442840.881673,442840.880771
66,64,29,73,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441892.553219,441892.553219,441892.553208
66,64,29,73,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447102.427799,447102.427799
66,64,29,73,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448321.235345
66,64,30,42,1999,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2000,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2001,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2002,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2003,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,42,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,1999,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2000,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2001,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2002,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2003,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,44,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,1999,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2000,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2001,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2002,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2003,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,45,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,1999,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2000,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2001,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2002,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2003,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,72,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,64,30,73,1999,N/A,N/A,N/A,192140.191137,181160.751643,170181.312149,159201.872677,148222.433701,137243.000079,126263.603269,115284.392146,104305.928942,93330.0056035,82361.6262423,71413.3551426,60514.0615287,49725.1188667,39167.7334685,29063.1681169,19777.7658079
66,64,30,73,2000,N/A,N/A,N/A,10979.4394942,10979.4394942,10979.4394939,10979.4394715,10979.4389761,10979.4336224,10979.3968103,10979.211123,10978.463204,10975.9233382,10968.3793612,10948.2710998,10899.2936139,10788.942662,10557.3853982,10104.5653516,9285.40230891
66,64,30,73,2001,N/A,N/A,N/A,0.0,11970.8487578,11970.8487578,11970.8487575,11970.8487331,11970.848193,11970.8423558,11970.8022197,11970.5997654,11969.7843117,11967.0151039,11958.7899292,11936.8659542,11883.4659536,11763.1506537,11510.6844887,11016.9761992
66,64,30,73,2002,N/A,N/A,N/A,0.0,0.0,11892.8859115,11892.8859115,11892.8859112,11892.885887,11892.8853503,11892.8795512,11892.8396765,11892.6385407,11891.8283978,11889.0772251,11880.9056187,11859.1244286,11806.0722075,11686.540488,11435.7185657
66,64,30,73,2003,N/A,N/A,N/A,0.0,0.0,0.0,11774.2977332,11774.2977332,11774.2977329,11774.2977089,11774.2971776,11774.2914363,11774.2519592,11774.0528291,11773.2507643,11770.5270246,11762.4369002,11740.872898,11688.3496794,11570.0098531
66,64,30,73,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,11464.8271833,11464.8271833,11464.827183,11464.8271596,11464.8266423,11464.8210519,11464.7826124,11464.5887161,11463.8077325,11461.1555823,11453.2780953,11432.280872,11381.1381509
66,64,30,73,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,11308.9015352,11308.9015352,11308.9015349,11308.9015119,11308.9010016,11308.8954872,11308.8575705,11308.6663112,11307.8959493,11305.2798692,11297.5095188,11276.7978651
66,64,30,73,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,11407.9900338,11407.9900338,11407.9900335,11407.9900103,11407.9894955,11407.9839328,11407.9456839,11407.7527488,11406.9756369,11404.3366348,11396.4982006
66,64,30,73,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11614.1432541,11614.1432541,11614.1432538,11614.1432301,11614.1427061,11614.1370428,11614.0981027,11613.9016811,11613.1105261,11610.4238347
66,64,30,73,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11650.8925459,11650.8925459,11650.8925456,11650.8925218,11650.8919961,11650.8863149,11650.8472516,11650.6502085,11649.8565501
66,64,30,73,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11800.6483834,11800.6483834,11800.6483831,11800.648359,11800.6478265,11800.6420724,11800.6025069,11800.4029311
66,64,30,73,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11677.4060821,11677.4060821,11677.4060818,11677.406058,11677.4055311,11677.399837,11677.3606848
66,64,30,73,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11452.4809499,11452.4809499,11452.4809496,11452.4809263,11452.4804095,11452.4748251
66,64,30,73,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11358.0520583,11358.0520583,11358.052058,11358.0520348,11358.0515223
66,64,30,73,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11286.9285925,11286.9285925,11286.9285922,11286.9285692
66,64,30,73,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11262.7580245,11262.7580245,11262.7580242
66,64,30,73,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11395.5449572,11395.5449572
66,64,30,73,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11426.609374
67,63,28,42,1999,N/A,N/A,N/A,12562363.4444,11631821.8593,10701366.0802,9771385.5044,8842923.64713,7918105.23015,7000612.11437,6096159.95518,5212896.85254,4361605.14315,3555548.98628,2809795.48999,2139878.52322,1559806.07371,1079645.5685,703211.225348,426595.931419
67,63,28,42,2000,N/A,N/A,N/A,929885.188214,929881.336662,929795.591531,929320.725414,927803.084453,924162.229301,916842.125621,903810.422005,882636.399752,850687.69122,805484.234727,745224.360788,669441.639662,579660.869912,479819.816258,376167.251178,276419.026699
67,63,28,42,2001,N/A,N/A,N/A,0.0,996247.636559,996243.510136,996151.645693,995642.890148,994016.940793,990116.251347,982273.739086,968312.011237,945626.877746,911398.10868,862968.649574,798408.252493,717217.200339,621029.110878,514062.772458,403012.909214
67,63,28,42,2002,N/A,N/A,N/A,0.0,0.0,986820.186856,986816.099481,986725.104348,986221.163134,984610.600071,980746.822686,972978.52379,959148.915188,936678.450165,902773.586509,854802.413348,790852.948604,710430.203979,615152.338385,509198.21795
67,63,28,42,2003,N/A,N/A,N/A,0.0,0.0,0.0,987056.852789,987052.764434,986961.747477,986457.685406,984846.736086,980982.032063,973211.870121,959378.944808,936903.090766,902990.095815,855007.41788,791042.61634,710600.584186,615299.868405
67,63,28,42,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,980791.178636,980787.116233,980696.677037,980195.814668,978595.091389,974754.91987,967034.081635,953288.965451,930955.784425,897258.063574,849579.971767,786021.208241,706089.808843
67,63,28,42,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,977107.940056,977103.892909,977013.793347,976514.811904,974920.099941,971094.349706,963402.506113,949709.007993,927459.696434,893888.523158,846389.480462,783069.40392
