census region,air conditioning type,housing types,technology,vintage,sector,final_energy,year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,63,28,45,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4957.20340574,4956.10997816,4948.09189734,4925.76589081
66,63,28,45,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4968.78125565,4967.68527431,4959.64846677
66,63,28,45,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5031.9047504,5030.79484569
66,63,28,45,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5053.76104253
66,63,28,72,1999,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2000,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2001,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2002,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2003,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,72,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,1999,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2000,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2001,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2002,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2003,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,28,73,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,63,29,42,1999,N/A,N/A,N/A,1067722.66356,988632.423558,909549.476533,830506.918828,751593.442742,672989.636391,595008.435027,518135.633762,443063.770355,370709.276279,302199.522474,238815.119297,181876.348875,132573.802933,91763.1500794,59768.5750691,36257.997643
66,63,29,42,2000,N/A,N/A,N/A,79038.3270308,79037.9996568,79030.7114971,78990.3488546,78861.3524966,78551.8873026,77929.6935567,76822.0255723,75022.2772629,72306.7027972,68464.5020368,63342.5367839,56901.1614706,49269.9808361,40783.6967767,31973.4420913,23495.0483207
66,63,29,42,2001,N/A,N/A,N/A,0.0,84635.8225849,84635.4720262,84627.667719,84584.4465935,84446.3147114,84114.9331875,83448.6756708,82262.5626224,80335.3561097,77427.464618,73313.1591397,67828.4562277,60930.9026141,52759.281648,43671.998819,34237.8017593
66,63,29,42,2002,N/A,N/A,N/A,0.0,0.0,84195.6643623,84195.3156268,84187.5519068,84144.5555577,84007.1420461,83677.4839096,83014.6913409,81834.7468083,79917.5629522,77024.794281,72931.8857164,67475.7066257,60614.0245243,52484.9010025,43444.8776215
66,63,29,42,2003,N/A,N/A,N/A,0.0,0.0,0.0,83526.6111161,83526.2651518,83518.5631254,83475.9084429,83339.5868755,83012.5483376,82355.0225902,81184.4543803,79282.5052527,76412.7237066,72352.3390704,66939.5170143,60132.3606502,52067.8344747
66,63,29,42,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,81782.0939428,81781.7552042,81774.2140406,81732.4502338,81598.9758465,81278.7677586,80634.9749395,79488.8549422,77626.6294772,74816.7855141,70841.2051174,65541.4339909,58876.4502951
66,63,29,42,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,80910.4320166,80910.0968884,80902.6361011,80861.3174274,80729.2656565,80412.4704575,79775.5394056,78641.6351528,76799.2579327,74019.3622613,70086.1549795,64842.8706521
66,63,29,42,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,81490.2878004,81489.9502705,81482.4360144,81440.8212247,81307.8230865,80988.757531,80347.2618247,79205.2312906,77349.6504197,74549.8322421,70588.4370872
66,63,29,42,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82694.0053589,82693.6628432,82686.0375918,82643.8080975,82508.8454038,82185.066835,81534.0954026,80375.1955918,78492.2053777,75651.0302434
66,63,29,42,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82969.7914043,82969.4477463,82961.7970646,82919.4267342,82784.0139374,82459.155561,81806.0131268,80643.2483636,78753.9783421
66,63,29,42,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83922.1020651,83921.7544626,83914.0159679,83871.1593193,83734.1922816,83405.6052457,82744.9661734,81568.8554289
66,63,29,42,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83381.0920677,83380.7467062,83373.0580982,83330.4777281,83194.3936585,82867.9248831,82211.5446691
66,63,29,42,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82320.8745418,82320.5335716,82312.9427267,82270.9037799,82136.5500631,81814.2324437
66,63,29,42,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82053.0268499,82052.6869891,82045.1208426,82003.218678,81869.3021084
66,63,29,42,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81961.92292,81961.5834365,81954.0256908,81912.1700504
66,63,29,42,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82153.6087873,82153.2685099,82145.6930887
66,63,29,42,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83199.0759208,83198.7313132
66,63,29,42,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83562.4645624
66,63,29,44,1999,N/A,N/A,N/A,68195.5688922,63144.0661988,58093.0293087,53044.5720891,48004.3593273,42983.925207,38003.2569385,33093.3823114,28298.5337917,23677.2439626,19301.5181352,15253.1490399,11616.4632473,8467.50398748,5860.92291246,3817.42573968,2315.80246495
66,63,29,44,2000,N/A,N/A,N/A,5048.18700596,5048.16609655,5047.70060095,5045.12263435,5036.88362218,5017.11804477,4977.37845891,4906.6315778,4791.68144701,4618.23739466,4372.83559174,4045.69508401,3634.28370451,3146.87932278,2604.85938731,2042.14741081,1500.63142899
66,63,29,44,2001,N/A,N/A,N/A,0.0,5405.69968852,5405.6772983,5405.17883631,5402.41829807,5393.59579893,5372.43042302,5329.87647907,5254.11930273,5131.02840188,4945.30103904,4682.5198766,4332.21127302,3891.66373319,3369.74136555,2789.33556977,2186.77232233
66,63,29,44,2002,N/A,N/A,N/A,0.0,0.0,5377.58673241,5377.56445863,5377.06858894,5374.32240719,5365.54579046,5344.4904875,5302.15785017,5226.79465765,5104.34390503,4919.58243847,4658.16789936,4309.68111551,3871.42469328,3352.21664227,2774.82931286
66,63,29,44,2003,N/A,N/A,N/A,0.0,0.0,0.0,5334.85422489,5334.83212811,5334.3401988,5331.61583934,5322.90896521,5302.02097631,5260.02473146,5185.26040574,5063.78269698,4880.48942073,4621.15218865,4275.43462357,3840.66076644,3325.57855534
66,63,29,44,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,5223.43171309,5223.41007782,5222.92842283,5220.26096371,5211.7359393,5191.28421202,5150.16509088,5076.9622753,4958.02172142,4778.55666547,4524.63588989,4186.13890064,3760.44562812
66,63,29,44,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,5167.75856597,5167.73716129,5167.26063995,5164.62161153,5156.18744978,5135.95370412,5095.27284483,5022.85025025,4905.17740605,4727.62515092,4476.41075105,4141.52158013
66,63,29,44,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,5204.79402133,5204.77246326,5204.29252686,5201.63458548,5193.13997915,5172.76122555,5131.78882127,5058.84720016,4940.33103728,4761.50632939,4508.49156683
66,63,29,44,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5281.67559975,5281.65372323,5281.16669755,5278.46949491,5269.8494122,5249.1696379,5207.59201791,5133.57295417,5013.30615339,4831.83997194
66,63,29,44,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5299.29008608,5299.2681366,5298.77948668,5296.07328883,5287.42445798,5266.67571624,5224.95943412,5150.69351543,5030.02562262
66,63,29,44,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5360.11427713,5360.09207572,5359.59781717,5356.86055812,5348.11245772,5327.12556608,5284.93047281,5209.81214477
66,63,29,44,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5325.55990659,5325.53784831,5325.04677604,5322.32716292,5313.63545779,5292.7838597,5250.8607802
66,63,29,44,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5257.8436917,5257.82191389,5257.33708576,5254.65205341,5246.07086612,5225.48440283
66,63,29,44,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5240.73622892,5240.71452197,5240.23127133,5237.55497527,5229.00170862
66,63,29,44,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5234.91741047,5234.89572763,5234.41301354,5231.73968899
66,63,29,44,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5247.16040879,5247.13867523,5246.65483221
66,63,29,44,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5313.93451443,5313.9125043
