,42,44,45,72,73
0,0.0,0.0,0.0,0.0,0.0
1,4.14196521037e-06,4.14196521037e-06,0.000220573473446,1.12975615396e-06,1.33226762955e-14
2,9.22104494882e-05,9.22104494882e-05,0.00161746052465,3.26008864597e-05,2.50249820866e-11
3,0.000510671771875,0.000510671771875,0.00450375034206,0.000212207392459,2.03786210129e-09
4,0.00163207348709,0.00163207348709,0.00888391918751,0.000760669656868,4.51229416054e-08
5,0.00391538138029,0.00391538138029,0.0146880737398,0.00199452693525,4.87615570033e-07
6,0.00787205105786,0.00787205105786,0.0217604192626,0.0043158536405,3.35281828789e-06
7,0.0140143146504,0.0140143146504,0.029846290469,0.00819172321702,1.69122767496e-05
8,0.022770576972,0.022770576972,0.0385863535835,0.0141131778024,6.81199621171e-05
9,0.0343576916119,0.0343576916119,0.0475227132609,0.0225211746183,0.000231329277185
10,0.0486118685044,0.0486118685044,0.0561200743942,0.033687889245,0.000687100373417
11,0.0648035636039,0.0648035636039,0.063803018305,0.0475500562851,0.00183144699342
12,0.0814968579845,0.0814968579845,0.0700075717293,0.0635116463421,0.00446083662893
13,0.0965503815826,0.0965503815826,0.0742418756637,0.0802687031794,0.0100506908343
14,0.107369226782,0.107369226782,0.0761475775326,0.0957532988437,0.0210900805943
15,0.111468132188,0.111468132188,0.075551480455,0.107322780495,0.0412425467432
16,0.10726939814,0.10726939814,0.0724968759467,0.112291799357,0.0746088216215
17,0.094862978795,0.094862978795,0.0672464081283,0.10877434412,0.122532598561
