,42,44,45,72,73
0,1.0,1.0,1.0,1.0,1.0
1,0.931034482823,0.931034482823,0.93103447438,0.935483870986,0.945945945943
2,0.862069251298,0.862069251298,0.862084160725,0.87096781486,0.891891891886
3,0.793110379115,0.793110379115,0.793245396085,0.806453862017,0.83783783783
4,0.724186725674,0.724186725674,0.724717234955,0.741953599974,0.783783783885
5,0.655375629026,0.655375629026,0.656801757981,0.677502413392,0.729729732378
6,0.58683455868,0.58683455868,0.589899251734,0.613179905967,0.675675707229
7,0.518836388405,0.518836388405,0.524497464238,0.549135840713,0.621621863314
8,0.451804722589,0.451804722589,0.461154041852,0.48562027373,0.567568933576
9,0.38634344139,0.38634344139,0.400471747623,0.423015234348,0.513519685998
10,0.323251656162,0.323251656162,0.343066882293,0.361863173972,0.459482942705
11,0.263512413587,0.263512413587,0.289532367392,0.302884525805,0.405483339972
12,0.20824238229,0.20824238229,0.240398061183,0.246973623205,0.351582734375
13,0.158592823953,0.158592823953,0.196091863957,0.195160246173,0.297923255082
14,0.115601912615,0.115601912615,0.156905796709,0.148525495151,0.244807056374
15,0.0800157755306,0.0800157755306,0.12297128717,0.108068376312,0.192830862023
16,0.0521170958318,0.0521170958318,0.0942472251923,0.0745353078243,0.143083994523
17,0.031616305653,0.031616305653,0.0705229483699,0.0482468715514,0.0973700363007
