census division,year,value
56,1990,21049970000.0
56,1991,20584440000.0
56,1992,19583050000.0
56,1993,18013290000.0
56,1994,17055950000.0
56,1995,16845080000.0
56,1996,17245010000.0
56,1997,19064970000.0
56,1998,17557650000.0
56,1999,15796280000.0
56,2000,15528050000.0
56,2001,18837190000.0
56,2002,19285520000.0
56,2003,19008410000.0
56,2004,18565520000.0
56,2005,18398520000.0
56,2006,19587690000.0
56,2007,25373310000.0
56,2008,21286670000.0
56,2009,16595560000.0
56,2010,18678920000.0
56,2011,19848460000.0
56,2012,22503620000.0
56,2013,24030230000.0
56,2014,25698200000.0
56,2015,28103950000.0
56,2016,28610030000.0
56,2017,28622150000.0
56,2018,29192600000.0
56,2019,29794210000.0
56,2020,30605520000.0
56,2021,31155950000.0
56,2022,31994730000.0
56,2023,33105150000.0
56,2024,34347690000.0
56,2025,35672150000.0
56,2026,36637260000.0
56,2027,37612050000.0
56,2028,38538150000.0
56,2029,39452540000.0
56,2030,40381470000.0
56,2031,41478810000.0
56,2032,42678700000.0
56,2033,44033000000.0
56,2034,45650080000.0
56,2035,47413790000.0
56,2036,49204460000.0
56,2037,50904440000.0
56,2038,52556660000.0
56,2039,54200230000.0
56,2040,55837900000.0
57,1990,30857540000.0
57,1991,29220520000.0
57,1992,28925050000.0
57,1993,29076740000.0
57,1994,30304880000.0
57,1995,29619730000.0
57,1996,28225030000.0
57,1997,30369200000.0
57,1998,32025960000.0
57,1999,34987880000.0
57,2000,33564910000.0
57,2001,31045690000.0
57,2002,30712840000.0
57,2003,29227770000.0
57,2004,26380430000.0
57,2005,28283310000.0
57,2006,28072680000.0
57,2007,30078980000.0
57,2008,30205270000.0
57,2009,25554510000.0
57,2010,30051700000.0
57,2011,32422020000.0
57,2012,36751210000.0
57,2013,39186720000.0
57,2014,41646240000.0
57,2015,44938850000.0
57,2016,45623080000.0
57,2017,45659840000.0
57,2018,46440440000.0
57,2019,47348380000.0
57,2020,48509820000.0
57,2021,49249300000.0
57,2022,50422370000.0
57,2023,52032280000.0
57,2024,53830120000.0
57,2025,55747850000.0
57,2026,57112630000.0
57,2027,58464980000.0
57,2028,59749430000.0
57,2029,61044650000.0
57,2030,62384580000.0
57,2031,63988510000.0
57,2032,65837400000.0
57,2033,67898400000.0
57,2034,70392290000.0
57,2035,73099230000.0
57,2036,75783640000.0
57,2037,78257310000.0
57,2038,80743680000.0
57,2039,83212790000.0
57,2040,85620610000.0
58,1990,2.1509351e+11
58,1991,2.0065961e+11
58,1992,2.2058386e+11
58,1993,2.28009e+11
58,1994,2.525274e+11
58,1995,2.4827797e+11
58,1996,2.3717252e+11
58,1997,2.5742242e+11
58,1998,2.8512561e+11
58,1999,3.1121136e+11
58,2000,2.9678247e+11
58,2001,2.7261005e+11
58,2002,2.9539371e+11
58,2003,3.0704266e+11
58,2004,2.9798538e+11
58,2005,2.9600629e+11
58,2006,2.8256363e+11
58,2007,3.0567209e+11
58,2008,2.4382648e+11
58,2009,1.9543179e+11
58,2010,2.3616611e+11
58,2011,2.6500009e+11
58,2012,3.0762869e+11
58,2013,3.3395511e+11
58,2014,3.5753589e+11
58,2015,3.8234479e+11
58,2016,3.9219241e+11
58,2017,3.9662299e+11
58,2018,4.0415341e+11
58,2019,4.128551e+11
58,2020,4.2275201e+11
58,2021,4.2887439e+11
58,2022,4.3780951e+11
