census division,year,value
61,2034,3281
61,2035,3276
61,2036,3271
61,2037,3266
61,2038,3261
61,2039,3256
61,2040,3251
61,2041,3251
61,2042,3251
61,2043,3251
61,2044,3251
61,2045,3251
61,2046,3251
61,2047,3251
61,2048,3251
61,2049,3251
61,2050,3251
62,1990,1977
62,1991,2191
62,1992,2172
62,1993,2491
62,1994,2128
62,1995,2162
62,1996,2299
62,1997,2431
62,1998,2009
62,1999,1817
62,2000,2181
62,2001,2161
62,2002,2292
62,2003,2204
62,2004,2041
62,2005,1985
62,2006,1802
62,2007,2105
62,2008,2125
62,2009,2152
62,2010,2449
62,2011,2114
62,2012,1650
62,2013,2328
62,2014,2553
62,2015,2205
62,2016,2013
62,2017,2003
62,2018,1994
62,2019,1985
62,2020,1975
62,2021,1966
62,2022,1956
62,2023,1947
62,2024,1938
62,2025,1928
62,2026,1919
62,2027,1910
62,2028,1901
62,2029,1891
62,2030,1882
62,2031,1873
62,2032,1864
62,2033,1854
62,2034,1845
62,2035,1836
62,2036,1827
62,2037,1818
62,2038,1809
62,2039,1800
62,2040,1790
62,2041,1790
62,2042,1790
62,2043,1790
62,2044,1790
62,2045,1790
62,2046,1790
62,2047,1790
62,2048,1790
62,2049,1790
62,2050,1790
63,1990,5245
63,1991,5314
63,1992,5120
63,1993,5537
63,1994,5046
63,1995,4972
63,1996,5001
63,1997,5168
63,1998,5044
63,1999,4735
63,2000,4827
63,2001,5004
63,2002,5197
63,2003,4816
63,2004,5009
63,2005,4895
63,2006,4915
63,2007,4939
63,2008,5233
63,2009,5139
63,2010,5082
63,2011,5322
63,2012,4574
63,2013,5271
63,2014,4810
63,2015,4790
63,2016,4922
63,2017,4910
63,2018,4899
63,2019,4887
63,2020,4874
63,2021,4862
63,2022,4849
63,2023,4836
63,2024,4823
63,2025,4809
63,2026,4796
63,2027,4782
63,2028,4769
63,2029,4755
63,2030,4741
63,2031,4727
63,2032,4713
63,2033,4698
63,2034,4684
63,2035,4669
63,2036,4654
63,2037,4639
63,2038,4625
63,2039,4610
63,2040,4595
63,2041,4595
63,2042,4595
63,2043,4595
63,2044,4595
63,2045,4595
63,2046,4595
63,2047,4595
63,2048,4595
63,2049,4595
63,2050,4595
64,1990,3240
64,1991,3193
64,1992,2893
64,1993,3151
64,1994,3284
64,1995,2898
64,1996,3000
64,1997,2894
64,1998,3365
64,1999,3293
64,2000,3131
64,2001,3568
64,2002,3524
64,2003,3355
64,2004,3346
64,2005,3377
64,2006,3557
64,2007,3506
64,2008,3566
64,2009,3536
64,2010,3624
64,2011,3819
64,2012,3412
64,2013,3377
64,2014,2787
64,2015,2983
64,2016,3486
64,2017,3484
64,2018,3482
64,2019,3479
64,2020,3477
64,2021,3474
64,2022,3471
64,2023,3469
64,2024,3466
64,2025,3463
64,2026,3461
64,2027,3458
64,2028,3455
64,2029,3453
64,2030,3450
64,2031,3448
64,2032,3445
64,2033,3443
64,2034,3440
64,2035,3438
64,2036,3435
64,2037,3433
64,2038,3431
64,2039,3428
64,2040,3426
64,2041,3426
64,2042,3426
64,2043,3426
64,2044,3426
64,2045,3426
64,2046,3426
64,2047,3426
64,2048,3426
64,2049,3426
64,2050,3426
