census region,housing types,vintage,value
66,28,2009,0.0413239265383
66,28,2010,0.0413239265383
66,28,2011,0.0413239265383
66,28,2012,0.0413239265383
66,28,2013,0.0413239265383
66,28,2014,0.0413239265383
66,28,2015,0.0413239265383
66,28,2016,0.0413239265383
66,29,2009,0.0136571383618
66,29,2010,0.0136571383618
66,29,2011,0.0136571383618
66,29,2012,0.0136571383618
66,29,2013,0.0136571383618
66,29,2014,0.0136571383618
66,29,2015,0.0136571383618
66,29,2016,0.0136571383618
66,30,2009,0.123084907639
66,30,2010,0.123084907639
66,30,2011,0.123084907639
66,30,2012,0.123084907639
66,30,2013,0.123084907639
66,30,2014,0.123084907639
66,30,2015,0.123084907639
66,30,2016,0.123084907639
67,28,2009,0.0508503304781
67,28,2010,0.0508503304781
67,28,2011,0.0508503304781
67,28,2012,0.0508503304781
67,28,2013,0.0508503304781
67,28,2014,0.0508503304781
67,28,2015,0.0508503304781
67,28,2016,0.0508503304781
67,29,2009,0.0207884144696
67,29,2010,0.0207884144696
67,29,2011,0.0207884144696
67,29,2012,0.0207884144696
67,29,2013,0.0207884144696
67,29,2014,0.0207884144696
67,29,2015,0.0207884144696
67,29,2016,0.0207884144696
67,30,2009,0.0860127822524
67,30,2010,0.0860127822524
67,30,2011,0.0860127822524
67,30,2012,0.0860127822524
67,30,2013,0.0860127822524
67,30,2014,0.0860127822524
67,30,2015,0.0860127822524
67,30,2016,0.0860127822524
68,28,2009,0.0322954857439
68,28,2010,0.0322954857439
68,28,2011,0.0322954857439
68,28,2012,0.0322954857439
68,28,2013,0.0322954857439
68,28,2014,0.0322954857439
68,28,2015,0.0322954857439
68,28,2016,0.0322954857439
68,29,2009,0.00165423726019
68,29,2010,0.00165423726019
68,29,2011,0.00165423726019
68,29,2012,0.00165423726019
68,29,2013,0.00165423726019
68,29,2014,0.00165423726019
68,29,2015,0.00165423726019
68,29,2016,0.00165423726019
68,30,2009,0.0164393073027
68,30,2010,0.0164393073027
68,30,2011,0.0164393073027
68,30,2012,0.0164393073027
68,30,2013,0.0164393073027
68,30,2014,0.0164393073027
68,30,2015,0.0164393073027
68,30,2016,0.0164393073027
69,28,2009,0.0402014415601
69,28,2010,0.0402014415601
69,28,2011,0.0402014415601
69,28,2012,0.0402014415601
69,28,2013,0.0402014415601
69,28,2014,0.0402014415601
69,28,2015,0.0402014415601
69,28,2016,0.0402014415601
69,29,2009,0.0406244732766
69,29,2010,0.0406244732766
69,29,2011,0.0406244732766
69,29,2012,0.0406244732766
69,29,2013,0.0406244732766
69,29,2014,0.0406244732766
69,29,2015,0.0406244732766
69,29,2016,0.0406244732766
69,30,2009,0.181534595455
69,30,2010,0.181534595455
69,30,2011,0.181534595455
69,30,2012,0.181534595455
69,30,2013,0.181534595455
69,30,2014,0.181534595455
69,30,2015,0.181534595455
69,30,2016,0.181534595455
