census region,air conditioning type,technology,housing types,final_energy,vintage,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,63,42,28,2,1999,0.315891434682,0.291071471538,0.266594928215,0.24248693896,0.218929900497,0.195721020976,0.172684136857,0.14991448455,0.127780527009,0.106493676573,0.0865243122073,0.0682229461033,0.0518644075161,0.0377512769358,0.0260971070429,0.0169673563754,0.0102748354543
66,63,42,28,2,2000,0.0233993655431,0.0232856135677,0.0231797314606,0.0230784204912,0.0229865223809,0.0228598130228,0.0226318076784,0.0222419491027,0.0216508839713,0.0207852799893,0.019615382869,0.0181071899503,0.0162368313157,0.0140392296747,0.0116064016618,0.0090827555526,0.00666245602484
66,63,42,28,2,2001,0.0,0.0249337151539,0.0248225250581,0.0247243823383,0.0246536139893,0.0245741089818,0.0244270155201,0.0241594790834,0.0237393406711,0.0230921873743,0.0221823423024,0.0209564911317,0.0193541057084,0.0173611914342,0.0150138097804,0.0124054445413,0.00970833859214
66,63,42,28,2,2002,0.0,0.0,0.0246936198264,0.0245981531095,0.0245380164211,0.0244863803826,0.024395796753,0.0242258052964,0.0239564723919,0.0235232641293,0.0228958140086,0.022017533877,0.0208103848233,0.0192260845494,0.0172491082701,0.0149088840355,0.0123191037307
66,63,42,28,2,2003,0.0,0.0,0.0,0.0244029435505,0.0243454281866,0.0243043699805,0.024241681074,0.0241281339732,0.0239560074663,0.023672968243,0.02325891844,0.0226630456734,0.0218037468753,0.0206157322611,0.0190492940265,0.017081334236,0.0147642990199
66,63,42,28,2,2004,0.0,0.0,0.0,0.0,0.0238374660927,0.0237993605486,0.0237479138858,0.0236632514462,0.0235484815942,0.0233640024514,0.0231018948263,0.0227224238918,0.0221505078815,0.0213183084587,0.0201599643047,0.0186181696741,0.0166952313852
66,63,42,28,2,2005,0.0,0.0,0.0,0.0,0.0,0.0235461333111,0.0234973034347,0.0234233382421,0.0233359363273,0.0232063774414,0.0230384771722,0.0228047010371,0.0224404577198,0.0218835077854,0.021064704659,0.0199094607198,0.0183873555828
66,63,42,28,2,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0236659504925,0.0235935322942,0.0235153376319,0.0234110714245,0.0232951490674,0.0231516616182,0.0229273073562,0.0225692213897,0.0220125921362,0.0211775993847,0.0200167425666
66,63,42,28,2,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023942255806,0.0238650071626,0.0237691390758,0.0236780321817,0.0235863134186,0.0234518447411,0.0232329358339,0.0228737304975,0.0222976305382,0.0214524456294
66,63,42,28,2,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023945064557,0.0238509754088,0.0237695035327,0.0237040481339,0.0236231197712,0.0234968904905,0.0232812802462,0.0229090389568,0.0223326952212
66,63,42,28,2,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241251155015,0.0240448248071,0.023988651661,0.0239336271131,0.0238604949241,0.0237367891426,0.0235063686517,0.0231311970397
66,63,42,28,2,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219347119148,0.0218853958115,0.0218443385779,0.0218020723958,0.0217389261886,0.0216146256034,0.0214054243267
66,63,42,28,2,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019681169718,0.019645977842,0.0196161755505,0.0195813486785,0.0195141669661,0.0194031481186
66,63,42,28,2,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176654920241,0.0176402476265,0.0176163021297,0.0175755982453,0.0175158043467
66,63,42,28,2,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157087429369,0.0156888010337,0.0156591048944,0.0156233748511
66,63,42,28,2,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157255083167,0.0156971251308,0.0156678661008
66,63,42,28,2,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158966075603,0.0158683742157
66,63,42,28,2,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159373651855
66,63,42,29,2,1999,0.306635691126,0.282542962686,0.258783591731,0.235381976063,0.212515168114,0.189986317911,0.167624423578,0.145521931059,0.124036507199,0.103373369871,0.0839891157531,0.06622398689,0.0503447599318,0.0366451496406,0.0253324515194,0.0164702061454,0.00997377872532
66,63,42,29,2,2000,0.0226987520839,0.0225884060199,0.0224856941881,0.0223874166269,0.0222982700892,0.0221753546067,0.0219541760975,0.0215759904949,0.0210026227744,0.0201629363242,0.0190280677463,0.0175650324733,0.0157506752901,0.0136188732659,0.011258887914,0.00881080370097,0.00646297171175
66,63,42,29,2,2001,0.0,0.0241882174736,0.0240803518707,0.0239851435379,0.0239164911046,0.0238393632318,0.0236966677443,0.0234371304281,0.0230295538106,0.0224017498677,0.0215191084189,0.0203299091952,0.0187754337848,0.0168421060167,0.0145649091535,0.0120345319007,0.0094180672124
66,63,42,29,2,2002,0.0,0.0,0.0239552184834,0.0238626064615,0.0238042680113,0.0237541760203,0.023666301069,0.0235013927845,0.0232401136113,0.0228198593654,0.0222111715814,0.0213591542348,0.0201881019741,0.0186511762634,0.0167333165473,0.0144630709036,0.0119507315438
66,63,42,29,2,2003,0.0,0.0,0.0,0.0236730824665,0.0236172873141,0.0235774571069,0.023516643146,0.023406492095,0.0232395136736,0.0229649397944,0.0225632736957,0.0219852227276,0.0211516244665,0.0199991418623,0.0184795538082,0.0165704531984,0.0143227175662
66,63,42,29,2,2004,0.0,0.0,0.0,0.0,0.02312411798,0.0230871527634,0.0230372456678,0.0229551167941,0.0228437814874,0.0226648229754,0.0224105590522,0.0220424439755,0.0214876428382,0.0206803474,0.019556667275,0.018061011621,0.0161956182236
66,63,42,29,2,2005,0.0,0.0,0.0,0.0,0.0,0.022841176488,0.0227938085482,0.0227220578282,0.0226372726733,0.0225115927012,0.0223487192632,0.0221219422426,0.0217686041473,0.0212283289532,0.0204340402913,0.0193133836487,0.0178368494082
66,63,42,29,2,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0229572586129,0.0228870090234,0.0228111559498,0.0227100120601,0.0225975610714,0.0224583704447,0.0222407346132,0.0218933717578,0.0213534111199,0.0205434227554,0.01941732853
66,63,42,29,2,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232251761174,0.0231502411003,0.0230572442992,0.0229688660914,0.0228798943401,0.0227494530509,0.0225371005488,0.0221886535492,0.0216298080033,0.0208099367047
66,63,42,29,2,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232275437925,0.0231362740527,0.0230572435049,0.022993749496,0.022915246175,0.0227927993911,0.0225836499699,0.0222225629981,0.0216634895688
66,63,42,29,2,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234019245059,0.0233240406605,0.023269551399,0.0232161763047,0.0231452363763,0.0230252388841,0.0228017256358,0.0224378004251
66,63,42,29,2,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212766534514,0.0212288168697,0.0211889913851,0.0211479932213,0.0210867414496,0.0209661699789,0.0207632449037
66,63,42,29,2,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0190901752472,0.0190560401277,0.019027132752,0.0189933516761,0.0189281873244,0.0188205021978
66,63,42,29,2,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171347224651,0.0171102365495,0.0170870105085,0.017047529595,0.0169895322374
66,63,42,29,2,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015236627093,0.0152172845305,0.015188480889,0.0151538246884
66,63,42,29,2,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152529366528,0.015225406418,0.0151970266593
66,63,42,29,2,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154192251565,0.0153918396722
66,63,42,29,2,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154591306485
66,63,42,30,2,1999,0.327340073831,0.301620577586,0.276256947494,0.251275228725,0.226864428485,0.202814405275,0.178942610981,0.155347733599,0.132411590037,0.110353254709,0.0896601542066,0.0706955040959,0.0537440940829,0.0391194708772,0.0270429268042,0.0175822927717,0.0106472193512
66,63,42,30,2,2000,0.0242367106369,0.0241188880529,0.02400921696,0.0239042805828,0.0238090939033,0.0236778502573,0.0234416857534,0.0230378761086,0.0224256597418,0.0215290801658,0.0203173183372,0.0187551548124,0.0168178654901,0.0145416227873,0.012021736149,0.00940778149339,0.00690087167138
66,63,42,30,2,2001,0.0,0.0258267205917,0.025711548203,0.0256098904842,0.0255365875542,0.0254542350607,0.0253018734206,0.0250247551189,0.0245895693747,0.0239192381676,0.0229768068327,0.0217070515846,0.0200472764427,0.0179829855897,0.015551532045,0.0128497477415,0.0100560444636
66,63,42,30,2,2002,0.0,0.0,0.0255779660179,0.0254790803763,0.0254167900282,0.0253633047617,0.0252694770841,0.0250933977676,0.0248144193138,0.0243656966762,0.0237157758474,0.0228060420976,0.0215556617284,0.0199146233205,0.0178668461033,0.0154428120262,0.0127602845921
66,63,42,30,2,2003,0.0,0.0,0.0,0.0252767614121,0.0252171865445,0.0251746581308,0.0251097244669,0.0249921114843,0.0248138214908,0.0245206472307,0.0240917711789,0.0234745614672,0.0225844929943,0.0213539380863,0.0197314090073,0.0176929807337,0.0152929773808
66,63,42,30,2,2004,0.0,0.0,0.0,0.0,0.0246907240553,0.0246512545298,0.0245979663427,0.0245102734258,0.0243913954069,0.0242003128651,0.023928823143,0.0235357691123,0.0229433814676,0.0220813936109,0.0208815867289,0.019284603827,0.0172928342957
66,63,42,30,2,2005,0.0,0.0,0.0,0.0,0.0,0.0243886843589,0.0243381072035,0.0242614953152,0.0241709658986,0.0240367710084,0.0238628627655,0.0236207214214,0.0232434443892,0.022666565121,0.0218184627707,0.0206218807494,0.0190453101398
66,63,42,30,2,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0245126221204,0.0244376130929,0.0243566209431,0.0242486245141,0.0241285549257,0.0239799340781,0.0237475533315,0.0233766565029,0.0228001133145,0.0219352479124,0.0207328603502
66,63,42,30,2,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247986616116,0.0247186498123,0.0246193525587,0.0245249868041,0.0244299872941,0.0242907087208,0.0240639695214,0.0236919155404,0.0230952086945,0.0222197918281
66,63,42,30,2,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248012446196,0.0247037912185,0.0246194062328,0.0245516104099,0.0244677883714,0.0243370456349,0.0241137260276,0.0237281748735,0.0231312233833
66,63,42,30,2,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249874789134,0.024904318191,0.0248461371098,0.024789145684,0.024713399351,0.0245852716491,0.0243466146713,0.0239580323764
66,63,42,30,2,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227183632123,0.0226672852155,0.0226247611491,0.0225809849426,0.0225155827402,0.0223868413255,0.0221701660116
66,63,42,30,2,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203839125873,0.0203474641376,0.0203165977149,0.0202805273022,0.0202109467755,0.0200959638495
66,63,42,30,2,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182960726923,0.0182699271803,0.0182451269342,0.0182029700995,0.0181410418206
66,63,42,30,2,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162694326007,0.0162487789142,0.0162180228354,0.0161810174853
66,63,42,30,2,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162869131073,0.0162575166342,0.016227213049
66,63,42,30,2,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164644555984,0.0164352137211
66,63,42,30,2,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165070293193
66,63,44,28,2,1999,0.00737141150057,0.00679223099208,0.0062210642774,0.0056584978709,0.00510878804918,0.00456720260989,0.00402963072955,0.00349829477532,0.00298179292925,0.00248505855506,0.00201906807231,0.00159200077715,0.00121026988408,0.000880936190137,0.000608983004496,0.000395937819732,0.000239766045922
66,63,44,28,2,2000,0.000546030481783,0.000543376048875,0.000540905261458,0.000538541142767,0.000536396675671,0.000533439878756,0.000528119312785,0.000519021858176,0.00050522919453,0.000485030093045,0.00045773022942,0.000422536142447,0.000378890821189,0.000327609196455,0.000270838501133,0.000211948541133,0.000155470201378
66,63,44,28,2,2001,0.0,0.000581834942192,0.000579240291434,0.000576950104698,0.00057529870626,0.000573443435549,0.000570010970101,0.00056376793547,0.000553963892738,0.000538862396682,0.000517630917476,0.000489025351051,0.000451633256678,0.000405128066642,0.000350351285068,0.00028948438141,0.00022654668944
66,63,44,28,2,2002,0.0,0.0,0.000576232253218,0.00057400451173,0.000572601205948,0.000571396265117,0.000569282471782,0.000565315675469,0.00055903071978,0.00054892168858,0.000534279971433,0.000513785068589,0.000485615921091,0.000448645848538,0.000402512575895,0.00034790281462,0.000287469595397
66,63,44,28,2,2003,0.0,0.0,0.0,0.000569449244222,0.000568107107752,0.000567149003482,0.000565686141005,0.0005630364889,0.000559019870617,0.000552415074295,0.000542753110897,0.000528848259791,0.000508796291467,0.000481073651254,0.000444520394187,0.000398597523732,0.000344528884434
66,63,44,28,2,2004,0.0,0.0,0.0,0.0,0.000556253675813,0.000555364472704,0.000554163951006,0.000552188330231,0.0005495101449,0.000545205274537,0.000539088922682,0.000530233866471,0.000516888052711,0.000497468455589,0.000470438183537,0.000434459991589,0.000389587709971
66,63,44,28,2,2005,0.0,0.0,0.0,0.0,0.0,0.000549455347082,0.000548315888797,0.000546589891154,0.00054455034399,0.000541527052579,0.000537609054685,0.000532153825763,0.000523654110091,0.000510657533733,0.000491550542787,0.000464592615079,0.000429073882755
66,63,44,28,2,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.000552251313202,0.000550561415087,0.000548736721633,0.000546303641671,0.000543598562323,0.000540250244144,0.000535014877161,0.000526658844924,0.00051366975174,0.000494184971543,0.000467096065798
