Constraint Name,Child Column,Parent Column,Delete Rule
DemandServiceEfficiency_geography_id_fkey,DemandServiceEfficiency.geography_id,Geographies.id,Restrict delete 
DemandServiceEfficiency_geography_map_key_id_fkey,DemandServiceEfficiency.geography_map_key_id,GeographyMapKeys.id,Restrict delete 
DemandServiceEfficiency_interpolation_method_id_fkey,DemandServiceEfficiency.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandServiceEfficiency_other_index_1_id_fkey,DemandServiceEfficiency.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandServiceEfficiency_other_index_2_id_fkey,DemandServiceEfficiency.other_index_2_id,OtherIndexes.id,Restrict delete 
DemandServiceEfficiency_subsector_id_fkey,DemandServiceEfficiency.subsector_id,DemandSubsectors.id,Restrict delete 
DemandServiceEfficiencyData_final_energy_id_fkey,DemandServiceEfficiencyData.final_energy_id,FinalEnergy.id,Restrict delete 
DemandServiceEfficiencyData_gau_id_fkey,DemandServiceEfficiencyData.gau_id,GeographiesData.id,Restrict delete 
DemandServiceEfficiencyData_oth_1_id_fkey,DemandServiceEfficiencyData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandServiceEfficiencyData_oth_2_id_fkey,DemandServiceEfficiencyData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandServiceEfficiencyData_subsector_id_fkey,DemandServiceEfficiencyData.subsector_id,DemandSubsectors.id,Restrict delete 
DemandServiceLink_linked_subsector_id_fkey,DemandServiceLink.linked_subsector_id,DemandSubsectors.id,Restrict delete 
DemandServiceLink_subsector_id_fkey,DemandServiceLink.subsector_id,DemandSubsectors.id,Restrict delete 
DemandStates_energy_efficiency_package_id_fkey,DemandStates.energy_efficiency_package_id,DemandEnergyEfficiencyMeasurePackages.id,Restrict delete 
DemandStates_flexible_load_package_id_fkey,DemandStates.flexible_load_package_id,DemandFlexibleLoadMeasurePackages.id,Restrict delete 
DemandStates_fuel_switching_package_id_fkey,DemandStates.fuel_switching_package_id,DemandFuelSwitchingMeasurePackages.id,Restrict delete 
DemandStates_sales_package_id_fkey,DemandStates.sales_package_id,DemandSalesMeasurePackages.id,Restrict delete 
DemandStates_service_demand_package_id_fkey,DemandStates.service_demand_package_id,DemandServiceDemandMeasurePackages.id,Restrict delete 
DemandStates_stock_package_id_fkey,DemandStates.stock_package_id,DemandStockMeasurePackages.id,Restrict delete 
DemandStates_subsector_id_fkey,DemandStates.subsector_id,DemandSubsectors.id,Restrict delete 
DemandStock_demand_stock_unit_type_id_fkey,DemandStock.demand_stock_unit_type_id,DemandStockUnitTypes.id,Restrict delete 
DemandStock_driver_1_id_fkey,DemandStock.driver_1_id,DemandDrivers.id,Restrict delete 
DemandStock_driver_2_id_fkey,DemandStock.driver_2_id,DemandDrivers.id,Restrict delete 
DemandStock_driver_denominator_1_id_fkey,DemandStock.driver_denominator_1_id,DemandDrivers.id,Restrict delete 
DemandStock_driver_denominator_2_id_fkey,DemandStock.driver_denominator_2_id,DemandDrivers.id,Restrict delete 
DemandStock_extrapolation_method_id_fkey,DemandStock.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DemandStock_geography_id_fkey,DemandStock.geography_id,Geographies.id,Restrict delete 
DemandStock_geography_map_key_id_fkey,DemandStock.geography_map_key_id,GeographyMapKeys.id,Restrict delete 
DemandStock_input_type_id_fkey,DemandStock.input_type_id,InputTypes.id,Restrict delete 
DemandStock_interpolation_method_id_fkey,DemandStock.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandStock_other_index_1_id_fkey,DemandStock.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandStock_other_index_2_id_fkey,DemandStock.other_index_2_id,OtherIndexes.id,Restrict delete 
DemandStock_subsector_id_fkey,DemandStock.subsector_id,DemandSubsectors.id,Restrict delete 
DemandStockData_demand_technology_id_fkey,DemandStockData.demand_technology_id,DemandTechs.id,Restrict delete 
DemandStockData_gau_id_fkey,DemandStockData.gau_id,GeographiesData.id,Restrict delete 
DemandStockData_oth_1_id_fkey,DemandStockData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandStockData_oth_2_id_fkey,DemandStockData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandStockData_subsector_id_fkey,DemandStockData.subsector_id,DemandStock.subsector_id,Cascade on delete 
DemandStockMeasurePackages_subsector_id_fkey,DemandStockMeasurePackages.subsector_id,DemandSubsectors.id,Restrict delete 
DemandStockMeasurePackagesData_measure_id_fkey,DemandStockMeasurePackagesData.measure_id,DemandStockMeasures.id,Restrict delete 
DemandStockMeasurePackagesData_package_id_fkey,DemandStockMeasurePackagesData.package_id,DemandStockMeasurePackages.id,Cascade on delete 
DemandStockMeasures_demand_technology_id_fkey,DemandStockMeasures.demand_technology_id,DemandTechs.id,Restrict delete 
DemandStockMeasures_extrapolation_method_id_fkey,DemandStockMeasures.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DemandStockMeasures_geography_id_fkey,DemandStockMeasures.geography_id,Geographies.id,Restrict delete 
DemandStockMeasures_interpolation_method_id_fkey,DemandStockMeasures.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandStockMeasures_other_index_1_id_fkey,DemandStockMeasures.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandStockMeasures_subsector_id_fkey,DemandStockMeasures.subsector_id,DemandSubsectors.id,Restrict delete 
DemandStockMeasuresData_gau_id_fkey,DemandStockMeasuresData.gau_id,GeographiesData.id,Restrict delete 
DemandStockMeasuresData_oth_1_id_fkey,DemandStockMeasuresData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandStockMeasuresData_parent_id_fkey,DemandStockMeasuresData.parent_id,DemandStockMeasures.id,Cascade on delete 
DemandSubsectors_sector_id_fkey,DemandSubsectors.sector_id,DemandSectors.id,Restrict delete 
DemandSubsectors_shape_id_fkey,DemandSubsectors.shape_id,Shapes.id,Restrict delete 
DemandTechs_demand_tech_unit_type_id_fkey,DemandTechs.demand_tech_unit_type_id,DemandTechUnitTypes.id,Restrict delete 
DemandTechs_linked_id_fkey,DemandTechs.linked_id,DemandTechs.id,Restrict delete 
DemandTechs_shape_id_fkey,DemandTechs.shape_id,Shapes.id,Restrict delete 
DemandTechs_stock_decay_function_id_fkey,DemandTechs.stock_decay_function_id,StockDecayFunctions.id,Restrict delete 
DemandTechs_subsector_id_fkey,DemandTechs.subsector_id,DemandSubsectors.id,Restrict delete 
DemandTechsAuxEfficiency_age_growth_or_decay_type_id_fkey,DemandTechsAuxEfficiency.age_growth_or_decay_type_id,AgeGrowthOrDecayType.id,Restrict delete 
DemandTechsAuxEfficiency_definition_id_fkey,DemandTechsAuxEfficiency.definition_id,Definitions.id,Restrict delete 
DemandTechsAuxEfficiency_demand_tech_efficiency_types_id_fkey,DemandTechsAuxEfficiency.demand_tech_efficiency_types_id,DemandTechEfficiencyTypes.id,Restrict delete 
DemandTechsAuxEfficiency_demand_technology_id_fkey,DemandTechsAuxEfficiency.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsAuxEfficiency_extrapolation_method_id_fkey,DemandTechsAuxEfficiency.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsAuxEfficiency_final_energy_id_fkey,DemandTechsAuxEfficiency.final_energy_id,FinalEnergy.id,Restrict delete 
DemandTechsAuxEfficiency_geography_id_fkey,DemandTechsAuxEfficiency.geography_id,Geographies.id,Restrict delete 
DemandTechsAuxEfficiency_interpolation_method_id_fkey,DemandTechsAuxEfficiency.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsAuxEfficiency_other_index_1_id_fkey,DemandTechsAuxEfficiency.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandTechsAuxEfficiency_other_index_2_id_fkey,DemandTechsAuxEfficiency.other_index_2_id,OtherIndexes.id,Restrict delete 
DemandTechsAuxEfficiencyData_demand_technology_id_fkey,DemandTechsAuxEfficiencyData.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsAuxEfficiencyData_gau_id_fkey,DemandTechsAuxEfficiencyData.gau_id,GeographiesData.id,Restrict delete 
DemandTechsAuxEfficiencyData_oth_1_id_fkey,DemandTechsAuxEfficiencyData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandTechsAuxEfficiencyData_oth_2_id_fkey,DemandTechsAuxEfficiencyData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandTechsCapitalCost_currency_id_fkey,DemandTechsCapitalCost.currency_id,Currencies.id,Restrict delete 
DemandTechsCapitalCost_definition_id_fkey,DemandTechsCapitalCost.definition_id,Definitions.id,Restrict delete 
DemandTechsCapitalCost_demand_technology_id_fkey,DemandTechsCapitalCost.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsCapitalCost_extrapolation_method_id_fkey,DemandTechsCapitalCost.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsCapitalCost_geography_id_fkey,DemandTechsCapitalCost.geography_id,Geographies.id,Restrict delete 
DemandTechsCapitalCost_interpolation_method_id_fkey,DemandTechsCapitalCost.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsCapitalCost_other_index_1_id_fkey,DemandTechsCapitalCost.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandTechsCapitalCost_other_index_2_id_fkey,DemandTechsCapitalCost.other_index_2_id,OtherIndexes.id,Restrict delete 
DemandTechsCapitalCost_reference_tech_id_fkey,DemandTechsCapitalCost.reference_tech_id,DemandTechsCapitalCost.demand_technology_id,Restrict delete 
DemandTechsCapitalCostNewData_demand_technology_id_fkey,DemandTechsCapitalCostNewData.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsCapitalCostNewData_gau_id_fkey,DemandTechsCapitalCostNewData.gau_id,GeographiesData.id,Restrict delete 
DemandTechsCapitalCostNewData_oth_1_id_fkey,DemandTechsCapitalCostNewData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandTechsCapitalCostNewData_oth_2_id_fkey,DemandTechsCapitalCostNewData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandTechsCapitalCostReplacementData_demand_technology_id_fkey,DemandTechsCapitalCostReplacementData.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsCapitalCostReplacementData_gau_id_fkey,DemandTechsCapitalCostReplacementData.gau_id,GeographiesData.id,Restrict delete 
DemandTechsCapitalCostReplacementData_oth_1_id_fkey,DemandTechsCapitalCostReplacementData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandTechsCapitalCostReplacementData_oth_2_id_fkey,DemandTechsCapitalCostReplacementData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandTechsFixedMaintenanceCos_age_growth_or_decay_type_id_fkey,DemandTechsFixedMaintenanceCost.age_growth_or_decay_type_id,AgeGrowthOrDecayType.id,Restrict delete 
DemandTechsFixedMaintenanceCost_currency_id_fkey,DemandTechsFixedMaintenanceCost.currency_id,Currencies.id,Restrict delete 
DemandTechsFixedMaintenanceCost_currency_year_id_fkey,DemandTechsFixedMaintenanceCost.currency_year_id,CurrencyYears.id,Restrict delete 
DemandTechsFixedMaintenanceCost_definition_id_fkey,DemandTechsFixedMaintenanceCost.definition_id,Definitions.id,Restrict delete 
DemandTechsFixedMaintenanceCost_demand_technology_id_fkey,DemandTechsFixedMaintenanceCost.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsFixedMaintenanceCost_extrapolation_method_id_fkey,DemandTechsFixedMaintenanceCost.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsFixedMaintenanceCost_geography_id_fkey,DemandTechsFixedMaintenanceCost.geography_id,Geographies.id,Restrict delete 
DemandTechsFixedMaintenanceCost_interpolation_method_id_fkey,DemandTechsFixedMaintenanceCost.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsFixedMaintenanceCost_other_index_1_id_fkey,DemandTechsFixedMaintenanceCost.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandTechsFixedMaintenanceCost_other_index_2_id_fkey,DemandTechsFixedMaintenanceCost.other_index_2_id,OtherIndexes.id,Restrict delete 
DemandTechsFixedMaintenanceCost_reference_tech_id_fkey,DemandTechsFixedMaintenanceCost.reference_tech_id,DemandTechsFixedMaintenanceCost.demand_technology_id,Restrict delete 
DemandTechsFixedMaintenanceCostData_demand_technology_id_fkey,DemandTechsFixedMaintenanceCostData.demand_technology_id,DemandTechsFixedMaintenanceCost.demand_technology_id,Restrict delete 
DemandTechsFixedMaintenanceCostData_gau_id_fkey,DemandTechsFixedMaintenanceCostData.gau_id,GeographiesData.id,Restrict delete 
DemandTechsFixedMaintenanceCostData_oth_1_id_fkey,DemandTechsFixedMaintenanceCostData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandTechsFixedMaintenanceCostData_oth_2_id_fkey,DemandTechsFixedMaintenanceCostData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandTechsFuelSwitchCost_currency_id_fkey,DemandTechsFuelSwitchCost.currency_id,Currencies.id,Restrict delete 
DemandTechsFuelSwitchCost_currency_year_id_fkey,DemandTechsFuelSwitchCost.currency_year_id,CurrencyYears.id,Restrict delete 
DemandTechsFuelSwitchCost_definition_id_fkey,DemandTechsFuelSwitchCost.definition_id,Definitions.id,Restrict delete 
DemandTechsFuelSwitchCost_demand_technology_id_fkey,DemandTechsFuelSwitchCost.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsFuelSwitchCost_extrapolation_method_id_fkey,DemandTechsFuelSwitchCost.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsFuelSwitchCost_geography_id_fkey,DemandTechsFuelSwitchCost.geography_id,Geographies.id,Restrict delete 
DemandTechsFuelSwitchCost_interpolation_method_id_fkey,DemandTechsFuelSwitchCost.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsFuelSwitchCost_other_index_1_id_fkey,DemandTechsFuelSwitchCost.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandTechsFuelSwitchCost_other_index_2_id_fkey,DemandTechsFuelSwitchCost.other_index_2_id,OtherIndexes.id,Restrict delete 
DemandTechsFuelSwitchCost_reference_tech_id_fkey,DemandTechsFuelSwitchCost.reference_tech_id,DemandTechsFuelSwitchCost.demand_technology_id,Restrict delete 
DemandTechsFuelSwitchCostData_demand_technology_id_fkey,DemandTechsFuelSwitchCostData.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsFuelSwitchCostData_gau_id_fkey,DemandTechsFuelSwitchCostData.gau_id,GeographiesData.id,Restrict delete 
DemandTechsFuelSwitchCostData_oth_1_id_fkey,DemandTechsFuelSwitchCostData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandTechsFuelSwitchCostData_oth_2_id_fkey,DemandTechsFuelSwitchCostData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandTechsInstallationCost_currency_id_fkey,DemandTechsInstallationCost.currency_id,Currencies.id,Restrict delete 
DemandTechsInstallationCost_currency_year_id_fkey,DemandTechsInstallationCost.currency_year_id,CurrencyYears.id,Restrict delete 
DemandTechsInstallationCost_definition_id_fkey,DemandTechsInstallationCost.definition_id,Definitions.id,Restrict delete 
DemandTechsInstallationCost_demand_technology_id_fkey,DemandTechsInstallationCost.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsInstallationCost_extrapolation_method_id_fkey,DemandTechsInstallationCost.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsInstallationCost_geography_id_fkey,DemandTechsInstallationCost.geography_id,Geographies.id,Restrict delete 
DemandTechsInstallationCost_interpolation_method_id_fkey,DemandTechsInstallationCost.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsInstallationCost_other_index_1_id_fkey,DemandTechsInstallationCost.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandTechsInstallationCost_other_index_2_id_fkey,DemandTechsInstallationCost.other_index_2_id,OtherIndexes.id,Restrict delete 
DemandTechsInstallationCostNewData_demand_technology_id_fkey,DemandTechsInstallationCostNewData.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsInstallationCostNewData_gau_id_fkey,DemandTechsInstallationCostNewData.gau_id,GeographiesData.id,Restrict delete 
DemandTechsInstallationCostNewData_oth_1_id_fkey,DemandTechsInstallationCostNewData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandTechsInstallationCostNewData_oth_2_id_fkey,DemandTechsInstallationCostNewData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandTechsInstallationCostReplacemen_demand_technology_id_fkey,DemandTechsInstallationCostReplacementData.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsInstallationCostReplacementData_gau_id_fkey,DemandTechsInstallationCostReplacementData.gau_id,GeographiesData.id,Restrict delete 
DemandTechsInstallationCostReplacementData_oth_1_id_fkey,DemandTechsInstallationCostReplacementData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandTechsInstallationCostReplacementData_oth_2_id_fkey,DemandTechsInstallationCostReplacementData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandTechsMainEfficiency_age_growth_or_decay_type_id_fkey,DemandTechsMainEfficiency.age_growth_or_decay_type_id,AgeGrowthOrDecayType.id,Restrict delete 
DemandTechsMainEfficiency_definition_id_fkey,DemandTechsMainEfficiency.definition_id,Definitions.id,Restrict delete 
DemandTechsMainEfficiency_demand_tech_efficiency_types_fkey,DemandTechsMainEfficiency.demand_tech_efficiency_types,DemandTechEfficiencyTypes.id,Restrict delete 
DemandTechsMainEfficiency_demand_technology_id_fkey,DemandTechsMainEfficiency.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsMainEfficiency_extrapolation_method_id_fkey,DemandTechsMainEfficiency.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsMainEfficiency_final_energy_id_fkey,DemandTechsMainEfficiency.final_energy_id,FinalEnergy.id,Restrict delete 
DemandTechsMainEfficiency_geography_id_fkey,DemandTechsMainEfficiency.geography_id,Geographies.id,Restrict delete 
DemandTechsMainEfficiency_interpolation_method_id_fkey,DemandTechsMainEfficiency.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsMainEfficiency_other_index_1_id_fkey,DemandTechsMainEfficiency.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandTechsMainEfficiency_other_index_2_id_fkey,DemandTechsMainEfficiency.other_index_2_id,OtherIndexes.id,Restrict delete 
DemandTechsMainEfficiency_reference_tech_id_fkey,DemandTechsMainEfficiency.reference_tech_id,DemandTechsMainEfficiency.demand_technology_id,Restrict delete 
DemandTechsMainEfficiencyData_demand_technology_id_fkey,DemandTechsMainEfficiencyData.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsMainEfficiencyData_gau_id_fkey,DemandTechsMainEfficiencyData.gau_id,GeographiesData.id,Restrict delete 
DemandTechsMainEfficiencyData_oth_1_id_fkey,DemandTechsMainEfficiencyData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandTechsMainEfficiencyData_oth_2_id_fkey,DemandTechsMainEfficiencyData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandTechsParasiticEnergy_age_growth_or_decay_type_id_fkey,DemandTechsParasiticEnergy.age_growth_or_decay_type_id,AgeGrowthOrDecayType.id,Restrict delete 
DemandTechsParasiticEnergy_definition_id_fkey,DemandTechsParasiticEnergy.definition_id,Definitions.id,Restrict delete 
DemandTechsParasiticEnergy_demand_technology_id_fkey,DemandTechsParasiticEnergy.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsParasiticEnergy_extrapolation_method_id_fkey,DemandTechsParasiticEnergy.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsParasiticEnergy_geography_id_fkey,DemandTechsParasiticEnergy.geography_id,Geographies.id,Restrict delete 
DemandTechsParasiticEnergy_interpolation_method_id_fkey,DemandTechsParasiticEnergy.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsParasiticEnergy_other_index_1_id_fkey,DemandTechsParasiticEnergy.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandTechsParasiticEnergy_other_index_2_id_fkey,DemandTechsParasiticEnergy.other_index_2_id,OtherIndexes.id,Restrict delete 
DemandTechsParasiticEnergyData_demand_technology_id_fkey,DemandTechsParasiticEnergyData.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsParasiticEnergyData_final_energy_id_fkey,DemandTechsParasiticEnergyData.final_energy_id,FinalEnergy.id,Restrict delete 
DemandTechsParasiticEnergyData_gau_id_fkey,DemandTechsParasiticEnergyData.gau_id,GeographiesData.id,Restrict delete 
DemandTechsParasiticEnergyData_oth_1_id_fkey,DemandTechsParasiticEnergyData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandTechsParasiticEnergyData_oth_2_id_fkey,DemandTechsParasiticEnergyData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandTechsServiceDemandModifi_age_growth_or_decay_type_id_fkey,DemandTechsServiceDemandModifier.age_growth_or_decay_type_id,AgeGrowthOrDecayType.id,Restrict delete 
DemandTechsServiceDemandModifier_demand_technology_id_fkey,DemandTechsServiceDemandModifier.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsServiceDemandModifier_extrapolation_method_id_fkey,DemandTechsServiceDemandModifier.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsServiceDemandModifier_geography_id_fkey,DemandTechsServiceDemandModifier.geography_id,Geographies.id,Restrict delete 
DemandTechsServiceDemandModifier_interpolation_method_id_fkey,DemandTechsServiceDemandModifier.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsServiceDemandModifier_other_index_1_id_fkey,DemandTechsServiceDemandModifier.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandTechsServiceDemandModifier_other_index_2_id_fkey,DemandTechsServiceDemandModifier.other_index_2_id,OtherIndexes.id,Restrict delete 
DemandTechsServiceDemandModifierData_demand_technology_id_fkey,DemandTechsServiceDemandModifierData.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsServiceDemandModifierData_gau_id_fkey,DemandTechsServiceDemandModifierData.gau_id,GeographiesData.id,Restrict delete 
DemandTechsServiceDemandModifierData_oth_1_id_fkey,DemandTechsServiceDemandModifierData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandTechsServiceDemandModifierData_oth_2_id_fkey,DemandTechsServiceDemandModifierData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandTechsServiceLink_age_growth_or_decay_type_id_fkey,DemandTechsServiceLink.age_growth_or_decay_type_id,AgeGrowthOrDecayType.id,Restrict delete 
DemandTechsServiceLink_definition_id_fkey,DemandTechsServiceLink.definition_id,Definitions.id,Restrict delete 
DemandTechsServiceLink_demand_technology_id_fkey,DemandTechsServiceLink.demand_technology_id,DemandTechs.id,Restrict delete 
DemandTechsServiceLink_extrapolation_method_id_fkey,DemandTechsServiceLink.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsServiceLink_geography_id_fkey,DemandTechsServiceLink.geography_id,Geographies.id,Restrict delete 
DemandTechsServiceLink_interpolation_method_id_fkey,DemandTechsServiceLink.interpolation_method_id,CleaningMethods.id,Restrict delete 
DemandTechsServiceLink_other_index_1_id_fkey,DemandTechsServiceLink.other_index_1_id,OtherIndexes.id,Restrict delete 
DemandTechsServiceLink_other_index_2_id_fkey,DemandTechsServiceLink.other_index_2_id,OtherIndexes.id,Restrict delete 
DemandTechsServiceLink_service_link_id_fkey,DemandTechsServiceLink.service_link_id,DemandServiceLink.id,Restrict delete 
DemandTechsServiceLinkData_gau_id_fkey,DemandTechsServiceLinkData.gau_id,GeographiesData.id,Restrict delete 
DemandTechsServiceLinkData_oth_1_id_fkey,DemandTechsServiceLinkData.oth_1_id,OtherIndexesData.id,Restrict delete 
DemandTechsServiceLinkData_oth_2_id_fkey,DemandTechsServiceLinkData.oth_2_id,OtherIndexesData.id,Restrict delete 
DemandTechsServiceLinkData_parent_id_fkey,DemandTechsServiceLinkData.parent_id,DemandTechsServiceLink.id,Restrict delete 
DispatchConfig_distribution_node_id_fkey,DispatchConfig.distribution_node_id,SupplyNodes.id,Restrict delete 
DispatchConfig_geography_id_fkey,DispatchConfig.geography_id,Geographies.id,Restrict delete 
DispatchConfig_thermal_dispatch_node_id_fkey,DispatchConfig.thermal_dispatch_node_id,SupplyNodes.id,Restrict delete 
DispatchConfig_transmission_node_id_fkey,DispatchConfig.transmission_node_id,SupplyNodes.id,Restrict delete 
DispatchFeedersAllocation_extrapolation_method_id_fkey,DispatchFeedersAllocation.extrapolation_method_id,CleaningMethods.id,Restrict delete 
DispatchFeedersAllocation_interpolation_method_id_fkey,DispatchFeedersAllocation.interpolation_method_id,CleaningMethods.id,Restrict delete 
DispatchNodeConfig_dispatch_window_id_fkey,DispatchNodeConfig.dispatch_window_id,DispatchWindows.id,Restrict delete 
DispatchNodeConfig_geography_id_fkey,DispatchNodeConfig.geography_id,Geographies.id,Restrict delete 
DispatchNodeConfig_supply_node_id_fkey,DispatchNodeConfig.supply_node_id,SupplyNodes.id,Restrict delete 
FinalEnergy_shape_id_fkey,FinalEnergy.shape_id,Shapes.id,Restrict delete 
GeographiesData_geography_id_fkey,GeographiesData.geography_id,Geographies.id,Restrict delete 
GeographyIntersectionData_gau_id_fkey,GeographyIntersectionData.gau_id,GeographiesData.id,Restrict delete 
GeographyIntersectionData_intersection_id_fkey,GeographyIntersectionData.intersection_id,GeographyIntersection.id,Restrict delete 
GeographyMap_geography_map_key_id_fkey,GeographyMap.geography_map_key_id,GeographyMapKeys.id,Restrict delete 
GeographyMap_intersection_id_fkey,GeographyMap.intersection_id,GeographyIntersection.id,Restrict delete 
ImportCost_currency_id_fkey,ImportCost.currency_id,Currencies.id,Restrict delete 
ImportCost_currency_year_id_fkey,ImportCost.currency_year_id,CurrencyYears.id,Restrict delete 
ImportCost_extrapolation_method_id_fkey,ImportCost.extrapolation_method_id,CleaningMethods.id,Restrict delete 
ImportCost_geography_id_fkey,ImportCost.geography_id,Geographies.id,Restrict delete 
ImportCost_import_node_id_fkey,ImportCost.import_node_id,SupplyNodes.id,Restrict delete 
ImportCost_interpolation_method_id_fkey,ImportCost.interpolation_method_id,CleaningMethods.id,Restrict delete 
ImportCostData_demand_sector_id_fkey,ImportCostData.demand_sector_id,DemandSectors.id,Restrict delete 
ImportCostData_gau_id_fkey,ImportCostData.gau_id,GeographiesData.id,Restrict delete 
ImportCostData_import_node_id_fkey,ImportCostData.import_node_id,ImportCost.import_node_id,Restrict delete 
InflationConversion_currency_id_fkey,InflationConversion.currency_id,Currencies.id,Restrict delete 
InflationConversion_currency_year_id_fkey,InflationConversion.currency_year_id,CurrencyYears.id,Restrict delete 
OtherIndexesData_copy_other_index_id_fkey,OtherIndexesData_copy.other_index_id,OtherIndexes.id,Restrict delete 
OtherIndexesData_other_index_id_fkey,OtherIndexesData.other_index_id,OtherIndexes.id,Restrict delete 
PrimaryCost_currency_id_fkey,PrimaryCost.currency_id,Currencies.id,Restrict delete 
PrimaryCost_currency_year_id_fkey,PrimaryCost.currency_year_id,CurrencyYears.id,Restrict delete 
PrimaryCost_extrapolation_method_id_fkey,PrimaryCost.extrapolation_method_id,CleaningMethods.id,Restrict delete 
PrimaryCost_geography_id_fkey,PrimaryCost.geography_id,Geographies.id,Restrict delete 
PrimaryCost_interpolation_method_id_fkey,PrimaryCost.interpolation_method_id,CleaningMethods.id,Restrict delete 
PrimaryCost_other_index_1_id_fkey,PrimaryCost.other_index_1_id,OtherIndexes.id,Restrict delete 
PrimaryCost_primary_node_id_fkey,PrimaryCost.primary_node_id,SupplyNodes.id,Restrict delete 
PrimaryCostData_demand_sector_id_fkey,PrimaryCostData.demand_sector_id,DemandSectors.id,Restrict delete 
PrimaryCostData_gau_id_fkey,PrimaryCostData.gau_id,GeographiesData.id,Restrict delete 
