census division,year,value
56,1990,480
56,1991,512
56,1992,277
56,1993,488
56,1994,555
56,1995,514
56,1996,402
56,1997,397
56,1998,505
56,1999,632
56,2000,316
56,2001,464
56,2002,508
56,2003,475
56,2004,369
56,2005,599
56,2006,486
56,2007,448
56,2008,463
56,2009,350
56,2010,635
56,2011,553
56,2012,564
56,2013,541
56,2014,416
56,2015,498
56,2016,549
56,2017,555
56,2018,561
56,2019,567
56,2020,573
56,2021,579
56,2022,585
56,2023,591
56,2024,597
56,2025,603
56,2026,610
56,2027,616
56,2028,622
56,2029,628
56,2030,634
56,2031,640
56,2032,646
56,2033,652
56,2034,658
56,2035,664
56,2036,670
56,2037,676
56,2038,683
56,2039,689
56,2040,695
56,2041,695
56,2042,695
56,2043,695
56,2044,695
56,2045,695
56,2046,695
56,2047,695
56,2048,695
56,2049,695
56,2050,695
57,1990,631
57,1991,824
57,1992,445
57,1993,746
57,1994,708
57,1995,786
57,1996,608
57,1997,571
57,1998,765
57,1999,861
57,2000,521
57,2001,623
57,2002,772
57,2003,615
57,2004,591
57,2005,892
57,2006,693
57,2007,694
57,2008,667
57,2009,524
57,2010,908
57,2011,836
57,2012,815
57,2013,688
57,2014,592
57,2015,725
57,2016,773
57,2017,781
57,2018,788
57,2019,796
57,2020,803
57,2021,810
57,2022,818
57,2023,825
57,2024,832
57,2025,840
57,2026,847
57,2027,855
57,2028,862
57,2029,869
57,2030,877
57,2031,884
57,2032,891
57,2033,899
57,2034,906
57,2035,913
57,2036,921
57,2037,928
57,2038,935
57,2039,942
57,2040,950
57,2041,950
57,2042,950
57,2043,950
57,2044,950
57,2045,950
57,2046,950
57,2047,950
57,2048,950
57,2049,950
57,2050,950
58,1990,638
58,1991,948
58,1992,440
58,1993,734
58,1994,660
58,1995,922
58,1996,623
58,1997,574
58,1998,875
58,1999,851
58,2000,647
58,2001,722
58,2002,899
58,2003,619
58,2004,585
58,2005,944
58,2006,734
58,2007,881
58,2008,683
58,2009,534
58,2010,964
58,2011,859
58,2012,974
58,2013,690
58,2014,611
58,2015,765
58,2016,805
58,2017,809
58,2018,813
58,2019,817
58,2020,821
58,2021,825
58,2022,829
58,2023,833
58,2024,837
58,2025,841
58,2026,845
58,2027,848
58,2028,852
58,2029,856
58,2030,860
58,2031,864
58,2032,868
58,2033,872
58,2034,876
58,2035,880
58,2036,884
58,2037,888
58,2038,892
58,2039,896
58,2040,900
58,2041,900
58,2042,900
58,2043,900
58,2044,900
58,2045,900
58,2046,900
58,2047,900
58,2048,900
58,2049,900
58,2050,900
59,1990,965
59,1991,1107
59,1992,622
59,1993,807
59,1994,864
59,1995,975
59,1996,806
59,1997,863
59,1998,1118
59,1999,958
59,2000,1004
59,2001,994
59,2002,1045
59,2003,907
59,2004,722
59,2005,1063
59,2006,1034
59,2007,1102
59,2008,818
59,2009,698
59,2010,1096
59,2011,1074
59,2012,1221
59,2013,893
59,2014,814
59,2015,972
59,2016,997
59,2017,1001
59,2018,1005
59,2019,1008
59,2020,1012
59,2021,1016
59,2022,1020
59,2023,1024
59,2024,1027
59,2025,1031
59,2026,1035
59,2027,1039
59,2028,1043
59,2029,1047
59,2030,1051
59,2031,1055
59,2032,1059
59,2033,1062
59,2034,1066
59,2035,1070
59,2036,1074
59,2037,1078
59,2038,1082
59,2039,1086
59,2040,1090
59,2041,1090
59,2042,1090
59,2043,1090
59,2044,1090
59,2045,1090
59,2046,1090
59,2047,1090
59,2048,1090
59,2049,1090
59,2050,1090
60,1990,2110
60,1991,2172
60,1992,1765
60,1993,2086
60,1994,1997
60,1995,2078
60,1996,1873
60,1997,1899
60,1998,2292
60,1999,2045
60,2000,1952
60,2001,1897
60,2002,2182
60,2003,1980
60,2004,2038
60,2005,2098
60,2006,2053
60,2007,2219
60,2008,1993
60,2009,2029
60,2010,2269
60,2011,2259
60,2012,2161
60,2013,2002
60,2014,2019
60,2015,2091
60,2016,2158
60,2017,2166
60,2018,2174
60,2019,2182
60,2020,2191
60,2021,2200
60,2022,2208
60,2023,2217
60,2024,2226
60,2025,2235
60,2026,2244
60,2027,2253
60,2028,2262
60,2029,2271
60,2030,2280
60,2031,2289
60,2032,2298
60,2033,2307
60,2034,2316
60,2035,2325
60,2036,2333
60,2037,2342
60,2038,2351
60,2039,2360
60,2040,2369
60,2041,2369
60,2042,2369
60,2043,2369
60,2044,2369
60,2045,2369
60,2046,2369
60,2047,2369
60,2048,2369
60,2049,2369
60,2050,2369
61,1990,1596
61,1991,1738
61,1992,1274
61,1993,1607
61,1994,1426
61,1995,1650
61,1996,1460
61,1997,1383
61,1998,1901
61,1999,1715
61,2000,1710
61,2001,1478
61,2002,1757
61,2003,1452
61,2004,1517
61,2005,1676
61,2006,1648
61,2007,1892
61,2008,1537
61,2009,1479
61,2010,1977
61,2011,1727
61,2012,1762
61,2013,1441
61,2014,1499
61,2015,1630
61,2016,1700
61,2017,1706
61,2018,1713
61,2019,1719
61,2020,1725
61,2021,1731
61,2022,1737
61,2023,1744
61,2024,1750
61,2025,1756
61,2026,1762
61,2027,1768
61,2028,1775
61,2029,1781
61,2030,1787
61,2031,1793
61,2032,1799
61,2033,1806
61,2034,1812
61,2035,1818
61,2036,1824
61,2037,1830
61,2038,1837
61,2039,1843
61,2040,1849
61,2041,1849
61,2042,1849
61,2043,1849
61,2044,1849
61,2045,1849
61,2046,1849
61,2047,1849
61,2048,1849
61,2049,1849
61,2050,1849
62,1990,2569
62,1991,2499
62,1992,2202
62,1993,2375
62,1994,2421
62,1995,2446
62,1996,2526
62,1997,2376
62,1998,3041
62,1999,2663
62,2000,2803
62,2001,2543
62,2002,2515
62,2003,2496
62,2004,2482
62,2005,2647
62,2006,2786
62,2007,2475
62,2008,2501
62,2009,2590
62,2010,2757
62,2011,3112
62,2012,2915
62,2013,2535
62,2014,2459
62,2015,2573
62,2016,2790
62,2017,2804
62,2018,2819
62,2019,2833
62,2020,2848
62,2021,2862
62,2022,2877
62,2023,2891
62,2024,2906
62,2025,2920
62,2026,2935
62,2027,2949
62,2028,2964
62,2029,2978
62,2030,2993
62,2031,3007
62,2032,3022
62,2033,3036
62,2034,3051
62,2035,3065
62,2036,3080
62,2037,3094
62,2038,3109
62,2039,3123
62,2040,3138
62,2041,3138
62,2042,3138
62,2043,3138
62,2044,3138
62,2045,3138
62,2046,3138
62,2047,3138
62,2048,3138
62,2049,3138
62,2050,3138
63,1990,1321
63,1991,1213
63,1992,1243
63,1993,1158
63,1994,1487
63,1995,1298
63,1996,1453
63,1997,1414
63,1998,1341
63,1999,1333
63,2000,1590
63,2001,1508
63,2002,1467
63,2003,1552
63,2004,1290
63,2005,1372
63,2006,1465
63,2007,1564
63,2008,1385
63,2009,1394
63,2010,1358
63,2011,1450
63,2012,1572
63,2013,1464
63,2014,1417
63,2015,1542
63,2016,1519
63,2017,1528
63,2018,1537
63,2019,1547
63,2020,1556
63,2021,1566
63,2022,1576
63,2023,1587
63,2024,1597
63,2025,1607
63,2026,1617
63,2027,1628
63,2028,1638
63,2029,1649
63,2030,1660
63,2031,1670
63,2032,1681
63,2033,1692
63,2034,1704
63,2035,1715
63,2036,1726
63,2037,1738
63,2038,1749
63,2039,1761
63,2040,1772
63,2041,1772
63,2042,1772
63,2043,1772
63,2044,1772
63,2045,1772
63,2046,1772
63,2047,1772
63,2048,1772
63,2049,1772
63,2050,1772
64,1990,909
64,1991,756
64,1992,970
64,1993,781
64,1994,879
64,1995,819
64,1996,926
64,1997,984
64,1998,801
64,1999,710
64,2000,831
64,2001,810
64,2002,741
64,2003,978
64,2004,828
64,2005,777
64,2006,922
64,2007,828
64,2008,918
64,2009,896
64,2010,674
64,2011,736
64,2012,917
64,2013,889
64,2014,1065
64,2015,859
64,2016,871
64,2017,876
64,2018,881
64,2019,886
64,2020,891
64,2021,896
64,2022,901
64,2023,906
64,2024,910
64,2025,915
64,2026,920
64,2027,925
64,2028,930
64,2029,935
64,2030,940
64,2031,944
64,2032,949
64,2033,954
64,2034,959
64,2035,963
64,2036,968
64,2037,973
64,2038,978
64,2039,982
64,2040,987
64,2041,987
64,2042,987
64,2043,987
64,2044,987
64,2045,987
64,2046,987
64,2047,987
64,2048,987
64,2049,987
64,2050,987
