census region,air conditioning type,technology,housing types,final_energy,vintage,year,sector,value
67,63,44,30,2,2002,2006,N/A,775.105925239
67,63,44,30,2,2002,2007,N/A,869.47891417
67,63,44,30,2,2002,2008,N/A,655.158069054
67,63,44,30,2,2002,2009,N/A,531.990732556
67,63,44,30,2,2002,2010,N/A,871.355247302
67,63,44,30,2,2002,2011,N/A,789.805094773
67,63,44,30,2,2002,2012,N/A,850.939971687
67,63,44,30,2,2002,2013,N/A,568.882126428
67,63,44,30,2,2002,2014,N/A,460.919138904
67,63,44,30,2,2002,2015,N/A,487.696285692
67,63,44,30,2,2002,2016,N/A,419.821336888
67,63,44,30,2,2003,2000,N/A,0.0
67,63,44,30,2,2003,2001,N/A,0.0
67,63,44,30,2,2003,2002,N/A,0.0
67,63,44,30,2,2003,2003,N/A,663.252027413
67,63,44,30,2,2003,2004,N/A,570.177907569
67,63,44,30,2,2003,2005,N/A,878.474604643
67,63,44,30,2,2003,2006,N/A,776.55924239
67,63,44,30,2,2003,2007,N/A,873.112843612
67,63,44,30,2,2003,2008,N/A,660.546620623
67,63,44,30,2,2003,2009,N/A,539.790213611
67,63,44,30,2,2003,2010,N/A,892.471769398
67,63,44,30,2,2003,2011,N/A,819.663018317
67,63,44,30,2,2003,2012,N/A,898.909052683
67,63,44,30,2,2003,2013,N/A,615.029596957
67,63,44,30,2,2003,2014,N/A,513.219073288
67,63,44,30,2,2003,2015,N/A,563.367658079
67,63,44,30,2,2003,2016,N/A,507.299035652
67,63,44,30,2,2004,2000,N/A,0.0
67,63,44,30,2,2004,2001,N/A,0.0
67,63,44,30,2,2004,2002,N/A,0.0
67,63,44,30,2,2004,2003,N/A,0.0
67,63,44,30,2,2004,2004,N/A,566.562211962
67,63,44,30,2,2004,2005,N/A,872.980775639
67,63,44,30,2,2004,2006,N/A,772.025904996
67,63,44,30,2,2004,2007,N/A,868.991658863
67,63,44,30,2,2004,2008,N/A,658.940942036
67,63,44,30,2,2004,2009,N/A,540.647354552
67,63,44,30,2,2004,2010,N/A,899.595184693
67,63,44,30,2,2004,2011,N/A,834.000426014
67,63,44,30,2,2004,2012,N/A,926.750564264
67,63,44,30,2,2004,2013,N/A,645.423152562
67,63,44,30,2,2004,2014,N/A,551.198732019
67,63,44,30,2,2004,2015,N/A,623.162990128
67,63,44,30,2,2004,2016,N/A,582.154414381
67,63,44,30,2,2005,2000,N/A,0.0
67,63,44,30,2,2005,2001,N/A,0.0
67,63,44,30,2,2005,2002,N/A,0.0
67,63,44,30,2,2005,2003,N/A,0.0
67,63,44,30,2,2005,2004,N/A,0.0
67,63,44,30,2,2005,2005,N/A,869.705726517
67,63,44,30,2,2005,2006,N/A,769.19733783
67,63,44,30,2,2005,2007,N/A,866.170360742
67,63,44,30,2,2005,2008,N/A,657.539964786
67,63,44,30,2,2005,2009,N/A,540.738796692
67,63,44,30,2,2005,2010,N/A,903.372006112
67,63,44,30,2,2005,2011,N/A,842.848149666
67,63,44,30,2,2005,2012,N/A,945.418771845
67,63,44,30,2,2005,2013,N/A,667.147827168
67,63,44,30,2,2005,2014,N/A,579.945476038
67,63,44,30,2,2005,2015,N/A,671.023152202
67,63,44,30,2,2005,2016,N/A,645.622068319
67,63,44,30,2,2006,2000,N/A,0.0
67,63,44,30,2,2006,2001,N/A,0.0
67,63,44,30,2,2006,2002,N/A,0.0
67,63,44,30,2,2006,2003,N/A,0.0
67,63,44,30,2,2006,2004,N/A,0.0
67,63,44,30,2,2006,2005,N/A,0.0
67,63,44,30,2,2006,2006,N/A,775.660515987
67,63,44,30,2,2006,2007,N/A,873.525285113
67,63,44,30,2,2006,2008,N/A,663.401008648
67,63,44,30,2,2006,2009,N/A,546.172028464
67,63,44,30,2,2006,2010,N/A,914.547651921
67,63,44,30,2,2006,2011,N/A,856.712506101
67,63,44,30,2,2006,2012,N/A,967.104822918
67,63,44,30,2,2006,2013,N/A,688.889714646
67,63,44,30,2,2006,2014,N/A,606.779588666
67,63,44,30,2,2006,2015,N/A,714.632433314
67,63,44,30,2,2006,2016,N/A,703.68854549
67,63,44,30,2,2007,2000,N/A,0.0
67,63,44,30,2,2007,2001,N/A,0.0
67,63,44,30,2,2007,2002,N/A,0.0
67,63,44,30,2,2007,2003,N/A,0.0
67,63,44,30,2,2007,2004,N/A,0.0
67,63,44,30,2,2007,2005,N/A,0.0
67,63,44,30,2,2007,2006,N/A,0.0
67,63,44,30,2,2007,2007,N/A,875.079697037
67,63,44,30,2,2007,2008,N/A,664.640045091
67,63,44,30,2,2007,2009,N/A,547.421238393
67,63,44,30,2,2007,2010,N/A,917.669881524
67,63,44,30,2,2007,2011,N/A,861.61456569
67,63,44,30,2,2007,2012,N/A,976.556854969
67,63,44,30,2,2007,2013,N/A,700.063191196
67,63,44,30,2,2007,2014,N/A,622.439009292
67,63,44,30,2,2007,2015,N/A,742.787754952
67,63,44,30,2,2007,2016,N/A,744.498649602
67,63,44,30,2,2008,2000,N/A,0.0
67,63,44,30,2,2008,2001,N/A,0.0
67,63,44,30,2,2008,2002,N/A,0.0
67,63,44,30,2,2008,2003,N/A,0.0
67,63,44,30,2,2008,2004,N/A,0.0
67,63,44,30,2,2008,2005,N/A,0.0
67,63,44,30,2,2008,2006,N/A,0.0
67,63,44,30,2,2008,2007,N/A,0.0
67,63,44,30,2,2008,2008,N/A,659.268279725
67,63,44,30,2,2008,2009,N/A,543.044686439
67,63,44,30,2,2008,2010,N/A,910.714424728
67,63,44,30,2,2008,2011,N/A,856.04524684
67,63,44,30,2,2008,2012,N/A,972.476258138
67,63,44,30,2,2008,2013,N/A,699.946387017
67,63,44,30,2,2008,2014,N/A,626.30790683
67,63,44,30,2,2008,2015,N/A,754.45636045
67,63,44,30,2,2008,2016,N/A,766.212929768
67,63,44,30,2,2009,2000,N/A,0.0
67,63,44,30,2,2009,2001,N/A,0.0
67,63,44,30,2,2009,2002,N/A,0.0
67,63,44,30,2,2009,2003,N/A,0.0
67,63,44,30,2,2009,2004,N/A,0.0
67,63,44,30,2,2009,2005,N/A,0.0
67,63,44,30,2,2009,2006,N/A,0.0
67,63,44,30,2,2009,2007,N/A,0.0
67,63,44,30,2,2009,2008,N/A,0.0
67,63,44,30,2,2009,2009,N/A,545.001991824
67,63,44,30,2,2009,2010,N/A,914.077430627
67,63,44,30,2,2009,2011,N/A,859.566145552
67,63,44,30,2,2009,2012,N/A,977.573770018
67,63,44,30,2,2009,2013,N/A,705.233762066
67,63,44,30,2,2009,2014,N/A,633.581185296
67,63,44,30,2,2009,2015,N/A,768.089911153
67,63,44,30,2,2009,2016,N/A,787.418673359
67,63,44,30,2,2010,2000,N/A,0.0
67,63,44,30,2,2010,2001,N/A,0.0
67,63,44,30,2,2010,2002,N/A,0.0
67,63,44,30,2,2010,2003,N/A,0.0
67,63,44,30,2,2010,2004,N/A,0.0
67,63,44,30,2,2010,2005,N/A,0.0
67,63,44,30,2,2010,2006,N/A,0.0
67,63,44,30,2,2010,2007,N/A,0.0
67,63,44,30,2,2010,2008,N/A,0.0
67,63,44,30,2,2010,2009,N/A,0.0
67,63,44,30,2,2010,2010,N/A,877.179269375
67,63,44,30,2,2010,2011,N/A,824.941069274
67,63,44,30,2,2010,2012,N/A,938.587950916
67,63,44,30,2,2010,2013,N/A,677.87010391
67,63,44,30,2,2010,2014,N/A,610.398480331
67,63,44,30,2,2010,2015,N/A,742.966600296
67,63,44,30,2,2010,2016,N/A,766.525308581
67,63,44,30,2,2011,2000,N/A,0.0
67,63,44,30,2,2011,2001,N/A,0.0
67,63,44,30,2,2011,2002,N/A,0.0
67,63,44,30,2,2011,2003,N/A,0.0
67,63,44,30,2,2011,2004,N/A,0.0
67,63,44,30,2,2011,2005,N/A,0.0
67,63,44,30,2,2011,2006,N/A,0.0
67,63,44,30,2,2011,2007,N/A,0.0
67,63,44,30,2,2011,2008,N/A,0.0
67,63,44,30,2,2011,2009,N/A,0.0
67,63,44,30,2,2011,2010,N/A,0.0
67,63,44,30,2,2011,2011,N/A,787.367713384
67,63,44,30,2,2011,2012,N/A,895.917255624
67,63,44,30,2,2011,2013,N/A,647.323269128
67,63,44,30,2,2011,2014,N/A,583.547392233
67,63,44,30,2,2011,2015,N/A,711.917659495
67,63,44,30,2,2011,2016,N/A,737.450768028
67,63,44,30,2,2012,2000,N/A,0.0
67,63,44,30,2,2012,2001,N/A,0.0
67,63,44,30,2,2012,2002,N/A,0.0
67,63,44,30,2,2012,2003,N/A,0.0
67,63,44,30,2,2012,2004,N/A,0.0
67,63,44,30,2,2012,2005,N/A,0.0
67,63,44,30,2,2012,2006,N/A,0.0
67,63,44,30,2,2012,2007,N/A,0.0
67,63,44,30,2,2012,2008,N/A,0.0
67,63,44,30,2,2012,2009,N/A,0.0
67,63,44,30,2,2012,2010,N/A,0.0
67,63,44,30,2,2012,2011,N/A,0.0
67,63,44,30,2,2012,2012,N/A,862.454609778
67,63,44,30,2,2012,2013,N/A,623.200531302
67,63,44,30,2,2012,2014,N/A,562.036525413
67,63,44,30,2,2012,2015,N/A,686.445598105
67,63,44,30,2,2012,2016,N/A,712.700686411
67,63,44,30,2,2013,2000,N/A,0.0
67,63,44,30,2,2013,2001,N/A,0.0
67,63,44,30,2,2013,2002,N/A,0.0
67,63,44,30,2,2013,2003,N/A,0.0
67,63,44,30,2,2013,2004,N/A,0.0
67,63,44,30,2,2013,2005,N/A,0.0
67,63,44,30,2,2013,2006,N/A,0.0
67,63,44,30,2,2013,2007,N/A,0.0
67,63,44,30,2,2013,2008,N/A,0.0
67,63,44,30,2,2013,2009,N/A,0.0
67,63,44,30,2,2013,2010,N/A,0.0
67,63,44,30,2,2013,2011,N/A,0.0
67,63,44,30,2,2013,2012,N/A,0.0
67,63,44,30,2,2013,2013,N/A,600.301791294
67,63,44,30,2,2013,2014,N/A,541.432865443
67,63,44,30,2,2013,2015,N/A,661.558128457
67,63,44,30,2,2013,2016,N/A,687.633479369
67,63,44,30,2,2014,2000,N/A,0.0
67,63,44,30,2,2014,2001,N/A,0.0
67,63,44,30,2,2014,2002,N/A,0.0
67,63,44,30,2,2014,2003,N/A,0.0
67,63,44,30,2,2014,2004,N/A,0.0
67,63,44,30,2,2014,2005,N/A,0.0
67,63,44,30,2,2014,2006,N/A,0.0
67,63,44,30,2,2014,2007,N/A,0.0
67,63,44,30,2,2014,2008,N/A,0.0
67,63,44,30,2,2014,2009,N/A,0.0
67,63,44,30,2,2014,2010,N/A,0.0
67,63,44,30,2,2014,2011,N/A,0.0
67,63,44,30,2,2014,2012,N/A,0.0
67,63,44,30,2,2014,2013,N/A,0.0
67,63,44,30,2,2014,2014,N/A,544.375989264
67,63,44,30,2,2014,2015,N/A,665.21281464
67,63,44,30,2,2014,2016,N/A,691.721734478
67,63,44,30,2,2015,2000,N/A,0.0
67,63,44,30,2,2015,2001,N/A,0.0
67,63,44,30,2,2015,2002,N/A,0.0
67,63,44,30,2,2015,2003,N/A,0.0
67,63,44,30,2,2015,2004,N/A,0.0
67,63,44,30,2,2015,2005,N/A,0.0
67,63,44,30,2,2015,2006,N/A,0.0
67,63,44,30,2,2015,2007,N/A,0.0
67,63,44,30,2,2015,2008,N/A,0.0
67,63,44,30,2,2015,2009,N/A,0.0
67,63,44,30,2,2015,2010,N/A,0.0
67,63,44,30,2,2015,2011,N/A,0.0
67,63,44,30,2,2015,2012,N/A,0.0
67,63,44,30,2,2015,2013,N/A,0.0
67,63,44,30,2,2015,2014,N/A,0.0
67,63,44,30,2,2015,2015,N/A,674.449144936
67,63,44,30,2,2015,2016,N/A,701.387905856
67,63,44,30,2,2016,2000,N/A,0.0
67,63,44,30,2,2016,2001,N/A,0.0
67,63,44,30,2,2016,2002,N/A,0.0
67,63,44,30,2,2016,2003,N/A,0.0
67,63,44,30,2,2016,2004,N/A,0.0
67,63,44,30,2,2016,2005,N/A,0.0
67,63,44,30,2,2016,2006,N/A,0.0
67,63,44,30,2,2016,2007,N/A,0.0
67,63,44,30,2,2016,2008,N/A,0.0
67,63,44,30,2,2016,2009,N/A,0.0
67,63,44,30,2,2016,2010,N/A,0.0
67,63,44,30,2,2016,2011,N/A,0.0
67,63,44,30,2,2016,2012,N/A,0.0
67,63,44,30,2,2016,2013,N/A,0.0
67,63,44,30,2,2016,2014,N/A,0.0
67,63,44,30,2,2016,2015,N/A,0.0
67,63,44,30,2,2016,2016,N/A,705.10983505
67,63,45,28,2,1999,2000,N/A,583086.683824
67,63,45,28,2,1999,2001,N/A,563920.653638
67,63,45,28,2,1999,2002,N/A,590302.514162
67,63,45,28,2,1999,2003,N/A,425121.82503
67,63,45,28,2,1999,2004,N/A,331217.074466
67,63,45,28,2,1999,2005,N/A,458368.88529
67,63,45,28,2,1999,2006,N/A,360452.397652
67,63,45,28,2,1999,2007,N/A,356907.882684
67,63,45,28,2,1999,2008,N/A,235408.802905
67,63,45,28,2,1999,2009,N/A,166113.450178
67,63,45,28,2,1999,2010,N/A,235130.961376
67,63,45,28,2,1999,2011,N/A,183603.105925
67,63,45,28,2,1999,2012,N/A,170412.220561
67,63,45,28,2,1999,2013,N/A,98531.1417234
67,63,45,28,2,1999,2014,N/A,69649.0215219
67,63,45,28,2,1999,2015,N/A,65229.3900305
67,63,45,28,2,1999,2016,N/A,50759.3519557
67,63,45,28,2,2000,2000,N/A,43160.9607578
67,63,45,28,2,2000,2001,N/A,45070.9044432
67,63,45,28,2,2000,2002,N/A,51190.7900967
67,63,45,28,2,2000,2003,N/A,40170.3468741
67,63,45,28,2,2000,2004,N/A,34224.6375364
67,63,45,28,2,2000,2005,N/A,51948.3028023
67,63,45,28,2,2000,2006,N/A,44914.4241471
67,63,45,28,2,2000,2007,N/A,48989.5371821
67,63,45,28,2,2000,2008,N/A,35645.4826579
67,63,45,28,2,2000,2009,N/A,27775.7885402
67,63,45,28,2,2000,2010,N/A,43444.8459641
67,63,45,28,2,2000,2011,N/A,37499.5091344
67,63,45,28,2,2000,2012,N/A,38476.6567612
67,63,45,28,2,2000,2013,N/A,24589.964294
67,63,45,28,2,2000,2014,N/A,19206.3380744
67,63,45,28,2,2000,2015,N/A,19866.0851113
67,63,45,28,2,2000,2016,N/A,17063.5851083
67,63,45,28,2,2001,2000,N/A,0.0
67,63,45,28,2,2001,2001,N/A,48298.1005886
67,63,45,28,2,2001,2002,N/A,54932.9579398
67,63,45,28,2,2001,2003,N/A,43232.2208342
67,63,45,28,2,2001,2004,N/A,36997.9068383
67,63,45,28,2,2001,2005,N/A,56498.3422643
67,63,45,28,2,2001,2006,N/A,49223.9633866
67,63,45,28,2,2001,2007,N/A,54191.2794304
67,63,45,28,2,2001,2008,N/A,39864.1038926
67,63,45,28,2,2001,2009,N/A,31457.0259558
67,63,45,28,2,2001,2010,N/A,49910.401846
67,63,45,28,2,2001,2011,N/A,43773.6338202
67,63,45,28,2,2001,2012,N/A,45714.6769223
67,63,45,28,2,2001,2013,N/A,29787.1305704
67,63,45,28,2,2001,2014,N/A,23761.4339607
67,63,45,28,2,2001,2015,N/A,25144.6727235
67,63,45,28,2,2001,2016,N/A,22134.0623633
67,63,45,28,2,2002,2000,N/A,0.0
67,63,45,28,2,2002,2001,N/A,0.0
67,63,45,28,2,2002,2002,N/A,54425.134398
67,63,45,28,2,2002,2003,N/A,42892.5083824
67,63,45,28,2,2002,2004,N/A,36813.903131
67,63,45,28,2,2002,2005,N/A,56468.5647189
67,63,45,28,2,2002,2006,N/A,49496.4062787
67,63,45,28,2,2002,2007,N/A,54910.1834471
67,63,45,28,2,2002,2008,N/A,40770.0102775
67,63,45,28,2,2002,2009,N/A,32525.7945109
67,63,45,28,2,2002,2010,N/A,52260.6824769
67,63,45,28,2,2002,2011,N/A,46494.1328546
67,63,45,28,2,2002,2012,N/A,49337.304604
67,63,45,28,2,2002,2013,N/A,32720.4857026
67,63,45,28,2,2002,2014,N/A,26611.9172229
67,63,45,28,2,2002,2015,N/A,28761.1873485
67,63,45,28,2,2002,2016,N/A,25901.6584141
67,63,45,28,2,2003,2000,N/A,0.0
67,63,45,28,2,2003,2001,N/A,0.0
67,63,45,28,2,2003,2002,N/A,0.0
67,63,45,28,2,2003,2003,N/A,42912.260462
67,63,45,28,2,2003,2004,N/A,36882.401081
67,63,45,28,2,2003,2005,N/A,56738.1122323
67,63,45,28,2,2003,2006,N/A,49954.9045961
67,63,45,28,2,2003,2007,N/A,55754.9467598
67,63,45,28,2,2003,2008,N/A,41715.5268562
67,63,45,28,2,2003,2009,N/A,33590.7848201
67,63,45,28,2,2003,2010,N/A,54565.5770261
67,63,45,28,2,2003,2011,N/A,49160.4200078
67,63,45,28,2,2003,2012,N/A,52916.8998644
67,63,45,28,2,2003,2013,N/A,35659.3094185
67,63,45,28,2,2003,2014,N/A,29518.9332186
67,63,45,28,2,2003,2015,N/A,32526.9806249
67,63,45,28,2,2003,2016,N/A,29917.260118
67,63,45,28,2,2004,2000,N/A,0.0
67,63,45,28,2,2004,2001,N/A,0.0
67,63,45,28,2,2004,2002,N/A,0.0
67,63,45,28,2,2004,2003,N/A,0.0
67,63,45,28,2,2004,2004,N/A,36656.3631015
67,63,45,28,2,2004,2005,N/A,56469.3050737
67,63,45,28,2,2004,2006,N/A,49862.782147
67,63,45,28,2,2004,2007,N/A,55900.8113884
67,63,45,28,2,2004,2008,N/A,42078.3289003
67,63,45,28,2,2004,2009,N/A,34143.4422226
67,63,45,28,2,2004,2010,N/A,55981.074398
67,63,45,28,2,2004,2011,N/A,50990.5269439
67,63,45,28,2,2004,2012,N/A,55583.0105283
67,63,45,28,2,2004,2013,N/A,37994.6232229
67,63,45,28,2,2004,2014,N/A,31958.3306113
67,63,45,28,2,2004,2015,N/A,35842.5158303
67,63,45,28,2,2004,2016,N/A,33611.5853715
67,63,45,28,2,2005,2000,N/A,0.0
67,63,45,28,2,2005,2001,N/A,0.0
67,63,45,28,2,2005,2002,N/A,0.0
67,63,45,28,2,2005,2003,N/A,0.0
67,63,45,28,2,2005,2004,N/A,0.0
67,63,45,28,2,2005,2005,N/A,56269.6532554
67,63,45,28,2,2005,2006,N/A,49756.0248677
67,63,45,28,2,2005,2007,N/A,55943.3015014
67,63,45,28,2,2005,2008,N/A,42298.4836119
67,63,45,28,2,2005,2009,N/A,34530.245193
67,63,45,28,2,2005,2010,N/A,57050.5702348
67,63,45,28,2,2005,2011,N/A,52449.7696714
67,63,45,28,2,2005,2012,N/A,57802.62869
67,63,45,28,2,2005,2013,N/A,40013.0284522
67,63,45,28,2,2005,2014,N/A,34140.1093094
67,63,45,28,2,2005,2015,N/A,38905.7257151
67,63,45,28,2,2005,2016,N/A,37134.3084487
67,63,45,28,2,2006,2000,N/A,0.0
67,63,45,28,2,2006,2001,N/A,0.0
67,63,45,28,2,2006,2002,N/A,0.0
67,63,45,28,2,2006,2003,N/A,0.0
67,63,45,28,2,2006,2004,N/A,0.0
67,63,45,28,2,2006,2005,N/A,0.0
67,63,45,28,2,2006,2006,N/A,50185.3976711
67,63,45,28,2,2006,2007,N/A,56505.0365408
67,63,45,28,2,2006,2008,N/A,42847.4200777
67,63,45,28,2,2006,2009,N/A,35134.6696559
67,63,45,28,2,2006,2010,N/A,58401.2639932
67,63,45,28,2,2006,2011,N/A,54104.3574535
67,63,45,28,2,2006,2012,N/A,60182.686802
67,63,45,28,2,2006,2013,N/A,42118.8829389
67,63,45,28,2,2006,2014,N/A,36392.6839621
67,63,45,28,2,2006,2015,N/A,42069.1987655
67,63,45,28,2,2006,2016,N/A,40800.0103609
67,63,45,28,2,2007,2000,N/A,0.0
67,63,45,28,2,2007,2001,N/A,0.0
67,63,45,28,2,2007,2002,N/A,0.0
67,63,45,28,2,2007,2003,N/A,0.0
67,63,45,28,2,2007,2004,N/A,0.0
67,63,45,28,2,2007,2005,N/A,0.0
67,63,45,28,2,2007,2006,N/A,0.0
67,63,45,28,2,2007,2007,N/A,56618.0303471
67,63,45,28,2,2007,2008,N/A,42993.1878054
67,63,45,28,2,2007,2009,N/A,35356.6945556
67,63,45,28,2,2007,2010,N/A,59032.9331226
67,63,45,28,2,2007,2011,N/A,55021.2438186
67,63,45,28,2,2007,2012,N/A,61673.1504339
67,63,45,28,2,2007,2013,N/A,43564.9009359
67,63,45,28,2,2007,2014,N/A,38056.1991105
67,63,45,28,2,2007,2015,N/A,44550.1655758
67,63,45,28,2,2007,2016,N/A,43827.5199855
67,63,45,28,2,2008,2000,N/A,0.0
67,63,45,28,2,2008,2001,N/A,0.0
67,63,45,28,2,2008,2002,N/A,0.0
67,63,45,28,2,2008,2003,N/A,0.0
67,63,45,28,2,2008,2004,N/A,0.0
67,63,45,28,2,2008,2005,N/A,0.0
67,63,45,28,2,2008,2006,N/A,0.0
67,63,45,28,2,2008,2007,N/A,0.0
67,63,45,28,2,2008,2008,N/A,42654.7000374
67,63,45,28,2,2008,2009,N/A,35127.4217296
67,63,45,28,2,2008,2010,N/A,58820.6462835
67,63,45,28,2,2008,2011,N/A,55068.3630509
67,63,45,28,2,2008,2012,N/A,62100.3348227
67,63,45,28,2,2008,2013,N/A,44203.9358355
67,63,45,28,2,2008,2014,N/A,38974.8941687
67,63,45,28,2,2008,2015,N/A,46127.5400637
67,63,45,28,2,2008,2016,N/A,45954.8788858
67,63,45,28,2,2009,2000,N/A,0.0
67,63,45,28,2,2009,2001,N/A,0.0
67,63,45,28,2,2009,2002,N/A,0.0
67,63,45,28,2,2009,2003,N/A,0.0
67,63,45,28,2,2009,2004,N/A,0.0
67,63,45,28,2,2009,2005,N/A,0.0
67,63,45,28,2,2009,2006,N/A,0.0
67,63,45,28,2,2009,2007,N/A,0.0
67,63,45,28,2,2009,2008,N/A,0.0
67,63,45,28,2,2009,2009,N/A,35261.5901788
67,63,45,28,2,2009,2010,N/A,59127.9448934
67,63,45,28,2,2009,2011,N/A,55516.9976082
67,63,45,28,2,2009,2012,N/A,62886.0156272
67,63,45,28,2,2009,2013,N/A,45034.6842494
67,63,45,28,2,2009,2014,N/A,40012.6696125
67,63,45,28,2,2009,2015,N/A,47797.8325186
67,63,45,28,2,2009,2016,N/A,48142.7586775
67,63,45,28,2,2010,2000,N/A,0.0
67,63,45,28,2,2010,2001,N/A,0.0
67,63,45,28,2,2010,2002,N/A,0.0
67,63,45,28,2,2010,2003,N/A,0.0
67,63,45,28,2,2010,2004,N/A,0.0
67,63,45,28,2,2010,2005,N/A,0.0
67,63,45,28,2,2010,2006,N/A,0.0
67,63,45,28,2,2010,2007,N/A,0.0
67,63,45,28,2,2010,2008,N/A,0.0
67,63,45,28,2,2010,2009,N/A,0.0
67,63,45,28,2,2010,2010,N/A,56885.8797671
67,63,45,28,2,2010,2011,N/A,53486.6058608
67,63,45,28,2,2010,2012,N/A,60762.2656673
67,63,45,28,2,2010,2013,N/A,43708.2416355
67,63,45,28,2,2010,2014,N/A,39069.6738768
67,63,45,28,2,2010,2015,N/A,47030.2039792
67,63,45,28,2,2010,2016,N/A,47811.78487
67,63,45,28,2,2011,2000,N/A,0.0
67,63,45,28,2,2011,2001,N/A,0.0
67,63,45,28,2,2011,2002,N/A,0.0
67,63,45,28,2,2011,2003,N/A,0.0
67,63,45,28,2,2011,2004,N/A,0.0
67,63,45,28,2,2011,2005,N/A,0.0
67,63,45,28,2,2011,2006,N/A,0.0
67,63,45,28,2,2011,2007,N/A,0.0
67,63,45,28,2,2011,2008,N/A,0.0
67,63,45,28,2,2011,2009,N/A,0.0
67,63,45,28,2,2011,2010,N/A,0.0
67,63,45,28,2,2011,2011,N/A,51189.0761924
67,63,45,28,2,2011,2012,N/A,58233.5928133
67,63,45,28,2,2011,2013,N/A,42011.0729317
67,63,45,28,2,2011,2014,N/A,37720.423258
67,63,45,28,2,2011,2015,N/A,45681.4287181
67,63,45,28,2,2011,2016,N/A,46797.6638881
67,63,45,28,2,2012,2000,N/A,0.0
67,63,45,28,2,2012,2001,N/A,0.0
67,63,45,28,2,2012,2002,N/A,0.0
67,63,45,28,2,2012,2003,N/A,0.0
67,63,45,28,2,2012,2004,N/A,0.0
67,63,45,28,2,2012,2005,N/A,0.0
67,63,45,28,2,2012,2006,N/A,0.0
67,63,45,28,2,2012,2007,N/A,0.0
67,63,45,28,2,2012,2008,N/A,0.0
67,63,45,28,2,2012,2009,N/A,0.0
67,63,45,28,2,2012,2010,N/A,0.0
67,63,45,28,2,2012,2011,N/A,0.0
67,63,45,28,2,2012,2012,N/A,56221.6746489
67,63,45,28,2,2012,2013,N/A,40616.3917392
67,63,45,28,2,2012,2014,N/A,36574.2083718
67,63,45,28,2,2012,2015,N/A,44491.2276232
67,63,45,28,2,2012,2016,N/A,45854.8132966
67,63,45,28,2,2013,2000,N/A,0.0
67,63,45,28,2,2013,2001,N/A,0.0
67,63,45,28,2,2013,2002,N/A,0.0
67,63,45,28,2,2013,2003,N/A,0.0
67,63,45,28,2,2013,2004,N/A,0.0
67,63,45,28,2,2013,2005,N/A,0.0
67,63,45,28,2,2013,2006,N/A,0.0
67,63,45,28,2,2013,2007,N/A,0.0
67,63,45,28,2,2013,2008,N/A,0.0
67,63,45,28,2,2013,2009,N/A,0.0
67,63,45,28,2,2013,2010,N/A,0.0
67,63,45,28,2,2013,2011,N/A,0.0
67,63,45,28,2,2013,2012,N/A,0.0
67,63,45,28,2,2013,2013,N/A,39246.2286803
67,63,45,28,2,2013,2014,N/A,35389.8644736
67,63,45,28,2,2013,2015,N/A,43175.6779371
67,63,45,28,2,2013,2016,N/A,44697.7888033
67,63,45,28,2,2014,2000,N/A,0.0
67,63,45,28,2,2014,2001,N/A,0.0
67,63,45,28,2,2014,2002,N/A,0.0
67,63,45,28,2,2014,2003,N/A,0.0
67,63,45,28,2,2014,2004,N/A,0.0
67,63,45,28,2,2014,2005,N/A,0.0
67,63,45,28,2,2014,2006,N/A,0.0
67,63,45,28,2,2014,2007,N/A,0.0
67,63,45,28,2,2014,2008,N/A,0.0
67,63,45,28,2,2014,2009,N/A,0.0
67,63,45,28,2,2014,2010,N/A,0.0
67,63,45,28,2,2014,2011,N/A,0.0
67,63,45,28,2,2014,2012,N/A,0.0
67,63,45,28,2,2014,2013,N/A,0.0
67,63,45,28,2,2014,2014,N/A,35588.9334937
67,63,45,28,2,2014,2015,N/A,43479.3069846
67,63,45,28,2,2014,2016,N/A,45142.9876949
67,63,45,28,2,2015,2000,N/A,0.0
67,63,45,28,2,2015,2001,N/A,0.0
67,63,45,28,2,2015,2002,N/A,0.0
67,63,45,28,2,2015,2003,N/A,0.0
67,63,45,28,2,2015,2004,N/A,0.0
67,63,45,28,2,2015,2005,N/A,0.0
67,63,45,28,2,2015,2006,N/A,0.0
67,63,45,28,2,2015,2007,N/A,0.0
67,63,45,28,2,2015,2008,N/A,0.0
67,63,45,28,2,2015,2009,N/A,0.0
67,63,45,28,2,2015,2010,N/A,0.0
67,63,45,28,2,2015,2011,N/A,0.0
67,63,45,28,2,2015,2012,N/A,0.0
67,63,45,28,2,2015,2013,N/A,0.0
67,63,45,28,2,2015,2014,N/A,0.0
67,63,45,28,2,2015,2015,N/A,44091.7612143
67,63,45,28,2,2015,2016,N/A,45842.9446178
67,63,45,28,2,2016,2000,N/A,0.0
67,63,45,28,2,2016,2001,N/A,0.0
67,63,45,28,2,2016,2002,N/A,0.0
67,63,45,28,2,2016,2003,N/A,0.0
67,63,45,28,2,2016,2004,N/A,0.0
67,63,45,28,2,2016,2005,N/A,0.0
67,63,45,28,2,2016,2006,N/A,0.0
67,63,45,28,2,2016,2007,N/A,0.0
67,63,45,28,2,2016,2008,N/A,0.0
67,63,45,28,2,2016,2009,N/A,0.0
67,63,45,28,2,2016,2010,N/A,0.0
67,63,45,28,2,2016,2011,N/A,0.0
67,63,45,28,2,2016,2012,N/A,0.0
67,63,45,28,2,2016,2013,N/A,0.0
