us,state,county,time zone,egrid,egrid with wecc detail,nerc,census division,census region,PADD,electricity interconnection,o&g producing region,SqMi,2015 Total Population (Esri),2015 Total Households (Esri),2015 Total Housing Units (Esri),2015 Owner Occupied Housing Units (Esri),2015 Renter Occupied Housing Units (Esri),2015 Vacant Housing Units (Esri),2015 Civilian Population Age 16+ in Labor Force (Esri),2015 Employed Civilian Population Age 16+ (Esri),2015 Industry: Agriculture/Forestry/Fishing/Hunting (Esri),2015 Industry: Mining/Quarrying/Oil & Gas Extraction (Esri),2015 Industry: Construction (Esri),2015 Industry: Manufacturing (Esri),2015 Industry: Wholesale Trade (Esri),2015 Industry: Retail Trade (Esri),2015 Industry: Transportation/Warehousing (Esri),2015 Industry: Utilities (Esri),2015 Industry: Information (Esri),2015 Industry: Finance/Insurance (Esri),2015 Industry: Real Estate/Rental/Leasing (Esri),2015 Industry: Professional/Scientific/Tech Services (Esri),2015 Industry: Management of Companies/Enterprises (Esri),2015 Industry: Admin/Support/Waste Management Services (Esri),2015 Industry: Educational Services (Esri),2015 Industry: Health Care/Social Assistance (Esri),2015 Industry: Arts/Entertainment/Recreation (Esri),2015 Industry: Accommodation/Food Services (Esri),2015 Industry: Other Services (excl Public Administration) (Esri),2015 Industry: Public Administration (Esri),2015 Unemployed Population Age 16+ (Esri),2015 Occupation: Management (Esri),2015 Occupation: Business/Financial (Esri),2015 Occupation: Computer/Mathematical (Esri),2015 Occupation: Architecture/Engineering (Esri),2015 Occupation: Life/Physical/Social Science (Esri),2015 Occupation: Community/Social Service (Esri),2015 Occupation: Legal (Esri),2015 Occupation: Education/Training/Library (Esri),2015 Occupation: Arts/Design/Entertainment/Sports/Media (Esri),2015 Occupation: Healthcare Practitioner/Technician (Esri),2015 Occupation: Healthcare Support (Esri),2015 Occupation: Protective Service (Esri),2015 Occupation: Food Preparation/Serving Related (Esri),2015 Occupation: Building/Grounds Cleaning/Maintenance (Esri),2015 Occupation: Personal Care/Service (Esri),2015 Occupation: Sales and Sales Related (Esri),2015 Occupation: Office/Administrative Support (Esri),2015 Occupation: Farming/Fishing/Forestry (Esri),2015 Occupation: Construction/Extraction (Esri),2015 Occupation: Installation/Maintenance/Repair (Esri),2015 Occupation: Production (Esri),2015 Occupation: Transportation/Material Moving (Esri),2015 Aggregate Disposable Income,2015 Aggregate Net Worth,2015 Aggregate Home Value,2020 Total Population (Esri),2020 Total Households (Esri),2020 Total Housing Units (Esri),2020 Owner Occupied Housing Units (Esri),2020 Renter Occupied Housing Units (Esri),2015 Total (SIC01-99) Businesses,2015 Total (SIC01-99) Sales,2015 Total (SIC01-99) Employees,2015 Televisions,2015 Entertainment/Recreation - Recreational Vehicles & Fees,2015 Vehicle Loans,2015 Major Appliances,2015 Small Appliances,2015 Home Improvement Services - Owners & Renters,2015 Home Improvement Materials - Owners & Renters,2015 Utilities/Fuel/Public Services,2015 Transportation - Vehicle Purchases (Net Outlay),2015 Transportation - Gasoline & Motor Oil,2015 Vehicle Maintenance & Repairs,2015 Travel,2015 Airline Fares,Urban Utility-scale PV (GWh),Rural Utility-scale PV (GWh),Sum Utility-scale PV (GWh),Rooftop PV (GWh),CSP (GWh),Onshore Wind (GWh),Offshore Wind (GWh),Biopower-Solid (GWh),Biopower-Solid (BDT),Biopower-Gaseous (GWh),Biopower-Gaseous (Tonnes-CH4),Geothermal Hydrothermal (GWh),EGS Geothermal (GWh),Hydropower (GWh),Hydropower (Count of Sites),2015 Capacity Biomass Power Plants,2015 Capacity Bulk Electricity Storage,2015 Capacity Coal Power Plants,2015 Capacity Combined Heat and Power,2015 Capacity Combined-Cycle Gas Turbines,2015 Capacity Combustion Turbines,2015 Capacity Dispatchable Hydroelectric Power Plants,2015 Capacity Fossil Steam Turbines,2015 Capacity Fuel Cell Power Plants,2015 Capacity Geothermal Power Plants,2015 Capacity Nuclear Power Plants,2015 Capacity Onshore Wind,2015 Capacity Run of River Hydroelectric Power Plants,2015 Capacity Solar Thermal Power Plants,2015 Capacity Transmission-Sited Solar PV
us,illinois,"monroe, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,391.5442823,32524.0,12558.0,13465.0,10070.0,2488.0,907.0,17264.0,16602.0,234.0,41.0,1630.0,1900.0,544.0,1689.0,997.0,193.0,398.0,912.0,217.0,1084.0,15.0,367.0,1187.0,2272.0,285.0,1084.0,861.0,689.0,662.0,1905.0,671.0,309.0,263.0,108.0,146.0,147.0,813.0,115.0,1053.0,347.0,247.0,953.0,523.0,752.0,1649.0,2528.0,61.0,1434.0,683.0,965.0,930.0,830426510.0,9498177607.0,3013238095.0,33370.0,12925.0,13914.0,10343.0,2582.0,1436.0,2978300.0,11575.0,2157667.0,3235384.0,63777829.0,4100647.0,651529.0,27327125.0,4938614.0,73462058.0,60131533.0,50734806.0,16242986.0,29302332.0,6989496.0,261.041089384,56293.7531449,56554.7942343,75.4238088403,0.0,4518.73180676,459.687945322,192.989620514,175445.661738,29.37494332,6250.31583533,0.0,4703.72019922,33.9739100501,9.25359417706,0.0,0.0,0.0,0.0,0.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"montgomery, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,705.5593613,29905.0,11676.0,13204.0,8891.0,2785.0,1528.0,11609.0,11230.0,578.0,160.0,913.0,1077.0,208.0,1279.0,461.0,270.0,137.0,564.0,88.0,394.0,0.0,344.0,705.0,2005.0,75.0,581.0,480.0,910.0,379.0,872.0,280.0,166.0,102.0,44.0,149.0,96.0,523.0,59.0,814.0,617.0,439.0,624.0,379.0,274.0,1025.0,1653.0,176.0,842.0,598.0,752.0,746.0,560749472.0,5462376731.0,1348511316.0,29700.0,11625.0,13235.0,8840.0,2785.0,1705.0,2605287.0,13041.0,1389717.0,2719119.0,43295537.0,2828704.0,479653.0,17527287.0,4244608.0,53603082.0,44483796.0,38257724.0,10995690.0,17495008.0,3586433.0,240.020716333,101440.849246,101680.869963,73.9618248739,0.0,8142.71506848,828.353644174,347.765602877,316151.543093,52.9333901272,11263.0142951,0.0,8476.06252862,61.2206878236,16.6748955161,0.0,0.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"moultrie, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,350.0342463,15049.0,5878.0,6442.0,4435.0,1442.0,564.0,7038.0,6809.0,262.0,0.0,605.0,1580.0,221.0,717.0,140.0,65.0,120.0,301.0,57.0,122.0,0.0,222.0,587.0,903.0,62.0,385.0,255.0,202.0,229.0,483.0,155.0,61.0,70.0,77.0,178.0,19.0,374.0,22.0,391.0,253.0,83.0,408.0,230.0,124.0,596.0,952.0,97.0,519.0,310.0,913.0,492.0,277381533.0,2436722679.0,547898542.0,15178.0,5942.0,6542.0,4477.0,1464.0,599.0,1043553.0,5679.0,687648.0,1314228.0,21306265.0,1385599.0,233106.0,8731806.0,2103832.0,25951769.0,21704663.0,18490573.0,5394272.0,8720986.0,1815941.0,120.784877449,50325.703488,50446.4883655,36.0846770552,0.0,4039.67304265,410.953577278,172.529594771,156845.579795,26.2607235246,5587.68111669,0.0,4205.04966915,30.3721252891,8.27256330831,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"ogle, illinois",US/Central,RFCW,RFCW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,769.341028,53493.0,21019.0,22974.0,15680.0,5339.0,1955.0,26382.0,24785.0,733.0,42.0,1618.0,4332.0,849.0,2742.0,1711.0,363.0,434.0,833.0,286.0,825.0,0.0,1084.0,2104.0,3181.0,354.0,1347.0,1105.0,843.0,1598.0,2092.0,592.0,248.0,429.0,85.0,266.0,121.0,1578.0,277.0,1309.0,675.0,562.0,1297.0,961.0,743.0,2274.0,3572.0,211.0,1388.0,1030.0,2241.0,2833.0,1133428889.0,12156642959.0,3543946266.0,53063.0,20926.0,23098.0,15587.0,5339.0,2184.0,5852493.0,20196.0,2904856.0,4639878.0,86949527.0,5576548.0,920585.0,35393458.0,7307170.0,103792047.0,84909237.0,72749309.0,22114448.0,37296482.0,8425242.0,429.3405176,110610.972685,111040.313203,128.688197868,0.0,8878.80612902,903.235757488,379.203169989,344731.239507,57.7185011066,12281.1764274,0.0,9242.28777455,66.7549599487,18.1822848109,6.6,0.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,2300.0,0.0,0.0,0.0,0.3
us,illinois,"peoria, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,630.4078986,189315.0,77394.0,85307.0,49831.0,27563.0,7913.0,89246.0,82575.0,653.0,95.0,3766.0,13903.0,1957.0,8987.0,2759.0,584.0,1307.0,3409.0,1125.0,4896.0,40.0,3688.0,7178.0,13719.0,1965.0,5799.0,3980.0,2765.0,6671.0,6900.0,3912.0,2164.0,2892.0,442.0,1602.0,959.0,4657.0,1330.0,5522.0,2982.0,1655.0,5001.0,2715.0,3318.0,9035.0,11277.0,306.0,3094.0,2652.0,5390.0,4770.0,4132863768.0,41047351375.0,16581718739.0,193093.0,79089.0,87103.0,50769.0,28320.0,8488.0,28004972.0,135854.0,11035929.0,14831962.0,310865729.0,19652914.0,3361643.0,123375429.0,23041000.0,376279399.0,299110155.0,259382644.0,81631183.0,139507489.0,33605584.0,1519.46236123,90636.0486633,92155.5110245,477.844698161,0.0,7275.40753731,740.122956004,310.723937546,282477.195899,47.2952795557,10063.3533663,0.0,7573.24905622,54.6998697467,14.8987972073,4.0,0.0,650.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"perry, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,446.2964642,21995.0,8251.0,9410.0,6166.0,2085.0,1159.0,9289.0,8635.0,234.0,217.0,733.0,1407.0,152.0,908.0,250.0,57.0,69.0,208.0,76.0,138.0,0.0,278.0,915.0,1327.0,121.0,546.0,446.0,555.0,654.0,582.0,250.0,44.0,46.0,37.0,131.0,29.0,614.0,146.0,572.0,213.0,292.0,508.0,418.0,283.0,643.0,912.0,64.0,762.0,585.0,838.0,669.0,342870112.0,3211488371.0,816129300.0,21598.0,8099.0,9318.0,6043.0,2056.0,791.0,1506069.0,7282.0,843148.0,1523695.0,26120699.0,1693283.0,287708.0,10287020.0,2356584.0,32632828.0,26436771.0,23126947.0,6607947.0,10431555.0,2175169.0,176.534213535,64165.6745376,64342.2087511,52.7098433856,0.0,5150.61544553,523.969098533,219.976613518,199979.368956,33.4826325716,7124.33812354,0.0,5361.47196728,38.7247027113,10.5475843961,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"piatt, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,449.9888637,16944.0,6905.0,7511.0,5480.0,1425.0,606.0,8268.0,8087.0,458.0,3.0,433.0,1139.0,243.0,902.0,361.0,98.0,102.0,234.0,45.0,298.0,18.0,153.0,892.0,1353.0,121.0,423.0,461.0,350.0,181.0,943.0,246.0,86.0,181.0,27.0,179.0,97.0,454.0,154.0,399.0,268.0,184.0,428.0,279.0,348.0,465.0,1040.0,125.0,409.0,403.0,607.0,766.0,411037997.0,5379111465.0,1269884770.0,17372.0,7093.0,7739.0,5622.0,1470.0,667.0,1821646.0,5451.0,1034899.0,1783083.0,31004351.0,2035036.0,335940.0,13248547.0,2775320.0,37538591.0,30821446.0,26192818.0,7989410.0,13621993.0,3028462.0,135.994349358,64696.5443149,64832.5386643,42.0726496992,0.0,5193.22866661,528.304116605,221.796573125,201633.882897,33.7596485592,7183.28078752,0.0,5405.82969359,39.0450885633,10.634849025,0.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"pike, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,835.9060601,16211.0,6584.0,8007.0,4932.0,1652.0,1423.0,7888.0,7521.0,516.0,30.0,486.0,878.0,224.0,1095.0,440.0,66.0,96.0,352.0,74.0,89.0,0.0,209.0,628.0,1049.0,87.0,411.0,271.0,519.0,367.0,442.0,216.0,30.0,33.0,58.0,47.0,23.0,350.0,31.0,279.0,208.0,304.0,550.0,303.0,303.0,636.0,1189.0,282.0,467.0,368.0,557.0,844.0,268350196.0,2197542804.0,719404929.0,16204.0,6594.0,8032.0,4932.0,1662.0,782.0,1729419.0,5860.0,644981.0,1360855.0,20242388.0,1337904.0,225850.0,8249367.0,2061738.0,25275584.0,21127386.0,18174216.0,5191712.0,8227592.0,1658340.0,130.111213258,120181.270745,120311.381958,44.8509793824,0.0,9647.01943557,981.385648112,412.012639736,374558.12406,62.7124293375,13343.7700931,0.0,10041.9502909,72.5307419363,19.7554550021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0
us,illinois,"pike, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,835.9060601,16211.0,6584.0,8007.0,4932.0,1652.0,1423.0,7888.0,7521.0,516.0,30.0,486.0,878.0,224.0,1095.0,440.0,66.0,96.0,352.0,74.0,89.0,0.0,209.0,628.0,1049.0,87.0,411.0,271.0,519.0,367.0,442.0,216.0,30.0,33.0,58.0,47.0,23.0,350.0,31.0,279.0,208.0,304.0,550.0,303.0,303.0,636.0,1189.0,282.0,467.0,368.0,557.0,844.0,268350196.0,2197542804.0,719404929.0,16204.0,6594.0,8032.0,4932.0,1662.0,782.0,1729419.0,5860.0,644981.0,1360855.0,20242388.0,1337904.0,225850.0,8249367.0,2061738.0,25275584.0,21127386.0,18174216.0,5191712.0,8227592.0,1658340.0,130.111213258,120181.270745,120311.381958,44.8509793824,0.0,9647.01943557,981.385648112,412.012639736,374558.12406,62.7124293375,13343.7700931,0.0,10041.9502909,72.5307419363,19.7554550021,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"putnam, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,169.1157633,6004.0,2560.0,3164.0,2074.0,485.0,604.0,3036.0,2824.0,117.0,42.0,204.0,564.0,130.0,392.0,180.0,39.0,38.0,115.0,52.0,52.0,0.0,101.0,154.0,333.0,31.0,142.0,75.0,65.0,212.0,234.0,84.0,12.0,24.0,4.0,20.0,11.0,93.0,16.0,122.0,122.0,46.0,139.0,108.0,80.0,314.0,363.0,37.0,240.0,117.0,274.0,363.0,125805240.0,1528997560.0,364812364.0,5757.0,2470.0,3137.0,1996.0,474.0,291.0,742964.0,2166.0,307289.0,596185.0,9581773.0,626263.0,105343.0,3995040.0,957509.0,11643790.0,9743280.0,8270846.0,2426367.0,3955209.0,821836.0,48.1887437173,24314.3916601,24362.5804038,17.7230546729,0.0,1951.73014444,198.54836673,83.3560556432,75778.4709002,12.6876222844,2699.63572741,0.0,2031.63031055,14.6740074881,3.99681137809,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"randolph, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,602.1613226,32886.0,12214.0,13852.0,9034.0,3180.0,1638.0,14490.0,13644.0,441.0,209.0,1163.0,2216.0,228.0,1563.0,624.0,396.0,215.0,506.0,75.0,485.0,0.0,439.0,864.0,2146.0,129.0,714.0,469.0,760.0,846.0,902.0,228.0,147.0,141.0,57.0,99.0,94.0,610.0,126.0,798.0,576.0,583.0,714.0,557.0,278.0,1162.0,1871.0,129.0,1195.0,664.0,1560.0,1152.0,567155930.0,5381418960.0,2218300836.0,32421.0,12072.0,13835.0,8915.0,3157.0,1422.0,4754113.0,17892.0,1408859.0,2541899.0,43409924.0,2817164.0,474260.0,17521872.0,3970726.0,53372583.0,43671156.0,37763035.0,11020818.0,17791491.0,3776498.0,263.946539955,86574.9351484,86838.8816883,77.5915781697,0.0,6949.41962949,706.960396695,296.801384645,269820.289791,45.1761282707,9612.44645935,0.0,7233.91581577,52.2489422894,14.2312294173,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"randolph, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,602.1613226,32886.0,12214.0,13852.0,9034.0,3180.0,1638.0,14490.0,13644.0,441.0,209.0,1163.0,2216.0,228.0,1563.0,624.0,396.0,215.0,506.0,75.0,485.0,0.0,439.0,864.0,2146.0,129.0,714.0,469.0,760.0,846.0,902.0,228.0,147.0,141.0,57.0,99.0,94.0,610.0,126.0,798.0,576.0,583.0,714.0,557.0,278.0,1162.0,1871.0,129.0,1195.0,664.0,1560.0,1152.0,567155930.0,5381418960.0,2218300836.0,32421.0,12072.0,13835.0,8915.0,3157.0,1422.0,4754113.0,17892.0,1408859.0,2541899.0,43409924.0,2817164.0,474260.0,17521872.0,3970726.0,53372583.0,43671156.0,37763035.0,11020818.0,17791491.0,3776498.0,263.946539955,86574.9351484,86838.8816883,77.5915781697,0.0,6949.41962949,706.960396695,296.801384645,269820.289791,45.1761282707,9612.44645935,0.0,7233.91581577,52.2489422894,14.2312294173,0.0,0.0,1778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"rock island, illinois",US/Central,MROW,MROW,MAPP,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,438.6621604,146603.0,61367.0,66134.0,41086.0,20281.0,4767.0,72836.0,67990.0,576.0,225.0,3164.0,11650.0,1778.0,7046.0,3329.0,764.0,1087.0,2174.0,814.0,2558.0,105.0,2998.0,6692.0,9513.0,1536.0,5038.0,3584.0,3360.0,4846.0,5044.0,2797.0,1286.0,1193.0,279.0,1162.0,433.0,3994.0,930.0,3460.0,1920.0,1288.0,4410.0,2728.0,3189.0,6311.0,10200.0,227.0,3098.0,2245.0,6360.0,5435.0,2914854454.0,30915235081.0,10143236116.0,147034.0,61694.0,66578.0,41140.0,20554.0,6199.0,23043983.0,88054.0,7568846.0,10471432.0,215501711.0,13739419.0,2343677.0,86153247.0,16692296.0,264691559.0,209507422.0,182246713.0,56234842.0,94311207.0,22128329.0,1176.65129833,63068.0627655,64244.7140638,370.447692079,0.0,5062.50951994,515.006134224,216.213715016,196558.54137,32.9098819236,7002.46989026,0.0,5269.75915058,38.0622817227,10.3671584459,5.5,0.0,0.0,3.3,521.2,66.7,0.0,0.0,0.0,0.0,1819.0,0.0,4.4,0.0,0.0
us,illinois,"sangamon, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,880.5011795,199036.0,84080.0,91580.0,57169.0,26911.0,7500.0,102772.0,95753.0,846.0,271.0,4312.0,4164.0,1812.0,10371.0,3009.0,987.0,2074.0,5403.0,1174.0,4890.0,52.0,3457.0,9029.0,16480.0,1486.0,7192.0,5336.0,13409.0,7019.0,8782.0,5524.0,3288.0,1480.0,575.0,1869.0,1532.0,5676.0,1304.0,7792.0,2353.0,2198.0,5770.0,3290.0,3697.0,9996.0,16798.0,283.0,3750.0,2625.0,3218.0,3953.0,4608777014.0,54619533507.0,23130177440.0,200687.0,84881.0,92824.0,57595.0,27286.0,9786.0,25410358.0,148936.0,12311285.0,16434088.0,347680802.0,22003946.0,3703430.0,138489842.0,25133188.0,417786644.0,332257495.0,288018759.0,90994923.0,157036747.0,37980162.0,1597.48414299,126592.874122,128190.358265,512.982726594,0.0,10161.6825109,1033.74202193,433.993282945,394540.589868,66.0581022638,14055.6527423,0.0,10577.6827058,76.4002163321,20.8093974445,0.0,0.0,534.0,0.0,0.0,149.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"scott, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,260.556022,5306.0,2217.0,2483.0,1684.0,533.0,266.0,2739.0,2689.0,320.0,12.0,193.0,306.0,139.0,231.0,102.0,43.0,45.0,173.0,22.0,28.0,0.0,74.0,272.0,372.0,53.0,54.0,65.0,184.0,49.0,272.0,89.0,13.0,32.0,3.0,68.0,11.0,152.0,25.0,133.0,99.0,59.0,99.0,124.0,65.0,183.0,463.0,93.0,108.0,146.0,200.0,255.0,110067397.0,1034835604.0,227092697.0,5202.0,2180.0,2460.0,1653.0,526.0,213.0,513899.0,1713.0,261597.0,598295.0,8347898.0,556099.0,92074.0,3475313.0,921583.0,10346817.0,8853596.0,7514720.0,2127321.0,3370897.0,655388.0,42.5865213464,37461.092004,37503.6785253,13.9084528296,0.0,3007.02331072,305.902723674,128.42636218,116751.605798,19.5477720501,4159.31863628,0.0,3130.12519685,22.6081882806,6.15787229433,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"shelby, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,766.9013734,22210.0,9251.0,10530.0,7304.0,1947.0,1279.0,9906.0,9601.0,613.0,20.0,774.0,1847.0,280.0,939.0,449.0,79.0,136.0,517.0,13.0,264.0,0.0,233.0,737.0,1459.0,44.0,536.0,316.0,345.0,305.0,870.0,193.0,86.0,81.0,99.0,95.0,19.0,420.0,52.0,709.0,304.0,107.0,592.0,438.0,229.0,931.0,1166.0,187.0,614.0,412.0,1103.0,895.0,425614037.0,4297259538.0,1173800160.0,22078.0,9237.0,10599.0,7284.0,1953.0,1005.0,1924705.0,7488.0,1045711.0,2081086.0,32725025.0,2143872.0,358308.0,13401856.0,3263572.0,40291121.0,33612976.0,28800071.0,8293932.0,13301433.0,2721954.0,178.259826443,110260.214623,110438.474449,58.9834910574,0.0,8850.65057845,900.371509787,378.000680165,343638.063499,57.5354701729,12242.2316325,0.0,9212.97958863,66.5432735325,18.1246270322,0.0,0.0,0.0,0.0,612.7,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"st. clair, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,680.2740565,267298.0,104802.0,118741.0,67371.0,37432.0,13939.0,130293.0,120968.0,833.0,305.0,6026.0,10606.0,2314.0,13520.0,7008.0,1154.0,1832.0,6214.0,1775.0,7946.0,82.0,4484.0,10612.0,19839.0,2719.0,9835.0,5916.0,7950.0,9325.0,9573.0,5535.0,4061.0,1635.0,761.0,2444.0,1237.0,6807.0,1324.0,6990.0,3780.0,3337.0,8008.0,5352.0,4483.0,13234.0,17923.0,454.0,5502.0,3960.0,6041.0,8527.0,5287658606.0,48414046532.0,23260411972.0,264237.0,103877.0,119147.0,66657.0,37221.0,9601.0,27367637.0,120133.0,13924858.0,18424266.0,397682144.0,25086444.0,4203403.0,156524920.0,28412754.0,478073698.0,378894197.0,329603476.0,102841837.0,176062778.0,42332085.0,2145.36222821,97805.4885198,99950.850748,665.124284107,0.0,7850.90258083,798.667730382,335.302641219,304821.54229,51.0364031735,10859.3788747,0.0,8172.30378585,59.0267069389,16.077313174,2.4,0.0,1628.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,illinois,"stark, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,288.3371189,5937.0,2418.0,2687.0,1879.0,539.0,269.0,2949.0,2755.0,247.0,7.0,164.0,519.0,61.0,389.0,144.0,5.0,24.0,141.0,14.0,56.0,0.0,125.0,231.0,325.0,55.0,61.0,103.0,85.0,194.0,313.0,54.0,31.0,59.0,6.0,32.0,4.0,177.0,12.0,91.0,93.0,26.0,68.0,207.0,106.0,252.0,379.0,61.0,148.0,101.0,299.0,237.0,113327162.0,1070411247.0,313470794.0,5883.0,2397.0,2675.0,1860.0,537.0,298.0,532956.0,2099.0,272800.0,566641.0,8597219.0,563420.0,96106.0,3474752.0,885707.0,10658544.0,8950496.0,7664070.0,2180889.0,3423391.0,683221.0,47.6509945785,41455.2818867,41502.9328813,15.0511529412,0.0,3327.63922024,338.518792737,142.119483471,129199.937059,21.632001558,4602.79498806,0.0,3463.86651949,25.0187265769,6.81443914545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0
us,illinois,"stephenson, illinois",US/Central,RFCW,RFCW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,563.53128,46888.0,19680.0,22012.0,13733.0,5947.0,2332.0,22843.0,20986.0,1098.0,23.0,1239.0,4122.0,457.0,2212.0,794.0,44.0,221.0,899.0,148.0,637.0,6.0,721.0,1903.0,3348.0,231.0,1239.0,1148.0,496.0,1856.0,1745.0,698.0,196.0,347.0,96.0,348.0,119.0,1384.0,271.0,916.0,913.0,300.0,1147.0,724.0,912.0,1785.0,3073.0,423.0,970.0,678.0,2377.0,1562.0,887965375.0,9042908933.0,2096202760.0,45998.0,19371.0,21842.0,13465.0,5906.0,2441.0,7655916.0,28873.0,2290717.0,3398413.0,65871077.0,4242036.0,717221.0,26965507.0,5383906.0,81014719.0,64543375.0,55877807.0,17234338.0,29020353.0,6728654.0,376.328083847,81020.9526733,81397.2807572,123.299582636,0.0,6503.59827522,661.607250925,277.760888848,252510.693679,42.277975078,8995.78577013,0.0,6769.84337266,48.8970517068,13.3182631108,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,0.0,0.0,0.0
us,illinois,"tazewell, illinois",US/Central,SRMW,SRMW,MAIN,east north central,midwest,PADD 2 (Midwest),eastern interconnection,east,655.1196307,136665.0,55164.0,59071.0,41059.0,14105.0,3907.0,65942.0,62467.0,1070.0,70.0,3686.0,11739.0,1660.0,6165.0,2341.0,509.0,1027.0,3132.0,583.0,2601.0,14.0,2117.0,4621.0,10417.0,1106.0,4231.0,3477.0,1901.0,3475.0,5099.0,3196.0,1448.0,1625.0,147.0,937.0,393.0,3176.0,824.0,4435.0,1498.0,1026.0,3545.0,2243.0,2714.0,5822.0,8812.0,321.0,3342.0,2226.0,5496.0,4143.0,2921942195.0,32653091175.0,10313383103.0,138654.0,56072.0,60266.0,41648.0,14424.0,4960.0,15561613.0,60898.0,7613524.0,11188018.0,221010566.0,14205873.0,2348560.0,91449589.0,17650117.0,264985165.0,214060488.0,183204085.0,57081439.0,98201199.0,22892020.0,1096.88785145,94188.9447455,95285.832597,330.884501448,0.0,7560.60054073,769.135473535,322.904188965,293550.186585,49.1492351939,10457.8327073,0.0,7870.1173255,56.8440822956,15.4828239716,2.4,0.0,1538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.5,0.0,0.0,0.0
