us,state,county,time zone,egrid,egrid with wecc detail,nerc,census division,census region,PADD,electricity interconnection,o&g producing region,SqMi,2015 Total Population (Esri),2015 Total Households (Esri),2015 Total Housing Units (Esri),2015 Owner Occupied Housing Units (Esri),2015 Renter Occupied Housing Units (Esri),2015 Vacant Housing Units (Esri),2015 Civilian Population Age 16+ in Labor Force (Esri),2015 Employed Civilian Population Age 16+ (Esri),2015 Industry: Agriculture/Forestry/Fishing/Hunting (Esri),2015 Industry: Mining/Quarrying/Oil & Gas Extraction (Esri),2015 Industry: Construction (Esri),2015 Industry: Manufacturing (Esri),2015 Industry: Wholesale Trade (Esri),2015 Industry: Retail Trade (Esri),2015 Industry: Transportation/Warehousing (Esri),2015 Industry: Utilities (Esri),2015 Industry: Information (Esri),2015 Industry: Finance/Insurance (Esri),2015 Industry: Real Estate/Rental/Leasing (Esri),2015 Industry: Professional/Scientific/Tech Services (Esri),2015 Industry: Management of Companies/Enterprises (Esri),2015 Industry: Admin/Support/Waste Management Services (Esri),2015 Industry: Educational Services (Esri),2015 Industry: Health Care/Social Assistance (Esri),2015 Industry: Arts/Entertainment/Recreation (Esri),2015 Industry: Accommodation/Food Services (Esri),2015 Industry: Other Services (excl Public Administration) (Esri),2015 Industry: Public Administration (Esri),2015 Unemployed Population Age 16+ (Esri),2015 Occupation: Management (Esri),2015 Occupation: Business/Financial (Esri),2015 Occupation: Computer/Mathematical (Esri),2015 Occupation: Architecture/Engineering (Esri),2015 Occupation: Life/Physical/Social Science (Esri),2015 Occupation: Community/Social Service (Esri),2015 Occupation: Legal (Esri),2015 Occupation: Education/Training/Library (Esri),2015 Occupation: Arts/Design/Entertainment/Sports/Media (Esri),2015 Occupation: Healthcare Practitioner/Technician (Esri),2015 Occupation: Healthcare Support (Esri),2015 Occupation: Protective Service (Esri),2015 Occupation: Food Preparation/Serving Related (Esri),2015 Occupation: Building/Grounds Cleaning/Maintenance (Esri),2015 Occupation: Personal Care/Service (Esri),2015 Occupation: Sales and Sales Related (Esri),2015 Occupation: Office/Administrative Support (Esri),2015 Occupation: Farming/Fishing/Forestry (Esri),2015 Occupation: Construction/Extraction (Esri),2015 Occupation: Installation/Maintenance/Repair (Esri),2015 Occupation: Production (Esri),2015 Occupation: Transportation/Material Moving (Esri),2015 Aggregate Disposable Income,2015 Aggregate Net Worth,2015 Aggregate Home Value,2020 Total Population (Esri),2020 Total Households (Esri),2020 Total Housing Units (Esri),2020 Owner Occupied Housing Units (Esri),2020 Renter Occupied Housing Units (Esri),2015 Total (SIC01-99) Businesses,2015 Total (SIC01-99) Sales,2015 Total (SIC01-99) Employees,2015 Televisions,2015 Entertainment/Recreation - Recreational Vehicles & Fees,2015 Vehicle Loans,2015 Major Appliances,2015 Small Appliances,2015 Home Improvement Services - Owners & Renters,2015 Home Improvement Materials - Owners & Renters,2015 Utilities/Fuel/Public Services,2015 Transportation - Vehicle Purchases (Net Outlay),2015 Transportation - Gasoline & Motor Oil,2015 Vehicle Maintenance & Repairs,2015 Travel,2015 Airline Fares,Urban Utility-scale PV (GWh),Rural Utility-scale PV (GWh),Sum Utility-scale PV (GWh),Rooftop PV (GWh),CSP (GWh),Onshore Wind (GWh),Offshore Wind (GWh),Biopower-Solid (GWh),Biopower-Solid (BDT),Biopower-Gaseous (GWh),Biopower-Gaseous (Tonnes-CH4),Geothermal Hydrothermal (GWh),EGS Geothermal (GWh),Hydropower (GWh),Hydropower (Count of Sites),2015 Capacity Biomass Power Plants,2015 Capacity Bulk Electricity Storage,2015 Capacity Coal Power Plants,2015 Capacity Combined Heat and Power,2015 Capacity Combined-Cycle Gas Turbines,2015 Capacity Combustion Turbines,2015 Capacity Dispatchable Hydroelectric Power Plants,2015 Capacity Fossil Steam Turbines,2015 Capacity Fuel Cell Power Plants,2015 Capacity Geothermal Power Plants,2015 Capacity Nuclear Power Plants,2015 Capacity Onshore Wind,2015 Capacity Run of River Hydroelectric Power Plants,2015 Capacity Solar Thermal Power Plants,2015 Capacity Transmission-Sited Solar PV
us,new york,"franklin, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,1672.72570111,49777.0,18613.0,24976.0,12973.0,5640.0,6363.0,20519.0,19427.0,614.0,56.0,1380.0,897.0,305.0,2020.0,470.0,74.0,163.0,355.0,298.0,652.0,0.0,423.0,2511.0,4057.0,662.0,1108.0,1006.0,2376.0,1092.0,1297.0,448.0,271.0,88.0,278.0,490.0,87.0,1580.0,207.0,1296.0,831.0,1227.0,1048.0,1001.0,1089.0,1680.0,2311.0,247.0,1381.0,552.0,742.0,1277.0,813333896.0,6527647964.0,2899397700.0,49936.0,18770.0,25301.0,12994.0,5776.0,2226.0,3677754.0,23603.0,2021918.62938,3420998.79621,62093880.049,3964261.98351,676113.32479,23738600.3774,5180760.34096,76567150.6384,61714496.6663,54322323.5152,15727067.9507,24988783.5446,5400827.16425,133.562158752,50815.331254,50948.8934127,86.6782798949,0.0,2164.14372731,20913.5419691,189.225542529,172035.263344,100.434571871,21371.5917081,0.0,12780.7588864,228.480139602,164.746743486,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,7.0,0.0,0.0
us,new york,"fulton, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,525.7746034,54409.0,22294.0,28544.0,15512.0,6783.0,6250.0,24316.0,22837.0,193.0,40.0,1786.0,2689.0,510.0,3121.0,951.0,161.0,444.0,368.0,92.0,708.0,48.0,506.0,2177.0,5000.0,241.0,1115.0,1403.0,1284.0,1480.0,1575.0,731.0,224.0,200.0,44.0,543.0,125.0,1659.0,171.0,1269.0,740.0,490.0,1093.0,1017.0,1519.0,1807.0,3459.0,87.0,1295.0,956.0,1817.0,2015.0,1017341251.0,9908899490.0,3749282944.0,54368.0,22307.0,28721.0,15440.0,6867.0,2458.0,6987816.0,22445.0,2588938.0,4253093.0,77352667.0,4977772.0,845897.0,30391417.0,6580058.0,95955091.0,77096587.0,67451131.0,19875758.0,32063423.0,7039357.0,145.990788829,15972.3800615,16118.3708503,99.0608913084,0.0,680.238134184,6573.58778383,59.4777640531,54074.4799315,31.5688024391,6717.56292553,0.0,4017.27457778,71.8163502267,51.7835372891,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0
us,new york,"genesee, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,499.7204081,59804.0,23946.0,25926.0,17025.0,6922.0,1980.0,31377.0,29817.0,1378.0,27.0,1806.0,4645.0,803.0,3439.0,794.0,216.0,327.0,686.0,328.0,878.0,9.0,1097.0,3391.0,4482.0,763.0,1891.0,1514.0,1342.0,1560.0,2490.0,961.0,408.0,412.0,124.0,639.0,229.0,1976.0,221.0,1488.0,865.0,703.0,1913.0,1284.0,1007.0,2917.0,3758.0,657.0,1410.0,1577.0,2783.0,1996.0,1167434565.0,10772299168.0,3139820082.0,58874.0,23719.0,25922.0,16760.0,6959.0,2391.0,8666099.0,27876.0,3024481.0,4653802.0,89596207.0,5700890.0,962248.0,36089260.0,7731506.0,108104243.0,87830925.0,75469817.0,22809994.0,37781116.0,8478690.0,160.466708359,15180.8859367,15341.3526451,89.975219593,0.0,646.529664654,6247.84070735,56.5304073899,51394.8772048,30.0044443685,6384.68131567,0.0,3818.20285437,68.2575681889,49.2174597625,0.0,0.0,0.0,4.9,53.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,new york,"greene, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,671.4906502,49498.0,20223.0,30066.0,14501.0,5722.0,9843.0,22352.0,21037.0,364.0,65.0,1851.0,1461.0,358.0,2453.0,1149.0,126.0,513.0,762.0,285.0,1070.0,0.0,751.0,1792.0,3204.0,500.0,1822.0,880.0,1630.0,1316.0,1587.0,816.0,280.0,177.0,97.0,376.0,202.0,1299.0,466.0,1264.0,485.0,514.0,1400.0,1072.0,874.0,1948.0,3295.0,213.0,1693.0,610.0,936.0,1431.0,993507286.0,11649530833.0,5780038170.0,50027.0,20575.0,30684.0,14664.0,5911.0,2423.0,4662605.0,21800.0,2441882.0,4838390.0,74398005.0,4993655.0,865612.0,31519224.0,6703561.0,92600140.0,75220818.0,65094953.0,19834835.0,33119253.0,7269235.0,132.81354308,20399.0527564,20531.8662994,104.342935751,0.0,868.763048007,8395.42782509,75.9617566124,69060.9768018,40.3179528619,8579.30502434,0.0,5130.64400756,91.7199259852,66.1351097962,0.0,0.0,0.0,0.0,1137.9,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,new york,"herkimer, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,1456.458707,65956.0,27265.0,34685.0,19124.0,8141.0,7420.0,30993.0,29139.0,960.0,93.0,2011.0,3292.0,615.0,3417.0,956.0,209.0,497.0,1519.0,307.0,775.0,22.0,680.0,3201.0,5344.0,330.0,2002.0,1421.0,1488.0,1853.0,2627.0,998.0,376.0,371.0,93.0,594.0,183.0,2060.0,268.0,1660.0,1274.0,750.0,1707.0,858.0,1020.0,2678.0,4430.0,281.0,1690.0,1047.0,2157.0,2020.0,1209696202.0,11400889452.0,4083881270.0,65992.0,27355.0,35027.0,19089.0,8266.0,2396.0,4805422.0,23385.0,3000833.0,5303372.0,91170103.0,5911016.0,1000012.0,36426918.0,8272347.0,112996251.0,91978594.0,79860800.0,23309948.0,37424308.0,7998492.0,176.973818081,44245.4083206,44422.3821387,120.37300361,0.0,1884.34121192,18209.6265245,164.760539531,149792.794504,87.4493687688,18608.4549338,0.0,11128.3323679,198.939902986,143.446608635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,47.6,0.0,0.0
us,new york,"jefferson, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,1463.9809411,120964.0,45647.0,60870.0,26086.0,19560.0,15223.0,49624.0,45741.0,643.0,65.0,3644.0,3285.0,948.0,6640.0,1544.0,247.0,603.0,1014.0,534.0,1624.0,28.0,1800.0,4998.0,7091.0,680.0,3993.0,2141.0,4217.0,3882.0,3506.0,1390.0,637.0,548.0,192.0,892.0,272.0,3339.0,465.0,2475.0,1236.0,1570.0,3385.0,1781.0,2108.0,5248.0,6291.0,275.0,2914.0,1919.0,2327.0,2968.0,2071774343.0,16515471055.0,10843119584.0,124988.0,47345.0,63251.0,26723.0,20622.0,4723.0,10131557.0,50028.0,5335088.0,7429801.0,157034926.0,9587008.0,1667048.0,56597666.0,11255708.0,185156860.0,150068433.0,131105952.0,39862228.0,65782026.0,15579212.0,324.571849875,44473.9244588,44798.4963087,211.247073078,0.0,1894.07334895,18303.6745555,165.611485283,150566.435708,87.9010222353,18704.5628108,0.0,11185.8073384,199.967376346,144.187473423,61.4,0.0,0.0,0.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4,0.0,0.0
us,new york,"kings, new york",US/Eastern,NYCW,NYCW,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,78.639514016,2760514.0,1026498.0,1125346.0,278004.0,748494.0,98848.0,1362074.0,1263999.0,974.0,103.0,67802.0,54735.0,27570.0,117223.0,72448.0,3796.0,45340.0,74625.0,33752.0,112879.0,1047.0,52950.0,115284.0,233314.0,33231.0,96803.0,69933.0,50189.0,98074.0,94029.0,61234.0,30542.0,14119.0,7092.0,25909.0,25514.0,81823.0,63410.0,57054.0,76519.0,37444.0,77770.0,56448.0,60603.0,122184.0,173255.0,762.0,57849.0,25851.0,40929.0,73663.0,53222006216.0,2.03015444851e+11,7.73376743504e+11,2880473.0,1075201.0,1179347.0,286983.0,788218.0,109118.0,254471560.0,1241704.0,141205107.225,158027290.957,3355474576.76,205252319.042,43337387.4663,1346703619.41,227160088.698,4589369731.66,3173631923.19,2888994895.12,989821028.231,1748005131.88,489958535.923,7407.03957861,2388.9708586,9796.01043721,3905.47147528,0.0,101.74244998,983.204105559,8.89602203995,8087.85893228,4.72171015075,1004.73830501,0.0,600.859224509,10.741490448,7.74520522694,0.0,0.0,0.0,18.4278786135,247.686540504,994.510997433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,new york,"kings, new york",US/Eastern,RFCE,RFCE,MAAC,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,0.734514399,516.0,256.0,383.0,42.0,214.0,127.0,397.0,388.0,0.0,0.0,7.0,25.0,6.0,25.0,15.0,0.0,8.0,120.0,4.0,78.0,0.0,9.0,15.0,32.0,8.0,17.0,12.0,8.0,9.0,91.0,48.0,48.0,2.0,17.0,2.0,18.0,9.0,16.0,33.0,1.0,3.0,11.0,2.0,4.0,44.0,22.0,0.0,1.0,4.0,3.0,9.0,28486980.0,90514353.0,295657233.0,551.0,274.0,397.0,44.0,229.0,205.0,1048479.0,3729.0,88853.0,70999.0,2399075.0,120076.0,25659.0,609266.0,110734.0,2611491.0,2215680.0,1891989.0,601627.0,1009105.0,277064.0,1.38453651116,22.313636044,23.6981725552,1.32918726777,0.0,0.950302089672,9.18339312909,0.0830912597048,75.5427969918,0.0441020539995,9.38452839502,0.0,5.61218819439,0.100328435387,0.072342318408,0.0,0.0,0.0,0.172121386481,2.31345949572,9.2890025672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,new york,"lewis, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,1290.99171,27743.0,10930.0,15848.0,8321.0,2608.0,4918.0,12568.0,12032.0,1046.0,15.0,1202.0,1445.0,128.0,1417.0,463.0,62.0,159.0,134.0,89.0,410.0,0.0,348.0,1224.0,1701.0,113.0,642.0,655.0,780.0,536.0,990.0,251.0,105.0,87.0,114.0,260.0,41.0,709.0,129.0,595.0,369.0,183.0,696.0,558.0,538.0,924.0,1160.0,677.0,1074.0,695.0,921.0,956.0,499847810.0,4320565313.0,1878162328.0,28410.0,11250.0,16493.0,8524.0,2726.0,1126.0,2649851.0,9687.0,1211250.0,2446455.0,38279846.0,2506161.0,418648.0,15709747.0,3855694.0,47090432.0,39324658.0,33703700.0,9656461.0,15451765.0,3128419.0,74.4403031571,39218.7262659,39293.1665691,54.9998950902,0.0,1670.26285861,16140.8468172,146.042239061,132774.966426,77.5143226393,16494.3646806,0.0,9864.05228241,176.338514994,127.14976517,19.0,0.0,0.0,0.0,80.6,0.0,0.0,0.0,0.0,0.0,0.0,322.0,74.6,0.0,0.0
us,new york,"madison, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,666.8077559,75853.0,29359.0,33370.0,21438.0,7921.0,4011.0,35406.0,34017.0,965.0,24.0,2315.0,4098.0,1015.0,3364.0,1088.0,225.0,578.0,1456.0,368.0,1870.0,0.0,937.0,4933.0,4826.0,1255.0,1723.0,1363.0,1616.0,1389.0,3078.0,1529.0,747.0,758.0,178.0,549.0,321.0,2391.0,641.0,2019.0,807.0,725.0,1766.0,1471.0,1146.0,3447.0,4741.0,424.0,1767.0,1359.0,2209.0,1944.0,1556817872.0,17911445540.0,5311869970.0,75806.0,29463.0,33728.0,21421.0,8042.0,2830.0,5075252.0,27566.0,4021737.0,6434713.0,120843065.0,7761997.0,1301092.0,49482221.0,10029513.0,144713563.0,117486081.0,101108028.0,30863192.0,51973386.0,11750848.0,203.529550351,20256.7922381,20460.3217885,115.809344975,0.0,862.704399946,8336.87913034,75.4320085407,68579.3539311,40.0367803518,8519.47399232,0.0,5094.86351893,91.0802823528,65.6738915669,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,new york,"madison, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,666.8077559,75853.0,29359.0,33370.0,21438.0,7921.0,4011.0,35406.0,34017.0,965.0,24.0,2315.0,4098.0,1015.0,3364.0,1088.0,225.0,578.0,1456.0,368.0,1870.0,0.0,937.0,4933.0,4826.0,1255.0,1723.0,1363.0,1616.0,1389.0,3078.0,1529.0,747.0,758.0,178.0,549.0,321.0,2391.0,641.0,2019.0,807.0,725.0,1766.0,1471.0,1146.0,3447.0,4741.0,424.0,1767.0,1359.0,2209.0,1944.0,1556817872.0,17911445540.0,5311869970.0,75806.0,29463.0,33728.0,21421.0,8042.0,2830.0,5075252.0,27566.0,4021737.0,6434713.0,120843065.0,7761997.0,1301092.0,49482221.0,10029513.0,144713563.0,117486081.0,101108028.0,30863192.0,51973386.0,11750848.0,203.529550351,20256.7922381,20460.3217885,115.809344975,0.0,862.704399946,8336.87913034,75.4320085407,68579.3539311,40.0367803518,8519.47399232,0.0,5094.86351893,91.0802823528,65.6738915669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0
us,new york,"monroe, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,659.489971984,744736.0,303572.0,324460.0,190821.0,112751.0,20888.0,365704.0,343971.0,884.0,221.0,14762.0,44248.0,7322.0,39330.0,9829.0,1593.0,8089.0,12492.0,5556.0,26398.0,264.0,14287.0,44696.0,60714.0,6562.0,21625.0,14891.0,10206.0,21733.0,30742.0,16143.0,12012.0,10235.0,3983.0,7209.0,3993.0,26868.0,6933.0,23787.0,9629.0,6551.0,20432.0,11346.0,13648.0,35671.0,48963.0,600.0,11229.0,9377.0,19863.0,14756.0,16568918674.0,1.94010500936e+11,58168818224.0,750360.0,307252.0,328742.0,191787.0,115465.0,30351.0,95892024.0,469845.0,44620807.0,57131618.0,1240240860.0,77851547.0,13458964.0,487502605.0,87051451.0,1505148695.0,1184629584.0,1031893217.0,327134702.0,563810516.0,138460765.0,1998.28330072,20034.4870428,22032.7703435,1126.02637311,0.0,853.236777042,8245.38727309,74.6041910267,67826.73987,39.597402578,8425.97827455,0.0,5038.95068651,90.0807351529,64.9531630763,12.0,0.0,0.0,160.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7,0.0,0.0
us,new york,"nassau, new york",US/Eastern,NYCW,NYCW,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,5.862309231,20507.0,6996.0,7262.0,3408.0,3589.0,266.0,9415.0,8759.0,22.0,0.0,452.0,303.0,209.0,976.0,589.0,39.0,172.0,592.0,247.0,638.0,0.0,242.0,1082.0,1743.0,103.0,340.0,555.0,452.0,655.0,890.0,659.0,252.0,79.0,74.0,129.0,107.0,716.0,144.0,682.0,417.0,322.0,283.0,261.0,294.0,1046.0,1188.0,0.0,384.0,174.0,192.0,465.0,421369209.0,4086852847.0,3487689648.0,21566.0,7407.0,7663.0,3534.0,3873.0,385.0,659553.0,4078.0,1101723.0,1538311.0,27893596.0,1825312.0,349098.0,12092849.0,1988271.0,36252747.0,26586234.0,23863215.0,8365158.0,15193725.0,4094773.0,55.0245934774,178.089680387,233.114273865,25.202501145,0.0,7.58455480261,73.2945336209,0.663168291113,602.922470606,0.351987488086,74.8998352022,0.0,44.7920186492,0.800741705948,0.577378798254,0.0,0.0,0.0,0.0,3.44825745174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,new york,"nassau, new york",US/Eastern,NYCW,NYCW,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,5.862309231,20507.0,6996.0,7262.0,3408.0,3589.0,266.0,9415.0,8759.0,22.0,0.0,452.0,303.0,209.0,976.0,589.0,39.0,172.0,592.0,247.0,638.0,0.0,242.0,1082.0,1743.0,103.0,340.0,555.0,452.0,655.0,890.0,659.0,252.0,79.0,74.0,129.0,107.0,716.0,144.0,682.0,417.0,322.0,283.0,261.0,294.0,1046.0,1188.0,0.0,384.0,174.0,192.0,465.0,421369209.0,4086852847.0,3487689648.0,21566.0,7407.0,7663.0,3534.0,3873.0,385.0,659553.0,4078.0,1101723.0,1538311.0,27893596.0,1825312.0,349098.0,12092849.0,1988271.0,36252747.0,26586234.0,23863215.0,8365158.0,15193725.0,4094773.0,55.0245934774,178.089680387,233.114273865,25.202501145,0.0,7.58455480261,73.2945336209,0.663168291113,602.922470606,0.351987488086,74.8998352022,0.0,44.7920186492,0.800741705948,0.577378798254,1.37750701327,0.0,0.0,0.0395112833012,0.0,13.0046001084,0.0,7.02941649276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,new york,"nassau, new york",US/Eastern,NYLI,NYLI,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,320.55281148,1341362.0,448418.0,468453.0,354692.0,93725.0,20035.0,695109.0,662825.0,640.0,128.0,36675.0,31205.0,20965.0,70048.0,30232.0,4356.0,18800.0,52916.0,15334.0,63394.0,462.0,24454.0,78625.0,106245.0,14119.0,33542.0,29991.0,30694.0,32283.0,71113.0,42864.0,14705.0,8383.0,4025.0,10038.0,18656.0,52861.0,13349.0,51083.0,15312.0,20537.0,27375.0,22193.0,21242.0,82146.0,96040.0,621.0,27108.0,17364.0,17766.0,28040.0,41220979820.0,6.20173590763e+11,2.41824195813e+11,1356440.0,453471.0,472952.0,357073.0,96396.0,63333.0,166152194.0,707330.0,110267670.0,196200346.0,2990115880.0,209356409.0,35121044.0,1563254219.0,245131332.0,3748693086.0,2859449406.0,2443774378.0,865561429.0,1714443084.0,443836004.0,3599.15632496,9737.99666553,13337.1529905,1625.74872884,0.0,414.725711319,4007.76688716,36.2622393027,32967.9799276,19.2467804863,4095.54525484,0.0,2449.24089537,43.7847945232,31.5712443299,0.0,0.0,0.0,0.0,188.551742548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,new york,"nassau, new york",US/Eastern,NYLI,NYLI,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,320.55281148,1341362.0,448418.0,468453.0,354692.0,93725.0,20035.0,695109.0,662825.0,640.0,128.0,36675.0,31205.0,20965.0,70048.0,30232.0,4356.0,18800.0,52916.0,15334.0,63394.0,462.0,24454.0,78625.0,106245.0,14119.0,33542.0,29991.0,30694.0,32283.0,71113.0,42864.0,14705.0,8383.0,4025.0,10038.0,18656.0,52861.0,13349.0,51083.0,15312.0,20537.0,27375.0,22193.0,21242.0,82146.0,96040.0,621.0,27108.0,17364.0,17766.0,28040.0,41220979820.0,6.20173590763e+11,2.41824195813e+11,1356440.0,453471.0,472952.0,357073.0,96396.0,63333.0,166152194.0,707330.0,110267670.0,196200346.0,2990115880.0,209356409.0,35121044.0,1563254219.0,245131332.0,3748693086.0,2859449406.0,2443774378.0,865561429.0,1714443084.0,443836004.0,3599.15632496,9737.99666553,13337.1529905,1625.74872884,0.0,414.725711319,4007.76688716,36.2622393027,32967.9799276,19.2467804863,4095.54525484,0.0,2449.24089537,43.7847945232,31.5712443299,75.3224929867,0.0,0.0,2.1604887167,0.0,711.095399892,0.0,384.370583507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,new york,"new york, new york",US/Eastern,NYCW,NYCW,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,19.748595655,1166162.0,601998.0,675310.0,156720.0,445278.0,73312.0,723890.0,685647.0,650.0,113.0,8994.0,22010.0,13518.0,46544.0,11936.0,646.0,46208.0,98843.0,24595.0,132290.0,1162.0,18341.0,65112.0,79453.0,35516.0,35269.0,26889.0,17557.0,38243.0,109025.0,81948.0,22461.0,8051.0,14824.0,11175.0,39388.0,45306.0,69178.0,38309.0,8651.0,6093.0,25775.0,11502.0,21054.0,84142.0,59003.0,434.0,5485.0,3081.0,7750.0,13014.0,52360250068.0,2.77585966838e+11,5.69384440775e+11,1203473.0,622108.0,694991.0,159842.0,462267.0,106243.0,377606332.0,1665831.0,153914550.0,189490453.0,3893318539.0,228226442.0,46738413.0,1493733412.0,244565972.0,4759810868.0,3684055541.0,3161128688.0,1086119045.0,2023744321.0,562188906.0,3129.05788164,599.937831615,3728.99571325,2343.63826056,0.0,25.5503932184,246.910227892,2.23404155536,2031.0890494,1.18575433399,252.318071556,0.0,150.892665333,2.69749062217,1.94503905836,0.0,0.0,0.0,21.6,0.0,347.4,0.0,321.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
us,new york,"niagara, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,531.671406,213202.0,90306.0,99630.0,61484.0,28821.0,9324.0,104701.0,97591.0,1015.0,67.0,5537.0,12500.0,1994.0,13350.0,3690.0,1194.0,1519.0,4365.0,883.0,4626.0,60.0,4879.0,8951.0,14788.0,2517.0,7241.0,4321.0,4095.0,7109.0,7632.0,3450.0,1647.0,1619.0,547.0,1590.0,739.0,5818.0,928.0,5819.0,2834.0,2189.0,6623.0,3873.0,3579.0,11578.0,14878.0,440.0,4694.0,3865.0,7664.0,5585.0,4415078395.0,51277591589.0,13288848660.0,210456.0,89630.0,99571.0,60630.0,29000.0,7296.0,23044490.0,88818.0,11428495.0,16269081.0,329487274.0,21057014.0,3565699.0,132219311.0,26002837.0,404802853.0,320782546.0,279142346.0,85351421.0,142581890.0,33024806.0,572.065800876,16151.5176076,16723.5834085,345.762212761,0.0,687.867315914,6647.31357675,60.1448343745,54680.9499507,31.922860994,6792.9034655,0.0,4062.33014916,72.6218034342,52.364313339,53.1,240.0,685.5,0.0,256.7,0.0,2438.8,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0
us,new york,"oneida, new york",US/Eastern,NYUP,NYUP,NYPCC_NY,middle atlantic,northeast,PADD 1 (East Coast),eastern interconnection,east,1257.922262,232910.0,93065.0,104110.0,60985.0,32080.0,11045.0,105801.0,100536.0,1049.0,57.0,5113.0,10214.0,1729.0,12065.0,3381.0,464.0,1492.0,6418.0,782.0,4793.0,74.0,3120.0,11405.0,17567.0,2978.0,6665.0,4361.0,6810.0,5265.0,8427.0,4366.0,1892.0,1583.0,653.0,1805.0,782.0,7227.0,1025.0,7372.0,3550.0,3388.0,6468.0,3264.0,4183.0,9919.0,14981.0,527.0,4329.0,3306.0,6097.0,5393.0,4555872911.0,51982069855.0,14736770500.0,234098.0,93768.0,105330.0,61007.0,32762.0,8652.0,34907611.0,141406.0,11831814.0,16797363.0,339202202.0,21614800.0,3700745.0,135791011.0,26413454.0,415923049.0,329276543.0,286853117.0,88567059.0,148812724.0,34910053.0,624.946509329,38214.1174688,38839.0639781,361.309886285,0.0,1627.47817585,15727.3903323,142.301288447,129373.864146,75.5287515145,16071.8526452,0.0,9611.37927027,171.821508954,123.89275545,3.2,0.0,0.0,0.0,54.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,56.6,0.0,0.0
