census region,housing types,technology,vintage,2009,2010,2011,2012,2013,2014,2015,2016
66,28,29,2009,373933.121588,373331.614629,369821.106754,361384.496162,346584.893628,324681.609808,295782.224329,260913.195138
66,28,29,2010,0.0,373500.369667,372899.55883,369393.113658,360966.266736,346183.791747,324305.856546,295439.916258
66,28,29,2011,0.0,0.0,371055.12927,370458.251835,366974.762735,358603.084878,343917.38812,322182.683864
66,28,29,2012,0.0,0.0,0.0,380726.970722,380114.535211,376540.246249,367950.354077,352881.863175
66,28,29,2013,0.0,0.0,0.0,0.0,375617.199123,375012.983165,371486.665063,363012.058622
66,28,29,2014,0.0,0.0,0.0,0.0,0.0,392104.62812,391473.890566,387792.787435
66,28,29,2015,0.0,0.0,0.0,0.0,0.0,0.0,381819.019395,381204.82722
66,28,29,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385262.758619
66,28,31,2009,149382.622348,149142.326205,147739.912667,144369.569305,138457.272938,129707.125422,118162.103765,104232.26787
66,28,31,2010,0.0,149209.742191,148969.724142,147568.933614,144202.490743,138297.036662,129557.015671,118025.355041
66,28,31,2011,0.0,0.0,148232.892584,147994.445891,146602.826088,143258.422719,137391.630595,128708.828965
66,28,31,2012,0.0,0.0,0.0,152096.698585,151852.036592,150424.143134,146992.565281,140972.850643
66,28,31,2013,0.0,0.0,0.0,0.0,150055.394841,149814.016479,148405.28691,145019.764579
66,28,31,2014,0.0,0.0,0.0,0.0,0.0,156641.961361,156389.987881,154919.423208
66,28,31,2015,0.0,0.0,0.0,0.0,0.0,0.0,152532.961342,152287.597579
66,28,31,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153908.701458
66,28,33,2009,30098.2342927,30049.8184227,29767.2542892,29088.1834405,27896.9492898,26133.9330441,23807.7938902,21001.1524092
66,28,33,2010,0.0,30063.4016771,30015.0418387,29732.8047159,29054.5197543,27864.6642161,26103.6883049,23780.2411864
66,28,33,2011,0.0,0.0,29866.5819408,29818.5387056,29538.1493391,28864.3049883,27682.2392224,25932.7921068
66,28,33,2012,0.0,0.0,0.0,30645.0777018,30595.7821822,30308.0842481,29616.6756185,28403.7983862
66,28,33,2013,0.0,0.0,0.0,0.0,30233.7873028,30185.1533829,29901.3166692,29219.1874982
66,28,33,2014,0.0,0.0,0.0,0.0,0.0,31560.8762185,31510.10755,31213.8120412
66,28,33,2015,0.0,0.0,0.0,0.0,0.0,0.0,30732.9777431,30683.540828
66,28,33,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31010.1676041
66,28,35,2009,174593.544442,174591.029022,174547.638153,174342.679791,173757.550483,172472.030564,170071.020469,166067.492463
66,28,35,2010,0.0,174391.487744,174388.975236,174345.634583,174140.913419,173556.461279,172272.429089,169874.197677
66,28,35,2011,0.0,0.0,173249.777734,173247.281675,173204.224765,173000.843874,172420.218039,171144.592179
66,28,35,2012,0.0,0.0,0.0,177765.668365,177763.107244,177718.928022,177510.24585,176914.485549
