census region,housing types,technology,vintage,value
66,28,29,2009,632275.325313
66,28,29,2010,252587.804311
66,28,29,2011,50892.4451462
66,28,29,2012,294745.763159
66,28,29,2013,576.211435045
66,28,29,2014,653786.332619
66,28,29,2015,261181.241199
66,28,29,2016,52623.8866805
66,28,31,2009,304773.480532
66,28,31,2010,595.815060068
66,28,31,2011,646501.517188
66,28,31,2012,258271.028732
66,28,31,2013,52037.5249249
66,28,31,2014,301377.541457
66,28,31,2015,589.176189649
66,28,31,2016,642886.161774
66,28,33,2009,256826.729628
66,28,33,2010,51746.5215128
66,28,33,2011,299692.182804
66,28,33,2012,585.881408013
66,28,33,2013,639541.707356
66,28,33,2014,255490.65282
66,28,33,2015,51477.3231807
66,28,33,2016,298133.1092
66,28,35,2009,582.833506564
66,28,35,2010,637129.092286
66,28,35,2011,254526.836713
66,28,35,2012,51283.1294882
66,28,35,2013,297008.428161
66,28,35,2014,580.634818215
66,28,35,2015,638984.416416
66,28,35,2016,255268.020544
66,28,38,2009,51432.4663004
66,28,38,2010,297873.318668
66,28,38,2011,582.325630645
66,28,38,2012,637032.517263
66,28,38,2013,254488.255936
66,28,38,2014,51275.3560723
66,28,38,2015,296963.408092
66,28,38,2016,580.546806505
66,29,29,2009,479466.54711
66,29,29,2010,89917.7958029
66,29,29,2011,10177.3971785
66,29,29,2012,165381.33789
66,29,29,2013,0.0
66,29,29,2014,495686.585563
66,29,29,2015,92959.6557916
66,29,29,2016,10521.6918422
66,29,31,2009,170976.079955
66,29,31,2010,0.0
66,29,31,2011,490208.664993
66,29,31,2012,91932.342111
66,29,31,2013,10405.4147553
66,29,31,2014,169086.592903
66,29,31,2015,0.0
66,29,31,2016,487517.855357
66,29,33,2009,91427.7153068
66,29,33,2010,10348.2982817
66,29,33,2011,168158.457874
66,29,33,2012,0.0
66,29,33,2013,485056.765123
66,29,33,2014,90966.1694274
66,29,33,2015,10296.0579472
66,29,33,2016,167309.559451
66,29,35,2009,0.0
66,29,35,2010,483324.339777
66,29,35,2011,90641.2752935
66,29,35,2012,10259.2846187
66,29,35,2013,166711.9978
66,29,35,2014,0.0
66,29,35,2015,484831.802018
66,29,35,2016,90923.9804851
66,29,38,2009,10291.2827676
66,29,38,2010,167231.963424
66,29,38,2011,0.0
66,29,38,2012,483482.713279
66,29,38,2013,90670.9762107
66,29,38,2014,10262.646334
66,29,38,2015,166766.625223
66,29,38,2016,0.0
66,30,29,2009,6705.83312562
66,30,29,2010,560.827178639
66,30,29,2011,5238.55095112
66,30,29,2012,30007.3396802
66,30,29,2013,0.0
66,30,29,2014,6973.6805326
66,30,29,2015,583.227990402
66,30,29,2016,5447.79151262
66,30,31,2009,31205.9063569
66,30,31,2010,0.0
66,30,31,2011,6882.17300147
66,30,31,2012,575.57496511
66,30,31,2013,5376.30645547
66,30,31,2014,30796.4273975
66,30,31,2015,0.0
66,30,31,2016,6834.73898562
66,30,33,2009,571.607928535
66,30,33,2010,5339.25132687
66,30,33,2011,30584.1691144
66,30,33,2012,0.0
66,30,33,2013,6788.58149985
