vintage,census region,technology,2009,2010,2011,2012,2013,2014,2015,2016
2008,66,31,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199
2008,67,31,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199
2008,68,31,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199
2008,69,31,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199
2009,66,31,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199
2009,67,31,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199
2009,68,31,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199
2009,69,31,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199,212.906013199
2010,66,31,0.0,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566
2010,67,31,0.0,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566
2010,68,31,0.0,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566
2010,69,31,0.0,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566,219.309201566
2011,66,31,0.0,0.0,225.712389933,225.712389933,225.712389933,225.712389933,225.712389933,225.712389933
2011,67,31,0.0,0.0,225.712389933,225.712389933,225.712389933,225.712389933,225.712389933,225.712389933
2011,68,31,0.0,0.0,225.712389933,225.712389933,225.712389933,225.712389933,225.712389933,225.712389933
2011,69,31,0.0,0.0,225.712389933,225.712389933,225.712389933,225.712389933,225.712389933,225.712389933
2012,66,31,0.0,0.0,0.0,232.115578299,232.115578299,232.115578299,232.115578299,232.115578299
2012,67,31,0.0,0.0,0.0,232.115578299,232.115578299,232.115578299,232.115578299,232.115578299
2012,68,31,0.0,0.0,0.0,232.115578299,232.115578299,232.115578299,232.115578299,232.115578299
2012,69,31,0.0,0.0,0.0,232.115578299,232.115578299,232.115578299,232.115578299,232.115578299
2013,66,31,0.0,0.0,0.0,0.0,238.518766666,238.518766666,238.518766666,238.518766666
2013,67,31,0.0,0.0,0.0,0.0,238.518766666,238.518766666,238.518766666,238.518766666
2013,68,31,0.0,0.0,0.0,0.0,238.518766666,238.518766666,238.518766666,238.518766666
2013,69,31,0.0,0.0,0.0,0.0,238.518766666,238.518766666,238.518766666,238.518766666
2014,66,31,0.0,0.0,0.0,0.0,0.0,238.518766666,238.518766666,238.518766666
2014,67,31,0.0,0.0,0.0,0.0,0.0,238.518766666,238.518766666,238.518766666
2014,68,31,0.0,0.0,0.0,0.0,0.0,238.518766666,238.518766666,238.518766666
2014,69,31,0.0,0.0,0.0,0.0,0.0,238.518766666,238.518766666,238.518766666
2015,66,31,0.0,0.0,0.0,0.0,0.0,0.0,238.518766666,238.518766666
2015,67,31,0.0,0.0,0.0,0.0,0.0,0.0,238.518766666,238.518766666
2015,68,31,0.0,0.0,0.0,0.0,0.0,0.0,238.518766666,238.518766666
2015,69,31,0.0,0.0,0.0,0.0,0.0,0.0,238.518766666,238.518766666
2016,66,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.518766666
2016,67,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.518766666
2016,68,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.518766666
2016,69,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.518766666
