vintage,census region,technology,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1999,66,9,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
1999,67,9,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
1999,68,9,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
1999,69,9,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2000,66,9,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2000,67,9,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2000,68,9,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2000,69,9,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2001,66,9,0.0,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2001,67,9,0.0,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2001,68,9,0.0,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2001,69,9,0.0,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2002,66,9,0.0,0.0,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2002,67,9,0.0,0.0,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2002,68,9,0.0,0.0,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2002,69,9,0.0,0.0,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
2003,66,9,0.0,0.0,0.0,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071,105.414867071
