census region,housing types,technology,vintage,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,28,4,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,4,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,4,2002,0.0,0.0,369626.070346,369626.070346,369626.070346,369626.070346,369626.070346,369626.070346,369626.070346,369626.070346,369626.070346,369626.070346,369626.070346,369626.070346,369626.070346,369626.070346,0.0
66,28,4,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,4,2004,0.0,0.0,0.0,0.0,2542184.04629,2542184.04629,2542184.04629,2542184.04629,2542184.04629,2542184.04629,2542184.04629,2542184.04629,2542184.04629,2542184.04629,2542184.04629,2542184.04629,2542184.04629
66,28,4,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,4,2006,0.0,0.0,0.0,0.0,0.0,0.0,1240556.89686,1240556.89686,1240556.89686,1240556.89686,1240556.89686,1240556.89686,1240556.89686,1240556.89686,1240556.89686,1240556.89686,1240556.89686
66,28,4,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,4,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,4,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,4,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,4,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,4,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62262.2546596,62262.2546596,62262.2546596,62262.2546596,62262.2546596
66,28,4,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520650.942247,520650.942247,520650.942247,520650.942247
66,28,4,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112688.657634,112688.657634,112688.657634
66,28,4,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3580890.59525,3580890.59525
66,28,4,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30212.4990381
66,28,5,2000,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382,3429520.77382
66,28,5,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,5,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,5,2003,0.0,0.0,0.0,5109000.42729,5109000.42729,5109000.42729,5109000.42729,5109000.42729,5109000.42729,5109000.42729,5109000.42729,5109000.42729,5109000.42729,5109000.42729,5109000.42729,5109000.42729,5109000.42729
66,28,5,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,5,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,5,2006,0.0,0.0,0.0,0.0,0.0,0.0,66038.5549144,66038.5549144,66038.5549144,66038.5549144,66038.5549144,66038.5549144,66038.5549144,66038.5549144,66038.5549144,66038.5549144,66038.5549144
66,28,5,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635691.730668,635691.730668,635691.730668,635691.730668,635691.730668,635691.730668,635691.730668,635691.730668,635691.730668,635691.730668
66,28,5,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118308.727117,118308.727117,118308.727117,118308.727117,118308.727117,118308.727117,118308.727117,118308.727117,118308.727117
66,28,5,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4372108.74911,4372108.74911,4372108.74911,4372108.74911,4372108.74911,4372108.74911,4372108.74911,4372108.74911
66,28,5,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32456.9305908,32456.9305908,32456.9305908,32456.9305908,32456.9305908,32456.9305908,32456.9305908
66,28,5,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3439410.08995,3439410.08995,3439410.08995,3439410.08995,3439410.08995,3439410.08995
66,28,5,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,5,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,5,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4703605.23676,4703605.23676,4703605.23676
66,28,5,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,5,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,6,2000,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515,49491.2926515
66,28,6,2001,0.0,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705,644932.310705
66,28,6,2002,0.0,0.0,88664.1424024,88664.1424024,88664.1424024,88664.1424024,88664.1424024,88664.1424024,88664.1424024,88664.1424024,88664.1424024,88664.1424024,88664.1424024,88664.1424024,88664.1424024,88664.1424024,88664.1424024
66,28,6,2003,0.0,0.0,0.0,4435662.85699,4435662.85699,4435662.85699,4435662.85699,4435662.85699,4435662.85699,4435662.85699,4435662.85699,4435662.85699,4435662.85699,4435662.85699,4435662.85699,4435662.85699,4435662.85699
66,28,6,2004,0.0,0.0,0.0,0.0,23771.3836803,23771.3836803,23771.3836803,23771.3836803,23771.3836803,23771.3836803,23771.3836803,23771.3836803,23771.3836803,23771.3836803,23771.3836803,23771.3836803,23771.3836803
66,28,6,2005,0.0,0.0,0.0,0.0,0.0,3215623.62305,3215623.62305,3215623.62305,3215623.62305,3215623.62305,3215623.62305,3215623.62305,3215623.62305,3215623.62305,3215623.62305,3215623.62305,3215623.62305
66,28,6,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,6,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,6,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3225022.12773,3225022.12773,3225022.12773,3225022.12773,3225022.12773,3225022.12773,3225022.12773,3225022.12773,3225022.12773
66,28,6,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,6,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,6,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,6,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589750.415437,589750.415437,589750.415437,589750.415437,589750.415437
66,28,6,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,6,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4056137.3174,4056137.3174,4056137.3174
66,28,6,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,28,6,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2620384.26973
