census region,housing types,technology,vintage,2009,2010,2011,2012,2013,2014,2015,2016
66,28,29,2009,50607225.0964,50607225.0964,50607225.0964,50607225.0964,50607225.0964,50607225.0964,50607225.0964,50607225.0964
66,28,29,2010,0.0,20318176.5829,20318176.5829,20318176.5829,20318176.5829,20318176.5829,20318176.5829,20318176.5829
66,28,29,2011,0.0,0.0,4114158.14812,4114158.14812,4114158.14812,4114158.14812,4114158.14812,4114158.14812
66,28,29,2012,0.0,0.0,0.0,18143320.2114,18143320.2114,18143320.2114,18143320.2114,18143320.2114
66,28,29,2013,0.0,0.0,0.0,0.0,23473.1300832,23473.1300832,23473.1300832,23473.1300832
66,28,29,2014,0.0,0.0,0.0,0.0,0.0,53375542.253,53375542.253,53375542.253
66,28,29,2015,0.0,0.0,0.0,0.0,0.0,0.0,21323006.7375,21323006.7375
66,28,29,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4296248.40241
66,28,31,2009,47548230.6403,47548230.6403,47548230.6403,47548230.6403,47548230.6403,47548230.6403,47548230.6403,47548230.6403
66,28,31,2010,0.0,63055.3229412,63055.3229412,63055.3229412,63055.3229412,63055.3229412,63055.3229412,63055.3229412
66,28,31,2011,0.0,0.0,145923402.539,145923402.539,145923402.539,145923402.539,145923402.539,145923402.539
66,28,31,2012,0.0,0.0,0.0,59948729.1921,59948729.1921,59948729.1921,59948729.1921,59948729.1921
66,28,31,2013,0.0,0.0,0.0,0.0,12411926.2655,12411926.2655,12411926.2655,12411926.2655
66,28,31,2014,0.0,0.0,0.0,0.0,0.0,53272586.1999,53272586.1999,53272586.1999
66,28,31,2015,0.0,0.0,0.0,0.0,0.0,0.0,68579.6782394,68579.6782394
66,28,31,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153340414.413
66,28,33,2009,21378629.057,21378629.057,21378629.057,21378629.057,21378629.057,21378629.057,21378629.057,21378629.057
66,28,33,2010,0.0,4317809.87965,4317809.87965,4317809.87965,4317809.87965,4317809.87965,4317809.87965,4317809.87965
66,28,33,2011,0.0,0.0,18688374.8482,18688374.8482,18688374.8482,18688374.8482,18688374.8482,18688374.8482
66,28,33,2012,0.0,0.0,0.0,24108.925395,24108.925395,24108.925395,24108.925395,24108.925395
66,28,33,2013,0.0,0.0,0.0,0.0,53748266.5213,53748266.5213,53748266.5213,53748266.5213
66,28,33,2014,0.0,0.0,0.0,0.0,0.0,21471906.4348,21471906.4348,21471906.4348
66,28,33,2015,0.0,0.0,0.0,0.0,0.0,0.0,4326249.33495,4326249.33495
66,28,33,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18798823.118
66,28,35,2009,9826.31188831,9826.31188831,9826.31188831,9826.31188831,9826.31188831,9826.31188831,9826.31188831,9826.31188831
66,28,35,2010,0.0,22167948.7973,22167948.7973,22167948.7973,22167948.7973,22167948.7973,22167948.7973,22167948.7973
66,28,35,2011,0.0,0.0,9016894.55852,9016894.55852,9016894.55852,9016894.55852,9016894.55852,9016894.55852
66,28,35,2012,0.0,0.0,0.0,1849203.72391,1849203.72391,1849203.72391,1849203.72391,1849203.72391
66,28,35,2013,0.0,0.0,0.0,0.0,8227628.04664,8227628.04664,8227628.04664,8227628.04664
66,28,35,2014,0.0,0.0,0.0,0.0,0.0,10562.6337325,10562.6337325,10562.6337325
66,28,35,2015,0.0,0.0,0.0,0.0,0.0,0.0,23445183.9387,23445183.9387
66,28,35,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9366121.52279
66,28,38,2009,22263668.7661,22263668.7661,22263668.7661,22263668.7661,22263668.7661,22263668.7661,22263668.7661,22263668.7661
66,28,38,2010,0.0,97517899.6156,97517899.6156,97517899.6156,97517899.6156,97517899.6156,97517899.6156,97517899.6156
66,28,38,2011,0.0,0.0,124816.311018,124816.311018,124816.311018,124816.311018,124816.311018,124816.311018
66,28,38,2012,0.0,0.0,0.0,275753468.146,275753468.146,275753468.146,275753468.146,275753468.146
66,28,38,2013,0.0,0.0,0.0,0.0,110160811.693,110160811.693,110160811.693,110160811.693
66,28,38,2014,0.0,0.0,0.0,0.0,0.0,22195660.1652,22195660.1652,22195660.1652
66,28,38,2015,0.0,0.0,0.0,0.0,0.0,0.0,98272259.9365,98272259.9365
66,28,38,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125179.595506
66,29,29,2009,38376432.7095,38376432.7095,38376432.7095,38376432.7095,38376432.7095,38376432.7095,38376432.7095,38376432.7095
66,29,29,2010,0.0,7232992.33726,7232992.33726,7232992.33726,7232992.33726,7232992.33726,7232992.33726,7232992.33726
66,29,29,2011,0.0,0.0,822743.364135,822743.364135,822743.364135,822743.364135,822743.364135,822743.364135
66,29,29,2012,0.0,0.0,0.0,10121161.8941,10121161.8941,10121161.8941,10121161.8941,10121161.8941
66,29,29,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,29,29,2014,0.0,0.0,0.0,0.0,0.0,40468175.8733,40468175.8733,40468175.8733
66,29,29,2015,0.0,0.0,0.0,0.0,0.0,0.0,7589286.87857,7589286.87857
66,29,29,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858997.77875
66,29,31,2009,26524549.4123,26524549.4123,26524549.4123,26524549.4123,26524549.4123,26524549.4123,26524549.4123,26524549.4123
66,29,31,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,29,31,2011,0.0,0.0,110646169.341,110646169.341,110646169.341,110646169.341,110646169.341,110646169.341
66,29,31,2012,0.0,0.0,0.0,21338928.7535,21338928.7535,21338928.7535,21338928.7535,21338928.7535
