census region,housing types,vintage,value
66,28,2000,0.736733297259
66,28,2001,0.736733297259
66,28,2002,0.736733297259
66,28,2003,0.736733297259
66,28,2004,0.736733297259
66,28,2005,0.736733297259
66,28,2006,0.736733297259
66,28,2007,0.736733297259
66,28,2008,0.736733297259
66,28,2009,0.71593515273
66,28,2010,0.699000699282
66,28,2011,0.682066245833
66,28,2012,0.665131792385
66,28,2013,0.698436449527
66,28,2014,0.698436449527
66,28,2015,0.698436449527
66,28,2016,0.698436449527
66,29,2000,0.9
66,29,2001,0.9
66,29,2002,0.9
66,29,2003,0.9
66,29,2004,0.9
66,29,2005,0.9
66,29,2006,0.9
66,29,2007,0.9
66,29,2008,0.9
66,29,2009,0.9
66,29,2010,0.9
66,29,2011,0.9
66,29,2012,0.9
66,29,2013,0.9
66,29,2014,0.9
66,29,2015,0.9
66,29,2016,0.9
66,30,2000,0.126363969701
66,30,2001,0.126363969701
66,30,2002,0.126363969701
66,30,2003,0.126363969701
66,30,2004,0.126363969701
66,30,2005,0.126363969701
66,30,2006,0.126363969701
66,30,2007,0.126363969701
66,30,2008,0.126363969701
66,30,2009,0.126363969701
66,30,2010,0.126363969701
66,30,2011,0.126363969701
66,30,2012,0.126363969701
66,30,2013,0.126363969701
66,30,2014,0.126363969701
66,30,2015,0.126363969701
66,30,2016,0.126363969701
67,28,2000,0.688924106853
67,28,2001,0.688924106853
67,28,2002,0.688924106853
67,28,2003,0.688924106853
67,28,2004,0.688924106853
67,28,2005,0.688924106853
67,28,2006,0.688924106853
67,28,2007,0.688924106853
67,28,2008,0.688924106853
67,28,2009,0.664910982024
67,28,2010,0.65692217165
67,28,2011,0.648933361277
67,28,2012,0.640944550903
67,28,2013,0.661368619645
67,28,2014,0.661368619645
67,28,2015,0.661368619645
67,28,2016,0.661368619645
67,29,2000,0.65
67,29,2001,0.65
67,29,2002,0.65
67,29,2003,0.65
67,29,2004,0.65
67,29,2005,0.65
67,29,2006,0.65
67,29,2007,0.65
67,29,2008,0.65
67,29,2009,0.65
67,29,2010,0.65
67,29,2011,0.65
67,29,2012,0.65
67,29,2013,0.65
67,29,2014,0.65
67,29,2015,0.65
67,29,2016,0.65
67,30,2000,0.558662521456
67,30,2001,0.558662521456
67,30,2002,0.558662521456
67,30,2003,0.558662521456
67,30,2004,0.558662521456
67,30,2005,0.558662521456
67,30,2006,0.558662521456
67,30,2007,0.558662521456
67,30,2008,0.558662521456
67,30,2009,0.558662521456
67,30,2010,0.558662521456
67,30,2011,0.558662521456
67,30,2012,0.558662521456
67,30,2013,0.558662521456
67,30,2014,0.558662521456
67,30,2015,0.558662521456
67,30,2016,0.558662521456
68,28,2000,0.303243178134
68,28,2001,0.303243178134
68,28,2002,0.303243178134
68,28,2003,0.303243178134
68,28,2004,0.303243178134
68,28,2005,0.303243178134
68,28,2006,0.303243178134
68,28,2007,0.303243178134
68,28,2008,0.303243178134
68,28,2009,0.288721464869
68,28,2010,0.283628548666
68,28,2011,0.278535632463
68,28,2012,0.27344271626
68,28,2013,0.282822973727
68,28,2014,0.282822973727
68,28,2015,0.282822973727
68,28,2016,0.282822973727
68,29,2000,0.05
68,29,2001,0.05
68,29,2002,0.05
68,29,2003,0.05
68,29,2004,0.05
68,29,2005,0.05
68,29,2006,0.05
68,29,2007,0.05
68,29,2008,0.05
68,29,2009,0.05
68,29,2010,0.05
68,29,2011,0.05
68,29,2012,0.05
68,29,2013,0.05
68,29,2014,0.05
68,29,2015,0.05
68,29,2016,0.05
68,30,2000,0.0944207215616
68,30,2001,0.0944207215616
68,30,2002,0.0944207215616
68,30,2003,0.0944207215616
68,30,2004,0.0944207215616
68,30,2005,0.0944207215616
68,30,2006,0.0944207215616
68,30,2007,0.0944207215616
68,30,2008,0.0944207215616
68,30,2009,0.0944207215616
68,30,2010,0.0944207215616
68,30,2011,0.0944207215616
68,30,2012,0.0944207215616
68,30,2013,0.0944207215616
68,30,2014,0.0944207215616
68,30,2015,0.0944207215616
68,30,2016,0.0944207215616
69,28,2000,0.816671521502
69,28,2001,0.816671521502
69,28,2002,0.816671521502
69,28,2003,0.816671521502
69,28,2004,0.816671521502
69,28,2005,0.816671521502
69,28,2006,0.816671521502
69,28,2007,0.816671521502
69,28,2008,0.816671521502
69,28,2009,0.800684315053
69,28,2010,0.819925066984
69,28,2011,0.839165818916
69,28,2012,0.858406570848
69,28,2013,0.87141780195
69,28,2014,0.87141780195
69,28,2015,0.87141780195
69,28,2016,0.87141780195
69,29,2000,0.65
69,29,2001,0.65
69,29,2002,0.65
69,29,2003,0.65
69,29,2004,0.65
69,29,2005,0.65
69,29,2006,0.65
69,29,2007,0.65
69,29,2008,0.65
69,29,2009,0.65
69,29,2010,0.65
69,29,2011,0.65
69,29,2012,0.65
69,29,2013,0.65
69,29,2014,0.65
69,29,2015,0.65
69,29,2016,0.65
69,30,2000,0.342207310603
69,30,2001,0.342207310603
69,30,2002,0.342207310603
69,30,2003,0.342207310603
69,30,2004,0.342207310603
69,30,2005,0.342207310603
69,30,2006,0.342207310603
69,30,2007,0.342207310603
69,30,2008,0.342207310603
69,30,2009,0.342207310603
69,30,2010,0.342207310603
69,30,2011,0.342207310603
69,30,2012,0.342207310603
69,30,2013,0.342207310603
69,30,2014,0.342207310603
69,30,2015,0.342207310603
69,30,2016,0.342207310603
