id,name,geography_id
116,NYPCC_NY,9
117,MAAC,9
118,SERC_FL,9
119,MAIN,9
120,ECAR,9
121,ERCOT,9
122,America/Puerto_Rico,10
123,US/Alaska,10
124,US/Arizona,10
125,US/Central,10
126,US/Eastern,10
127,US/Hawaii,10
128,US/Mountain,10
129,US/Pacific,10
130,3A,13
131,2A,13
132,7B,13
133,8B,13
134,5B,13
135,3B,13
136,4B,13
137,2B,13
138,4A,13
139,3C,13
140,6B,13
141,4C,13
142,5A,13
143,1A,13
144,6A,13
145,7A,13
146,Portland General Electric,14
147,unspecified utility,14
148,Oregon outside of PGE,14
150,quebec (state),2
157,"quebec (county), quebec (state)",11
158,hydro quebec (egrid with wecc detail),12
159,Portland General Electric (egrid with wecc detail),12
160,hydro quebec,14
161,quebec 7A,15
162,us (north america),16
163,canada (north america),16
164,RFC egrid,14
165,PG&E (electric utility),14
166,SCE,14
167,SDG&E (electric utility),14
168,LADWP,14
169,SMUD,14
1891,Alabama 2A,15
1892,Alabama 3A,15
1893,Alaska 7B,15
1894,Alaska 8B,15
1895,Arizona 2B,15
1896,Arizona 3B,15
1897,Arizona 4B,15
1898,Arizona 5B,15
1899,Arkansas 3A,15
1900,Arkansas 4A,15
1901,California 2B,15
1902,California 3B,15
1903,California 3C,15
1904,California 4B,15
1905,California 4C,15
1906,California 5B,15
1907,California 6B,15
1908,Colorado 4B,15
1909,Colorado 5B,15
1910,Colorado 6B,15
1911,Colorado 7B,15
1912,Connecticut 5A,15
1913,Delaware 4A,15
1914,District of Columbia 4A,15
1915,Florida 1A,15
1916,Florida 2A,15
1917,Georgia 2A,15
1918,Georgia 3A,15
1919,Georgia 4A,15
1920,Hawaii 1A,15
1921,Idaho 5B,15
1922,Idaho 6B,15
1923,Illinois 4A,15
1924,Illinois 5A,15
1925,Indiana 4A,15
1926,Indiana 5A,15
1927,Iowa 5A,15
1928,Iowa 6A,15
1929,Kansas 4A,15
1930,Kansas 5A,15
1931,Kentucky 4A,15
1932,Louisiana 2A,15
1933,Louisiana 3A,15
1934,Maine 6A,15
1935,Maine 7A,15
1936,Maryland 4A,15
1937,Maryland 5A,15
1938,Massachusetts 5A,15
1939,Michigan 5A,15
1940,Michigan 6A,15
1941,Michigan 7A,15
1942,Minnesota 6A,15
1943,Minnesota 7A,15
1944,Mississippi 2A,15
1945,Mississippi 3A,15
1946,Missouri 4A,15
1947,Missouri 5A,15
1948,Montana 6B,15
1949,Nebraska 5A,15
1950,Nevada 3B,15
1951,Nevada 5B,15
1952,New Hampshire 5A,15
1953,New Hampshire 6A,15
1954,New Jersey 4A,15
1955,New Jersey 5A,15
1956,New Mexico 3B,15
1957,New Mexico 4B,15
1958,New Mexico 5B,15
1959,New York 4A,15
1960,New York 5A,15
1961,New York 6A,15
1962,North Carolina 3A,15
1963,North Carolina 4A,15
1964,North Carolina 5A,15
1965,North Dakota 6A,15
1966,North Dakota 7A,15
1967,Ohio 4A,15
1968,Ohio 5A,15
1969,Oklahoma 3A,15
1970,Oklahoma 4B,15
1971,Oregon 4C,15
1972,Oregon 5B,15
1973,Pennsylvania 4A,15
1974,Pennsylvania 5A,15
1975,Pennsylvania 6A,15
1976,Puerto Rico 1A,15
1977,Rhode Island 5A,15
1978,South Carolina 3A,15
1979,South Dakota 5A,15
1980,South Dakota 6A,15
1981,Tennessee 3A,15
1982,Tennessee 4A,15
1983,Texas 2A,15
1984,Texas 2B,15
1985,Texas 3A,15
1986,Texas 3B,15
1987,Texas 4A,15
1988,Texas 4B,15
1989,Utah 3B,15
1990,Utah 5B,15
1991,Utah 6B,15
1992,Vermont 6A,15
1993,Virginia 4A,15
1994,Washington 4C,15
1995,Washington 5B,15
1996,Washington 6B,15
1997,West Virginia 4A,15
1998,West Virginia 5A,15
1999,Wisconsin 6A,15
2000,Wisconsin 7A,15
2001,Wyoming 5B,15
2002,Wyoming 6B,15
2003,Wyoming 7A,15
2004,AKGD (egrid with wecc detail),12
2005,AKMS (egrid with wecc detail),12
2006,AZ-NM-NV (egrid with wecc detail),12
2007,BASN (egrid with wecc detail),12
2008,CALN (egrid with wecc detail),12
2009,CALS (egrid with wecc detail),12
2010,ERCT (egrid with wecc detail),12
2011,FRCC (egrid with wecc detail),12
2012,HIMS (egrid with wecc detail),12
2013,HIOA (egrid with wecc detail),12
2014,MROE (egrid with wecc detail),12
2015,MROW (egrid with wecc detail),12
2016,NEWE (egrid with wecc detail),12
2017,NWPP (egrid with wecc detail),12
2018,NYCW (egrid with wecc detail),12
2019,NYLI (egrid with wecc detail),12
2020,NYUP (egrid with wecc detail),12
2021,RFCE (egrid with wecc detail),12
2022,RFCM (egrid with wecc detail),12
2023,RFCW (egrid with wecc detail),12
2024,RMPA (egrid with wecc detail),12
2025,SPNO (egrid with wecc detail),12
2026,SPSO (egrid with wecc detail),12
2027,SRMV (egrid with wecc detail),12
2028,SRMW (egrid with wecc detail),12
2029,SRSO (egrid with wecc detail),12
2030,SRTV (egrid with wecc detail),12
2031,SRVC (egrid with wecc detail),12
2032,"autauga, alabama",11
2033,"baldwin, alabama",11
2034,"barbour, alabama",11
2035,"bibb, alabama",11
2036,"blount, alabama",11
2037,"bullock, alabama",11
2038,"butler, alabama",11
2039,"calhoun, alabama",11
2040,"chambers, alabama",11
2041,"cherokee, alabama",11
2042,"chilton, alabama",11
2043,"choctaw, alabama",11
2044,"clarke, alabama",11
2045,"clay, alabama",11
2046,"cleburne, alabama",11
2047,"coffee, alabama",11
2048,"colbert, alabama",11
2049,"conecuh, alabama",11
2050,"coosa, alabama",11
2051,"covington, alabama",11
2052,"crenshaw, alabama",11
2053,"cullman, alabama",11
2054,"dale, alabama",11
2055,"dallas, alabama",11
2056,"dekalb, alabama",11
2057,"elmore, alabama",11
2058,"escambia, alabama",11
2059,"etowah, alabama",11
2060,"fayette, alabama",11
2061,"franklin, alabama",11
2062,"geneva, alabama",11
2063,"greene, alabama",11
2064,"hale, alabama",11
2065,"henry, alabama",11
2066,"houston, alabama",11
2067,"jackson, alabama",11
2068,"jefferson, alabama",11
2069,"lamar, alabama",11
2070,"lauderdale, alabama",11
2071,"lawrence, alabama",11
2072,"lee, alabama",11
2073,"limestone, alabama",11
2074,"lowndes, alabama",11
2075,"macon, alabama",11
2076,"madison, alabama",11
2077,"marengo, alabama",11
2078,"marion, alabama",11
2079,"marshall, alabama",11
2080,"mobile, alabama",11
2081,"monroe, alabama",11
2082,"montgomery, alabama",11
2083,"morgan, alabama",11
2084,"perry, alabama",11
2085,"pickens, alabama",11
2086,"pike, alabama",11
2087,"randolph, alabama",11
2088,"russell, alabama",11
2089,"shelby, alabama",11
2090,"st. clair, alabama",11
2091,"sumter, alabama",11
2092,"talladega, alabama",11
2093,"tallapoosa, alabama",11
2094,"tuscaloosa, alabama",11
2095,"walker, alabama",11
2096,"washington, alabama",11
2097,"wilcox, alabama",11
2098,"winston, alabama",11
2099,"aleutians east, alaska",11
2100,"aleutians west, alaska",11
2101,"anchorage, alaska",11
2102,"bethel, alaska",11
2103,"bristol bay, alaska",11
2104,"denali, alaska",11
2105,"dillingham, alaska",11
2106,"fairbanks north star, alaska",11
2107,"haines, alaska",11
2108,"hoonah-angoon, alaska",11
2109,"juneau, alaska",11
2110,"kenai peninsula, alaska",11
2111,"ketchikan gateway, alaska",11
2112,"kodiak island, alaska",11
2113,"lake and peninsula, alaska",11
2114,"matanuska-susitna, alaska",11
2115,"nome, alaska",11
2116,"north slope, alaska",11
2117,"northwest arctic, alaska",11
2118,"petersburg, alaska",11
2119,"prince of wales-hyder, alaska",11
2120,"sitka, alaska",11
2121,"skagway, alaska",11
2122,"southeast fairbanks, alaska",11
2123,"valdez-cordova, alaska",11
2124,"wade hampton, alaska",11
2125,"wrangell, alaska",11
2126,"yakutat, alaska",11
2127,"yukon-koyukuk, alaska",11
2128,"apache, arizona",11
2129,"cochise, arizona",11
2130,"coconino, arizona",11
2131,"gila, arizona",11
2132,"graham, arizona",11
2133,"greenlee, arizona",11
2134,"la paz, arizona",11
2135,"maricopa, arizona",11
2136,"mohave, arizona",11
2137,"navajo, arizona",11
2138,"pima, arizona",11
2139,"pinal, arizona",11
2140,"santa cruz, arizona",11
2141,"yavapai, arizona",11
2142,"yuma, arizona",11
2143,"arkansas, arkansas",11
2144,"ashley, arkansas",11
2145,"baxter, arkansas",11
2146,"benton, arkansas",11
2147,"boone, arkansas",11
2148,"bradley, arkansas",11
2149,"calhoun, arkansas",11
2150,"carroll, arkansas",11
2151,"chicot, arkansas",11
2152,"clark, arkansas",11
2153,"clay, arkansas",11
2154,"cleburne, arkansas",11
2155,"cleveland, arkansas",11
2156,"columbia, arkansas",11
2157,"conway, arkansas",11
2158,"craighead, arkansas",11
2159,"crawford, arkansas",11
2160,"crittenden, arkansas",11
2161,"cross, arkansas",11
2162,"dallas, arkansas",11
2163,"desha, arkansas",11
2164,"drew, arkansas",11
2165,"faulkner, arkansas",11
2166,"franklin, arkansas",11
2167,"fulton, arkansas",11
2168,"garland, arkansas",11
2169,"grant, arkansas",11
2170,"greene, arkansas",11
2171,"hempstead, arkansas",11
2172,"hot spring, arkansas",11
2173,"howard, arkansas",11
2174,"independence, arkansas",11
2175,"izard, arkansas",11
2176,"jackson, arkansas",11
2177,"jefferson, arkansas",11
2178,"johnson, arkansas",11
2179,"lafayette, arkansas",11
2180,"lawrence, arkansas",11
2181,"lee, arkansas",11
2182,"lincoln, arkansas",11
2183,"little river, arkansas",11
2184,"logan, arkansas",11
2185,"lonoke, arkansas",11
2186,"madison, arkansas",11
2187,"marion, arkansas",11
2188,"miller, arkansas",11
2189,"mississippi, arkansas",11
2190,"monroe, arkansas",11
2191,"montgomery, arkansas",11
2192,"nevada, arkansas",11
2193,"newton, arkansas",11
2194,"ouachita, arkansas",11
2195,"perry, arkansas",11
2196,"phillips, arkansas",11
2197,"pike, arkansas",11
2198,"poinsett, arkansas",11
2199,"polk, arkansas",11
2200,"pope, arkansas",11
2201,"prairie, arkansas",11
2202,"pulaski, arkansas",11
2203,"randolph, arkansas",11
2204,"saline, arkansas",11
2205,"scott, arkansas",11
2206,"searcy, arkansas",11
2207,"sebastian, arkansas",11
2208,"sevier, arkansas",11
2209,"sharp, arkansas",11
2210,"st. francis, arkansas",11
2211,"stone, arkansas",11
2212,"union, arkansas",11
2213,"van buren, arkansas",11
2214,"washington, arkansas",11
2215,"white, arkansas",11
2216,"woodruff, arkansas",11
2217,"yell, arkansas",11
2218,"alameda, california",11
2219,"alpine, california",11
2220,"amador, california",11
2221,"butte, california",11
2222,"calaveras, california",11
2223,"colusa, california",11
2224,"contra costa, california",11
2225,"del norte, california",11
2226,"el dorado, california",11
2227,"fresno, california",11
2228,"glenn, california",11
2229,"humboldt, california",11
2230,"imperial, california",11
2231,"inyo, california",11
2232,"kern, california",11
2233,"kings, california",11
2234,"lake, california",11
2235,"lassen, california",11
2236,"los angeles, california",11
2237,"madera, california",11
2238,"marin, california",11
2239,"mariposa, california",11
2240,"mendocino, california",11
2241,"merced, california",11
2242,"modoc, california",11
2243,"mono, california",11
2244,"monterey, california",11
2245,"napa, california",11
2246,"nevada, california",11
2247,"orange, california",11
2248,"placer, california",11
2249,"plumas, california",11
2250,"riverside, california",11
2251,"sacramento, california",11
2252,"san benito, california",11
2253,"san bernardino, california",11
2254,"san diego, california",11
2255,"san francisco, california",11
2256,"san joaquin, california",11
2257,"san luis obispo, california",11
2258,"san mateo, california",11
2259,"santa barbara, california",11
2260,"santa clara, california",11
2261,"santa cruz, california",11
2262,"shasta, california",11
2263,"sierra, california",11
2264,"siskiyou, california",11
2265,"solano, california",11
2266,"sonoma, california",11
2267,"stanislaus, california",11
2268,"sutter, california",11
2269,"tehama, california",11
2270,"trinity, california",11
2271,"tulare, california",11
2272,"tuolumne, california",11
2273,"ventura, california",11
2274,"yolo, california",11
2275,"yuba, california",11
2276,"adams, colorado",11
2277,"alamosa, colorado",11
2278,"arapahoe, colorado",11
2279,"archuleta, colorado",11
2280,"baca, colorado",11
2281,"bent, colorado",11
2282,"boulder, colorado",11
2283,"broomfield, colorado",11
2284,"chaffee, colorado",11
2285,"cheyenne, colorado",11
2286,"clear creek, colorado",11
2287,"conejos, colorado",11
2288,"costilla, colorado",11
2289,"crowley, colorado",11
2290,"custer, colorado",11
2291,"delta, colorado",11
2292,"denver, colorado",11
2293,"dolores, colorado",11
2294,"douglas, colorado",11
2295,"eagle, colorado",11
2296,"el paso, colorado",11
2297,"elbert, colorado",11
2298,"fremont, colorado",11
2299,"garfield, colorado",11
2300,"gilpin, colorado",11
2301,"grand, colorado",11
2302,"gunnison, colorado",11
2303,"hinsdale, colorado",11
2304,"huerfano, colorado",11
2305,"jackson, colorado",11
2306,"jefferson, colorado",11
2307,"kiowa, colorado",11
2308,"kit carson, colorado",11
2309,"la plata, colorado",11
2310,"lake, colorado",11
2311,"larimer, colorado",11
2312,"las animas, colorado",11
2313,"lincoln, colorado",11
2314,"logan, colorado",11
2315,"mesa, colorado",11
2316,"mineral, colorado",11
2317,"moffat, colorado",11
2318,"montezuma, colorado",11
2319,"montrose, colorado",11
2320,"morgan, colorado",11
2321,"otero, colorado",11
2322,"ouray, colorado",11
2323,"park, colorado",11
2324,"phillips, colorado",11
2325,"pitkin, colorado",11
2326,"prowers, colorado",11
2327,"pueblo, colorado",11
2328,"rio blanco, colorado",11
2329,"rio grande, colorado",11
2330,"routt, colorado",11
2331,"saguache, colorado",11
2332,"san juan, colorado",11
2333,"san miguel, colorado",11
2334,"sedgwick, colorado",11
2335,"summit, colorado",11
2336,"teller, colorado",11
2337,"washington, colorado",11
2338,"weld, colorado",11
2339,"yuma, colorado",11
2340,"fairfield, connecticut",11
2341,"hartford, connecticut",11
2342,"litchfield, connecticut",11
2343,"middlesex, connecticut",11
2344,"new haven, connecticut",11
2345,"new london, connecticut",11
2346,"tolland, connecticut",11
2347,"windham, connecticut",11
2348,"kent, delaware",11
2349,"new castle, delaware",11
2350,"sussex, delaware",11
2351,"district of columbia, district of columbia",11
2352,"alachua, florida",11
2353,"baker, florida",11
2354,"bay, florida",11
2355,"bradford, florida",11
2356,"brevard, florida",11
2357,"broward, florida",11
2358,"calhoun, florida",11
2359,"charlotte, florida",11
2360,"citrus, florida",11
2361,"clay, florida",11
2362,"collier, florida",11
2363,"columbia, florida",11
2364,"desoto, florida",11
2365,"dixie, florida",11
2366,"duval, florida",11
2367,"escambia, florida",11
2368,"flagler, florida",11
2369,"franklin, florida",11
2370,"gadsden, florida",11
2371,"gilchrist, florida",11
2372,"glades, florida",11
2373,"gulf, florida",11
2374,"hamilton, florida",11
2375,"hardee, florida",11
2376,"hendry, florida",11
2377,"hernando, florida",11
2378,"highlands, florida",11
2379,"hillsborough, florida",11
2380,"holmes, florida",11
2381,"indian river, florida",11
2382,"jackson, florida",11
2383,"jefferson, florida",11
2384,"lafayette, florida",11
2385,"lake, florida",11
2386,"lee, florida",11
2387,"leon, florida",11
2388,"levy, florida",11
2389,"liberty, florida",11
2390,"madison, florida",11
2391,"manatee, florida",11
2392,"marion, florida",11
2393,"martin, florida",11
2394,"miami-dade, florida",11
2395,"monroe, florida",11
2396,"nassau, florida",11
2397,"okaloosa, florida",11
2398,"okeechobee, florida",11
2399,"orange, florida",11
2400,"osceola, florida",11
2401,"palm beach, florida",11
2402,"pasco, florida",11
2403,"pinellas, florida",11
2404,"polk, florida",11
2405,"putnam, florida",11
2406,"santa rosa, florida",11
2407,"sarasota, florida",11
2408,"seminole, florida",11
2409,"st. johns, florida",11
2410,"st. lucie, florida",11
2411,"sumter, florida",11
2412,"suwannee, florida",11
2413,"taylor, florida",11
2414,"union, florida",11
2415,"volusia, florida",11
2416,"wakulla, florida",11
2417,"walton, florida",11
2418,"washington, florida",11
2419,"appling, georgia",11
2420,"atkinson, georgia",11
2421,"bacon, georgia",11
2422,"baker, georgia",11
2423,"baldwin, georgia",11
2424,"banks, georgia",11
2425,"barrow, georgia",11
2426,"bartow, georgia",11
2427,"ben hill, georgia",11
2428,"berrien, georgia",11
2429,"bibb, georgia",11
2430,"bleckley, georgia",11
2431,"brantley, georgia",11
2432,"brooks, georgia",11
2433,"bryan, georgia",11
2434,"bulloch, georgia",11
2435,"burke, georgia",11
2436,"butts, georgia",11
2437,"calhoun, georgia",11
2438,"camden, georgia",11
2439,"candler, georgia",11
2440,"carroll, georgia",11
2441,"catoosa, georgia",11
2442,"charlton, georgia",11
2443,"chatham, georgia",11
2444,"chattahoochee, georgia",11
2445,"chattooga, georgia",11
2446,"cherokee, georgia",11
2447,"clarke, georgia",11
2448,"clay, georgia",11
2449,"clayton, georgia",11
2450,"clinch, georgia",11
2451,"cobb, georgia",11
2452,"coffee, georgia",11
2453,"colquitt, georgia",11
2454,"columbia, georgia",11
2455,"cook, georgia",11
2456,"coweta, georgia",11
2457,"crawford, georgia",11
2458,"crisp, georgia",11
2459,"dade, georgia",11
2460,"dawson, georgia",11
2461,"decatur, georgia",11
2462,"dekalb, georgia",11
2463,"dodge, georgia",11
2464,"dooly, georgia",11
2465,"dougherty, georgia",11
2466,"douglas, georgia",11
2467,"early, georgia",11
2468,"echols, georgia",11
2469,"effingham, georgia",11
2470,"elbert, georgia",11
2471,"emanuel, georgia",11
2472,"evans, georgia",11
2473,"fannin, georgia",11
2474,"fayette, georgia",11
2475,"floyd, georgia",11
2476,"forsyth, georgia",11
2477,"franklin, georgia",11
2478,"fulton, georgia",11
2479,"gilmer, georgia",11
2480,"glascock, georgia",11
2481,"glynn, georgia",11
2482,"gordon, georgia",11
2483,"grady, georgia",11
2484,"greene, georgia",11
2485,"gwinnett, georgia",11
2486,"habersham, georgia",11
2487,"hall, georgia",11
2488,"hancock, georgia",11
2489,"haralson, georgia",11
2490,"harris, georgia",11
2491,"hart, georgia",11
2492,"heard, georgia",11
2493,"henry, georgia",11
2494,"houston, georgia",11
2495,"irwin, georgia",11
2496,"jackson, georgia",11
2497,"jasper, georgia",11
2498,"jeff davis, georgia",11
2499,"jefferson, georgia",11
2500,"jenkins, georgia",11
2501,"johnson, georgia",11
2502,"jones, georgia",11
2503,"lamar, georgia",11
2504,"lanier, georgia",11
2505,"laurens, georgia",11
2506,"lee, georgia",11
2507,"liberty, georgia",11
2508,"lincoln, georgia",11
2509,"long, georgia",11
2510,"lowndes, georgia",11
2511,"lumpkin, georgia",11
2512,"macon, georgia",11
2513,"madison, georgia",11
2514,"marion, georgia",11
2515,"mcduffie, georgia",11
2516,"mcintosh, georgia",11
2517,"meriwether, georgia",11
2518,"miller, georgia",11
2519,"mitchell, georgia",11
2520,"monroe, georgia",11
2521,"montgomery, georgia",11
2522,"morgan, georgia",11
2523,"murray, georgia",11
2524,"muscogee, georgia",11
2525,"newton, georgia",11
2526,"oconee, georgia",11
2527,"oglethorpe, georgia",11
2528,"paulding, georgia",11
2529,"peach, georgia",11
2530,"pickens, georgia",11
2531,"pierce, georgia",11
2532,"pike, georgia",11
2533,"polk, georgia",11
2534,"pulaski, georgia",11
2535,"putnam, georgia",11
2536,"quitman, georgia",11
2537,"rabun, georgia",11
2538,"randolph, georgia",11
2539,"richmond, georgia",11
2540,"rockdale, georgia",11
2541,"schley, georgia",11
2542,"screven, georgia",11
2543,"seminole, georgia",11
2544,"spalding, georgia",11
2545,"stephens, georgia",11
2546,"stewart, georgia",11
2547,"sumter, georgia",11
2548,"talbot, georgia",11
2549,"taliaferro, georgia",11
2550,"tattnall, georgia",11
2551,"taylor, georgia",11
2552,"telfair, georgia",11
2553,"terrell, georgia",11
2554,"thomas, georgia",11
2555,"tift, georgia",11
2556,"toombs, georgia",11
2557,"towns, georgia",11
2558,"treutlen, georgia",11
2559,"troup, georgia",11
2560,"turner, georgia",11
2561,"twiggs, georgia",11
2562,"union, georgia",11
2563,"upson, georgia",11
2564,"walker, georgia",11
2565,"walton, georgia",11
2566,"ware, georgia",11
2567,"warren, georgia",11
2568,"washington, georgia",11
2569,"wayne, georgia",11
2570,"webster, georgia",11
2571,"wheeler, georgia",11
2572,"white, georgia",11
2573,"whitfield, georgia",11
2574,"wilcox, georgia",11
2575,"wilkes, georgia",11
2576,"wilkinson, georgia",11
2577,"worth, georgia",11
2578,"hawaii, hawaii",11
2579,"honolulu, hawaii",11
2580,"kalawao, hawaii",11
2581,"kauai, hawaii",11
2582,"maui, hawaii",11
2583,"ada, idaho",11
2584,"adams, idaho",11
2585,"bannock, idaho",11
2586,"bear lake, idaho",11
2587,"benewah, idaho",11
2588,"bingham, idaho",11
2589,"blaine, idaho",11
2590,"boise, idaho",11
2591,"bonner, idaho",11
2592,"bonneville, idaho",11
2593,"boundary, idaho",11
2594,"butte, idaho",11
2595,"camas, idaho",11
2596,"canyon, idaho",11
2597,"caribou, idaho",11
2598,"cassia, idaho",11
2599,"clark, idaho",11
2600,"clearwater, idaho",11
2601,"custer, idaho",11
2602,"elmore, idaho",11
2603,"franklin, idaho",11
2604,"fremont, idaho",11
2605,"gem, idaho",11
2606,"gooding, idaho",11
2607,"idaho, idaho",11
2608,"jefferson, idaho",11
2609,"jerome, idaho",11
2610,"kootenai, idaho",11
2611,"latah, idaho",11
2612,"lemhi, idaho",11
2613,"lewis, idaho",11
2614,"lincoln, idaho",11
2615,"madison, idaho",11
2616,"minidoka, idaho",11
2617,"nez perce, idaho",11
2618,"oneida, idaho",11
2619,"owyhee, idaho",11
2620,"payette, idaho",11
2621,"power, idaho",11
2622,"shoshone, idaho",11
2623,"teton, idaho",11
2624,"twin falls, idaho",11
2625,"valley, idaho",11
2626,"washington, idaho",11
2627,"adams, illinois",11
2628,"alexander, illinois",11
2629,"bond, illinois",11
2630,"boone, illinois",11
2631,"brown, illinois",11
2632,"bureau, illinois",11
2633,"calhoun, illinois",11
2634,"carroll, illinois",11
2635,"cass, illinois",11
2636,"champaign, illinois",11
2637,"christian, illinois",11
2638,"clark, illinois",11
2639,"clay, illinois",11
2640,"clinton, illinois",11
2641,"coles, illinois",11
2642,"cook, illinois",11
2643,"crawford, illinois",11
2644,"cumberland, illinois",11
2645,"de witt, illinois",11
2646,"dekalb, illinois",11
2647,"douglas, illinois",11
2648,"dupage, illinois",11
2649,"edgar, illinois",11
2650,"edwards, illinois",11
2651,"effingham, illinois",11
2652,"fayette, illinois",11
2653,"ford, illinois",11
2654,"franklin, illinois",11
2655,"fulton, illinois",11
2656,"gallatin, illinois",11
2657,"greene, illinois",11
2658,"grundy, illinois",11
2659,"hamilton, illinois",11
2660,"hancock, illinois",11
2661,"hardin, illinois",11
2662,"henderson, illinois",11
2663,"henry, illinois",11
2664,"iroquois, illinois",11
2665,"jackson, illinois",11
2666,"jasper, illinois",11
2667,"jefferson, illinois",11
2668,"jersey, illinois",11
2669,"jo daviess, illinois",11
2670,"johnson, illinois",11
2671,"kane, illinois",11
2672,"kankakee, illinois",11
2673,"kendall, illinois",11
2674,"knox, illinois",11
2675,"lake, illinois",11
2676,"lasalle, illinois",11
2677,"lawrence, illinois",11
2678,"lee, illinois",11
2679,"livingston, illinois",11
2680,"logan, illinois",11
2681,"macon, illinois",11
2682,"macoupin, illinois",11
2683,"madison, illinois",11
2684,"marion, illinois",11
2685,"marshall, illinois",11
2686,"mason, illinois",11
2687,"massac, illinois",11
2688,"mcdonough, illinois",11
2689,"mchenry, illinois",11
2690,"mclean, illinois",11
2691,"menard, illinois",11
2692,"mercer, illinois",11
2693,"monroe, illinois",11
2694,"montgomery, illinois",11
2695,"morgan, illinois",11
2696,"moultrie, illinois",11
2697,"ogle, illinois",11
2698,"peoria, illinois",11
2699,"perry, illinois",11
2700,"piatt, illinois",11
2701,"pike, illinois",11
2702,"pope, illinois",11
2703,"pulaski, illinois",11
2704,"putnam, illinois",11
2705,"randolph, illinois",11
2706,"richland, illinois",11
2707,"rock island, illinois",11
2708,"saline, illinois",11
2709,"sangamon, illinois",11
2710,"schuyler, illinois",11
2711,"scott, illinois",11
2712,"shelby, illinois",11
2713,"st. clair, illinois",11
2714,"stark, illinois",11
2715,"stephenson, illinois",11
2716,"tazewell, illinois",11
2717,"union, illinois",11
2718,"vermilion, illinois",11
2719,"wabash, illinois",11
2720,"warren, illinois",11
2721,"washington, illinois",11
2722,"wayne, illinois",11
2723,"white, illinois",11
2724,"whiteside, illinois",11
2725,"will, illinois",11
2726,"williamson, illinois",11
2727,"winnebago, illinois",11
2728,"woodford, illinois",11
2729,"adams, indiana",11
2730,"allen, indiana",11
2731,"bartholomew, indiana",11
2732,"benton, indiana",11
2733,"blackford, indiana",11
2734,"boone, indiana",11
2735,"brown, indiana",11
2736,"carroll, indiana",11
2737,"cass, indiana",11
2738,"clark, indiana",11
2739,"clay, indiana",11
2740,"clinton, indiana",11
2741,"crawford, indiana",11
2742,"daviess, indiana",11
2743,"dearborn, indiana",11
2744,"decatur, indiana",11
2745,"dekalb, indiana",11
2746,"delaware, indiana",11
2747,"dubois, indiana",11
2748,"elkhart, indiana",11
2749,"fayette, indiana",11
2750,"floyd, indiana",11
2751,"fountain, indiana",11
2752,"franklin, indiana",11
2753,"fulton, indiana",11
2754,"gibson, indiana",11
2755,"grant, indiana",11
2756,"greene, indiana",11
2757,"hamilton, indiana",11
2758,"hancock, indiana",11
2759,"harrison, indiana",11
2760,"hendricks, indiana",11
2761,"henry, indiana",11
2762,"howard, indiana",11
2763,"huntington, indiana",11
2764,"jackson, indiana",11
2765,"jasper, indiana",11
2766,"jay, indiana",11
2767,"jefferson, indiana",11
2768,"jennings, indiana",11
2769,"johnson, indiana",11
2770,"knox, indiana",11
2771,"kosciusko, indiana",11
