intersection_id,geography_map_key_id,value,id
26,3,1e-07,303
26,4,4579,304
26,5,5166.5,305
26,6,23.0,306
26,7,984.4,307
26,8,0,308
26,9,74009.41,309
26,10,60897.0,310
26,11,39612.6,311
26,12,3988,312
27,1,125.0,313
27,2,5210,314
27,3,210.0,315
27,4,79,316
27,5,548.0,317
27,6,135.0,318
27,7,40.0,319
27,8,0,320
27,9,451.0,321
27,10,733.0,322
27,11,13548.0,323
27,12,26439,324
28,1,310.0,325
28,2,8145,326
28,3,4618.0,327
28,4,4575,328
28,5,4524.1,329
28,6,0.0,330
28,7,130.0,331
28,8,0,332
28,9,109792.44,333
28,10,188669.0,334
28,11,47045.0,335
28,12,15529,336
