vintage,census region,technology,final_energy,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1999,66,9,5,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
1999,67,9,5,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
1999,68,9,5,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
1999,69,9,5,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2000,66,9,5,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2000,67,9,5,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2000,68,9,5,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2000,69,9,5,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2001,66,9,5,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2001,67,9,5,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2001,68,9,5,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2001,69,9,5,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2002,66,9,5,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2002,67,9,5,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2002,68,9,5,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2002,69,9,5,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2003,66,9,5,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2003,67,9,5,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2003,68,9,5,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2003,69,9,5,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2004,66,9,5,0.0,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2004,67,9,5,0.0,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2004,68,9,5,0.0,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2004,69,9,5,0.0,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2005,66,9,5,0.0,0.0,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2005,67,9,5,0.0,0.0,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2005,68,9,5,0.0,0.0,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
2005,69,9,5,0.0,0.0,0.0,0.0,0.0,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849,1.35263570849
