vintage,census region,technology,final_energy,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1999,66,6,8,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577
1999,67,6,8,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577
1999,68,6,8,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577
1999,69,6,8,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577
2000,66,6,8,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577
2000,67,6,8,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577
2000,68,6,8,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577
2000,69,6,8,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577
2001,66,6,8,0.0,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577
2001,67,6,8,0.0,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577,1.31881981577
