census division,year,value
56,1990,311960000.0
56,1991,312340000.0
56,1992,321670000.0
56,1993,327790000.0
56,1994,340220000.0
56,1995,368080000.0
56,1996,431010000.0
56,1997,488850000.0
56,1998,475200000.0
56,1999,522500000.0
56,2000,516460000.0
56,2001,498390000.0
56,2002,457180000.0
56,2003,421850000.0
56,2004,468800000.0
56,2005,453220000.0
56,2006,521040000.0
56,2007,511000000.0
56,2008,491100000.0
56,2009,415260000.0
56,2010,413810000.0
56,2011,439150000.0
56,2012,426600000.0
56,2013,423590000.0
56,2014,447140000.0
56,2015,463420000.0
56,2016,479620000.0
56,2017,500670000.0
56,2018,517370000.0
56,2019,533040000.0
56,2020,548870000.0
56,2021,563270000.0
56,2022,575960000.0
56,2023,587980000.0
56,2024,600710000.0
56,2025,613380000.0
56,2026,626630000.0
56,2027,636760000.0
56,2028,644670000.0
56,2029,651240000.0
56,2030,659060000.0
56,2031,666120000.0
56,2032,669710000.0
56,2033,673110000.0
56,2034,682460000.0
56,2035,694770000.0
56,2036,707460000.0
56,2037,720000000.0
56,2038,731240000.0
56,2039,740110000.0
56,2040,748180000.0
57,1990,3974520000.0
57,1991,3837270000.0
57,1992,4303500000.0
57,1993,4701400000.0
57,1994,4772600000.0
57,1995,4621220000.0
57,1996,4887700000.0
57,1997,5037990000.0
57,1998,5320810000.0
57,1999,5037450000.0
57,2000,4938340000.0
57,2001,4477810000.0
57,2002,4371830000.0
57,2003,4318890000.0
57,2004,4027670000.0
57,2005,3980470000.0
57,2006,3886460000.0
57,2007,3682480000.0
57,2008,3737510000.0
57,2009,3228760000.0
57,2010,3334170000.0
57,2011,3548140000.0
57,2012,3479360000.0
57,2013,3474220000.0
57,2014,3687990000.0
57,2015,3840790000.0
57,2016,3966570000.0
57,2017,4143350000.0
57,2018,4287380000.0
57,2019,4412990000.0
57,2020,4541570000.0
57,2021,4651970000.0
57,2022,4757050000.0
57,2023,4856340000.0
57,2024,4955550000.0
57,2025,5049470000.0
57,2026,5147580000.0
57,2027,5224620000.0
57,2028,5283620000.0
57,2029,5333170000.0
57,2030,5394990000.0
57,2031,5448680000.0
57,2032,5475710000.0
57,2033,5500130000.0
57,2034,5565640000.0
57,2035,5651710000.0
57,2036,5739090000.0
57,2037,5822180000.0
57,2038,5894360000.0
57,2039,5945770000.0
57,2040,5990400000.0
58,1990,5439690000.0
58,1991,5131260000.0
58,1992,5415480000.0
58,1993,5286400000.0
58,1994,5707530000.0
58,1995,5909360000.0
58,1996,6077920000.0
58,1997,6360910000.0
58,1998,6872200000.0
58,1999,7152200000.0
58,2000,6979870000.0
58,2001,6542280000.0
58,2002,6640780000.0
58,2003,6816450000.0
58,2004,6749680000.0
58,2005,6767410000.0
58,2006,6758920000.0
58,2007,6289330000.0
58,2008,5870550000.0
58,2009,5048820000.0
58,2010,5201880000.0
58,2011,5514350000.0
58,2012,5390300000.0
58,2013,5366350000.0
58,2014,5682480000.0
58,2015,5905260000.0
58,2016,6084680000.0
58,2017,6343830000.0
58,2018,6553550000.0
58,2019,6734810000.0
58,2020,6921440000.0
58,2021,7080490000.0
58,2022,7232890000.0
58,2023,7377110000.0
58,2024,7521220000.0
58,2025,7657410000.0
58,2026,7800360000.0
58,2027,7912240000.0
58,2028,7997270000.0
58,2029,8068540000.0
58,2030,8158920000.0
58,2031,8237120000.0
58,2032,8275470000.0
58,2033,8309960000.0
58,2034,8405970000.0
58,2035,8532770000.0
58,2036,8661440000.0
58,2037,8783430000.0
58,2038,8888990000.0
58,2039,8963160000.0
58,2040,9027200000.0
59,1990,1004000000.0
59,1991,917330000.0
59,1992,939750000.0
59,1993,954740000.0
59,1994,1046620000.0
59,1995,1023880000.0
59,1996,1244350000.0
59,1997,1391020000.0
59,1998,1514380000.0
59,1999,1311850000.0
59,2000,1483730000.0
59,2001,1369950000.0
