timepoint,geography,feeder,distribution_load,flex_load
32,1,0,0.0,0
32,1,1,558024.55315798405,0
32,1,2,257828.02853048118,0
32,1,3,277413.12894242344,0
32,2,0,0.0,0
32,2,1,33422.786768658189,0
32,2,2,24176.927689428474,0
32,2,3,24333.159234472183,0
32,3,0,0.0,0
32,3,1,63026.850583087573,0
32,3,2,74846.976249483545,0
32,3,3,56426.263744829674,0
33,1,0,0.0,0
33,1,1,741387.38753840467,0
33,1,2,271486.38838391181,0
33,1,3,280557.14855428733,0
33,2,0,0.0,0
33,2,1,55806.130197367274,0
33,2,2,25638.236071411429,0
33,2,3,24815.483445238238,0
33,3,0,0.0,0
33,3,1,77993.702207983093,0
33,3,2,77751.854527651623,0
33,3,3,60016.489283163173,0
34,1,0,0.0,0
34,1,1,810641.01297261589,0
34,1,2,282392.98154814728,0
34,1,3,283086.1714109013,0
34,2,0,0.0,0
34,2,1,72591.018015985654,0
34,2,2,27033.266538032305,0
34,2,3,25061.794402315529,0
34,3,0,0.0,0
34,3,1,113030.83863034484,0
34,3,2,81861.297412119166,0
34,3,3,62258.889675673025,0
35,1,0,0.0,0
35,1,1,785688.41651830857,0
35,1,2,288691.09671399696,0
35,1,3,284502.48190393811,0
35,2,0,0.0,0
35,2,1,75692.694423682726,0
35,2,2,28038.234229480251,0
35,2,3,25328.759005726271,0
35,3,0,0.0,0
35,3,1,165121.78312676962,0
35,3,2,86463.115247644266,0
35,3,3,63319.178882229244,0
36,1,0,0.0,0
36,1,1,754417.20489516237,0
36,1,2,290839.32917546248,0
36,1,3,283263.74677142344,0
36,2,0,0.0,0
36,2,1,70997.824928013652,0
36,2,2,28539.055256931642,0
36,2,3,25416.840651049039,0
36,3,0,0.0,0
36,3,1,199416.22035862759,0
36,3,2,90493.129885490867,0
36,3,3,63917.676652453767,0
37,1,0,0.0,0
37,1,1,713289.67667924357,0
37,1,2,285144.39576399693,0
37,1,3,280573.23520295968,0
37,2,0,0.0,0
37,2,1,69059.46301865553,0
37,2,2,28663.11401904131,0
37,2,3,25181.247725628746,0
37,3,0,0.0,0
37,3,1,205279.69183706216,0
37,3,2,93020.728238236581,0
37,3,3,64476.701518147311,0
38,1,0,0.0,0
38,1,1,705597.14135329903,0
38,1,2,207066.2125494389,0
38,1,3,277775.40865990997,0
38,2,0,0.0,0
38,2,1,64353.705622691567,0
38,2,2,27800.462679858665,0
38,2,3,24876.461624656356,0
38,3,0,0.0,0
38,3,1,196555.40051832591,0
38,3,2,94131.842709085904,0
38,3,3,64557.960632815186,0
39,1,0,0.0,0
39,1,1,651661.30532885005,0
39,1,2,150500.56838388529,0
39,1,3,275634.81828748359,0
39,2,0,0.0,0
39,2,1,65322.788791898631,0
39,2,2,16633.870877802048,0
39,2,3,24590.625972352424,0
39,3,0,0.0,0
39,3,1,196448.76265745418,0
39,3,2,93640.607693115104,0
39,3,3,63989.401874468604,0
40,1,0,0.0,0
40,1,1,625794.2927429172,0
40,1,2,135072.38045292656,0
40,1,3,276429.18990422611,0
40,2,0,0.0,0
40,2,1,57301.168287036613,0
40,2,2,13140.069778667126,0
40,2,3,24399.279161787126,0
40,3,0,0.0,0
40,3,1,187682.43366731133,0
40,3,2,83774.064803756773,0
40,3,3,63303.336909192367,0
41,1,0,0.0,0
41,1,1,689741.64042970352,0
41,1,2,129379.89522273975,0
41,1,3,291630.18621247541,0
41,2,0,0.0,0
41,2,1,57667.158224024672,0
41,2,2,12411.780342871049,0
41,2,3,24616.706155413503,0
41,3,0,0.0,0
41,3,1,182637.39798194513,0
41,3,2,54354.266578729214,0
41,3,3,62696.720714116629,0
42,1,0,0.0,0
42,1,1,837033.75865390012,0
42,1,2,124312.44790398628,0
42,1,3,312225.07753874524,0
42,2,0,0.0,0
42,2,1,66875.885638248306,0
42,2,2,11899.010748348583,0
42,2,3,26854.141712179924,0
42,3,0,0.0,0
42,3,1,168597.92799353655,0
42,3,2,45463.828019616958,0
42,3,3,62438.891005083817,0
43,1,0,0.0,0
43,1,1,858887.46348665142,0
43,1,2,119055.9617646344,0
43,1,3,318708.88105541805,0
43,2,0,0.0,0
43,2,1,84400.145735122656,0
43,2,2,11357.230454197108,0
43,2,3,28964.815440581289,0
43,3,0,0.0,0
43,3,1,175838.29909260082,0
43,3,2,43480.99943718229,0
43,3,3,63880.649960036026,0
44,1,0,0.0,0
44,1,1,825038.11325446609,0
44,1,2,113528.58287064193,0
44,1,3,312552.40011489368,0
44,2,0,0.0,0
44,2,1,80522.49502936285,0
44,2,2,10793.35457138938,0
44,2,3,28963.093431616675,0
44,3,0,0.0,0
44,3,1,210787.16690509455,0
44,3,2,42049.967196832469,0
44,3,3,69189.622408530457,0
45,1,0,0.0,0
45,1,1,757737.54798746132,0
45,1,2,107473.0133635736,0
45,1,3,300015.14826645399,0
45,2,0,0.0,0
45,2,1,76774.336239656972,0
45,2,2,10180.465791939134,0
45,2,3,28013.198393137012,0
45,3,0,0.0,0
45,3,1,264068.26622054673,0
45,3,2,40504.594197300074,0
45,3,3,73264.132158839886,0
46,1,0,0.0,0
46,1,1,668361.71790061414,0
46,1,2,100796.60956432612,0
46,1,3,282698.44438024913,0
46,2,0,0.0,0
46,2,1,67532.485853334962,0
46,2,2,9485.2976359429995,0
46,2,3,26534.548554909758,0
46,3,0,0.0,0
46,3,1,249846.76696628073,0
46,3,2,38776.260515158901,0
46,3,3,72791.461198389443,0
47,1,0,0.0,0
47,1,1,550064.97086517513,0
47,1,2,93880.285469282375,0
47,1,3,265761.56829351297,0
47,2,0,0.0,0
47,2,1,57850.080632066478,0
47,2,2,8718.4828074601919,0
47,2,3,24575.531726005229,0
47,3,0,0.0,0
47,3,1,219614.44290274734,0
47,3,2,36951.162720317458,0
47,3,3,70247.592659192014,0
48,1,0,0.0,0
48,1,1,428250.87999321066,0
48,1,2,178679.6672331671,0
48,1,3,251082.40648491989,0
48,2,0,0.0,0
48,2,1,43737.616590922211,0
48,2,2,7956.0385630240216,0
48,2,3,22898.542262783663,0
48,3,0,0.0,0
48,3,1,187381.75333332428,0
48,3,2,34632.964249210563,0
48,3,3,66462.5700091451,0
49,1,0,0.0,0
49,1,1,304192.96025986044,0
49,1,2,223437.60021670087,0
49,1,3,243579.81196358014,0
49,2,0,0.0,0
49,2,1,31712.61533201344,0
49,2,2,20832.831755867079,0
49,2,3,21424.536358059184,0
49,3,0,0.0,0
49,3,1,154771.40897785893,0
49,3,2,32127.864600528999,0
49,3,3,61856.640371915637,0
50,1,0,0.0,0
50,1,1,247096.96274430666,0
50,1,2,227265.66639460842,0
50,1,3,240838.73647131695,0
50,2,0,0.0,0
50,2,1,18600.650423645442,0
50,2,2,21862.696123752459,0
50,2,3,20868.466714467177,0
50,3,0,0.0,0
50,3,1,122166.90294512236,0
50,3,2,38888.754650535149,0
50,3,3,57908.55531046653,0
51,1,0,0.0,0
51,1,1,211874.79713154043,0
51,1,2,228195.77366932863,0
51,1,3,239236.07498689741,0
51,2,0,0.0,0
51,2,1,16041.522450186856,0
51,2,2,21992.489586397918,0
51,2,3,20615.50973124315,0
51,3,0,0.0,0
51,3,1,92422.765403020501,0
51,3,2,70404.036179438641,0
51,3,3,54740.314888343142,0
52,1,0,0.0,0
52,1,1,208094.81009499039,0
52,1,2,229723.46716553537,0
52,1,3,241540.26507205801,0
52,2,0,0.0,0
52,2,1,12151.380825854716,0
52,2,2,22041.172046462045,0
52,2,3,20492.596705700878,0
52,3,0,0.0,0
52,3,1,66591.016097620799,0
52,3,2,72808.325217321108,0
52,3,3,53304.316140607654,0
53,1,0,0.0,0
53,1,1,259584.72775200268,0
53,1,2,236061.68030783435,0
53,1,3,253788.11711430387,0
53,2,0,0.0,0
53,2,1,13336.191570412318,0
53,2,2,22228.802330787439,0
53,2,3,20908.012602407809,0
53,3,0,0.0,0
53,3,1,59344.566482988179,0
53,3,2,73177.934885855066,0
53,3,3,52734.15161392829,0
54,1,0,0.0,0
54,1,1,353060.20741704322,0
54,1,2,251318.88421778451,0
54,1,3,274637.80841536255,0
54,2,0,0.0,0
54,2,1,20621.133071380777,0
54,2,2,23028.390402348272,0
54,2,3,22597.948884048103,0
54,3,0,0.0,0
54,3,1,52689.025194651505,0
54,3,2,73536.86300770237,0
54,3,3,52699.432707005006,0
55,1,0,0.0,0
55,1,1,563554.54286523967,0
55,1,2,277348.7005009951,0
55,1,3,293791.98354680155,0
55,2,0,0.0,0
55,2,1,31211.160686027171,0
55,2,2,24808.415837705033,0
55,2,3,24989.061481949611,0
55,3,0,0.0,0
55,3,1,58104.726739886901,0
55,3,2,74930.023250490776,0
55,3,3,54292.314842406602,0
56,1,0,0.0,0
56,1,1,754058.88853900251,0
56,1,2,311792.05565769889,0
56,1,3,306976.9289973554,0
56,2,0,0.0,0
56,2,1,57184.850897483448,0
56,2,2,27667.233123916718,0
56,2,3,26760.470068864568,0
56,3,0,0.0,0
56,3,1,76068.470366687397,0
56,3,2,78862.071326107907,0
56,3,3,58697.197372226787,0
57,1,0,0.0,0
57,1,1,758190.21965152049,0
57,1,2,347654.25241111038,0
57,1,3,314865.2506547448,0
57,2,0,0.0,0
57,2,1,73373.682715620584,0
57,2,2,31237.243660507498,0
57,2,3,27885.5492274649,0
57,3,0,0.0,0
57,3,1,107448.81490797549,0
57,3,2,86278.503266105399,0
57,3,3,64179.868289322621,0
58,1,0,0.0,0
58,1,1,598705.12403001054,0
58,1,2,376754.7940049087,0
58,1,3,319467.52610248607,0
58,2,0,0.0,0
58,2,1,66570.359054110973,0
58,2,2,34710.498690234504,0
58,2,3,28503.07589460232,0
58,3,0,0.0,0
58,3,1,164662.68913986775,0
58,3,2,96943.31705509164,0
58,3,3,68133.123568709518,0
59,1,0,0.0,0
59,1,1,564032.99190603814,0
59,1,2,395018.93891249993,0
59,1,3,320730.42732061679,0
59,2,0,0.0,0
59,2,1,46997.079412232815,0
59,2,2,37303.091536089603,0
59,2,3,28878.868217864583,0
59,3,0,0.0,0
59,3,1,191659.48560096326,0
59,3,2,109007.03767521345,0
59,3,3,70590.588766408997,0
60,1,0,0.0,0
60,1,1,590851.34634334967,0
60,1,2,404036.97733730898,0
60,1,3,318518.90818159271,0
60,2,0,0.0,0
60,2,1,50676.982334893662,0
60,2,2,38779.673614419407,0
60,2,3,28880.591026053786,0
60,3,0,0.0,0
60,3,1,173002.99081303412,0
60,3,2,119631.29594247502,0
60,3,3,71939.872779498779,0
61,1,0,0.0,0
61,1,1,566168.78211966646,0
61,1,2,402910.68667012156,0
61,1,3,316601.50210138853,0
61,2,0,0.0,0
61,2,1,53364.597764946142,0
61,2,2,39444.358541406182,0
61,2,3,28535.473190157914,0
61,3,0,0.0,0
61,3,1,140051.56461985968,0
61,3,2,126634.22341710517,0
61,3,3,72657.432132703121,0
62,1,0,0.0,0
62,1,1,542479.81282516173,0
62,1,2,325445.49626093364,0
62,1,3,315417.44461654004,0
62,2,0,0.0,0
62,2,1,49149.590694345832,0
62,2,2,38990.318516024388,0
62,2,3,28399.135656118255,0
62,3,0,0.0,0
62,3,1,148818.52816529141,0
62,3,2,130184.66338398722,0
62,3,3,72510.60968959106,0
63,1,0,0.0,0
63,1,1,541408.33262879297,0
63,1,2,268089.23778254155,0
63,1,3,313133.74668650544,0
63,2,0,0.0,0
63,2,1,47875.560212055701,0
63,2,2,27703.420148785019,0
63,2,3,28277.000983758458,0
63,3,0,0.0,0
63,3,1,154824.31608997862,0
63,3,2,130983.52963051153,0
63,3,3,71791.107334333588,0
64,1,0,0.0,0
64,1,1,536574.99747225258,0
64,1,2,247961.93662872972,0
64,1,3,309769.48165957036,0
64,2,0,0.0,0
64,2,1,48369.085679429794,0
64,2,2,24158.054839515054,0
64,2,3,27986.005832959934,0
64,3,0,0.0,0
64,3,1,147289.44681220406,0
64,3,2,121841.07418466371,0
64,3,3,71501.471033293448,0
65,1,0,0.0,0
65,1,1,594924.93259412434,0
65,1,2,231245.66543925807,0
65,1,3,317959.39094681008,0
65,2,0,0.0,0
65,2,1,47715.384132771513,0
65,2,2,22839.128981410773,0
65,2,3,27620.320223804585,0
65,3,0,0.0,0
65,3,1,142844.91576024928,0
65,3,2,91927.785078715839,0
65,3,3,71181.916677826346,0
66,1,0,0.0,0
66,1,1,739433.60774287221,0
66,1,2,209188.70502130967,0
66,1,3,334424.19828308601,0
66,2,0,0.0,0
66,2,1,56685.715955856642,0
66,2,2,21117.270470941512,0
66,2,3,29072.560914199305,0
66,3,0,0.0,0
66,3,1,143460.58341106257,0
66,3,2,82214.868864596385,0
66,3,3,70462.614301421505,0
67,1,0,0.0,0
67,1,1,844011.34399619815,0
67,1,2,183712.52889811283,0
67,1,3,341165.04553157004,0
67,2,0,0.0,0
67,2,1,74081.738829147624,0
67,2,2,18822.6994070404,0
67,2,3,30940.659706378137,0
67,3,0,0.0,0
67,3,1,148715.7699578513,0
67,3,2,77520.613734665574,0
67,3,3,70414.713000697113,0
68,1,0,0.0,0
68,1,1,806102.76627862547,0
68,1,2,158570.10851022979,0
68,1,3,336715.45559233945,0
68,2,0,0.0,0
68,2,1,81955.142940351929,0
68,2,2,16298.322224055741,0
68,2,3,31113.16187495039,0
68,3,0,0.0,0
68,3,1,181589.81327960777,0
68,3,2,71460.517797929642,0
68,3,3,74091.331288773785,0
69,1,0,0.0,0
69,1,1,733247.56684324145,0
69,1,2,136261.40221301504,0
69,1,3,324297.48948980367,0
69,2,0,0.0,0
69,2,1,72459.434232162559,0
69,2,2,13892.209230258448,0
69,2,3,30356.337803305869,0
69,3,0,0.0,0
69,3,1,239650.93696420788,0
69,3,2,63919.719443907525,0
69,3,3,77781.960129903004,0
70,1,0,0.0,0
70,1,1,649579.14204770129,0
70,1,2,117600.42292243842,0
70,1,3,302361.11313910835,0
70,2,0,0.0,0
70,2,1,65149.007963028598,0
70,2,2,11780.899750621296,0
70,2,3,28810.361597499046,0
70,3,0,0.0,0
70,3,1,248036.18134174947,0
70,3,2,55917.510354096281,0
70,3,3,77734.720094764794,0
71,1,0,0.0,0
71,1,1,538693.35666373745,0
71,1,2,102677.3890448704,0
71,1,3,278298.07590350491,0
71,2,0,0.0,0
71,2,1,55554.737070082032,0
71,2,2,10007.464390118048,0
71,2,3,26178.745025341948,0
71,3,0,0.0,0
71,3,1,211190.97259522727,0
71,3,2,48511.821605147707,0
71,3,3,75528.06232192168,0
72,1,0,0.0,0
72,1,1,393758.74802402424,0
72,1,2,182777.10418323244,0
72,1,3,259979.8167535523,0
72,2,0,0.0,0
72,2,1,43009.947985098821,0
72,2,2,8595.7240463291164,0
72,2,3,23741.626472781711,0
72,3,0,0.0,0
72,3,1,180512.51798732684,0
72,3,2,41786.036472875363,0
72,3,3,71285.687241692154,0
73,1,0,0.0,0
73,1,1,289477.40353124234,0
73,1,2,224428.18899035847,0
73,1,3,246559.70676230034,0
73,2,0,0.0,0
73,2,1,26929.462211777696,0
73,2,2,21113.119836932572,0
73,2,3,22110.414533651448,0
73,3,0,0.0,0
73,3,1,151478.64604662376,0
73,3,2,36101.269151919645,0
73,3,3,65032.299363232698,0
74,1,0,0.0,0
74,1,1,247064.73365985183,0
74,1,2,227295.89826409932,0
74,1,3,240858.25947048992,0
74,2,0,0.0,0
74,2,1,18590.416346240891,0
74,2,2,21859.04109610798,0
74,2,3,20867.735708938282,0
74,3,0,0.0,0
74,3,1,118718.88756980709,0
74,3,2,40808.264141988642,0
74,3,3,59548.358669143548,0
75,1,0,0.0,0
75,1,1,211867.8186590953,0
75,1,2,228211.51650061848,0
75,1,3,239243.52857637042,0
75,2,0,0.0,0
75,2,1,16030.08318855833,0
75,2,2,21988.404135816301,0
75,2,3,20614.692641126825,0
75,3,0,0.0,0
75,3,1,84084.050506118074,0
75,3,2,71111.43907392968,0
75,3,3,55832.290641303101,0
76,1,0,0.0,0
76,1,1,208128.88613425574,0
76,1,2,229735.63717955872,0
76,1,3,241542.6990748627,0
76,2,0,0.0,0
76,2,1,12139.009983629496,0
76,2,2,22036.753888524468,0
76,2,3,20491.713074113366,0
76,3,0,0.0,0
76,3,1,66598.59592184487,0
76,3,2,72840.89863832941,0
76,3,3,53312.1131680627,0
77,1,0,0.0,0
77,1,1,259609.88800178844,0
77,1,2,236070.66611132931,0
77,1,3,253789.9142750029,0
77,2,0,0.0,0
77,2,1,13323.179829087991,0
77,2,2,22224.155280314462,0
77,2,3,20907.083192313217,0
77,3,0,0.0,0
77,3,1,59346.674202388815,0
77,3,2,73190.672778715365,0
77,3,3,52738.702712778031,0
78,1,0,0.0,0
78,1,1,353077.90738083894,0
78,1,2,251325.20563342588,0
78,1,3,274639.07269849087,0
