timepoint,technology,region,power,charging,state_of_charge,goal_state_of_charge_start,goal_state_of_charge_end
33,"(3, 33, 0, 46)",3,0,11376.9,181950,20371.8,8994.9
33,"(3, 33, 0, 47)",3,0,0,14609.8,,
33,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
33,"(1, 33, 0, 66)",1,0,0,0,,
33,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
33,"(1, 33, 0, 47)",1,0,0,0,,
33,"(2, 33, 0, 47)",2,0,0,0,,
33,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
33,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
33,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
33,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
33,"(91, 62L, 2L, 64L, 1983L)",2,88351.7,,,,
33,"(91, 62L, 3L, 64L, 1983L)",3,169920,,,,
34,"(3, 33, 0, 46)",3,0,11376.9,191815,20371.8,8994.9
34,"(3, 33, 0, 47)",3,0,0,14609.8,,
34,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
34,"(1, 33, 0, 66)",1,0,0,0,,
34,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
34,"(1, 33, 0, 47)",1,0,0,0,,
34,"(2, 33, 0, 47)",2,0,0,0,,
34,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
34,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
34,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
34,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
34,"(91, 62L, 2L, 64L, 1983L)",2,106716,,,,
34,"(91, 62L, 3L, 64L, 1983L)",3,214330,,,,
35,"(3, 33, 0, 46)",3,0,11376.9,201680,20371.8,8994.9
35,"(3, 33, 0, 47)",3,0,4663.36,14609.8,,
35,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
35,"(1, 33, 0, 66)",1,0,0,0,,
35,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
35,"(1, 33, 0, 47)",1,0,0,0,,
35,"(2, 33, 0, 47)",2,0,0,0,,
35,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
35,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
35,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
35,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
35,"(91, 62L, 2L, 64L, 1983L)",2,111288,,,,
35,"(91, 62L, 3L, 64L, 1983L)",3,277357,,,,
36,"(3, 33, 0, 46)",3,11376.9,0,211545,20371.8,8994.9
36,"(3, 33, 0, 47)",3,4663.36,0,18653.4,,
36,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
36,"(1, 33, 0, 66)",1,0,0,0,,
36,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
36,"(1, 33, 0, 47)",1,0,0,0,,
36,"(2, 33, 0, 47)",2,0,0,0,,
36,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
36,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
36,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
36,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
36,"(91, 62L, 2L, 64L, 1983L)",2,107359,,,,
36,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
37,"(3, 33, 0, 46)",3,11376.9,0,198425,20371.8,8994.9
37,"(3, 33, 0, 47)",3,4663.36,0,13275.4,,
37,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
37,"(1, 33, 0, 66)",1,0,0,0,,
37,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
37,"(1, 33, 0, 47)",1,0,0,0,,
37,"(2, 33, 0, 47)",2,0,0,0,,
37,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
37,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
37,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
37,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
37,"(91, 62L, 2L, 64L, 1983L)",2,106057,,,,
37,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
38,"(3, 33, 0, 46)",3,11376.9,0,185304,20371.8,8994.9
38,"(3, 33, 0, 47)",3,4663.36,0,7897.34,,
38,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
38,"(1, 33, 0, 66)",1,0,0,0,,
38,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
38,"(1, 33, 0, 47)",1,0,0,0,,
38,"(2, 33, 0, 47)",2,0,0,0,,
38,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
38,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
38,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
38,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
38,"(91, 62L, 2L, 64L, 1983L)",2,100756,,,,
38,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
39,"(3, 33, 0, 46)",3,11376.9,0,172184,20371.8,8994.9
39,"(3, 33, 0, 47)",3,2184.5,0,2519.29,,
39,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
39,"(1, 33, 0, 66)",1,0,0,0,,
39,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
39,"(1, 33, 0, 47)",1,0,0,0,,
39,"(2, 33, 0, 47)",2,0,0,0,,
39,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
39,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
39,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
39,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
39,"(91, 62L, 2L, 64L, 1983L)",2,89897.7,,,,
39,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
40,"(3, 33, 0, 46)",3,2727.96,0,159063,20371.8,8994.9
40,"(3, 33, 0, 47)",3,0,0,0,,
40,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
40,"(1, 33, 0, 66)",1,0,0,0,,
40,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
40,"(1, 33, 0, 47)",1,0,0,0,,
40,"(2, 33, 0, 47)",2,0,0,0,,
40,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
40,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
40,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
40,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
40,"(91, 62L, 2L, 64L, 1983L)",2,78500.3,,,,
40,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
41,"(3, 33, 0, 46)",3,0,11376.9,155917,20371.8,8994.9
41,"(3, 33, 0, 47)",3,0,4663.36,0,,
41,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
41,"(1, 33, 0, 66)",1,0,0,0,,
41,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
41,"(1, 33, 0, 47)",1,0,0,0,,
41,"(2, 33, 0, 47)",2,0,0,0,,
41,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
41,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
41,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
41,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
41,"(91, 62L, 2L, 64L, 1983L)",2,79836.6,,,,
41,"(91, 62L, 3L, 64L, 1983L)",3,258255,,,,
42,"(3, 33, 0, 46)",3,0,11376.9,165782,20371.8,8994.9
42,"(3, 33, 0, 47)",3,0,4663.36,4043.64,,
42,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
42,"(1, 33, 0, 66)",1,0,0,0,,
42,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
42,"(1, 33, 0, 47)",1,0,0,0,,
42,"(2, 33, 0, 47)",2,0,0,0,,
42,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
42,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
42,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
42,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
42,"(91, 62L, 2L, 64L, 1983L)",2,93959.9,,,,
42,"(91, 62L, 3L, 64L, 1983L)",3,235778,,,,
43,"(3, 33, 0, 46)",3,0,11376.9,175647,20371.8,8994.9
43,"(3, 33, 0, 47)",3,0,4663.36,8087.29,,
43,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
43,"(1, 33, 0, 66)",1,0,0,0,,
43,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
43,"(1, 33, 0, 47)",1,0,0,0,,
43,"(2, 33, 0, 47)",2,0,0,0,,
43,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
43,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
43,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
43,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
43,"(91, 62L, 2L, 64L, 1983L)",2,114846,,,,
43,"(91, 62L, 3L, 64L, 1983L)",3,248755,,,,
44,"(3, 33, 0, 46)",3,1205.67,0,185512,20371.8,8994.9
44,"(3, 33, 0, 47)",3,1192.14,0,12130.9,,
44,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
44,"(1, 33, 0, 66)",1,0,0,0,,
44,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
44,"(1, 33, 0, 47)",1,0,0,0,,
44,"(2, 33, 0, 47)",2,0,0,0,,
44,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
44,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
44,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
44,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
44,"(91, 62L, 2L, 64L, 1983L)",2,107875,,,,
44,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
45,"(3, 33, 0, 46)",3,11376.9,0,184122,20371.8,8994.9
45,"(3, 33, 0, 47)",3,4663.36,0,10756.1,,
45,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
45,"(1, 33, 0, 66)",1,0,0,0,,
45,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
45,"(1, 33, 0, 47)",1,0,0,0,,
45,"(2, 33, 0, 47)",2,0,0,0,,
45,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
45,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
45,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
45,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
45,"(91, 62L, 2L, 64L, 1983L)",2,100371,,,,
45,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
46,"(3, 33, 0, 46)",3,11376.9,0,171001,20371.8,8994.9
46,"(3, 33, 0, 47)",3,4663.36,0,5378.05,,
46,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
46,"(1, 33, 0, 66)",1,0,0,0,,
46,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
46,"(1, 33, 0, 47)",1,0,0,0,,
46,"(2, 33, 0, 47)",2,0,0,0,,
46,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
46,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
46,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
46,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
46,"(91, 62L, 2L, 64L, 1983L)",2,87548.3,,,,
46,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
47,"(3, 33, 0, 46)",3,7561.19,0,157881,20371.8,8994.9
47,"(3, 33, 0, 47)",3,0,0,0,,
47,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
47,"(1, 33, 0, 66)",1,0,0,0,,
47,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
47,"(1, 33, 0, 47)",1,0,0,0,,
47,"(2, 33, 0, 47)",2,0,0,0,,
47,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
47,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
47,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
47,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
47,"(91, 62L, 2L, 64L, 1983L)",2,74767.7,,,,
47,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
48,"(3, 33, 0, 46)",3,0,11376.9,149161,20371.8,8994.9
48,"(3, 33, 0, 47)",3,0,0,0,,
48,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
48,"(1, 33, 0, 66)",1,0,0,0,,
48,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
48,"(1, 33, 0, 47)",1,0,0,0,,
48,"(2, 33, 0, 47)",2,0,0,0,,
48,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
48,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
48,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
48,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
48,"(91, 62L, 2L, 64L, 1983L)",2,57352.4,,,,
48,"(91, 62L, 3L, 64L, 1983L)",3,256508,,,,
49,"(3, 33, 0, 46)",3,0,11376.9,159026,20371.8,8994.9
49,"(3, 33, 0, 47)",3,0,0,0,,
49,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
49,"(1, 33, 0, 66)",1,0,0,0,,
49,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
49,"(1, 33, 0, 47)",1,0,0,0,,
49,"(2, 33, 0, 47)",2,0,0,0,,
49,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
49,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
49,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
49,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
49,"(91, 62L, 2L, 64L, 1983L)",2,56795.2,,,,
49,"(91, 62L, 3L, 64L, 1983L)",3,215552,,,,
50,"(3, 33, 0, 46)",3,0,11376.9,168891,20371.8,8994.9
50,"(3, 33, 0, 47)",3,0,0,0,,
50,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
50,"(1, 33, 0, 66)",1,0,0,0,,
50,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
50,"(1, 33, 0, 47)",1,0,0,0,,
50,"(2, 33, 0, 47)",2,0,0,0,,
50,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
50,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
50,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
50,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
50,"(91, 62L, 2L, 64L, 1983L)",2,44305.5,,,,
50,"(91, 62L, 3L, 64L, 1983L)",3,185595,,,,
51,"(3, 33, 0, 46)",3,0,11376.9,178756,20371.8,8994.9
51,"(3, 33, 0, 47)",3,0,0,0,,
51,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
51,"(1, 33, 0, 66)",1,0,0,0,,
51,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
51,"(1, 33, 0, 47)",1,0,0,0,,
51,"(2, 33, 0, 47)",2,0,0,0,,
51,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
51,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
51,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
51,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
51,"(91, 62L, 2L, 64L, 1983L)",2,42827.7,,,,
51,"(91, 62L, 3L, 64L, 1983L)",3,185377,,,,
52,"(3, 33, 0, 46)",3,0,11376.9,188621,20371.8,8994.9
52,"(3, 33, 0, 47)",3,0,0,0,,
52,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
52,"(1, 33, 0, 66)",1,0,0,0,,
52,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
52,"(1, 33, 0, 47)",1,0,0,0,,
52,"(2, 33, 0, 47)",2,0,0,0,,
52,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
52,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
52,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
52,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
52,"(91, 62L, 2L, 64L, 1983L)",2,39261,,,,
52,"(91, 62L, 3L, 64L, 1983L)",3,161051,,,,
53,"(3, 33, 0, 46)",3,0,11376.9,198486,20371.8,8994.9
53,"(3, 33, 0, 47)",3,0,2858.75,0,,
53,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
53,"(1, 33, 0, 66)",1,0,0,0,,
53,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
53,"(1, 33, 0, 47)",1,0,0,0,,
53,"(2, 33, 0, 47)",2,0,0,0,,
53,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
53,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
53,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
53,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
53,"(91, 62L, 2L, 64L, 1983L)",2,42563.5,,,,
53,"(91, 62L, 3L, 64L, 1983L)",3,159141,,,,
54,"(3, 33, 0, 46)",3,0,11376.9,208351,20371.8,8994.9
54,"(3, 33, 0, 47)",3,0,4663.36,2478.85,,
54,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
54,"(1, 33, 0, 66)",1,0,0,0,,
54,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
54,"(1, 33, 0, 47)",1,0,0,0,,
54,"(2, 33, 0, 47)",2,0,0,0,,
54,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
54,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
54,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
54,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
54,"(91, 62L, 2L, 64L, 1983L)",2,54568.7,,,,
54,"(91, 62L, 3L, 64L, 1983L)",3,157618,,,,
55,"(3, 33, 0, 46)",3,0,11376.9,218216,20371.8,8994.9
55,"(3, 33, 0, 47)",3,0,4663.36,6522.5,,
55,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
55,"(1, 33, 0, 66)",1,0,0,0,,
55,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
55,"(1, 33, 0, 47)",1,0,0,0,,
55,"(2, 33, 0, 47)",2,0,0,0,,
55,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
55,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
55,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
55,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
55,"(91, 62L, 2L, 64L, 1983L)",2,71631.4,,,,
55,"(91, 62L, 3L, 64L, 1983L)",3,169713,,,,
56,"(3, 33, 0, 46)",3,0,11376.9,228081,20371.8,8994.9
56,"(3, 33, 0, 47)",3,0,4663.36,10566.1,,
56,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
56,"(1, 33, 0, 66)",1,0,0,0,,
56,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
56,"(1, 33, 0, 47)",1,0,0,0,,
56,"(2, 33, 0, 47)",2,0,0,0,,
56,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
56,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
56,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
56,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
56,"(91, 62L, 2L, 64L, 1983L)",2,105226,,,,
56,"(91, 62L, 3L, 64L, 1983L)",3,200280,,,,
57,"(3, 33, 0, 46)",3,0,11376.9,237946,20371.8,8994.9
57,"(3, 33, 0, 47)",3,0,4663.36,14609.8,,
57,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
57,"(1, 33, 0, 66)",1,0,0,0,,
57,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
57,"(1, 33, 0, 47)",1,0,0,0,,
57,"(2, 33, 0, 47)",2,0,0,0,,
57,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
57,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
57,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
57,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
57,"(91, 62L, 2L, 64L, 1983L)",2,127466,,,,
57,"(91, 62L, 3L, 64L, 1983L)",3,249817,,,,
58,"(3, 33, 0, 46)",3,11376.9,0,247811,20371.8,8994.9
58,"(3, 33, 0, 47)",3,4663.36,0,18653.4,,
58,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
58,"(1, 33, 0, 66)",1,0,0,0,,
58,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
58,"(1, 33, 0, 47)",1,0,0,0,,
58,"(2, 33, 0, 47)",2,0,0,0,,
58,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
58,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
58,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
58,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
58,"(91, 62L, 2L, 64L, 1983L)",2,124729,,,,
58,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
59,"(3, 33, 0, 46)",3,11376.9,0,234691,20371.8,8994.9
59,"(3, 33, 0, 47)",3,4663.36,0,13275.4,,
59,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
59,"(1, 33, 0, 66)",1,0,0,0,,
59,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
59,"(1, 33, 0, 47)",1,0,0,0,,
59,"(2, 33, 0, 47)",2,0,0,0,,
59,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
59,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
59,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
59,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
59,"(91, 62L, 2L, 64L, 1983L)",2,108042,,,,
59,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
60,"(3, 33, 0, 46)",3,11376.9,0,221570,20371.8,8994.9
60,"(3, 33, 0, 47)",3,4663.36,0,7897.34,,
60,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
60,"(1, 33, 0, 66)",1,0,0,0,,
60,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
60,"(1, 33, 0, 47)",1,0,0,0,,
60,"(2, 33, 0, 47)",2,0,0,0,,
60,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
60,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
60,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
60,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
60,"(91, 62L, 2L, 64L, 1983L)",2,114476,,,,
60,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
61,"(3, 33, 0, 46)",3,11376.9,0,208450,20371.8,8994.9
61,"(3, 33, 0, 47)",3,2184.5,0,2519.29,,
61,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
61,"(1, 33, 0, 66)",1,0,0,0,,
61,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
61,"(1, 33, 0, 47)",1,0,0,0,,
61,"(2, 33, 0, 47)",2,0,0,0,,
61,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
61,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
61,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
61,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
61,"(91, 62L, 2L, 64L, 1983L)",2,118257,,,,
61,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
62,"(3, 33, 0, 46)",3,11376.9,0,195329,20371.8,8994.9
62,"(3, 33, 0, 47)",3,0,0,0,,
62,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
62,"(1, 33, 0, 66)",1,0,0,0,,
62,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
62,"(1, 33, 0, 47)",1,0,0,0,,
62,"(2, 33, 0, 47)",2,0,0,0,,
62,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
62,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
62,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
62,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
62,"(91, 62L, 2L, 64L, 1983L)",2,113548,,,,
62,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
63,"(3, 33, 0, 46)",3,11376.9,0,182209,20371.8,8994.9
63,"(3, 33, 0, 47)",3,0,0,0,,
63,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
63,"(1, 33, 0, 66)",1,0,0,0,,
63,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
63,"(1, 33, 0, 47)",1,0,0,0,,
63,"(2, 33, 0, 47)",2,0,0,0,,
63,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
63,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
63,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
63,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
63,"(91, 62L, 2L, 64L, 1983L)",2,100165,,,,
63,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
64,"(3, 33, 0, 46)",3,11376.9,0,169088,20371.8,8994.9
64,"(3, 33, 0, 47)",3,0,0,0,,
64,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
64,"(1, 33, 0, 66)",1,0,0,0,,
64,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
64,"(1, 33, 0, 47)",1,0,0,0,,
64,"(2, 33, 0, 47)",2,0,0,0,,
64,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
64,"(91, 63L, 3L, 64L, 1982L)",3,27777.8,,,,
64,"(91, 62L, 2L, 64L, 2003L)",2,27777.8,,,,
64,"(13, 61L, 1L, 25L, 2002L)",1,277778,,,,
64,"(91, 62L, 2L, 64L, 1983L)",2,95978.3,,,,
64,"(91, 62L, 3L, 64L, 1983L)",3,277778,,,,
65,"(3, 33, 0, 46)",3,5768.32,0,155968,20371.8,8994.9
65,"(3, 33, 0, 47)",3,0,0,0,,
65,"(2, 33, 0, 46)",2,0,0,10.8299,10.8299,5.41495
65,"(1, 33, 0, 66)",1,0,0,0,,
65,"(1, 33, 0, 46)",1,0,0,72473.9,72473.9,34801.59999999999
65,"(1, 33, 0, 47)",1,0,0,0,,
65,"(2, 33, 0, 47)",2,0,0,0,,
65,"(13, 56L, 1L, 25L, 1990L)",1,27777.8,,,,
