census region,housing types,technology,vintage,sector,final_energy,year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
67,28,7,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46440.3864887,46440.3803269,46440.1298917,46438.1134168
67,28,7,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46521.7093091,46521.7031365,46521.4522627
67,28,7,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47113.2995805,47113.2933294
67,28,7,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47217.0169018
67,28,8,1999,N/A,N/A,N/A,687574.063639,659509.816143,631445.568648,603381.321153,575317.073661,547252.826219,519188.57922,491124.334951,463060.103798,434995.924667,406931.923083,378868.458472,350806.464265,322748.175418,294698.587598,266668.226752,238678.155594
67,28,8,2000,N/A,N/A,N/A,38261.2602118,38261.2602118,38261.2602118,38261.2602116,38261.2602069,38261.260138,38261.2595358,38261.255813,38261.237931,38261.1670079,38260.9249484,38260.192871,38258.188201,38253.1365159,38241.2740124,38215.0610067,38160.1322506
67,28,8,2001,N/A,N/A,N/A,0.0,41780.9993089,41780.9993089,41780.9993089,41780.9993088,41780.9993036,41780.9992284,41780.9985708,41780.9945055,41780.9749785,41780.897531,41780.6332039,41779.8337811,41777.644697,41772.1282961,41759.1745343,41730.5501355
67,28,8,2002,N/A,N/A,N/A,0.0,0.0,41280.9734045,41280.9734045,41280.9734045,41280.9734044,41280.9733992,41280.9733249,41280.9726752,41280.9686586,41280.9493652,41280.8728447,41280.611681,41279.8218255,41277.6589398,41272.208558,41259.4098241
67,28,8,2003,N/A,N/A,N/A,0.0,0.0,0.0,41293.2135241,41293.2135241,41293.2135241,41293.2135239,41293.2135188,41293.2134445,41293.2127946,41293.2087768,41293.1894777,41293.1129344,41292.8516933,41292.0616036,41289.8980766,41284.4460787
67,28,8,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,40959.2626052,40959.2626052,40959.2626052,40959.262605,40959.2626,40959.2625262,40959.2618816,40959.2578963,40959.2387532,40959.162829,40958.9037006,40958.1200006,40955.9739708
67,28,8,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,40758.9320066,40758.9320066,40758.9320066,40758.9320065,40758.9320014,40758.931928,40758.9312865,40758.9273207,40758.9082713,40758.8327185,40758.5748575,40757.7949905
67,28,8,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,41183.1168532,41183.1168532,41183.1168532,41183.116853,41183.1168479,41183.1167738,41183.1161256,41183.1121185,41183.0928709,41183.0165317,41182.7559871
67,28,8,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41253.7069916,41253.7069916,41253.7069916,41253.7069915,41253.7069863,41253.7069121,41253.7062628,41253.7022488,41253.6829682,41253.6064982
67,28,8,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40791.4799008,40791.4799008,40791.4799008,40791.4799007,40791.4798956,40791.4798222,40791.4791802,40791.4752112,40791.4561466
67,28,8,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33151.4640957,33151.4640957,33151.4640957,33151.4640956,33151.4640915,33151.4640318,33151.46351,33151.4602844
67,28,8,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26500.4409558,26500.4409558,26500.4409558,26500.4409557,26500.4409524,26500.4409047,26500.4404876
67,28,8,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19837.4311087,19837.4311087,19837.4311087,19837.4311086,19837.4311061,19837.4310704
67,28,8,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13520.9393914,13520.9393914,13520.9393914,13520.9393914,13520.9393897
67,28,8,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19853.788706,19853.788706,19853.788706,19853.7887059
67,28,8,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19888.5551284,19888.5551284,19888.5551284
67,28,8,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20141.4666379,20141.4666379
67,28,8,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20185.8069618
67,28,9,1999,N/A,N/A,N/A,44700.9239538,42071.4581878,39442.0066015,36812.6691885,34183.8080188,31556.3508852,28932.2389679,26315.0273838,23710.6355432,21128.2230253,18581.1308956,16087.7733483,13672.2891107,11364.6739404,9200.03888934,7216.62130162,5452.28734587
67,28,9,2000,N/A,N/A,N/A,2530.49667991,2530.49634415,2530.48269816,2530.37282218,2529.91450405,2528.56331396,2525.34400681,2518.70339261,2506.36616629,2485.21411467,2451.22313664,2399.51104885,2324.56878191,2220.75975567,2083.16120869,1908.76451772,1697.92688791
67,28,9,2001,N/A,N/A,N/A,0.0,2763.28274211,2763.28237547,2763.26747414,2763.14749043,2762.64701059,2761.17152149,2757.65606306,2750.40456387,2736.93240845,2713.83453218,2676.71664789,2620.24744922,2538.41107515,2425.05242387,2274.7958781,2084.35604458
67,28,9,2002,N/A,N/A,N/A,0.0,0.0,2730.21237579,2730.21201354,2730.19729055,2730.07874277,2729.58425257,2728.1264218,2724.65303561,2717.48832079,2704.17739719,2681.35595128,2644.68228574,2588.88889815,2508.03192399,2396.02992438,2247.57161623
67,28,9,2003,N/A,N/A,N/A,0.0,0.0,0.0,2731.02190433,2731.02154196,2731.00681461,2730.88823168,2730.39359486,2728.93533184,2725.46091576,2718.29407654,2704.97920616,2682.15099351,2645.46645396,2589.65652321,2508.77557434,2396.7403653
67,28,9,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,2708.93529017,2708.93493074,2708.92032249,2708.80269858,2708.31206203,2706.86559243,2703.41927502,2696.31039624,2683.10320731,2660.45961344,2624.07175305,2568.71317437,2488.48633462
67,28,9,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,2695.68596404,2695.68560637,2695.67106957,2695.55402095,2695.0657841,2693.62638914,2690.19692757,2683.12281812,2669.98022517,2647.44738048,2611.23749209,2556.14967066
67,28,9,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,2723.7404071,2723.7400457,2723.72535762,2723.60709086,2723.11377284,2721.65939787,2718.19424533,2711.04651447,2697.76714442,2674.99979674,2638.41306614
67,28,9,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728.40904869,2728.40868668,2728.39397342,2728.27550394,2727.78134035,2726.3244725,2722.8533805,2715.69339803,2702.3912664,2679.58489424
67,28,9,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697.83859408,2697.83823612,2697.82368772,2697.70654563,2697.2179189,2695.77737452,2692.34517436,2685.26541591,2672.11232799
67,28,9,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41616.3045724,41616.2990506,41616.0746299,41614.2676201,41606.7301644,41584.5086223,41531.5642071,41422.3533058
67,28,9,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72338.5705639,72338.5609658,72338.1708716,72335.029879,72321.9280724,72283.3019954,72191.2726007
67,28,9,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101925.097987,101925.084464,101924.534821,101920.10916,101901.648705,101847.224535
67,28,9,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132221.097313,132221.079769,132220.366752,132214.625617,132190.678016
67,28,9,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96517.9725239,96517.9597176,96517.4392332,96513.2483536
67,28,9,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96686.9873478,96686.9745191,96686.4531232
67,28,9,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97916.5010938,97916.4881019
67,28,9,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98132.0588512
67,28,10,1999,N/A,N/A,N/A,3770758.37314,3577386.30752,3384017.77321,3190668.80047,2997382.399,2804246.44277,2611414.40774,2419128.28183,2227742.76768,2037749.52012,1849799.6164,1664721.77873,1483533.12241,1307438.51546,1137814.20505,976171.466751,824096.98698
67,28,10,2000,N/A,N/A,N/A,211940.347435,211940.173589,211936.303184,211914.863266,211846.283735,211681.392342,211348.287799,210749.959014,209762.868081,208236.912297,205997.361054,202849.511469,198586.880422,193003.68668,185912.094781,177164.110572,166677.082015
67,28,10,2001,N/A,N/A,N/A,0.0,231437.215102,231437.025263,231432.798811,231409.386588,231334.498272,231154.43815,230790.690573,230137.320181,229059.424541,227393.092664,224947.520082,221510.092757,216855.332725,210758.528474,203014.565139,193461.834253
67,28,10,2002,N/A,N/A,N/A,0.0,0.0,228667.424894,228667.237327,228663.061456,228639.929425,228565.937356,228388.032154,228028.637829,227383.086832,226318.091212,224671.701632,222255.39713,218859.108187,214260.05531,208236.216285,200584.931018
67,28,10,2003,N/A,N/A,N/A,0.0,0.0,0.0,228735.226508,228735.038885,228730.861776,228707.722886,228633.708878,228455.750926,228096.250038,227450.50763,226385.196231,224738.318484,222321.29753,218924.001561,214323.58503,208297.959892
67,28,10,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,226885.374376,226885.18827,226881.044943,226858.093184,226784.67775,226608.158999,226251.565505,225611.045415,224554.349517,222920.790576,220523.316814,217153.495823,212590.284276
67,28,10,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,225775.684406,225775.499211,225771.376149,225748.536647,225675.480285,225499.824882,225144.975477,224507.588153,223456.060524,221830.491275,219444.743489,216091.404198
67,28,10,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,228125.368742,228125.181619,228121.015647,228097.93845,228024.12178,227846.638302,227488.095922,226844.075204,225781.604156,224139.117342,221728.54069
67,28,10,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228516.388232,228516.200789,228512.027676,228488.910924,228414.967727,228237.180033,227878.023091,227232.898486,226168.606304,224523.304177
67,28,10,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225955.976743,225955.7914,225951.665045,225928.807304,225855.692604,225679.896932,225324.764163,224686.867856,223634.500534
67,28,10,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221381.156606,221380.975016,221376.932205,221354.537254,221282.902871,221110.666448,220762.723879,220137.742746
67,28,10,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206907.959168,206907.789449,206904.010945,206883.080104,206816.12895,206655.152798,206329.95761
67,28,10,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191495.903461,191495.746385,191492.249331,191472.877577,191410.913447,191261.928005
67,28,10,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178608.186995,178608.04049,178604.778789,178586.710758,178528.916827
67,28,10,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184490.015413,184489.864083,184486.49497,184467.831932
67,28,10,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184813.080089,184812.928494,184809.553481
67,28,10,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187163.243525,187163.090002
67,28,10,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187575.273046
67,28,11,1999,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,11,2000,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,11,2001,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,11,2002,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,11,2003,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,11,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,11,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,11,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,11,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,11,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,11,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78307547176,7.78307547176,7.78307547176,7.78307547173,7.78307547077,7.78307545676,7.78307533426,7.78307457697
67,28,11,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2359924142,82.2359924142,82.2359924142,82.2359924138,82.2359924036,82.2359922556,82.2359909613
67,28,11,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.505770473,154.505770473,154.505770473,154.505770472,154.505770453,154.505770175
67,28,11,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.390896551,227.390896551,227.390896551,227.39089655,227.390896522
67,28,11,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.186163813,196.186163813,196.186163813,196.186163812
67,28,11,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.52970988,196.52970988,196.52970988
67,28,11,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.028867072,199.028867072
67,28,11,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.467018107
67,28,12,1999,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,12,2000,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,12,2001,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,12,2002,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,12,2003,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,12,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,12,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,12,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,12,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,12,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,12,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78307547176,7.78307443908,7.78303246794,7.78269452122,7.7812848673,7.77712899762,7.76722734047,7.74680273296
67,28,12,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2359924142,82.2359815028,82.2355380357,82.2319672899,82.2170728835,82.1731619553,82.0685410243
67,28,12,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.505770473,154.505749973,154.504916782,154.498208031,154.470224278,154.387724005
67,28,12,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.390896551,227.39086638,227.389640148,227.379766672,227.338582121
67,28,12,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.186163813,196.186137782,196.185079825,196.176561281
67,28,12,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.52970988,196.529683804,196.528623995
67,28,12,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.028867072,199.028840665
67,28,12,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.467018107
67,28,13,1999,N/A,N/A,N/A,11995490.0027,11289873.0374,10584259.8772,9878677.35533,9173222.63336,8468144.68436,7763964.42398,7061635.86753,6362747.48843,5669757.25911,4986245.25363,4317152.91982,3668957.88354,3049709.50439,2468829.83081,1936579.8516,1463120.95063
67,28,13,2000,N/A,N/A,N/A,679058.617606,679058.527507,679054.865604,679025.380392,678902.390753,678539.798981,677675.898118,675893.889735,672583.195864,666907.044203,657785.567485,643908.632127,623797.879724,595940.734361,559016.173329,512216.832779,455638.568687
67,28,13,2001,N/A,N/A,N/A,0.0,741526.742086,741526.643698,741522.644928,741490.447306,741356.143574,740960.196172,740016.823132,738070.883803,734455.631782,728257.318205,718296.736396,703143.230647,681182.445048,650762.658435,610441.32426,559336.807462
67,28,13,2002,N/A,N/A,N/A,0.0,0.0,732652.31146,732652.214249,732648.263336,732616.451048,732483.754634,732092.545844,731160.462888,729237.812137,725665.826665,719541.693155,709700.317421,694728.16553,673030.201832,642974.472604,603135.695378
67,28,13,2003,N/A,N/A,N/A,0.0,0.0,0.0,732869.548389,732869.451149,732865.499065,732833.677344,732700.941585,732309.616799,731377.257472,729454.036641,725880.992048,719755.042687,709910.748911,694934.157664,673229.760357,643165.119378
67,28,13,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,726942.606932,726942.510479,726938.590357,726907.025987,726775.363703,726387.203681,725462.384632,723554.717478,720010.569196,713934.162272,704169.482328,689314.011381,667785.14421
67,28,13,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,723387.151137,723387.055156,723383.154207,723351.744218,723220.72589,722834.464348,721914.168562,720015.831755,716489.017803,710442.330413,700725.409243,685942.595986
67,28,13,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,730915.559087,730915.462107,730911.520559,730879.783682,730747.401825,730357.120396,729427.246942,727509.153835,723945.635755,717836.019504,708017.972752
67,28,13,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732168.388752,732168.291605,732164.343302,732132.552026,731999.943259,731608.992866,730677.525558,728756.144733,725186.518586,719066.430115
67,28,13,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723964.809268,723964.71321,723960.809145,723929.374074,723798.251122,723411.681132,722490.650448,720590.797731,717061.167454
67,28,13,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700888.500165,700888.407169,700884.627547,700854.194466,700727.251045,700353.002937,699461.330017,697622.034924
67,28,13,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686688.724967,686688.633855,686684.930806,686655.114289,686530.742702,686164.076739,685290.468826
67,28,13,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668609.524507,668609.435794,668605.83024,668576.798735,668455.701613,668098.689264
67,28,13,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658744.47628,658744.388876,658740.83652,658712.233362,658592.922977
67,28,13,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679472.767212,679472.677057,679469.012922,679439.509727
67,28,13,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680662.607478,680662.517165,680658.846613
67,28,13,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689318.208973,689318.117512
67,28,13,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690835.704856
67,28,71,1999,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,71,2000,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,71,2001,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,71,2002,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,71,2003,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,71,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,71,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,71,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,71,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,71,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,28,71,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78307547176,7.78306667879,7.78281294363,7.78116131748,7.77524096813,7.75971741446,7.72612679985,7.66236999981
67,28,71,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2359924142,82.2358995075,82.2332185413,82.2157674558,82.1532130316,81.9891911297,81.6342726225
67,28,71,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.505770473,154.505595919,154.500558894,154.467771627,154.350243776,154.042077855
67,28,71,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.390896551,227.390639655,227.38322651,227.334972481,227.162003125
67,28,71,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.186163813,196.18594217,196.179546327,196.137914173
67,28,71,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.52970988,196.52948785,196.523080807
67,28,71,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.028867072,199.028642218
67,28,71,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.467018107
67,29,4,1999,N/A,N/A,N/A,496468.437066,459693.149643,422921.253299,386168.137135,349475.04119,312925.935118,276666.327185,240922.101836,206015.274468,172371.966318,140516.381009,111043.975249,84568.6522791,61644.0120496,42667.9223501,27791.1222295,16859.2013969
67,29,4,2000,N/A,N/A,N/A,30339.7378146,30339.6121485,30336.8145076,30321.3208599,30271.8041782,30153.0125337,29914.1765686,29488.9859364,28798.1326012,27755.7292458,26280.8579007,24314.7347715,21842.1414675,18912.8282044,15655.2740145,12273.3601092,9018.83469412
