census region,housing types,technology,vintage,sector,final_energy,year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
66,28,5,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7819.12566049,7819.12462303,7819.08245748,7818.74294544,7817.32676219,7813.15164305,7803.20412272,7782.6849111,7744.56341359
66,28,5,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17352.0604811,17352.0581788,17351.9646058,17351.2111669,17348.0683989,17338.803051,17316.7276961,17271.1918374
66,28,5,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18293.7069065,18293.7044792,18293.6058283,18292.8115024,18289.4981855,18279.7300338,18256.4567128
66,28,5,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19040.4253717,19040.4228454,19040.3201677,19039.4934187,19036.0448578,19025.8779865
66,28,5,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19978.0936024,19978.0909517,19977.9832175,19977.1157543,19973.4973649
66,28,5,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16358.4160454,16358.4138749,16358.3256602,16357.6153661
66,28,5,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16324.1573473,16324.1551814,16324.0671514
66,28,5,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16511.3921824,16511.3899916
66,28,5,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16528.6789526
66,28,6,1999,N/A,N/A,N/A,142876.013125,137044.33912,131212.665115,125380.991109,119549.317105,113717.643111,107885.969209,102054.295875,96222.6252655,90390.9654663,84559.3425611,78727.8312371,72896.6254593,67066.1896451,61237.5618805,55412.9294287,49596.6690639
66,28,6,2000,N/A,N/A,N/A,7897.62988239,7897.62988239,7897.62988239,7897.62988236,7897.62988137,7897.62986716,7897.62974286,7897.62897443,7897.62528333,7897.61064387,7897.56067959,7897.40956914,7896.99577875,7895.95304417,7893.50446665,7888.09375576,7876.75573439
66,28,6,2001,N/A,N/A,N/A,0.0,8623.45921048,8623.45921048,8623.45921048,8623.45921044,8623.45920937,8623.45919385,8623.45905812,8623.45821907,8623.45418875,8623.43820385,8623.38364762,8623.21864941,8622.76682973,8621.62826294,8618.95464963,8613.04666897
66,28,6,2002,N/A,N/A,N/A,0.0,0.0,8566.38132013,8566.38132013,8566.38132013,8566.38132009,8566.38131903,8566.38130361,8566.38116878,8566.38033528,8566.37633163,8566.36045255,8566.30625741,8566.14235131,8565.69352219,8564.56249147,8561.90657456
66,28,6,2003,N/A,N/A,N/A,0.0,0.0,0.0,8479.5617257,8479.5617257,8479.5617257,8479.56172567,8479.56172461,8479.56170935,8479.56157589,8479.56075084,8479.55678777,8479.54106961,8479.48742374,8479.32517881,8478.88089854,8477.76133073
66,28,6,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,8253.0023484,8253.0023484,8253.0023484,8253.00234837,8253.00234735,8253.00233249,8253.0022026,8253.00139959,8252.9975424,8252.98224421,8252.93003166,8252.77212164,8252.33971178
66,28,6,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,8138.89045074,8138.89045074,8138.89045074,8138.89045071,8138.8904497,8138.89043505,8138.89030695,8138.88951504,8138.88571119,8138.87062452,8138.81913391,8138.66340726
66,28,6,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,8211.56634071,8211.56634071,8211.56634071,8211.56634068,8211.56633966,8211.56632488,8211.56619563,8211.56539666,8211.56155884,8211.54633745,8211.49438705
66,28,6,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8362.79817892,8362.79817892,8362.79817892,8362.79817888,8362.79817784,8362.79816279,8362.79803117,8362.79721748,8362.79330898,8362.77780726
66,28,6,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8390.29292306,8390.29292306,8390.29292306,8390.29292303,8390.29292198,8390.29290688,8390.29277483,8390.29195846,8390.28803711
66,28,6,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15726.14188,15726.14188,15726.14188,15726.14188,15726.141878,15726.1418497,15726.1416022,15726.1400721
66,28,6,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17951.9152112,17951.9152112,17951.9152112,17951.9152111,17951.9152089,17951.9151766,17951.914894
66,28,6,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19947.9884625,19947.9884625,19947.9884625,19947.9884625,19947.98846,19947.9884241
66,28,6,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22111.0527226,22111.0527226,22111.0527226,22111.0527225,22111.0527198
66,28,6,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17122.023923,17122.023923,17122.0239229,17122.0239229
66,28,6,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17086.1660351,17086.1660351,17086.1660351
66,28,6,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17282.1409581,17282.1409581
66,28,6,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17300.2346716
66,28,7,1999,N/A,N/A,N/A,234482.332361,220689.255817,206896.253654,193103.850396,179313.945312,165531.405212,151766.412717,138037.616481,124376.067253,110829.812349,97468.8334139,84389.7236018,71719.1045693,59614.3215033,48259.5522816,37855.3740034,28600.416736
66,28,7,2000,N/A,N/A,N/A,13185.5140829,13185.5123334,13185.4412289,13184.8687045,13182.4805725,13175.4400037,13158.6653443,13124.0634763,13059.7785979,12949.5628143,12772.4479724,12502.994759,12112.497382,11571.585636,10854.6087699,9945.88992314,8847.29036396
66,28,7,2001,N/A,N/A,N/A,0.0,14397.3248374,14397.3229272,14397.2452879,14396.6201457,14394.0125332,14386.324903,14368.0085736,14330.2266312,14260.0336701,14139.6885377,13946.2960088,13652.0787779,13225.6928554,12635.0687761,11852.1983642,10859.9639818
66,28,7,2002,N/A,N/A,N/A,0.0,0.0,14302.0302569,14302.0283593,14301.9512339,14301.3302295,14298.7398765,14291.10313,14272.9080347,14235.3761675,14165.6478073,14046.0992283,13853.9867469,13561.7169131,13138.1532002,12551.4384078,11773.7497438
66,28,7,2003,N/A,N/A,N/A,0.0,0.0,0.0,14157.080316,14157.0784376,14157.0020938,14156.3873833,14153.8232833,14146.2639346,14128.2532452,14091.1017605,14022.0800917,13903.743128,13713.5776914,13424.2699891,13004.9990608,12424.2305762
66,28,7,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,13778.8273585,13778.8255303,13778.7512263,13778.1529398,13775.6573482,13768.2999724,13750.7704977,13714.6116371,13647.4341092,13532.2589066,13347.1743651,13065.5964694,12657.5277428
66,28,7,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,13588.3114625,13588.3096595,13588.236383,13587.6463687,13585.1852829,13577.9296355,13560.6425358,13524.9836335,13458.7349499,13345.1522419,13162.6268112,12884.9422124
66,28,7,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,13709.6477348,13709.6459158,13709.5719849,13708.9767022,13706.4936402,13699.1732038,13681.7317397,13645.7544226,13578.9141741,13464.317234,13280.1619499
66,28,7,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13962.1373504,13962.1354978,13962.0602054,13961.4539594,13958.925167,13951.4699106,13933.7072283,13897.0673195,13828.9960789,13712.2886149
66,28,7,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14008.0412913,14008.0394327,14007.9638927,14007.3556535,14004.8185472,13997.3387798,13979.5176983,13942.7573268,13874.4622854
66,28,7,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14119.4501975,14119.4483241,14119.3721833,14118.7591066,14116.2018221,14108.6625666,14090.6997503,14053.6470158
66,28,7,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14709.3138248,14709.3118731,14709.2325514,14708.5938624,14705.9297431,14698.0755225,14679.3622795
66,28,7,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15147.3793551,15147.3773453,15147.2956613,15146.6379512,15143.8944904,15135.8063593
66,28,7,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15741.6011544,15741.5990658,15741.5141773,15740.8306657,15737.9795807
66,28,7,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10560.777153,10560.7757518,10560.7188016,10560.2602451
66,28,7,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10538.6601904,10538.6587921,10538.6019612
66,28,7,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10659.5365248,10659.5351105
66,28,7,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10670.6966352
66,28,8,1999,N/A,N/A,N/A,982660.992561,942552.38062,902443.768679,862335.156737,822226.544801,782117.932937,742009.321705,701900.714375,661792.12579,621683.611553,581575.351062,541467.857996,501362.46639,461262.370377,421174.70962,381114.5275,341111.926237
66,28,8,2000,N/A,N/A,N/A,54317.6748103,54317.6748103,54317.6748103,54317.6748101,54317.6748034,54317.6747056,54317.6738507,54317.6685656,54317.6431793,54317.5424933,54317.198853,54316.1595579,54313.313624,54306.1419892,54289.3013624,54252.0880162,54174.1082974
66,28,8,2001,N/A,N/A,N/A,0.0,59309.7245769,59309.7245769,59309.7245769,59309.7245767,59309.7245693,59309.7244626,59309.7235291,59309.7177583,59309.6900389,59309.5800993,59309.2048769,59308.0700656,59304.9625771,59297.1318353,59278.7434756,59238.110048
66,28,8,2002,N/A,N/A,N/A,0.0,0.0,58917.158917,58917.158917,58917.158917,58917.1589167,58917.1589094,58917.1588034,58917.1578761,58917.1521435,58917.1246075,58917.0153956,58916.6426568,58915.5153567,58912.4284364,58904.6495255,58886.3828768
66,28,8,2003,N/A,N/A,N/A,0.0,0.0,0.0,58320.0381899,58320.0381899,58320.0381899,58320.0381897,58320.0381825,58320.0380775,58320.0371596,58320.0314851,58320.0042282,58319.8961232,58319.527162,58318.411287,58315.3556524,58307.6555802
66,28,8,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,56761.826579,56761.826579,56761.826579,56761.8265788,56761.8265718,56761.8264696,56761.8255762,56761.8200534,56761.7935247,56761.688308,56761.3292049,56760.2431442,56757.2691509
66,28,8,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,55976.9970743,55976.9970743,55976.9970743,55976.9970741,55976.9970671,55976.9969664,55976.9960853,55976.9906388,55976.964477,55976.8607151,55976.5065772,55975.4355332
66,28,8,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,56476.8413841,56476.8413841,56476.8413841,56476.8413839,56476.8413769,56476.8412752,56476.8403863,56476.8348912,56476.8084958,56476.7038074,56476.3465071
66,28,8,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57516.9713891,57516.9713891,57516.9713891,57516.9713889,57516.9713817,57516.9712782,57516.9703729,57516.9647766,57516.937895,57516.8312786
66,28,8,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57706.0724984,57706.0724984,57706.0724984,57706.0724981,57706.072491,57706.0723871,57706.0714789,57706.0658641,57706.0388942
66,28,8,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47310.385288,47310.385288,47310.385288,47310.3852878,47310.3852819,47310.3851968,47310.3844521,47310.3798489
66,28,8,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33843.4315652,33843.4315652,33843.4315652,33843.4315651,33843.4315609,33843.4315,33843.4309673
66,28,8,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20464.6815914,20464.6815914,20464.6815914,20464.6815913,20464.6815887,20464.6815519
66,28,8,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7677.43483318,7677.43483318,7677.43483318,7677.43483315,7677.4348322
66,28,8,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16331.874599,16331.874599,16331.874599,16331.8745989
66,28,8,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16297.6714855,16297.6714855,16297.6714855
66,28,8,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16484.602533,16484.602533
66,28,8,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16501.8612555
66,28,9,1999,N/A,N/A,N/A,62866.1072872,59168.1014669,55470.1155886,51772.2902804,48075.1347471,44379.9538102,40689.4774904,37008.7056027,33345.9630376,29714.1315663,26131.9736838,22625.3865887,19228.3183002,15982.9539981,12938.6728664,10149.2508179,7667.94175442
66,28,9,2000,N/A,N/A,N/A,3535.11471259,3535.11424354,3535.09518002,3534.9416828,3534.30141042,3532.41379207,3527.91640617,3518.63943966,3501.40428159,3471.85477477,3424.36923272,3352.12722433,3247.43255607,3102.41090128,2910.18514112,2666.55221603,2372.01114311
66,28,9,2001,N/A,N/A,N/A,0.0,3860.00838002,3860.00786787,3859.98705232,3859.81944799,3859.12033156,3857.05923221,3852.14851539,3842.01895203,3823.19980188,3790.93455642,3739.08486973,3660.20348102,3545.88688038,3387.53705349,3177.64484195,2911.62090525
66,28,9,2002,N/A,N/A,N/A,0.0,0.0,3834.45933646,3834.45882769,3834.43814992,3834.27165495,3833.57716591,3831.52970878,3826.65149555,3816.58897885,3797.89439094,3765.8427062,3714.33620785,3635.97692787,3522.41697838,3365.11525456,3156.61230043
66,28,9,2003,N/A,N/A,N/A,0.0,0.0,0.0,3795.59739558,3795.59689196,3795.57642376,3795.4116162,3794.72416575,3792.69745944,3787.86868652,3777.90815262,3759.40303288,3727.67618941,3676.69170534,3599.12659044,3486.71756202,3331.01007868
66,28,9,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,3694.18552899,3694.18503884,3694.16511751,3694.00471333,3693.33563037,3691.36307419,3686.66331781,3676.96891234,3658.95821772,3628.07906122,3578.4567953,3502.96408752,3393.55843596
66,28,9,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,3643.10708466,3643.10660128,3643.0869554,3642.92876908,3642.26893735,3640.32365513,3635.68888094,3626.12851723,3608.36685132,3577.91465206,3528.978499,3454.52960725
66,28,9,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,3675.63806062,3675.63757293,3675.61775162,3675.45815278,3674.79242911,3672.82977657,3668.15361636,3658.50788377,3640.58761579,3609.86349486,3560.49036842
66,28,9,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3743.33202758,3743.3315309,3743.31134455,3743.14880638,3742.47082212,3740.47202356,3735.70974283,3725.88636546,3707.63606117,3676.34609628
66,28,9,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3755.63914705,3755.63864874,3755.61839602,3755.45532348,3754.77511018,3752.76974007,3747.99180218,3738.13612805,3719.82582143
66,28,9,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16216.2854303,16216.2832787,16216.1958305,16215.4917077,16212.5546489,16203.8957622,16183.2653444,16140.7100247
66,28,9,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45075.53166,45075.5256793,45075.2826042,45073.3253923,45065.1614088,45041.0927696,44983.7475129
66,28,9,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72671.303888,72671.2942457,72670.9023573,72667.7469172,72654.5848466,72615.7811025
66,28,9,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100321.847004,100321.833693,100321.292695,100316.936649,100298.766571
66,28,9,2013,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92564.091953,92564.0796713,92563.5805087,92559.5613095
66,28,9,2014,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92370.239121,92370.226865,92369.7287478
66,28,9,2015,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93429.7073752,93429.6949787
66,28,9,2016,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93527.524559
66,28,10,1999,N/A,N/A,N/A,1523952.21668,1445800.88507,1367650.98064,1289508.98202,1211392.27158,1133336.36359,1055403.28537,977690.836358,900342.369639,823556.587542,747596.622981,672797.40408,599569.998048,528401.352366,459847.677411,394519.755287,333058.845408
66,28,10,2000,N/A,N/A,N/A,85085.1869745,85085.1171824,85083.5633767,85074.9561463,85047.4243323,84981.227333,84847.4997881,84607.2958006,84211.0200674,83598.4126297,82699.3264549,81435.5964774,79724.3283589,77482.9095386,74635.9319342,71123.9820809,66913.878642
66,28,10,2001,N/A,N/A,N/A,0.0,92904.915806,92904.8395997,92903.142992,92893.7447166,92863.6825994,92791.4017846,92645.3840494,92383.1041858,91950.4088491,91281.4999067,90299.7834842,88919.9107785,87051.369072,84603.9533209,81495.3250855,77660.6105243
66,28,10,2002,N/A,N/A,N/A,0.0,0.0,92289.986638,92289.9109361,92288.2255581,92278.8894891,92249.0263502,92177.2239556,92032.1726984,91771.6288414,91341.7974757,90677.3159806,89702.0974496,88331.3579956,86475.1839962,84043.9674669,80955.9149583
66,28,10,2003,N/A,N/A,N/A,0.0,0.0,0.0,91354.6349522,91354.5600175,91352.8917206,91343.6502719,91314.0897937,91243.0151106,91099.4339364,90841.5306706,90416.0556117,89758.3085838,88792.9738152,87436.1266966,85598.7648734,83192.1885305
66,28,10,2004,N/A,N/A,N/A,0.0,0.0,0.0,0.0,88913.7954515,88913.722519,88912.0987962,88903.1042632,88874.3335903,88805.1579011,88665.4129701,88414.4004383,88000.2933447,87360.1201918,86420.5775161,85099.9830304,83311.7123706
66,28,10,2005,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,87684.4098899,87684.3379658,87682.7366937,87673.8665255,87645.4936565,87577.2744397,87439.4617219,87191.9198683,86783.5385148,86152.2168526,85225.6649641,83923.3299599
66,28,10,2006,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,88467.3842478,88467.3116815,88465.6961109,88456.7467369,88428.1205135,88359.292136,88220.2488251,87970.4965567,87558.4685786,86921.5095553,85986.6840596
66,28,10,2007,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90096.6818247,90096.6079219,90094.9625975,90085.8484035,90056.694973,89986.5989881,89844.9949264,89590.642988,89171.0267197,88522.336867
66,28,10,2008,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90392.8966994,90392.8225536,90391.1718198,90382.0276607,90352.7783811,90282.4519386,90140.3823189,89885.1941363,89464.1982769
66,28,10,2009,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88347.3033209,88347.230853,88345.6174754,88336.6802488,88308.0928811,88239.3579276,88100.5033467,87851.0900787
66,28,10,2010,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78569.2250587,78569.1606114,78567.7257987,78559.777724,78534.354341,78473.2268156,78349.7403434
66,28,10,2011,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68361.855464,68361.7993894,68360.5509813,68353.6354857,68331.5149973,68278.3288922
66,28,10,2012,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59191.1152046,59191.0666524,59189.9857182,59183.997936,59164.8449103
