census region,housing types,technology,vintage,value
66,28,4,2000,0.0
66,28,4,2001,7360.00151964
66,28,4,2002,7897.62988239
66,28,4,2003,13185.5158323
66,28,4,2004,54317.6748103
66,28,4,2005,3535.11518164
66,28,4,2006,85085.2567666
66,28,4,2007,0.0
66,28,4,2008,0.0
66,28,4,2009,479602.905669
66,28,4,2010,0.0
66,28,4,2011,0.0
66,28,4,2012,8036.42027277
66,28,4,2013,8623.45921048
66,28,4,2014,14397.3267477
66,28,4,2015,59309.7245769
66,28,4,2016,3860.00889218
66,28,5,2000,92904.9920124
66,28,5,2001,0.0
66,28,5,2002,0.0
66,28,5,2003,523680.668232
66,28,5,2004,0.0
66,28,5,2005,0.0
66,28,5,2006,7983.22793963
66,28,5,2007,8566.38132013
66,28,5,2008,14302.0321545
66,28,5,2009,58917.158917
66,28,5,2010,3834.45984523
66,28,5,2011,92290.06234
66,28,5,2012,0.0
66,28,5,2013,0.0
66,28,5,2014,520214.473631
66,28,5,2015,0.0
66,28,5,2016,0.0
66,28,6,2000,7902.31855841
66,28,6,2001,8479.5617257
66,28,6,2002,14157.0821944
66,28,6,2003,58320.0381899
66,28,6,2004,3795.59789919
66,28,6,2005,91354.7098869
66,28,6,2006,0.0
66,28,6,2007,0.0
66,28,6,2008,514942.141251
66,28,6,2009,0.0
66,28,6,2010,0.0
66,28,6,2011,7691.18213064
66,28,6,2012,8253.0023484
66,28,6,2013,13778.8291867
66,28,6,2014,56761.826579
66,28,6,2015,3694.18601915
66,28,6,2016,88913.8683841
66,28,7,2000,0.0
66,28,7,2001,0.0
66,28,7,2002,501183.768514
66,28,7,2003,0.0
66,28,7,2004,0.0
66,28,7,2005,7584.83836008
66,28,7,2006,8138.89045074
66,28,7,2007,13588.3132654
66,28,7,2008,55976.9970743
66,28,7,2009,3643.10756804
66,28,7,2010,87684.4818141
66,28,7,2011,0.0
66,28,7,2012,0.0
66,28,7,2013,494254.044216
66,28,7,2014,0.0
66,28,7,2015,0.0
66,28,7,2016,7652.56686453
66,28,8,2000,8211.56634071
66,28,8,2001,13709.6495539
66,28,8,2002,56476.8413841
66,28,8,2003,3675.63854832
66,28,8,2004,88467.4568143
66,28,8,2005,0.0
66,28,8,2006,0.0
66,28,8,2007,498667.465524
66,28,8,2008,0.0
66,28,8,2009,0.0
66,28,8,2010,7793.5036488
66,28,8,2011,8362.79817892
66,28,8,2012,13962.1392029
66,28,8,2013,57516.9713891
66,28,8,2014,3743.33252425
66,28,8,2015,90096.7557276
66,28,8,2016,0.0
66,28,9,2000,0.0
66,28,9,2001,507851.38907
66,28,9,2002,0.0
66,28,9,2003,0.0
66,28,9,2004,7819.12669796
66,28,9,2005,8390.29292306
66,28,9,2006,14008.04315
66,28,9,2007,57706.0724984
66,28,9,2008,3755.63964536
66,28,9,2009,90392.9708453
66,28,9,2010,0.0
66,28,9,2011,0.0
66,28,9,2012,509521.074707
66,28,9,2013,0.0
66,28,9,2014,0.0
66,28,9,2015,17352.0627834
66,28,9,2016,15726.14188
66,28,10,2000,14119.4520709
66,28,10,2001,47310.385288
66,28,10,2002,16216.2875819
66,28,10,2003,88347.3757889
66,28,10,2004,0.0
66,28,10,2005,0.0
66,28,10,2006,501642.147632
66,28,10,2007,0.0
66,28,10,2008,0.0
66,28,10,2009,18293.7093337
66,28,10,2010,17951.9152112
66,28,10,2011,14709.3157764
66,28,10,2012,33843.4315652
66,28,10,2013,45075.5376408
66,28,10,2014,78569.2895061
66,28,10,2015,90.9500035589
66,28,10,2016,90.9500156264
66,28,11,2000,484688.890902
66,28,11,2001,90.9501063103
66,28,11,2002,0.0
66,28,11,2003,19040.427898
66,28,11,2004,19947.9884625
66,28,11,2005,15147.3813649
66,28,11,2006,20464.6815914
66,28,11,2007,72671.3135303
66,28,11,2008,68361.9115387
66,28,11,2009,189.228768303
66,28,11,2010,189.228793411
66,28,11,2011,463807.587257
66,28,11,2012,189.228982086
66,28,11,2013,0.0
66,28,11,2014,19978.0962532
66,28,11,2015,22111.0527226
66,28,11,2016,15741.603243
66,28,12,2000,7677.43483318
66,28,12,2001,100321.860315
66,28,12,2002,59191.1637568
66,28,12,2003,286.93046599
66,28,12,2004,286.930504061
66,28,12,2005,448641.852886
66,28,12,2006,286.930790152
66,28,12,2007,0.0
66,28,12,2008,16358.4182158
66,28,12,2009,17122.023923
66,28,12,2010,10560.7785543
66,28,12,2011,16331.874599
66,28,12,2012,92564.1042347
66,28,12,2013,48473.1943644
66,28,12,2014,257.070466577
66,28,12,2015,257.070500686
66,28,12,2016,468247.239291
66,28,13,2000,257.070757004
66,28,13,2001,0.0
66,28,13,2002,16324.1595132
66,28,13,2003,17086.1660351
66,28,13,2004,10538.6615887
66,28,13,2005,16297.6714855
66,28,13,2006,92370.251377
66,28,13,2007,48371.6791245
66,28,13,2008,256.532095412
66,28,13,2009,256.53212945
66,28,13,2010,467266.61007
66,28,13,2011,256.532385231
66,28,13,2012,0.0
66,28,13,2013,16511.3943731
66,28,13,2014,17282.1409581
66,28,13,2015,10659.5379392
66,28,13,2016,16484.602533
66,28,71,2000,93429.7197718
66,28,71,2001,48926.4926545
66,28,71,2002,259.474467478
66,28,71,2003,259.474501906
66,28,71,2004,472626.065067
66,28,71,2005,259.474760621
66,28,71,2006,0.0
66,28,71,2007,16528.6811457
66,28,71,2008,17300.2346716
66,28,71,2009,10670.698051
66,28,71,2010,16501.8612555
66,28,71,2011,93527.5369686
66,28,71,2012,48977.7167444
66,28,71,2013,259.746126915
66,28,71,2014,259.746161379
66,28,71,2015,473120.88574
66,28,71,2016,259.746420365
66,29,4,2000,32763.8522821
66,29,4,2001,8190.93023063
66,29,4,2002,0.0
66,29,4,2003,0.0
66,29,4,2004,0.0
66,29,4,2005,0.0
66,29,4,2006,0.0
66,29,4,2007,0.0
66,29,4,2008,0.0
66,29,4,2009,368591.860378
66,29,4,2010,0.0
66,29,4,2011,35587.8331815
66,29,4,2012,8896.92262495
66,29,4,2013,0.0
66,29,4,2014,0.0
66,29,4,2015,0.0
66,29,4,2016,0.0
66,29,5,2000,0.0
66,29,5,2001,0.0
66,29,5,2002,0.0
66,29,5,2003,400361.518123
66,29,5,2004,0.0
66,29,5,2005,35365.7113428
66,29,5,2006,8841.39238792
66,29,5,2007,0.0
66,29,5,2008,0.0
66,29,5,2009,0.0
66,29,5,2010,0.0
66,29,5,2011,0.0
66,29,5,2012,0.0
66,29,5,2013,0.0
66,29,5,2014,397862.657457
66,29,5,2015,0.0
66,29,5,2016,35027.6863538
66,29,6,2000,8756.88647948
66,29,6,2001,0.0
66,29,6,2002,0.0
66,29,6,2003,0.0
66,29,6,2004,0.0
66,29,6,2005,0.0
66,29,6,2006,0.0
66,29,6,2007,0.0
66,29,6,2008,394059.891577
66,29,6,2009,0.0
66,29,6,2010,34145.570609
66,29,6,2011,8536.35842745
66,29,6,2012,0.0
66,29,6,2013,0.0
66,29,6,2014,0.0
66,29,6,2015,0.0
66,29,6,2016,0.0
66,29,7,2000,0.0
66,29,7,2001,0.0
66,29,7,2002,384136.129235
66,29,7,2003,0.0
66,29,7,2004,33700.3093517
66,29,7,2005,8425.04355941
66,29,7,2006,0.0
66,29,7,2007,0.0
66,29,7,2008,0.0
66,29,7,2009,0.0
66,29,7,2010,0.0
66,29,7,2011,0.0
66,29,7,2012,0.0
66,29,7,2013,379126.960174
66,29,7,2014,0.0
66,29,7,2015,33980.9556039
66,29,7,2016,8495.20484116
66,29,8,2000,0.0
66,29,8,2001,0.0
66,29,8,2002,0.0
66,29,8,2003,0.0
66,29,8,2004,0.0
66,29,8,2005,0.0
66,29,8,2006,0.0
66,29,8,2007,382284.217852
66,29,8,2008,0.0
66,29,8,2009,34566.3878469
66,29,8,2010,8641.56231513
66,29,8,2011,0.0
66,29,8,2012,0.0
66,29,8,2013,0.0
66,29,8,2014,0.0
66,29,8,2015,0.0
66,29,8,2016,0.0
66,29,9,2000,0.0
66,29,9,2001,388870.304181
66,29,9,2002,0.0
66,29,9,2003,34669.8186481
66,29,9,2004,8667.41991176
66,29,9,2005,0.0
66,29,9,2006,0.0
66,29,9,2007,0.0
66,29,9,2008,0.0
66,29,9,2009,0.0
66,29,9,2010,0.0
66,29,9,2011,0.0
66,29,9,2012,390033.896029
66,29,9,2013,0.0
66,29,9,2014,35096.9628844
66,29,9,2015,8774.20554269
66,29,9,2016,0.0
66,29,10,2000,0.0
66,29,10,2001,0.0
66,29,10,2002,0.0
66,29,10,2003,0.0
66,29,10,2004,0.0
66,29,10,2005,0.0
66,29,10,2006,394839.249421
66,29,10,2007,0.0
66,29,10,2008,34750.2637124
66,29,10,2009,8687.53109719
66,29,10,2010,0.0
66,29,10,2011,0.0
66,29,10,2012,0.0
66,29,10,2013,0.0
66,29,10,2014,0.0
66,29,10,2015,0.0
66,29,10,2016,0.0
66,29,11,2000,390938.899374
66,29,11,2001,0.0
66,29,11,2002,34120.3125586
66,29,11,2003,8530.04394016
66,29,11,2004,0.0
66,29,11,2005,0.0
66,29,11,2006,0.0
66,29,11,2007,0.0
66,29,11,2008,0.0
66,29,11,2009,0.0
66,29,11,2010,0.0
66,29,11,2011,383851.977307
66,29,11,2012,0.0
66,29,11,2013,33871.3300351
66,29,11,2014,8467.79855885
66,29,11,2015,0.0
66,29,11,2016,0.0
66,29,12,2000,0.0
66,29,12,2001,0.0
66,29,12,2002,0.0
66,29,12,2003,0.0
66,29,12,2004,0.0
66,29,12,2005,381050.935148
66,29,12,2006,0.0
66,29,12,2007,33700.0381124
66,29,12,2008,8424.97574985
66,29,12,2009,0.0
66,29,12,2010,0.0
66,29,12,2011,0.0
66,29,12,2012,0.0
66,29,12,2013,0.0
66,29,12,2014,0.0
66,29,12,2015,0.0
66,29,12,2016,379123.908743
66,29,13,2000,0.0
66,29,13,2001,33672.8517414
66,29,13,2002,8418.17918437
66,29,13,2003,0.0
66,29,13,2004,0.0
66,29,13,2005,0.0
66,29,13,2006,0.0
66,29,13,2007,0.0
66,29,13,2008,0.0
66,29,13,2009,0.0
66,29,13,2010,378818.063297
66,29,13,2011,0.0
66,29,13,2012,34095.6765213
66,29,13,2013,8523.88495553
66,29,13,2014,0.0
66,29,13,2015,0.0
66,29,13,2016,0.0
66,29,71,2000,0.0
66,29,71,2001,0.0
66,29,71,2002,0.0
66,29,71,2003,0.0
66,29,71,2004,383574.822999
66,29,71,2005,0.0
66,29,71,2006,34213.495552
66,29,71,2007,8553.33959511
66,29,71,2008,0.0
66,29,71,2009,0.0
66,29,71,2010,0.0
66,29,71,2011,0.0
66,29,71,2012,0.0
66,29,71,2013,0.0
66,29,71,2014,0.0
66,29,71,2015,384900.28178
66,29,71,2016,0.0
66,30,4,2000,0.0
66,30,4,2001,3926.84982388
66,30,4,2002,0.0
66,30,4,2003,0.0
66,30,4,2004,0.0
66,30,4,2005,4718.73336592
66,30,4,2006,0.0
66,30,4,2007,0.0
66,30,4,2008,15850.0218982
66,30,4,2009,3543.10921622
66,30,4,2010,0.0
66,30,4,2011,0.0
66,30,4,2012,4271.84885252
66,30,4,2013,0.0
66,30,4,2014,0.0
66,30,4,2015,0.0
66,30,4,2016,5133.30445996
66,30,5,2000,0.0
66,30,5,2001,0.0
66,30,5,2002,17242.5483262
66,30,5,2003,3854.39416287
66,30,5,2004,0.0
66,30,5,2005,0.0
66,30,5,2006,4244.71872386
66,30,5,2007,0.0
66,30,5,2008,0.0
66,30,5,2009,0.0
66,30,5,2010,5100.70330406
66,30,5,2011,0.0
66,30,5,2012,0.0
66,30,5,2013,17133.0424494
66,30,5,2014,3829.91525148
66,30,5,2015,0.0
66,30,5,2016,0.0
66,30,6,2000,4203.4532577
66,30,6,2001,0.0
66,30,6,2002,0.0
66,30,6,2003,0.0
66,30,6,2004,5051.11629646
66,30,6,2005,0.0
66,30,6,2006,0.0
66,30,6,2007,16966.4818291
66,30,6,2008,3792.68233959
66,30,6,2009,0.0
66,30,6,2010,0.0
66,30,6,2011,4095.77589095
66,30,6,2012,0.0
66,30,6,2013,0.0
66,30,6,2014,0.0
66,30,6,2015,4921.72484887
66,30,6,2016,0.0
66,30,7,2000,0.0
66,30,7,2001,16531.8615362
66,30,7,2002,3695.52744761
66,30,7,2003,0.0
66,30,7,2004,0.0
66,30,7,2005,4041.57661275
66,30,7,2006,0.0
66,30,7,2007,0.0
66,30,7,2008,0.0
66,30,7,2009,4856.59581314
66,30,7,2010,0.0
66,30,7,2011,0.0
66,30,7,2012,16313.0959136
66,30,7,2013,3646.62464492
66,30,7,2014,0.0
66,30,7,2015,0.0
66,30,7,2016,4076.23502757
66,30,8,2000,0.0
66,30,8,2001,0.0
66,30,8,2002,0.0
66,30,8,2003,4898.24339982
66,30,8,2004,0.0
66,30,8,2005,0.0
66,30,8,2006,16452.9883614
66,30,8,2007,3677.8961614
66,30,8,2008,0.0
66,30,8,2009,0.0
66,30,8,2010,4148.38482287
66,30,8,2011,0.0
66,30,8,2012,0.0
66,30,8,2013,0.0
66,30,8,2014,4984.94283109
66,30,8,2015,0.0
66,30,8,2016,0.0
66,30,9,2000,16744.2080124
66,30,9,2001,3742.99531622
66,30,9,2002,0.0
66,30,9,2003,0.0
66,30,9,2004,4161.99458491
66,30,9,2005,0.0
66,30,9,2006,0.0
66,30,9,2007,0.0
66,30,9,2008,5001.29712045
66,30,9,2009,0.0
66,30,9,2010,0.0
66,30,9,2011,16799.1413651
66,30,9,2012,3755.27510168
66,30,9,2013,0.0
66,30,9,2014,0.0
66,30,9,2015,4215.57794974
66,30,9,2016,0.0
66,30,10,2000,0.0
66,30,10,2001,0.0
66,30,10,2002,5065.68603849
66,30,10,2003,0.0
66,30,10,2004,0.0
66,30,10,2005,17015.4209643
66,30,10,2006,3803.62217943
66,30,10,2007,0.0
66,30,10,2008,0.0
66,30,10,2009,4175.10096705
66,30,10,2010,0.0
66,30,10,2011,0.0
66,30,10,2012,0.0
66,30,10,2013,5017.04651894
66,30,10,2014,0.0
66,30,10,2015,0.0
66,30,10,2016,16852.0429155
66,30,11,2000,3767.10069864
66,30,11,2001,0.0
66,30,11,2002,0.0
66,30,11,2003,4100.49080043
66,30,11,2004,0.0
66,30,11,2005,0.0
66,30,11,2006,0.0
66,30,11,2007,4927.39056099
66,30,11,2008,0.0
66,30,11,2009,0.0
66,30,11,2010,16550.8924189
66,30,11,2011,3699.78160551
66,30,11,2012,0.0
66,30,11,2013,0.0
66,30,11,2014,4072.79593766
66,30,11,2015,0.0
66,30,11,2016,0.0
66,30,12,2000,0.0
66,30,12,2001,4894.11078741
66,30,12,2002,0.0
66,30,12,2003,0.0
66,30,12,2004,16439.1070945
66,30,12,2005,3674.7931471
66,30,12,2006,0.0
66,30,12,2007,0.0
66,30,12,2008,4054.7545161
66,30,12,2009,0.0
66,30,12,2010,0.0
66,30,12,2011,0.0
66,30,12,2012,4872.43115572
66,30,12,2013,0.0
66,30,12,2014,0.0
66,30,12,2015,16366.2861465
66,30,12,2016,3658.51477388
66,30,13,2000,0.0
66,30,13,2001,0.0
66,30,13,2002,4054.15577042
66,30,13,2003,0.0
66,30,13,2004,0.0
66,30,13,2005,0.0
66,30,13,2006,4871.71166776
66,30,13,2007,0.0
66,30,13,2008,0.0
66,30,13,2009,16363.8694175
66,30,13,2010,3657.97453898
66,30,13,2011,0.0
66,30,13,2012,0.0
66,30,13,2013,4107.97116664
66,30,13,2014,0.0
66,30,13,2015,0.0
66,30,13,2016,0.0
66,30,71,2000,4936.37940834
66,30,71,2001,0.0
66,30,71,2002,0.0
66,30,71,2003,16581.0855695
66,30,71,2004,3706.53097349
66,30,71,2005,0.0
66,30,71,2006,0.0
66,30,71,2007,4123.56796042
66,30,71,2008,0.0
66,30,71,2009,0.0
66,30,71,2010,0.0
66,30,71,2011,4955.12143172
66,30,71,2012,0.0
66,30,71,2013,0.0
66,30,71,2014,16644.0392179
66,30,71,2015,3720.60361346
66,30,71,2016,0.0
67,28,4,2000,0.0
67,28,4,2001,2102.33394394
67,28,4,2002,0.0
67,28,4,2003,51788.9722667
67,28,4,2004,38261.2602118
67,28,4,2005,2530.49701566
67,28,4,2006,211940.521282
67,28,4,2007,0.0
67,28,4,2008,0.0
67,28,4,2009,679058.707706
67,28,4,2010,0.0
67,28,4,2011,0.0
67,28,4,2012,2295.73235624
67,28,4,2013,0.0
67,28,4,2014,56553.1559209
67,28,4,2015,41780.9993089
67,28,4,2016,2763.28310875
67,28,5,2000,231437.404942
67,28,5,2001,0.0
67,28,5,2002,0.0
67,28,5,2003,741526.840474
67,28,5,2004,0.0
67,28,5,2005,0.0
67,28,5,2006,2268.25753116
67,28,5,2007,0.0
67,28,5,2008,55876.3400619
67,28,5,2009,41280.9734045
67,28,5,2010,2730.21273804
67,28,5,2011,228667.612461
67,28,5,2012,0.0
67,28,5,2013,0.0
67,28,5,2014,732652.40867
67,28,5,2015,0.0
67,28,5,2016,0.0
67,28,6,2000,2268.93008661
67,28,6,2001,0.0
67,28,6,2002,55892.9078176
67,28,6,2003,41293.2135241
67,28,6,2004,2731.02226669
67,28,6,2005,228735.41413
67,28,6,2006,0.0
67,28,6,2007,0.0
67,28,6,2008,732869.645628
67,28,6,2009,0.0
67,28,6,2010,0.0
67,28,6,2011,2250.58055111
67,28,6,2012,0.0
67,28,6,2013,55440.8846804
67,28,6,2014,40959.2626052
67,28,6,2015,2708.9356496
67,28,6,2016,226885.560481
67,28,7,2000,0.0
67,28,7,2001,0.0
67,28,7,2002,726942.703385
67,28,7,2003,0.0
67,28,7,2004,0.0
67,28,7,2005,2239.57302509
67,28,7,2006,0.0
67,28,7,2007,55169.7248765
67,28,7,2008,40758.9320066
67,28,7,2009,2695.68632171
67,28,7,2010,225775.869602
67,28,7,2011,0.0
67,28,7,2012,0.0
67,28,7,2013,723387.247119
67,28,7,2014,0.0
67,28,7,2015,0.0
67,28,7,2016,2262.88062647
67,28,8,2000,0.0
67,28,8,2001,55743.8851926
67,28,8,2002,41183.1168532
67,28,8,2003,2723.74076849
67,28,8,2004,228125.555864
67,28,8,2005,0.0
67,28,8,2006,0.0
67,28,8,2007,730915.656067
67,28,8,2008,0.0
67,28,8,2009,0.0
67,28,8,2010,2266.75932893
67,28,8,2011,0.0
67,28,8,2012,55839.4332927
67,28,8,2013,41253.7069916
67,28,8,2014,2728.40941071
67,28,8,2015,228516.575675
67,28,8,2016,0.0
67,28,9,2000,0.0
67,28,9,2001,732168.485898
67,28,9,2002,0.0
67,28,9,2003,0.0
67,28,9,2004,2241.36142783
67,28,9,2005,0.0
67,28,9,2006,55213.780456
67,28,9,2007,40791.4799008
67,28,9,2008,2697.83895204
67,28,9,2009,225956.162086
67,28,9,2010,0.0
67,28,9,2011,0.0
67,28,9,2012,723964.905326
67,28,9,2013,0.0
67,28,9,2014,0.0
67,28,9,2015,5563.87589202
67,28,9,2016,0.0
67,28,10,2000,51485.1274865
67,28,10,2001,33151.4640957
67,28,10,2002,41616.3100942
67,28,10,2003,221381.338197
67,28,10,2004,7.78307547176
67,28,10,2005,7.78307650445
67,28,10,2006,700888.593162
67,28,10,2007,7.78308426475
67,28,10,2008,0.0
67,28,10,2009,3859.39336813
67,28,10,2010,0.0
67,28,10,2011,48767.7498061
67,28,10,2012,26500.4409558
67,28,10,2013,72338.580162
67,28,10,2014,206908.128887
67,28,10,2015,82.2359924142
67,28,10,2016,82.2360033255
67,28,11,2000,686688.816079
67,28,11,2001,82.2360853209
67,28,11,2002,0.0
67,28,11,2003,2169.77126781
67,28,11,2004,0.0
67,28,11,2005,45813.4255897
67,28,11,2006,19837.4311087
67,28,11,2007,101925.111511
67,28,11,2008,191496.060538
67,28,11,2009,154.505770473
67,28,11,2010,154.505790973
67,28,11,2011,668609.61322
67,28,11,2012,154.505945027
67,28,11,2013,0.0
67,28,11,2014,534.173737817
67,28,11,2015,0.0
67,28,11,2016,43450.726038
67,28,12,2000,13520.9393914
67,28,12,2001,132221.114856
67,28,12,2002,178608.333501
67,28,12,2003,227.390896551
67,28,12,2004,227.390926722
67,28,12,2005,658744.563685
67,28,12,2006,227.391153448
67,28,12,2007,0.0
67,28,12,2008,0.0
67,28,12,2009,0.0
67,28,12,2010,46440.3926506
67,28,12,2011,19853.788706
67,28,12,2012,96517.9853302
67,28,12,2013,184490.166743
67,28,12,2014,196.186163813
67,28,12,2015,196.186189843
