demand_technology_id,gau,oth_1,oth_2,vintage,value,id,sensitivity
97,us,,,2015,1.0,30,
104,us,,,2015,1.0,31,
197,us,,,2015,1.0,32,
251,us,,,2015,5.0,33,
252,us,,,2015,5.0,34,
4,us,,,2015,1.0,35,
14,us,,,2015,1.0,36,
96,us,,,2015,1.0,37,
196,us,,,2015,1.0,38,
36,us,,,2015,1.0,39,
37,us,,,2015,1.0,40,
42,us,,,2015,4.0,54,
43,us,,,2015,4.0,55,
44,us,,,2015,4.0,56,
45,us,,,2015,4.0,57,
46,us,,,2015,4.0,58,
47,us,,,2015,4.0,59,
73,us,,,2015,1.0,60,
74,us,,,2015,1.0,61,
414,us,,,2015,0.735294,62,
222,us,,,2015,0.889706,63,
415,us,,,2015,0.941176,64,
416,us,,,2015,0.735294,65,
233,us,,,2015,0.889706,66,
417,us,,,2015,0.941176,67,
425,us,,,2015,1.0,74,
427,us,,,2015,1.0,75,
414,us,,,2030,1.0,76,
222,us,,,2030,1.0,77,
415,us,,,2030,1.0,78,
416,us,,,2030,1.0,79,
233,us,,,2030,1.0,80,
417,us,,,2030,1.0,81,
435,us,,,2015,1.0,82,
439,us,,,2015,1.0,83,
432,us,,,2015,1.0,84,
474,us,,,2015,1.0,85,
477,us,,,2015,1.0,86,
434,us,,,2015,1.0,87,
431,us,,,2015,1.0,88,
471,us,,,2015,1.0,89,
472,us,,,2015,1.0,90,
481,us,,,2015,4.0,91,
482,us,,,2015,4.0,92,
483,us,,,2015,4.0,93,
484,us,,,2015,4.0,94,
485,us,,,2015,4.0,95,
486,us,,,2015,4.0,96,
487,us,,,2015,1.0,97,
488,us,,,2015,1.0,98,
479,us,,,2015,1.0,99,
480,us,,,2015,1.0,100,
