supply_node_id,gau,oth_1,resource_bin,year,value,id
60,west south central,,,2040,0.701103,345
60,middle atlantic,,,2012,-0.619641,346
60,middle atlantic,,,2013,-0.657427,347
60,middle atlantic,,,2014,-0.761038,348
60,middle atlantic,,,2015,-0.848511,349
60,middle atlantic,,,2016,-0.959491,350
60,middle atlantic,,,2017,-1.028397,351
60,middle atlantic,,,2018,-1.085221,352
60,middle atlantic,,,2019,-1.143642,353
60,middle atlantic,,,2020,-1.204376,354
60,middle atlantic,,,2021,-1.215112,355
60,middle atlantic,,,2022,-1.233848,356
60,middle atlantic,,,2023,-1.260257,357
60,middle atlantic,,,2024,-1.294926,358
60,middle atlantic,,,2025,-1.337034,359
60,middle atlantic,,,2026,-1.39294,360
60,middle atlantic,,,2027,-1.459491,361
60,middle atlantic,,,2028,-1.538477,362
60,middle atlantic,,,2029,-1.629326,363
60,middle atlantic,,,2030,-1.731328,364
60,middle atlantic,,,2031,-1.815338,365
60,middle atlantic,,,2032,-1.90574,366
60,middle atlantic,,,2033,-2.003621,367
60,middle atlantic,,,2034,-2.10858,368
60,middle atlantic,,,2035,-2.220857,369
60,middle atlantic,,,2036,-2.368217,370
60,middle atlantic,,,2037,-2.525165,371
60,middle atlantic,,,2038,-2.689312,372
60,middle atlantic,,,2039,-2.858482,373
60,middle atlantic,,,2040,-3.032017,374
95,northeast,,,2010,0.0,391
6,northeast,,,2012,-34.0,392
6,midwest,,,2012,-12.0,393
6,west,,,2012,0.0,394
6,south,,,2012,0.0,395
79,mountain,,,2015,0.0,396
95,midwest,,,2010,0.0,397
95,south,,,2010,386.5048,398
95,west,,,2010,0.0,399
95,northeast,,,2011,0.0,400
95,midwest,,,2011,0.0,401
95,south,,,2011,370.9217,402
95,west,,,2011,0.0,403
95,northeast,,,2012,0.0,404
95,midwest,,,2012,0.0,405
95,south,,,2012,369.9267,406
95,west,,,2012,0.0,407
95,northeast,,,2013,0.0,408
95,midwest,,,2013,0.0,409
95,south,,,2013,373.4731,410
95,west,,,2013,0.0,411
95,northeast,,,2014,0.0,412
95,midwest,,,2014,0.0,413
95,south,,,2014,380.9711,414
95,west,,,2014,0.0,415
95,northeast,,,2015,0.0,416
95,midwest,,,2015,0.0,417
95,south,,,2015,393.6128,418
95,west,,,2015,0.0,419
95,northeast,,,2016,0.0,420
95,midwest,,,2016,0.0,421
95,south,,,2016,397.5525,422
95,west,,,2016,0.0,423
95,northeast,,,2017,0.0,424
95,midwest,,,2017,0.0,425
95,south,,,2017,423.271,426
95,west,,,2017,0.0,427
95,northeast,,,2018,0.0,428
95,midwest,,,2018,0.0,429
95,south,,,2018,448.8651,430
95,west,,,2018,0.0,431
95,northeast,,,2019,0.0,432
95,midwest,,,2019,0.0,433
95,south,,,2019,469.3525,434
95,west,,,2019,0.0,435
95,northeast,,,2020,0.0,436
95,midwest,,,2020,0.0,437
95,south,,,2020,482.4165,438
95,west,,,2020,0.0,439
95,northeast,,,2021,0.0,440
95,midwest,,,2021,0.0,441
95,south,,,2021,490.8847,442
95,west,,,2021,0.0,443
95,northeast,,,2022,0.0,444
95,midwest,,,2022,0.0,445
95,south,,,2022,504.8192,446
95,west,,,2022,0.0,447
95,northeast,,,2023,0.0,448
95,midwest,,,2023,0.0,449
95,south,,,2023,518.9693,450
95,west,,,2023,0.0,451
95,northeast,,,2024,0.0,452
95,midwest,,,2024,0.0,453
95,south,,,2024,529.4126,454
95,west,,,2024,0.0,455
95,northeast,,,2025,0.0,456
95,midwest,,,2025,0.0,457
95,south,,,2025,537.6288,458
95,west,,,2025,0.0,459
95,northeast,,,2026,0.0,460
95,midwest,,,2026,0.0,461
95,south,,,2026,543.173,462
95,west,,,2026,0.0,463
95,northeast,,,2027,0.0,464
95,midwest,,,2027,0.0,465
95,south,,,2027,549.2314,466
95,west,,,2027,0.0,467
95,northeast,,,2028,0.0,468
95,midwest,,,2028,0.0,469
95,south,,,2028,555.9672,470
95,west,,,2028,0.0,471
95,northeast,,,2029,0.0,472
95,midwest,,,2029,0.0,473
95,south,,,2029,559.6523,474
95,west,,,2029,0.0,475
95,northeast,,,2030,0.0,476
95,midwest,,,2030,0.0,477
95,south,,,2030,561.4186,478
95,west,,,2030,0.0,479
95,northeast,,,2031,0.0,480
95,midwest,,,2031,0.0,481
95,south,,,2031,561.9868,482
95,west,,,2031,0.0,483
95,northeast,,,2032,0.0,484
95,midwest,,,2032,0.0,485
95,south,,,2032,562.5773,486
95,west,,,2032,0.0,487
95,northeast,,,2033,0.0,488
95,midwest,,,2033,0.0,489
95,south,,,2033,561.8602,490
95,west,,,2033,0.0,491
95,northeast,,,2034,0.0,492
95,midwest,,,2034,0.0,493
95,south,,,2034,561.8152,494
95,west,,,2034,0.0,495
95,northeast,,,2035,0.0,496
95,midwest,,,2035,0.0,497
95,south,,,2035,561.6249,498
95,west,,,2035,0.0,499
95,northeast,,,2036,0.0,500
95,midwest,,,2036,0.0,501
95,south,,,2036,561.4798,502
95,west,,,2036,0.0,503
95,northeast,,,2037,0.0,504
95,midwest,,,2037,0.0,505
95,south,,,2037,565.6317,506
95,west,,,2037,0.0,507
95,northeast,,,2038,0.0,508
95,midwest,,,2038,0.0,509
95,south,,,2038,569.6453,510
95,west,,,2038,0.0,511
95,northeast,,,2039,0.0,512
95,midwest,,,2039,0.0,513
95,south,,,2039,568.7392,514
95,west,,,2039,0.0,515
95,northeast,,,2040,0.0,516
95,midwest,,,2040,0.0,517
95,south,,,2040,566.7374,518
95,west,,,2040,0.0,519
7,northeast,,,2010,1.2084,520
7,midwest,,,2010,37.972,521
7,south,,,2010,347.7594,522
7,west,,,2010,0.0038,523
7,northeast,,,2011,1.1864,524
7,midwest,,,2011,35.6546,525
7,south,,,2011,333.5582,526
7,west,,,2011,0.0038,527
7,northeast,,,2012,1.189,528
7,midwest,,,2012,34.9262,529
7,south,,,2012,331.8456,530
7,west,,,2012,0.004,531
7,northeast,,,2013,1.1846,532
7,midwest,,,2013,35.0298,533
7,south,,,2013,336.0394,534
7,west,,,2013,0.0038,535
7,northeast,,,2014,1.1874,536
7,midwest,,,2014,35.5446,537
7,south,,,2014,341.7932,538
7,west,,,2014,0.0038,539
7,northeast,,,2015,1.2154,540
7,midwest,,,2015,36.4838,541
7,south,,,2015,351.5674,542
7,west,,,2015,0.0038,543
7,northeast,,,2016,1.2124,544
7,midwest,,,2016,36.5038,545
7,south,,,2016,353.796,546
7,west,,,2016,0.004,547
7,northeast,,,2017,1.2732,548
7,midwest,,,2017,38.5312,549
7,south,,,2017,375.041,550
7,west,,,2017,0.004,551
7,northeast,,,2018,1.3396,552
7,midwest,,,2018,40.4772,553
7,south,,,2018,396.2748,554
7,west,,,2018,0.004,555
7,northeast,,,2019,1.3884,556
7,midwest,,,2019,42.012,557
7,south,,,2019,412.9624,558
7,west,,,2019,0.0042,559
7,northeast,,,2020,1.4154,560
7,midwest,,,2020,42.9328,561
7,south,,,2020,423.253,562
7,west,,,2020,0.0042,563
7,northeast,,,2021,1.4254,564
7,midwest,,,2021,43.4848,565
7,south,,,2021,429.5402,566
7,west,,,2021,0.0042,567
7,northeast,,,2022,1.4512,568
7,midwest,,,2022,44.5352,569
7,south,,,2022,440.6856,570
7,west,,,2022,0.0042,571
7,northeast,,,2023,1.4776,572
7,midwest,,,2023,45.606,573
7,south,,,2023,451.9504,574
7,west,,,2023,0.0044,575
7,northeast,,,2024,1.493,576
7,midwest,,,2024,46.3726,577
7,south,,,2024,459.9942,578
7,west,,,2024,0.0044,579
7,northeast,,,2025,1.5018,580
7,midwest,,,2025,46.9732,581
7,south,,,2025,466.2104,582
7,west,,,2025,0.0044,583
7,northeast,,,2026,1.5052,584
7,midwest,,,2026,47.3644,585
7,south,,,2026,470.3388,586
7,west,,,2026,0.0044,587
7,northeast,,,2027,1.5126,588
7,midwest,,,2027,47.8088,589
7,south,,,2027,475.0996,590
7,west,,,2027,0.0044,591
7,northeast,,,2028,1.5226,592
7,midwest,,,2028,48.3224,593
7,south,,,2028,480.4696,594
7,west,,,2028,0.0044,595
7,northeast,,,2029,1.5256,596
7,midwest,,,2029,48.5856,597
7,south,,,2029,483.368,598
7,west,,,2029,0.0044,599
7,northeast,,,2030,1.5252,600
7,midwest,,,2030,48.697,601
7,south,,,2030,484.688,602
7,west,,,2030,0.0044,603
7,northeast,,,2031,1.5236,604
7,midwest,,,2031,48.707,605
7,south,,,2031,485.026,606
7,west,,,2031,0.0044,607
7,northeast,,,2032,1.5222,608
7,midwest,,,2032,48.7276,609
7,south,,,2032,485.4388,610
7,west,,,2032,0.0044,611
7,northeast,,,2033,1.518,612
7,midwest,,,2033,48.6364,613
7,south,,,2033,484.799,614
7,west,,,2033,0.0042,615
7,northeast,,,2034,1.515,616
7,midwest,,,2034,48.6022,617
7,south,,,2034,484.6846,618
7,west,,,2034,0.0042,619
7,northeast,,,2035,1.511,620
7,midwest,,,2035,48.5534,621
7,south,,,2035,484.3664,622
7,west,,,2035,0.0042,623
7,northeast,,,2036,1.506,624
7,midwest,,,2036,48.5154,625
7,south,,,2036,484.023,626
7,west,,,2036,0.0042,627
7,northeast,,,2037,1.5112,628
7,midwest,,,2037,48.8566,629
7,south,,,2037,487.4096,630
7,west,,,2037,0.0042,631
7,northeast,,,2038,1.515,632
7,midwest,,,2038,49.1832,633
7,south,,,2038,490.6312,634
7,west,,,2038,0.004,635
7,northeast,,,2039,1.5054,636
7,midwest,,,2039,49.0906,637
7,south,,,2039,489.5618,638
7,west,,,2039,0.004,639
7,northeast,,,2040,1.4922,640
7,midwest,,,2040,48.9036,641
7,south,,,2040,487.4956,642
7,west,,,2040,0.004,643
37,northeast,,,2010,2.064529,644
37,midwest,,,2010,51.633264,645
37,south,,,2010,127.01962,646
37,west,,,2010,3.961535,647
37,northeast,,,2011,2.052281,648
37,midwest,,,2011,52.958157,649
37,south,,,2011,120.65633,650
37,west,,,2011,3.927852,651
37,northeast,,,2012,2.099958,652
37,midwest,,,2012,49.944942,653
37,south,,,2012,118.40367,654
37,west,,,2012,4.046389,655
37,northeast,,,2013,2.082025,656
37,midwest,,,2013,51.598757,657
37,south,,,2013,121.78704,658
37,west,,,2013,3.967661,659
37,northeast,,,2014,2.120515,660
37,midwest,,,2014,52.075565,661
37,south,,,2014,125.18697,662
37,west,,,2014,4.000462,663
37,northeast,,,2015,2.188312,664
37,midwest,,,2015,52.750907,665
37,south,,,2015,129.96952,666
37,west,,,2015,4.111127,667
37,northeast,,,2016,2.22068,668
37,midwest,,,2016,54.58843,669
37,south,,,2016,136.66436,670
37,west,,,2016,4.125117,671
37,northeast,,,2017,2.314721,672
37,midwest,,,2017,57.821214,673
37,south,,,2017,151.25207,674
37,west,,,2017,4.28915,675
37,northeast,,,2018,2.391269,676
37,midwest,,,2018,60.436394,677
37,south,,,2018,160.59882,678
37,west,,,2018,4.348199,679
37,northeast,,,2019,2.466494,680
37,midwest,,,2019,61.38256,681
37,south,,,2019,166.64518,682
37,west,,,2019,4.452297,683
37,northeast,,,2020,2.523806,684
37,midwest,,,2020,62.954934,685
37,south,,,2020,170.59916,686
37,west,,,2020,4.539342,687
37,northeast,,,2021,2.56579,688
37,midwest,,,2021,64.65083,689
37,south,,,2021,173.83672,690
37,west,,,2021,4.604951,691
37,northeast,,,2022,2.615652,692
37,midwest,,,2022,65.617457,693
37,south,,,2022,176.95517,694
37,west,,,2022,4.677116,695
37,northeast,,,2023,2.668137,696
37,midwest,,,2023,66.058301,697
37,south,,,2023,180.74082,698
37,west,,,2023,4.752791,699
37,northeast,,,2024,2.711006,700
37,midwest,,,2024,66.427909,701
37,south,,,2024,183.90855,702
37,west,,,2024,4.815771,703
37,northeast,,,2025,2.742941,704
37,midwest,,,2025,66.653173,705
37,south,,,2025,185.86683,706
37,west,,,2025,4.86608,707
37,northeast,,,2026,2.761738,708
37,midwest,,,2026,66.654928,709
37,south,,,2026,186.57757,710
37,west,,,2026,4.894506,711
37,northeast,,,2027,2.777043,712
37,midwest,,,2027,66.617807,713
37,south,,,2027,186.9514,714
37,west,,,2027,4.914187,715
37,northeast,,,2028,2.796295,716
37,midwest,,,2028,66.506219,717
37,south,,,2028,187.4118,718
37,west,,,2028,4.942183,719
37,northeast,,,2029,2.801552,720
37,midwest,,,2029,66.40346,721
37,south,,,2029,186.8638,722
37,west,,,2029,4.953991,723
37,northeast,,,2030,2.798482,724
37,midwest,,,2030,66.00889,725
37,south,,,2030,185.7102,726
37,west,,,2030,4.953555,727
37,northeast,,,2031,2.789735,728
37,midwest,,,2031,65.92102,729
37,south,,,2031,185.0021,730
37,west,,,2031,4.948739,731
37,northeast,,,2032,2.780548,732
37,midwest,,,2032,67.65575,733
37,south,,,2032,184.3154,734
37,west,,,2032,4.938686,735
37,northeast,,,2033,2.764811,736
37,midwest,,,2033,67.02849,737
37,south,,,2033,183.0568,738
37,west,,,2033,4.916378,739
37,northeast,,,2034,2.752121,740
37,midwest,,,2034,66.91872,741
37,south,,,2034,182.1853,742
37,west,,,2034,4.895817,743
37,northeast,,,2035,2.74337,744
37,midwest,,,2035,66.84259,745
37,south,,,2035,181.4729,746
37,west,,,2035,4.878759,747
37,northeast,,,2036,2.732875,748
37,midwest,,,2036,66.78088,749
37,south,,,2036,180.8293,750
37,west,,,2036,4.865633,751
37,northeast,,,2037,2.73375,752
37,midwest,,,2037,67.46235,753
37,south,,,2037,180.5959,754
37,west,,,2037,4.869579,755
37,northeast,,,2038,2.734628,756
37,midwest,,,2038,68.14254,757
37,south,,,2038,180.4512,758
37,west,,,2038,4.874831,759
37,northeast,,,2039,2.722375,760
37,midwest,,,2039,68.56552,761
37,south,,,2039,179.5343,762
37,west,,,2039,4.859513,763
37,northeast,,,2040,2.705756,764
37,midwest,,,2040,68.83404,765
37,south,,,2040,178.4268,766
37,west,,,2040,4.841143,767
