demand_technology_id,gau,oth_1,oth_2,vintage,value,id,sensitivity
112,us,,,2013,12.5,197,
111,us,,,2003,7.29,198,
111,us,,,2012,7.29,199,
111,us,,,2013,12.5,200,
111,us,,,2020,12.5,201,
110,us,,,2013,13.54,202,
109,us,,,2003,7.29,203,
109,us,,,2012,13.54,204,
109,us,,,2013,13.54,205,
109,us,,,2020,13.54,206,
108,us,,,2013,20.83,207,
107,us,,,2003,8.75,208,
107,us,,,2012,20.83,209,
107,us,,,2013,20.83,210,
107,us,,,2020,20.83,211,
91,us,,,2003,10.278,212,
91,us,,,2012,8.19,213,
99,us,,,2013,15.9722,214,
100,us,,,2003,25.0,215,
100,us,,,2013,25.0,216,
105,us,,,2012,98.33,217,
105,us,,,2013,98.33,218,
106,us,,,2013,98.33,219,
194,us,,,2003,1.26002,220,
194,us,,,2012,1.03093,221,
194,us,,,2013,1.03093,222,
195,us,,,2003,31.3091,223,
195,us,,,2007,31.3091,224,
195,us,,,2010,31.3091,225,
195,us,,,2020,24.7863,226,
195,us,,,2030,19.9036,227,
196,us,,,2003,28.1429,228,
197,us,,,2013,31.0,229,
197,us,,,2020,31.0,230,
198,us,,,2003,0.833333,231,
198,us,,,2012,0.833333,232,
198,us,,,2013,2.22222,233,
199,us,,,2013,2.22222,234,
200,us,,,2003,2.38418,235,
200,us,,,2013,2.38418,236,
200,us,,,2020,2.38418,237,
200,us,,,2030,2.38418,238,
201,us,,,2013,3.11924,239,
201,us,,,2020,3.05068,240,
201,us,,,2030,2.98507,241,
202,us,,,2003,2.65,242,
202,us,,,2013,2.65,243,
202,us,,,2020,2.65,244,
203,us,,,2013,2.65,245,
203,us,,,2020,2.65,246,
204,us,,,2003,3.83333,247,
204,us,,,2013,3.83333,248,
205,us,,,2003,4.85348,249,
205,us,,,2012,4.85348,250,
205,us,,,2013,4.85348,251,
206,us,,,2013,4.85348,252,
425,us,,,2015,250.0,253,
426,us,,,2015,250.0,254,
427,us,,,2015,100.0,255,
428,us,,,2015,100.0,256,
211,us,,,2016,2014.22,257,high cost
211,us,,,2016,1478.8,258,low cost
211,us,,,2016,1644.52,259,
222,us,,,2016,1868.53,260,high cost
222,us,,,2016,1412.58,261,low cost
222,us,,,2016,1553.4,262,
224,us,,,2016,1868.53,263,high cost
224,us,,,2016,1412.58,264,low cost
224,us,,,2016,1553.4,265,
225,us,,,2016,1868.53,266,high cost
225,us,,,2016,1412.58,267,low cost
225,us,,,2016,1553.4,268,
233,us,,,2016,1868.53,269,high cost
233,us,,,2016,1412.58,270,low cost
233,us,,,2016,1553.4,271,
234,us,,,2016,1868.53,272,high cost
234,us,,,2016,1412.58,273,low cost
234,us,,,2016,1553.4,274,
235,us,,,2016,1868.53,275,high cost
235,us,,,2016,1412.58,276,low cost
235,us,,,2016,1553.4,277,
253,us,,,2016,2014.22,278,high cost
253,us,,,2016,1478.8,279,low cost
253,us,,,2016,1644.52,280,
414,us,,,2016,1868.53,281,high cost
414,us,,,2016,1412.58,282,low cost
414,us,,,2016,1553.4,283,
415,us,,,2016,1868.53,284,high cost
415,us,,,2016,1412.58,285,low cost
415,us,,,2016,1553.4,286,
416,us,,,2016,1868.53,287,high cost
416,us,,,2016,1412.58,288,low cost
416,us,,,2016,1553.4,289,
417,us,,,2016,1868.53,290,high cost
417,us,,,2016,1412.58,291,low cost
417,us,,,2016,1553.4,292,
418,us,,,2016,38260.8,293,high cost
418,us,,,2016,25507.2,294,low cost
418,us,,,2016,31884.0,295,
1,us,,,2015,450.0,296,
7,us,,,2013,62.5,21,
