subsector_id,gau,oth_1,oth_2,demand_technology,year,value,id
33,east south central,mobile home,,Reference Electric Resistance Water Heater,2009,624426.0,517
33,east south central,multi-family,,Reference Gas Water Heater,2009,196013.0,518
33,east south central,multi-family,,Reference LPG Water Heater,2009,0.0,519
33,east south central,mobile home,,Solar Water Heater with Electric Backup,2009,0.0,520
33,east south central,single-family,,Reference Distillate Water Heater,2009,0.0,521
33,west south central,mobile home,,Reference Electric Resistance Water Heater,2009,692490.0,522
33,west south central,multi-family,,Reference Gas Water Heater,2009,758853.0,523
33,west south central,multi-family,,Reference LPG Water Heater,2009,0.0,524
33,west south central,mobile home,,Solar Water Heater with Electric Backup,2009,0.0,525
33,west south central,single-family,,Reference Distillate Water Heater,2009,0.0,526
33,mountain,mobile home,,Reference Electric Resistance Water Heater,2009,273758.0,527
33,mountain,multi-family,,Reference Gas Water Heater,2009,674330.0,528
33,mountain,multi-family,,Reference LPG Water Heater,2009,60317.0,529
33,mountain,mobile home,,Solar Water Heater with Electric Backup,2009,0.0,530
33,mountain,single-family,,Reference Distillate Water Heater,2009,0.0,531
33,pacific,mobile home,,Reference Electric Resistance Water Heater,2009,408221.0,532
33,pacific,multi-family,,Reference Gas Water Heater,2009,3350000.0,533
33,pacific,multi-family,,Reference LPG Water Heater,2009,191859.0,534
33,pacific,mobile home,,Solar Water Heater with Electric Backup,2009,0.0,535
33,pacific,single-family,,Reference Distillate Water Heater,2009,8017.0,536
38,new england,single-family,,Reference Clothes Washer - Top Loading,2009,1960000.0,537
38,middle atlantic,single-family,,Reference Clothes Washer - Top Loading,2009,5190000.0,538
38,east north central,single-family,,Reference Clothes Washer - Top Loading,2009,7560000.0,539
38,west north central,single-family,,Reference Clothes Washer - Top Loading,2009,3590000.0,540
38,south atlantic,single-family,,Reference Clothes Washer - Top Loading,2009,8710000.0,541
38,east south central,single-family,,Reference Clothes Washer - Top Loading,2009,3170000.0,542
38,west south central,single-family,,Reference Clothes Washer - Top Loading,2009,5250000.0,543
38,mountain,single-family,,Reference Clothes Washer - Top Loading,2009,3470000.0,544
38,pacific,single-family,,Reference Clothes Washer - Top Loading,2009,6340000.0,545
38,new england,multi-family,,Reference Clothes Washer - Top Loading,2009,455144.0,546
38,middle atlantic,multi-family,,Reference Clothes Washer - Top Loading,2009,1070000.0,547
38,east north central,multi-family,,Reference Clothes Washer - Top Loading,2009,915491.0,548
38,west north central,multi-family,,Reference Clothes Washer - Top Loading,2009,304414.0,549
38,south atlantic,multi-family,,Reference Clothes Washer - Top Loading,2009,1620000.0,550
38,east south central,multi-family,,Reference Clothes Washer - Top Loading,2009,300017.0,551
38,west south central,multi-family,,Reference Clothes Washer - Top Loading,2009,742269.0,552
38,mountain,multi-family,,Reference Clothes Washer - Top Loading,2009,472811.0,553
38,pacific,multi-family,,Reference Clothes Washer - Top Loading,2009,1090000.0,554
38,new england,mobile home,,Reference Clothes Washer - Top Loading,2009,41193.0,555
38,middle atlantic,mobile home,,Reference Clothes Washer - Top Loading,2009,246840.0,556
38,east north central,mobile home,,Reference Clothes Washer - Top Loading,2009,335281.0,557
38,west north central,mobile home,,Reference Clothes Washer - Top Loading,2009,273792.0,558
38,south atlantic,mobile home,,Reference Clothes Washer - Top Loading,2009,1310000.0,559
38,east south central,mobile home,,Reference Clothes Washer - Top Loading,2009,337634.0,560
38,west south central,mobile home,,Reference Clothes Washer - Top Loading,2009,453743.0,561
38,mountain,mobile home,,Reference Clothes Washer - Top Loading,2009,325033.0,562
38,pacific,mobile home,,Reference Clothes Washer - Top Loading,2009,406552.0,563
38,new england,single-family,,Reference Clothes Washer - Front Loading,2009,1300000.0,564
38,middle atlantic,single-family,,Reference Clothes Washer - Front Loading,2009,3460000.0,565
38,east north central,single-family,,Reference Clothes Washer - Front Loading,2009,5040000.0,566
38,west north central,single-family,,Reference Clothes Washer - Front Loading,2009,2390000.0,567
38,south atlantic,single-family,,Reference Clothes Washer - Front Loading,2009,5810000.0,568
38,east south central,single-family,,Reference Clothes Washer - Front Loading,2009,2110000.0,569
38,west south central,single-family,,Reference Clothes Washer - Front Loading,2009,3500000.0,570
38,mountain,single-family,,Reference Clothes Washer - Front Loading,2009,2310000.0,571
38,pacific,single-family,,Reference Clothes Washer - Front Loading,2009,4220000.0,572
38,new england,multi-family,,Reference Clothes Washer - Front Loading,2009,303429.0,573
38,middle atlantic,multi-family,,Reference Clothes Washer - Front Loading,2009,713397.0,574
38,east north central,multi-family,,Reference Clothes Washer - Front Loading,2009,610327.0,575
38,west north central,multi-family,,Reference Clothes Washer - Front Loading,2009,202942.0,576
38,south atlantic,multi-family,,Reference Clothes Washer - Front Loading,2009,1080000.0,577
38,east south central,multi-family,,Reference Clothes Washer - Front Loading,2009,200012.0,578
38,west south central,multi-family,,Reference Clothes Washer - Front Loading,2009,494846.0,579
38,mountain,multi-family,,Reference Clothes Washer - Front Loading,2009,315208.0,580
38,pacific,multi-family,,Reference Clothes Washer - Front Loading,2009,726071.0,581
38,new england,mobile home,,Reference Clothes Washer - Front Loading,2009,27462.0,582
38,middle atlantic,mobile home,,Reference Clothes Washer - Front Loading,2009,164560.0,583
38,east north central,mobile home,,Reference Clothes Washer - Front Loading,2009,223520.0,584
38,west north central,mobile home,,Reference Clothes Washer - Front Loading,2009,182528.0,585
38,south atlantic,mobile home,,Reference Clothes Washer - Front Loading,2009,870756.0,586
38,east south central,mobile home,,Reference Clothes Washer - Front Loading,2009,225089.0,587
38,west south central,mobile home,,Reference Clothes Washer - Front Loading,2009,302495.0,588
38,mountain,mobile home,,Reference Clothes Washer - Front Loading,2009,216689.0,589
38,pacific,mobile home,,Reference Clothes Washer - Front Loading,2009,271034.0,590
39,new england,single-family,,Reference Electric Clothes Dryer,2009,2800000.0,591
39,middle atlantic,single-family,,Reference Electric Clothes Dryer,2009,5240000.0,592
39,east north central,single-family,,Reference Electric Clothes Dryer,2009,8160000.0,593
39,west north central,single-family,,Reference Electric Clothes Dryer,2009,4860000.0,594
39,south atlantic,single-family,,Reference Electric Clothes Dryer,2009,13400000.0,595
39,east south central,single-family,,Reference Electric Clothes Dryer,2009,4930000.0,596
39,west south central,single-family,,Reference Electric Clothes Dryer,2009,7310000.0,597
39,mountain,single-family,,Reference Electric Clothes Dryer,2009,4630000.0,598
39,pacific,single-family,,Reference Electric Clothes Dryer,2009,5900000.0,599
39,new england,multi-family,,Reference Electric Clothes Dryer,2009,613894.0,600
39,middle atlantic,multi-family,,Reference Electric Clothes Dryer,2009,1030000.0,601
39,east north central,multi-family,,Reference Electric Clothes Dryer,2009,948083.0,602
39,west north central,multi-family,,Reference Electric Clothes Dryer,2009,479669.0,603
39,south atlantic,multi-family,,Reference Electric Clothes Dryer,2009,2560000.0,604
39,east south central,multi-family,,Reference Electric Clothes Dryer,2009,481546.0,605
39,west south central,multi-family,,Reference Electric Clothes Dryer,2009,1110000.0,606
39,mountain,multi-family,,Reference Electric Clothes Dryer,2009,675686.0,607
39,pacific,multi-family,,Reference Electric Clothes Dryer,2009,1370000.0,608
39,new england,mobile home,,Reference Electric Clothes Dryer,2009,55013.0,609
39,middle atlantic,mobile home,,Reference Electric Clothes Dryer,2009,368791.0,610
39,east north central,mobile home,,Reference Electric Clothes Dryer,2009,423065.0,611
39,west north central,mobile home,,Reference Electric Clothes Dryer,2009,442114.0,612
39,south atlantic,mobile home,,Reference Electric Clothes Dryer,2009,1980000.0,613
39,east south central,mobile home,,Reference Electric Clothes Dryer,2009,465597.0,614
39,west south central,mobile home,,Reference Electric Clothes Dryer,2009,692206.0,615
39,mountain,mobile home,,Reference Electric Clothes Dryer,2009,343690.0,616
39,pacific,mobile home,,Reference Electric Clothes Dryer,2009,511904.0,617
39,new england,single-family,,Reference Gas Clothes Dryer,2009,339761.0,618
39,middle atlantic,single-family,,Reference Gas Clothes Dryer,2009,2920000.0,619
39,east north central,single-family,,Reference Gas Clothes Dryer,2009,4140000.0,620
39,west north central,single-family,,Reference Gas Clothes Dryer,2009,901146.0,621
39,south atlantic,single-family,,Reference Gas Clothes Dryer,2009,766767.0,622
39,east south central,single-family,,Reference Gas Clothes Dryer,2009,191335.0,623
39,west south central,single-family,,Reference Gas Clothes Dryer,2009,1190000.0,624
39,mountain,single-family,,Reference Gas Clothes Dryer,2009,900174.0,625
39,pacific,single-family,,Reference Gas Clothes Dryer,2009,4320000.0,626
39,new england,multi-family,,Reference Gas Clothes Dryer,2009,79594.0,627
39,middle atlantic,multi-family,,Reference Gas Clothes Dryer,2009,347753.0,628
39,east north central,multi-family,,Reference Gas Clothes Dryer,2009,483207.0,629
39,west north central,multi-family,,Reference Gas Clothes Dryer,2009,27135.0,630
39,south atlantic,multi-family,,Reference Gas Clothes Dryer,2009,49929.0,631
39,east south central,multi-family,,Reference Gas Clothes Dryer,2009,9206.0,632
39,west south central,multi-family,,Reference Gas Clothes Dryer,2009,7266.0,633
39,mountain,multi-family,,Reference Gas Clothes Dryer,2009,105478.0,634
39,pacific,multi-family,,Reference Gas Clothes Dryer,2009,353654.0,635
39,new england,mobile home,,Reference Gas Clothes Dryer,2009,0.0,636
39,middle atlantic,mobile home,,Reference Gas Clothes Dryer,2009,7659.0,637
39,east north central,mobile home,,Reference Gas Clothes Dryer,2009,100449.0,638
39,west north central,mobile home,,Reference Gas Clothes Dryer,2009,0.0,639
39,south atlantic,mobile home,,Reference Gas Clothes Dryer,2009,13872.0,640
39,east south central,mobile home,,Reference Gas Clothes Dryer,2009,18409.0,641
39,west south central,mobile home,,Reference Gas Clothes Dryer,2009,0.0,642
39,mountain,mobile home,,Reference Gas Clothes Dryer,2009,63306.0,643
39,pacific,mobile home,,Reference Gas Clothes Dryer,2009,105118.0,644
34,new england,single-family,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,645
34,middle atlantic,single-family,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,646
34,east north central,single-family,,Reference Natural Gas Heat Pump  - Heating,2009,10845.0,647
34,west north central,single-family,,Reference Natural Gas Heat Pump  - Heating,2009,30994.0,648
34,south atlantic,single-family,,Reference Natural Gas Heat Pump  - Heating,2009,112498.0,649
34,east south central,single-family,,Reference Natural Gas Heat Pump  - Heating,2009,43852.0,650
34,west south central,single-family,,Reference Natural Gas Heat Pump  - Heating,2009,21446.0,651
34,mountain,single-family,,Reference Natural Gas Heat Pump  - Heating,2009,52831.0,652
34,pacific,single-family,,Reference Natural Gas Heat Pump  - Heating,2009,26174.0,653
34,new england,multi-family,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,654
34,middle atlantic,multi-family,,Reference Natural Gas Heat Pump  - Heating,2009,44245.0,655
34,east north central,multi-family,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,656
34,west north central,multi-family,,Reference Natural Gas Heat Pump  - Heating,2009,8657.0,657
34,south atlantic,multi-family,,Reference Natural Gas Heat Pump  - Heating,2009,41617.0,658
34,east south central,multi-family,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,659
34,west south central,multi-family,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,660
34,mountain,multi-family,,Reference Natural Gas Heat Pump  - Heating,2009,7959.0,661
34,pacific,multi-family,,Reference Natural Gas Heat Pump  - Heating,2009,8277.0,662
34,new england,mobile home,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,663
34,middle atlantic,mobile home,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,664
34,east north central,mobile home,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,665
34,west north central,mobile home,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,666
34,south atlantic,mobile home,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,667
34,east south central,mobile home,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,668
34,west south central,mobile home,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,669
34,mountain,mobile home,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,670
35,new england,single-family,central,Reference Air Source Heat Pump - Cooling,2009,2639.0,671
35,middle atlantic,single-family,central,Reference Air Source Heat Pump - Cooling,2009,205579.0,672
35,east north central,single-family,central,Reference Air Source Heat Pump - Cooling,2009,198302.0,673
35,west north central,single-family,central,Reference Air Source Heat Pump - Cooling,2009,130032.0,674
35,south atlantic,single-family,central,Reference Air Source Heat Pump - Cooling,2009,4140000.0,675
35,east south central,single-family,central,Reference Air Source Heat Pump - Cooling,2009,1050000.0,676
35,west south central,single-family,central,Reference Air Source Heat Pump - Cooling,2009,346201.0,677
35,mountain,single-family,central,Reference Air Source Heat Pump - Cooling,2009,544498.0,678
35,pacific,single-family,central,Reference Air Source Heat Pump - Cooling,2009,389067.0,679
35,new england,single-family,central,Reference Central Air Conditioner,2009,792691.0,680
35,middle atlantic,single-family,central,Reference Central Air Conditioner,2009,4830000.0,681
35,east north central,single-family,central,Reference Central Air Conditioner,2009,9140000.0,682
35,west north central,single-family,central,Reference Central Air Conditioner,2009,4860000.0,683
35,south atlantic,single-family,central,Reference Central Air Conditioner,2009,8870000.0,684
35,east south central,single-family,central,Reference Central Air Conditioner,2009,3470000.0,685
35,west south central,single-family,central,Reference Central Air Conditioner,2009,7030000.0,686
35,mountain,single-family,central,Reference Central Air Conditioner,2009,3200000.0,687
35,pacific,single-family,central,Reference Central Air Conditioner,2009,4560000.0,688
35,new england,single-family,central,Reference Geothermal Heat Pump - Cooling,2009,6603.0,689
35,middle atlantic,single-family,central,Reference Geothermal Heat Pump - Cooling,2009,99423.0,690
35,east north central,single-family,central,Reference Geothermal Heat Pump - Cooling,2009,112580.0,691
35,west north central,single-family,central,Reference Geothermal Heat Pump - Cooling,2009,127509.0,692
35,south atlantic,single-family,central,Reference Geothermal Heat Pump - Cooling,2009,92917.0,693
35,east south central,single-family,central,Reference Geothermal Heat Pump - Cooling,2009,108807.0,694
35,west south central,single-family,central,Reference Geothermal Heat Pump - Cooling,2009,75853.0,695
35,mountain,single-family,central,Reference Geothermal Heat Pump - Cooling,2009,48037.0,696
35,pacific,single-family,central,Reference Geothermal Heat Pump - Cooling,2009,27439.0,697
35,new england,single-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,698
35,middle atlantic,single-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,699
35,east north central,single-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,10845.0,700
35,west north central,single-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,30994.0,701
35,south atlantic,single-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,112498.0,702
35,east south central,single-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,43852.0,703
35,west south central,single-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,21446.0,704
35,mountain,single-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,52831.0,705
35,pacific,single-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,26174.0,706
35,new england,multi-family,central,Reference Air Source Heat Pump - Cooling,2009,4066.0,707
35,middle atlantic,multi-family,central,Reference Air Source Heat Pump - Cooling,2009,80453.0,708
35,east north central,multi-family,central,Reference Air Source Heat Pump - Cooling,2009,17881.0,709
35,west north central,multi-family,central,Reference Air Source Heat Pump - Cooling,2009,18511.0,710
35,south atlantic,multi-family,central,Reference Air Source Heat Pump - Cooling,2009,749966.0,711
35,east south central,multi-family,central,Reference Air Source Heat Pump - Cooling,2009,92223.0,712
35,west south central,multi-family,central,Reference Air Source Heat Pump - Cooling,2009,71729.0,713
35,mountain,multi-family,central,Reference Air Source Heat Pump - Cooling,2009,57183.0,714
35,pacific,multi-family,central,Reference Air Source Heat Pump - Cooling,2009,67779.0,715
35,new england,multi-family,central,Reference Central Air Conditioner,2009,234504.0,716
35,middle atlantic,multi-family,central,Reference Central Air Conditioner,2009,906252.0,717
35,east north central,multi-family,central,Reference Central Air Conditioner,2009,1830000.0,718
35,west north central,multi-family,central,Reference Central Air Conditioner,2009,707991.0,719
35,south atlantic,multi-family,central,Reference Central Air Conditioner,2009,3090000.0,720
35,east south central,multi-family,central,Reference Central Air Conditioner,2009,626822.0,721
35,west south central,multi-family,central,Reference Central Air Conditioner,2009,2500000.0,722
35,mountain,multi-family,central,Reference Central Air Conditioner,2009,873254.0,723
35,pacific,multi-family,central,Reference Central Air Conditioner,2009,1130000.0,724
35,new england,multi-family,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,725
35,middle atlantic,multi-family,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,726
35,east north central,multi-family,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,727
35,west north central,multi-family,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,728
35,south atlantic,multi-family,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,729
35,east south central,multi-family,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,730
35,west south central,multi-family,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,731
35,mountain,multi-family,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,732
35,pacific,multi-family,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,733
35,new england,multi-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,734
35,middle atlantic,multi-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,44245.0,735
35,east north central,multi-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,736
35,west north central,multi-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,8657.0,737
35,south atlantic,multi-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,41617.0,738
35,east south central,multi-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,739
35,west south central,multi-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,740
35,mountain,multi-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,7959.0,741
35,pacific,multi-family,central,Reference Natural Gas Heat Pump  - Cooling,2009,8277.0,742
35,new england,mobile home,central,Reference Air Source Heat Pump - Cooling,2009,0.0,743
35,middle atlantic,mobile home,central,Reference Air Source Heat Pump - Cooling,2009,0.0,744
35,east north central,mobile home,central,Reference Air Source Heat Pump - Cooling,2009,0.0,745
35,west north central,mobile home,central,Reference Air Source Heat Pump - Cooling,2009,9306.0,746
35,south atlantic,mobile home,central,Reference Air Source Heat Pump - Cooling,2009,626922.0,747
35,east south central,mobile home,central,Reference Air Source Heat Pump - Cooling,2009,73812.0,748
35,west south central,mobile home,central,Reference Air Source Heat Pump - Cooling,2009,40129.0,749
35,mountain,mobile home,central,Reference Air Source Heat Pump - Cooling,2009,106797.0,750
35,pacific,mobile home,central,Reference Air Source Heat Pump - Cooling,2009,77440.0,751
35,new england,mobile home,central,Reference Central Air Conditioner,2009,25230.0,752
35,middle atlantic,mobile home,central,Reference Central Air Conditioner,2009,288262.0,753
35,east north central,mobile home,central,Reference Central Air Conditioner,2009,250039.0,754
35,west north central,mobile home,central,Reference Central Air Conditioner,2009,305023.0,755
35,south atlantic,mobile home,central,Reference Central Air Conditioner,2009,946882.0,756
35,east south central,mobile home,central,Reference Central Air Conditioner,2009,369044.0,757
35,west south central,mobile home,central,Reference Central Air Conditioner,2009,495562.0,758
35,mountain,mobile home,central,Reference Central Air Conditioner,2009,165065.0,759
35,pacific,mobile home,central,Reference Central Air Conditioner,2009,220037.0,760
35,new england,mobile home,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,761
35,middle atlantic,mobile home,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,762
35,east north central,mobile home,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,763
35,west north central,mobile home,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,764
35,south atlantic,mobile home,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,765
35,east south central,mobile home,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,766
35,west south central,mobile home,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,767
35,mountain,mobile home,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,768
35,pacific,mobile home,central,Reference Geothermal Heat Pump - Cooling,2009,0.0,769
35,new england,mobile home,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,770
35,middle atlantic,mobile home,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,771
35,east north central,mobile home,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,772
35,west north central,mobile home,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,773
35,south atlantic,mobile home,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,774
35,east south central,mobile home,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,775
35,west south central,mobile home,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,776
35,mountain,mobile home,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,777
35,pacific,mobile home,central,Reference Natural Gas Heat Pump  - Cooling,2009,0.0,778
34,pacific,mobile home,,Reference Natural Gas Heat Pump  - Heating,2009,0.0,779
35,new england,single-family,room,Reference Room Air Conditioner,2009,4060000.0,780
35,middle atlantic,single-family,room,Reference Room Air Conditioner,2009,7860000.0,781
35,east north central,single-family,room,Reference Room Air Conditioner,2009,4530000.0,782
35,west north central,single-family,room,Reference Room Air Conditioner,2009,1190000.0,783
35,south atlantic,single-family,room,Reference Room Air Conditioner,2009,3800000.0,784
35,east south central,single-family,room,Reference Room Air Conditioner,2009,1440000.0,785
35,west south central,single-family,room,Reference Room Air Conditioner,2009,3920000.0,786
35,mountain,single-family,room,Reference Room Air Conditioner,2009,955549.0,787
35,pacific,single-family,room,Reference Room Air Conditioner,2009,2850000.0,788
35,new england,multi-family,room,Reference Room Air Conditioner,2009,1980000.0,789
35,middle atlantic,multi-family,room,Reference Room Air Conditioner,2009,6230000.0,790
35,east north central,multi-family,room,Reference Room Air Conditioner,2009,2260000.0,791
35,west north central,multi-family,room,Reference Room Air Conditioner,2009,748666.0,792
35,south atlantic,multi-family,room,Reference Room Air Conditioner,2009,1000000.0,793
35,east south central,multi-family,room,Reference Room Air Conditioner,2009,254277.0,794
35,west south central,multi-family,room,Reference Room Air Conditioner,2009,291388.0,795
35,mountain,multi-family,room,Reference Room Air Conditioner,2009,106461.0,796
35,pacific,multi-family,room,Reference Room Air Conditioner,2009,1690000.0,797
35,new england,mobile home,room,Reference Room Air Conditioner,2009,55834.0,798
35,middle atlantic,mobile home,room,Reference Room Air Conditioner,2009,153356.0,799
35,east north central,mobile home,room,Reference Room Air Conditioner,2009,259113.0,800
35,west north central,mobile home,room,Reference Room Air Conditioner,2009,227387.0,801
35,south atlantic,mobile home,room,Reference Room Air Conditioner,2009,1750000.0,802
35,east south central,mobile home,room,Reference Room Air Conditioner,2009,316827.0,803
35,west south central,mobile home,room,Reference Room Air Conditioner,2009,573802.0,804
35,mountain,mobile home,room,Reference Room Air Conditioner,2009,248321.0,805
35,pacific,mobile home,room,Reference Room Air Conditioner,2009,329610.0,806
41,new england,single-family,,Reference Top Mount Refrigerator,2009,44000000.0,807
41,middle atlantic,single-family,,Reference Top Mount Refrigerator,2009,126000000.0,808
41,east north central,single-family,,Reference Top Mount Refrigerator,2009,180000000.0,809
41,west north central,single-family,,Reference Top Mount Refrigerator,2009,86200000.0,810
41,south atlantic,single-family,,Reference Top Mount Refrigerator,2009,195000000.0,811
41,east south central,single-family,,Reference Top Mount Refrigerator,2009,68800000.0,812
41,west south central,single-family,,Reference Top Mount Refrigerator,2009,114000000.0,813
41,mountain,single-family,,Reference Top Mount Refrigerator,2009,83000000.0,814
41,pacific,single-family,,Reference Top Mount Refrigerator,2009,146000000.0,815
41,new england,multi-family,,Reference Top Mount Refrigerator,2009,21600000.0,816
41,middle atlantic,multi-family,,Reference Top Mount Refrigerator,2009,57100000.0,817
41,east north central,multi-family,,Reference Top Mount Refrigerator,2009,43400000.0,818
41,west north central,multi-family,,Reference Top Mount Refrigerator,2009,14700000.0,819
41,south atlantic,multi-family,,Reference Top Mount Refrigerator,2009,46700000.0,820
41,east south central,multi-family,,Reference Top Mount Refrigerator,2009,9620000.0,821
41,west south central,multi-family,,Reference Top Mount Refrigerator,2009,28800000.0,822
41,mountain,multi-family,,Reference Top Mount Refrigerator,2009,12700000.0,823
41,pacific,multi-family,,Reference Top Mount Refrigerator,2009,54700000.0,824
41,new england,mobile home,,Reference Top Mount Refrigerator,2009,886206.0,825
41,middle atlantic,mobile home,,Reference Top Mount Refrigerator,2009,4300000.0,826
41,east north central,mobile home,,Reference Top Mount Refrigerator,2009,6510000.0,827
41,west north central,mobile home,,Reference Top Mount Refrigerator,2009,5630000.0,828
41,south atlantic,mobile home,,Reference Top Mount Refrigerator,2009,26300000.0,829
41,east south central,mobile home,,Reference Top Mount Refrigerator,2009,6910000.0,830
41,west south central,mobile home,,Reference Top Mount Refrigerator,2009,9260000.0,831
41,mountain,mobile home,,Reference Top Mount Refrigerator,2009,7150000.0,832
41,pacific,mobile home,,Reference Top Mount Refrigerator,2009,7920000.0,833
41,new england,single-family,,Reference Bottom Mount Refrigerator,2009,16800000.0,834
41,middle atlantic,single-family,,Reference Bottom Mount Refrigerator,2009,48300000.0,835
41,east north central,single-family,,Reference Bottom Mount Refrigerator,2009,68800000.0,836
41,west north central,single-family,,Reference Bottom Mount Refrigerator,2009,33000000.0,837
41,south atlantic,single-family,,Reference Bottom Mount Refrigerator,2009,74700000.0,838
41,east south central,single-family,,Reference Bottom Mount Refrigerator,2009,26300000.0,839
41,west south central,single-family,,Reference Bottom Mount Refrigerator,2009,43700000.0,840
41,mountain,single-family,,Reference Bottom Mount Refrigerator,2009,31800000.0,841
41,pacific,single-family,,Reference Bottom Mount Refrigerator,2009,55900000.0,842
41,new england,multi-family,,Reference Bottom Mount Refrigerator,2009,8270000.0,843
41,middle atlantic,multi-family,,Reference Bottom Mount Refrigerator,2009,21800000.0,844
41,east north central,multi-family,,Reference Bottom Mount Refrigerator,2009,16600000.0,845
41,west north central,multi-family,,Reference Bottom Mount Refrigerator,2009,5620000.0,846
41,south atlantic,multi-family,,Reference Bottom Mount Refrigerator,2009,17900000.0,847
41,east south central,multi-family,,Reference Bottom Mount Refrigerator,2009,3680000.0,848
41,west south central,multi-family,,Reference Bottom Mount Refrigerator,2009,11000000.0,849
41,mountain,multi-family,,Reference Bottom Mount Refrigerator,2009,4860000.0,850
41,pacific,multi-family,,Reference Bottom Mount Refrigerator,2009,20900000.0,851
41,new england,mobile home,,Reference Bottom Mount Refrigerator,2009,339055.0,852
41,middle atlantic,mobile home,,Reference Bottom Mount Refrigerator,2009,1650000.0,853
41,east north central,mobile home,,Reference Bottom Mount Refrigerator,2009,2490000.0,854
41,west north central,mobile home,,Reference Bottom Mount Refrigerator,2009,2160000.0,855
41,south atlantic,mobile home,,Reference Bottom Mount Refrigerator,2009,10100000.0,856
41,east south central,mobile home,,Reference Bottom Mount Refrigerator,2009,2640000.0,857
41,west south central,mobile home,,Reference Bottom Mount Refrigerator,2009,3540000.0,858
41,mountain,mobile home,,Reference Bottom Mount Refrigerator,2009,2730000.0,859
41,pacific,mobile home,,Reference Bottom Mount Refrigerator,2009,3030000.0,860
41,new england,single-family,,Reference Side Mount Refrigerator,2009,34800000.0,861
41,middle atlantic,single-family,,Reference Side Mount Refrigerator,2009,99600000.0,862
41,east north central,single-family,,Reference Side Mount Refrigerator,2009,142000000.0,863
41,west north central,single-family,,Reference Side Mount Refrigerator,2009,68000000.0,864
41,south atlantic,single-family,,Reference Side Mount Refrigerator,2009,154000000.0,865
41,east south central,single-family,,Reference Side Mount Refrigerator,2009,54300000.0,866
41,west south central,single-family,,Reference Side Mount Refrigerator,2009,90200000.0,867
41,mountain,single-family,,Reference Side Mount Refrigerator,2009,65500000.0,868
41,pacific,single-family,,Reference Side Mount Refrigerator,2009,115000000.0,869
41,new england,multi-family,,Reference Side Mount Refrigerator,2009,17100000.0,870
