supply_node_id,gau,demand_sector,supply_technology,resource_bin,year,value,id,sensitivity
73,arkansas,,,,1995,63900.0,93,
73,arkansas,,,,1997,64900.0,94,
73,arkansas,,,,1999,64900.0,95,
73,arkansas,,,,2000,66912.0,96,
73,arkansas,,,,2001,61455.0,97,
73,arkansas,,,,2002,64800.0,98,
73,arkansas,,,,2003,69800.0,99,
73,arkansas,,,,2004,69800.0,100,
73,arkansas,,,,2005,76800.0,101,
73,arkansas,,,,2006,77200.0,102,
73,arkansas,,,,2007,77200.0,103,
73,arkansas,,,,2008,77500.0,104,
73,arkansas,,,,2009,77500.0,105,
73,arkansas,,,,2010,82500.0,106,
73,arkansas,,,,2011,82500.0,107,
73,arkansas,,,,2012,90500.0,108,
73,arkansas,,,,2013,90500.0,109,
73,arkansas,,,,2014,90500.0,110,
73,arkansas,,,,2015,90500.0,111,
73,california,,,,1982,2534665.0,112,
73,california,,,,1983,2512590.0,113,
73,california,,,,1984,2523590.0,114,
73,california,,,,1985,2377070.0,115,
73,california,,,,1986,2393700.0,116,
73,california,,,,1987,2430700.0,117,
73,california,,,,1988,2379200.0,118,
73,california,,,,1989,2235300.0,119,
73,california,,,,1990,2206150.0,120,
73,california,,,,1991,2185600.0,121,
73,california,,,,1992,2086425.0,122,
73,california,,,,1993,1933900.0,123,
73,california,,,,1994,1932345.0,124,
73,california,,,,1995,1910300.0,125,
73,california,,,,1997,1911305.0,126,
73,california,,,,1999,1928605.0,127,
73,california,,,,2000,1982000.0,128,
73,california,,,,2001,1999150.0,129,
73,california,,,,2002,2000020.0,130,
73,california,,,,2003,2011807.0,131,
73,california,,,,2004,2022288.0,132,
73,california,,,,2005,2026788.0,133,
73,california,,,,2006,2026588.0,134,
73,california,,,,2007,2037188.0,135,
73,california,,,,2008,2042188.0,136,
73,california,,,,2009,2060718.0,137,
73,california,,,,2010,2047218.0,138,
73,california,,,,2011,1959271.0,139,
73,california,,,,2012,1955971.0,140,
73,california,,,,2013,1954971.0,141,
73,california,,,,2014,1960671.0,142,
73,california,,,,2015,1986971.0,143,
73,colorado,,,,1982,84400.0,144,
73,colorado,,,,1983,71600.0,145,
73,colorado,,,,1984,71600.0,146,
73,colorado,,,,1985,82700.0,147,
73,colorado,,,,1986,67500.0,148,
73,colorado,,,,1987,69500.0,149,
73,colorado,,,,1988,76500.0,150,
73,colorado,,,,1989,87200.0,151,
73,colorado,,,,1990,91200.0,152,
73,colorado,,,,1991,91200.0,153,
73,colorado,,,,1992,86000.0,154,
73,colorado,,,,1993,95500.0,155,
73,colorado,,,,1994,85500.0,156,
73,colorado,,,,1995,85500.0,157,
73,colorado,,,,1997,85500.0,158,
73,colorado,,,,1999,85500.0,159,
73,colorado,,,,2000,84500.0,160,
73,colorado,,,,2001,84500.0,161,
73,colorado,,,,2002,89000.0,162,
73,colorado,,,,2003,87000.0,163,
73,colorado,,,,2004,87000.0,164,
73,colorado,,,,2005,87000.0,165,
73,colorado,,,,2006,94000.0,166,
73,colorado,,,,2007,94000.0,167,
73,colorado,,,,2008,94000.0,168,
73,colorado,,,,2009,102000.0,169,
73,colorado,,,,2010,102000.0,170,
73,colorado,,,,2011,103000.0,171,
73,colorado,,,,2012,103000.0,172,
73,colorado,,,,2013,103000.0,173,
73,colorado,,,,2014,103000.0,174,
73,colorado,,,,2015,103000.0,175,
73,delaware,,,,1982,140000.0,176,
73,delaware,,,,1983,140000.0,177,
73,delaware,,,,1984,140000.0,178,
73,delaware,,,,1985,140000.0,179,
73,delaware,,,,1986,140000.0,180,
73,delaware,,,,1987,140000.0,181,
73,delaware,,,,1988,140000.0,182,
73,delaware,,,,1989,140000.0,183,
73,delaware,,,,1990,140000.0,184,
73,delaware,,,,1991,140000.0,185,
73,delaware,,,,1992,140000.0,186,
73,delaware,,,,1993,140000.0,187,
73,delaware,,,,1994,140000.0,188,
73,delaware,,,,1995,140000.0,189,
73,delaware,,,,1997,140000.0,190,
73,delaware,,,,1999,157000.0,191,
73,delaware,,,,2000,157000.0,192,
73,delaware,,,,2001,162000.0,193,
73,delaware,,,,2002,175000.0,194,
73,delaware,,,,2003,175000.0,195,
73,delaware,,,,2004,175000.0,196,
73,delaware,,,,2005,175000.0,197,
73,delaware,,,,2006,181500.0,198,
73,delaware,,,,2007,182200.0,199,
73,delaware,,,,2008,182200.0,200,
73,delaware,,,,2009,182200.0,201,
73,delaware,,,,2010,0.0,202,
73,delaware,,,,2011,182200.0,203,
73,delaware,,,,2012,182200.0,204,
73,delaware,,,,2013,182200.0,205,
73,delaware,,,,2014,182200.0,206,
73,delaware,,,,2015,182200.0,207,
73,florida,,,,1982,15000.0,208,
73,florida,,,,1983,0.0,209,
73,florida,,,,1984,0.0,210,
73,florida,,,,1985,0.0,211,
73,florida,,,,1986,17000.0,212,
73,florida,,,,1987,17000.0,213,
73,florida,,,,1988,17000.0,214,
73,florida,,,,1989,0.0,215,
73,georgia,,,,1982,29000.0,216,
73,georgia,,,,1983,26700.0,217,
73,georgia,,,,1984,28500.0,218,
73,georgia,,,,1985,28500.0,219,
73,georgia,,,,1986,34000.0,220,
73,georgia,,,,1987,34000.0,221,
73,georgia,,,,1988,33655.0,222,
73,georgia,,,,1989,33079.0,223,
73,georgia,,,,1990,33079.0,224,
73,georgia,,,,1991,33540.0,225,
73,georgia,,,,1992,33540.0,226,
73,georgia,,,,1993,33540.0,227,
73,georgia,,,,1994,33540.0,228,
73,georgia,,,,1995,33540.0,229,
73,georgia,,,,1997,33540.0,230,
73,georgia,,,,1999,33400.0,231,
73,georgia,,,,2000,33400.0,232,
73,georgia,,,,2001,33400.0,233,
73,georgia,,,,2002,33400.0,234,
73,georgia,,,,2003,33400.0,235,
73,georgia,,,,2004,33400.0,236,
73,georgia,,,,2005,28000.0,237,
73,georgia,,,,2006,28000.0,238,
73,georgia,,,,2007,28000.0,239,
73,georgia,,,,2008,28000.0,240,
73,georgia,,,,2009,28000.0,241,
73,georgia,,,,2010,28000.0,242,
73,georgia,,,,2011,28000.0,243,
73,georgia,,,,2012,28000.0,244,
73,georgia,,,,2013,28000.0,245,
73,georgia,,,,2014,28000.0,246,
73,georgia,,,,2015,0.0,247,
73,hawaii,,,,1982,48000.0,248,
73,hawaii,,,,1983,48000.0,249,
73,hawaii,,,,1984,48000.0,250,
73,hawaii,,,,1985,48000.0,251,
73,hawaii,,,,1986,48000.0,252,
73,hawaii,,,,1987,114000.0,253,
73,hawaii,,,,1988,115900.0,254,
73,hawaii,,,,1989,126500.0,255,
73,hawaii,,,,1990,131500.0,256,
73,hawaii,,,,1991,146300.0,257,
73,hawaii,,,,1992,146300.0,258,
73,hawaii,,,,1993,146300.0,259,
73,hawaii,,,,1994,146300.0,260,
73,hawaii,,,,1995,147500.0,261,
73,hawaii,,,,1997,147500.0,262,
73,hawaii,,,,1999,147500.0,263,
73,hawaii,,,,2000,147500.0,264,
73,hawaii,,,,2001,147500.0,265,
73,hawaii,,,,2002,147500.0,266,
73,hawaii,,,,2003,147500.0,267,
73,hawaii,,,,2004,147500.0,268,
73,hawaii,,,,2005,147500.0,269,
73,hawaii,,,,2006,147500.0,270,
73,hawaii,,,,2007,147500.0,271,
73,hawaii,,,,2008,147500.0,272,
73,hawaii,,,,2009,147500.0,273,
73,hawaii,,,,2010,147500.0,274,
73,hawaii,,,,2011,147500.0,275,
73,hawaii,,,,2012,147500.0,276,
73,hawaii,,,,2013,147500.0,277,
73,hawaii,,,,2014,147500.0,278,
73,hawaii,,,,2015,147500.0,279,
73,illinois,,,,1982,1024300.0,280,
73,illinois,,,,1983,998500.0,281,
73,illinois,,,,1984,965500.0,282,
73,illinois,,,,1985,960500.0,283,
73,illinois,,,,1986,896000.0,284,
73,illinois,,,,1987,929700.0,285,
73,illinois,,,,1988,929700.0,286,
73,illinois,,,,1989,889200.0,287,
73,illinois,,,,1990,882600.0,288,
73,illinois,,,,1991,937600.0,289,
73,illinois,,,,1992,952600.0,290,
73,illinois,,,,1993,965600.0,291,
73,illinois,,,,1994,955900.0,292,
73,illinois,,,,1995,1001765.0,293,
73,illinois,,,,1997,947715.0,294,
73,illinois,,,,1999,1026815.0,295,
73,illinois,,,,2000,1029515.0,296,
73,illinois,,,,2001,1017885.0,297,
73,illinois,,,,2002,942370.0,298,
73,illinois,,,,2003,878300.0,299,
73,illinois,,,,2004,878100.0,300,
73,illinois,,,,2005,896000.0,301,
73,illinois,,,,2006,903500.0,302,
73,illinois,,,,2007,903600.0,303,
73,illinois,,,,2008,915600.0,304,
73,illinois,,,,2009,915600.0,305,
73,illinois,,,,2010,973600.0,306,
73,illinois,,,,2011,973600.0,307,
73,illinois,,,,2012,939600.0,308,
73,illinois,,,,2013,952100.0,309,
73,illinois,,,,2014,958645.0,310,
73,illinois,,,,2015,962540.0,311,
73,indiana,,,,1982,602300.0,312,
73,indiana,,,,1983,462200.0,313,
73,indiana,,,,1984,468300.0,314,
73,indiana,,,,1985,442300.0,315,
73,indiana,,,,1986,445119.0,316,
73,indiana,,,,1987,425900.0,317,
73,indiana,,,,1988,423900.0,318,
73,indiana,,,,1989,430400.0,319,
73,indiana,,,,1990,431150.0,320,
73,indiana,,,,1991,431150.0,321,
73,indiana,,,,1992,449900.0,322,
73,indiana,,,,1993,474900.0,323,
73,indiana,,,,1994,429900.0,324,
73,indiana,,,,1995,443100.0,325,
73,indiana,,,,1997,432000.0,326,
73,indiana,,,,1999,433000.0,327,
73,indiana,,,,2000,433000.0,328,
73,indiana,,,,2001,433000.0,329,
73,indiana,,,,2002,433000.0,330,
73,indiana,,,,2003,433000.0,331,
73,indiana,,,,2004,433000.0,332,
73,indiana,,,,2005,433000.0,333,
73,indiana,,,,2006,433000.0,334,
73,indiana,,,,2007,433000.0,335,
73,indiana,,,,2008,433000.0,336,
73,indiana,,,,2009,431500.0,337,
73,indiana,,,,2010,431500.0,338,
73,indiana,,,,2011,431500.0,339,
73,indiana,,,,2012,363500.0,340,
73,indiana,,,,2013,426100.0,341,
73,indiana,,,,2014,440600.0,342,
73,indiana,,,,2015,440600.0,343,
73,kansas,,,,1982,465459.0,344,
73,kansas,,,,1983,371209.0,345,
73,kansas,,,,1984,322027.0,346,
73,kansas,,,,1985,337450.0,347,
73,kansas,,,,1986,343969.0,348,
73,kansas,,,,1987,343000.0,349,
73,kansas,,,,1988,352800.0,350,
73,kansas,,,,1989,349300.0,351,
73,kansas,,,,1990,351700.0,352,
73,kansas,,,,1991,351700.0,353,
73,kansas,,,,1992,353700.0,354,
73,kansas,,,,1993,327300.0,355,
73,kansas,,,,1994,273300.0,356,
73,kansas,,,,1995,294800.0,357,
73,kansas,,,,1997,284350.0,358,
73,kansas,,,,1999,286250.0,359,
73,kansas,,,,2000,294400.0,360,
73,kansas,,,,2001,294400.0,361,
73,kansas,,,,2002,300200.0,362,
73,kansas,,,,2003,296200.0,363,
73,kansas,,,,2004,296200.0,364,
73,kansas,,,,2005,296200.0,365,
73,kansas,,,,2006,299200.0,366,
73,kansas,,,,2007,300700.0,367,
73,kansas,,,,2008,305900.0,368,
73,kansas,,,,2009,331200.0,369,
73,kansas,,,,2010,331200.0,370,
73,kansas,,,,2011,339200.0,371,
73,kansas,,,,2012,339200.0,372,
73,kansas,,,,2013,339700.0,373,
73,kansas,,,,2014,339000.0,374,
73,kansas,,,,2015,339000.0,375,
73,kentucky,,,,1982,247100.0,376,
73,kentucky,,,,1983,247700.0,377,
73,kentucky,,,,1984,247700.0,378,
73,kentucky,,,,1985,222500.0,379,
73,kentucky,,,,1986,219500.0,380,
73,kentucky,,,,1987,219500.0,381,
73,kentucky,,,,1988,219500.0,382,
73,kentucky,,,,1989,218900.0,383,
73,kentucky,,,,1990,218900.0,384,
73,kentucky,,,,1991,218900.0,385,
73,kentucky,,,,1992,218900.0,386,
73,kentucky,,,,1993,218900.0,387,
73,kentucky,,,,1994,218900.0,388,
73,kentucky,,,,1995,218900.0,389,
73,kentucky,,,,1997,224800.0,390,
73,kentucky,,,,1999,227500.0,391,
73,kentucky,,,,2000,227500.0,392,
73,kentucky,,,,2001,227500.0,393,
73,kentucky,,,,2002,227500.0,394,
73,kentucky,,,,2003,227500.0,395,
73,kentucky,,,,2004,227500.0,396,
73,kentucky,,,,2005,227500.0,397,
73,kentucky,,,,2006,227500.0,398,
73,kentucky,,,,2007,227500.0,399,
73,kentucky,,,,2008,231500.0,400,
73,kentucky,,,,2009,231500.0,401,
73,kentucky,,,,2010,217500.0,402,
73,kentucky,,,,2011,217500.0,403,
73,kentucky,,,,2012,238500.0,404,
73,kentucky,,,,2013,245500.0,405,
73,kentucky,,,,2014,247500.0,406,
73,kentucky,,,,2015,247500.0,407,
73,louisiana,,,,1982,2506871.0,408,
73,louisiana,,,,1983,2571156.0,409,
73,louisiana,,,,1984,2245556.0,410,
73,louisiana,,,,1985,2248956.0,411,
73,louisiana,,,,1986,2283462.0,412,
73,louisiana,,,,1987,2305707.0,413,
73,louisiana,,,,1988,2621207.0,414,
73,louisiana,,,,1989,2627147.0,415,
73,louisiana,,,,1990,2590847.0,416,
73,louisiana,,,,1991,2627207.0,417,
73,louisiana,,,,1992,2657100.0,418,
73,louisiana,,,,1993,2358900.0,419,
73,louisiana,,,,1994,2359750.0,420,
73,louisiana,,,,1995,2384150.0,421,
73,louisiana,,,,1997,2430300.0,422,
73,louisiana,,,,1999,2600300.0,423,
73,louisiana,,,,2000,2678580.0,424,
73,louisiana,,,,2001,2672200.0,425,
73,louisiana,,,,2002,2735920.0,426,
73,louisiana,,,,2003,2718920.0,427,
73,louisiana,,,,2004,2753320.0,428,
73,louisiana,,,,2005,2772723.0,429,
73,louisiana,,,,2006,2900883.0,430,
73,louisiana,,,,2007,2971183.0,431,
73,louisiana,,,,2008,2976383.0,432,
73,louisiana,,,,2009,2992123.0,433,
73,louisiana,,,,2010,3171923.0,434,
73,louisiana,,,,2011,3219520.0,435,
73,louisiana,,,,2012,3246020.0,436,
73,louisiana,,,,2013,3273020.0,437,
73,louisiana,,,,2014,3274520.0,438,
73,louisiana,,,,2015,3323120.0,439,
73,maryland,,,,1982,29200.0,440,
73,maryland,,,,1983,14200.0,441,
73,maryland,,,,1984,14200.0,442,
73,maryland,,,,1985,14200.0,443,
73,maryland,,,,1986,14200.0,444,
73,maryland,,,,1987,0.0,445,
73,michigan,,,,1982,128600.0,446,
73,michigan,,,,1983,114200.0,447,
73,michigan,,,,1984,117100.0,448,
73,michigan,,,,1985,116500.0,449,
73,michigan,,,,1986,116500.0,450,
73,michigan,,,,1987,119100.0,451,
73,michigan,,,,1988,113500.0,452,
73,michigan,,,,1989,113500.0,453,
73,michigan,,,,1990,117100.0,454,
73,michigan,,,,1991,118600.0,455,
73,michigan,,,,1992,118600.0,456,
73,michigan,,,,1993,118600.0,457,
73,michigan,,,,1994,115600.0,458,
73,michigan,,,,1995,115600.0,459,
73,michigan,,,,1997,121000.0,460,
73,michigan,,,,1999,126000.0,461,
73,michigan,,,,2000,74000.0,462,
73,michigan,,,,2001,74000.0,463,
73,michigan,,,,2002,74000.0,464,
73,michigan,,,,2003,74000.0,465,
73,michigan,,,,2004,74000.0,466,
73,michigan,,,,2005,74000.0,467,
73,michigan,,,,2006,100000.0,468,
73,michigan,,,,2007,100000.0,469,
73,michigan,,,,2008,102000.0,470,
73,michigan,,,,2009,102000.0,471,
73,michigan,,,,2010,106000.0,472,
73,michigan,,,,2011,106000.0,473,
73,michigan,,,,2012,106000.0,474,
73,michigan,,,,2013,120000.0,475,
73,michigan,,,,2014,123000.0,476,
73,michigan,,,,2015,130000.0,477,
73,minnesota,,,,1982,194443.0,478,
73,minnesota,,,,1983,200143.0,479,
73,minnesota,,,,1984,204143.0,480,
73,minnesota,,,,1985,204143.0,481,
73,minnesota,,,,1986,222143.0,482,
73,minnesota,,,,1987,222143.0,483,
73,minnesota,,,,1988,222143.0,484,
73,minnesota,,,,1989,247100.0,485,
73,minnesota,,,,1990,252100.0,486,
73,minnesota,,,,1991,267100.0,487,
73,minnesota,,,,1992,267100.0,488,
73,minnesota,,,,1993,267100.0,489,
73,minnesota,,,,1994,287100.0,490,
73,minnesota,,,,1995,297100.0,491,
73,minnesota,,,,1997,319000.0,492,
73,minnesota,,,,1999,330000.0,493,
73,minnesota,,,,2000,330000.0,494,
73,minnesota,,,,2001,335000.0,495,
73,minnesota,,,,2002,335000.0,496,
73,minnesota,,,,2003,335000.0,497,
73,minnesota,,,,2004,335000.0,498,
73,minnesota,,,,2005,335000.0,499,
73,minnesota,,,,2006,349300.0,500,
73,minnesota,,,,2007,349300.0,501,
73,minnesota,,,,2008,362150.0,502,
73,minnesota,,,,2009,354500.0,503,
73,minnesota,,,,2010,354500.0,504,
73,minnesota,,,,2011,336000.0,505,
73,minnesota,,,,2012,351200.0,506,
73,minnesota,,,,2013,348500.0,507,
73,minnesota,,,,2014,359500.0,508,
73,minnesota,,,,2015,360500.0,509,
73,mississippi,,,,1982,371300.0,510,
73,mississippi,,,,1983,354300.0,511,
73,mississippi,,,,1984,370300.0,512,
73,mississippi,,,,1985,368400.0,513,
73,mississippi,,,,1986,363400.0,514,
73,mississippi,,,,1987,362400.0,515,
73,mississippi,,,,1988,368400.0,516,
73,mississippi,,,,1989,368400.0,517,
73,mississippi,,,,1990,368400.0,518,
73,mississippi,,,,1991,368400.0,519,
73,mississippi,,,,1992,369400.0,520,
73,mississippi,,,,1993,371800.0,521,
73,mississippi,,,,1994,371800.0,522,
73,mississippi,,,,1995,342800.0,523,
73,mississippi,,,,1997,334800.0,524,
73,mississippi,,,,1999,335800.0,525,
73,mississippi,,,,2000,335800.0,526,
73,mississippi,,,,2001,334800.0,527,
73,mississippi,,,,2002,334800.0,528,
73,mississippi,,,,2003,364800.0,529,
73,mississippi,,,,2004,364800.0,530,
73,mississippi,,,,2005,364800.0,531,
73,mississippi,,,,2006,369800.0,532,
73,mississippi,,,,2007,364000.0,533,
73,mississippi,,,,2008,364000.0,534,
73,mississippi,,,,2009,364000.0,535,
73,mississippi,,,,2010,364000.0,536,
73,mississippi,,,,2011,364000.0,537,
73,mississippi,,,,2012,364000.0,538,
73,mississippi,,,,2013,364000.0,539,
73,mississippi,,,,2014,364000.0,540,
73,mississippi,,,,2015,364000.0,541,
73,missouri,,,,1982,104000.0,542,
73,missouri,,,,1983,0.0,543,
73,montana,,,,1982,154050.0,544,
73,montana,,,,1983,151550.0,545,
73,montana,,,,1984,148550.0,546,
73,montana,,,,1985,148550.0,547,
73,montana,,,,1986,143850.0,548,
73,montana,,,,1987,143850.0,549,
73,montana,,,,1988,143850.0,550,
73,montana,,,,1989,138450.0,551,
73,montana,,,,1990,139650.0,552,
73,montana,,,,1991,139650.0,553,
73,montana,,,,1992,139650.0,554,
73,montana,,,,1993,139650.0,555,
73,montana,,,,1994,139850.0,556,
73,montana,,,,1995,141950.0,557,
73,montana,,,,1997,146450.0,558,
73,montana,,,,1999,151950.0,559,
73,montana,,,,2000,162090.0,560,
73,montana,,,,2001,166590.0,561,
73,montana,,,,2002,180000.0,562,
73,montana,,,,2003,180000.0,563,
73,montana,,,,2004,181200.0,564,
73,montana,,,,2005,181200.0,565,
73,montana,,,,2006,181200.0,566,
73,montana,,,,2007,182500.0,567,
73,montana,,,,2008,187100.0,568,
73,montana,,,,2009,187100.0,569,
73,montana,,,,2010,187600.0,570,
73,montana,,,,2011,187600.0,571,
73,montana,,,,2012,187600.0,572,
73,montana,,,,2013,188600.0,573,
73,montana,,,,2014,188600.0,574,
73,montana,,,,2015,188600.0,575,
73,nebraska,,,,1982,5600.0,576,
73,nebraska,,,,1983,0.0,577,
73,nevada,,,,1982,4180.0,578,
73,nevada,,,,1983,4500.0,579,
73,nevada,,,,1984,4500.0,580,
73,nevada,,,,1985,4500.0,581,
73,nevada,,,,1986,4500.0,582,
73,nevada,,,,1987,4500.0,583,
73,nevada,,,,1988,4500.0,584,
73,nevada,,,,1989,4500.0,585,
73,nevada,,,,1990,4500.0,586,
73,nevada,,,,1991,4500.0,587,
73,nevada,,,,1992,11500.0,588,
73,nevada,,,,1993,7000.0,589,
73,nevada,,,,1994,7000.0,590,
73,nevada,,,,1995,7000.0,591,
73,nevada,,,,1997,7000.0,592,
73,nevada,,,,1999,7000.0,593,
73,nevada,,,,2000,5000.0,594,
73,nevada,,,,2001,5000.0,595,
73,nevada,,,,2002,5000.0,596,
73,nevada,,,,2003,5000.0,597,
73,nevada,,,,2004,1925.0,598,
73,nevada,,,,2005,1707.0,599,
73,nevada,,,,2006,2000.0,600,
73,nevada,,,,2007,2000.0,601,
73,nevada,,,,2008,2000.0,602,
73,nevada,,,,2009,2000.0,603,
73,nevada,,,,2010,2000.0,604,
73,nevada,,,,2011,2000.0,605,
73,nevada,,,,2012,2000.0,606,
73,nevada,,,,2013,2000.0,607,
73,nevada,,,,2014,2000.0,608,
73,nevada,,,,2015,2000.0,609,
73,new jersey,,,,1982,735100.0,610,
73,new jersey,,,,1983,570100.0,611,
73,new jersey,,,,1984,502400.0,612,
73,new jersey,,,,1985,570400.0,613,
73,new jersey,,,,1986,414400.0,614,
73,new jersey,,,,1987,414400.0,615,
73,new jersey,,,,1988,434400.0,616,
73,new jersey,,,,1989,400000.0,617,
73,new jersey,,,,1990,458900.0,618,
73,new jersey,,,,1991,458900.0,619,
73,new jersey,,,,1992,498900.0,620,
73,new jersey,,,,1993,527500.0,621,
73,new jersey,,,,1994,550000.0,622,
73,new jersey,,,,1995,586000.0,623,
73,new jersey,,,,1997,645000.0,624,
73,new jersey,,,,1999,662000.0,625,
73,new jersey,,,,2000,668000.0,626,
73,new jersey,,,,2001,667000.0,627,
73,new jersey,,,,2002,669000.0,628,
73,new jersey,,,,2003,662287.0,629,
73,new jersey,,,,2004,694500.0,630,
73,new jersey,,,,2005,666000.0,631,
73,new jersey,,,,2006,655000.0,632,
73,new jersey,,,,2007,655000.0,633,
73,new jersey,,,,2008,655000.0,634,
73,new jersey,,,,2009,655000.0,635,
73,new jersey,,,,2010,510000.0,636,
73,new jersey,,,,2011,548000.0,637,
73,new jersey,,,,2012,548000.0,638,
73,new jersey,,,,2013,468000.0,639,
73,new jersey,,,,2014,468000.0,640,
73,new jersey,,,,2015,468000.0,641,
73,new mexico,,,,1982,117924.0,642,
73,new mexico,,,,1983,104150.0,643,
73,new mexico,,,,1984,109130.0,644,
73,new mexico,,,,1985,68200.0,645,
73,new mexico,,,,1986,72500.0,646,
73,new mexico,,,,1987,75600.0,647,
73,new mexico,,,,1988,75600.0,648,
73,new mexico,,,,1989,75600.0,649,
73,new mexico,,,,1990,77800.0,650,
73,new mexico,,,,1991,78800.0,651,
73,new mexico,,,,1992,97800.0,652,
73,new mexico,,,,1993,94600.0,653,
73,new mexico,,,,1994,94600.0,654,
73,new mexico,,,,1995,94600.0,655,
73,new mexico,,,,1997,94600.0,656,
73,new mexico,,,,1999,94600.0,657,
73,new mexico,,,,2000,95600.0,658,
73,new mexico,,,,2001,95600.0,659,
73,new mexico,,,,2002,95600.0,660,
73,new mexico,,,,2003,95600.0,661,
73,new mexico,,,,2004,95600.0,662,
73,new mexico,,,,2005,112600.0,663,
73,new mexico,,,,2006,112600.0,664,
73,new mexico,,,,2007,121600.0,665,
73,new mexico,,,,2008,121600.0,666,
73,new mexico,,,,2009,132600.0,667,
73,new mexico,,,,2010,142600.0,668,
73,new mexico,,,,2011,142900.0,669,
73,new mexico,,,,2012,142900.0,670,
73,new mexico,,,,2013,126600.0,671,
73,new mexico,,,,2014,130700.0,672,
73,new mexico,,,,2015,127500.0,673,
73,new york,,,,1982,97900.0,674,
73,new york,,,,1983,105850.0,675,
73,new york,,,,1984,105850.0,676,
73,new york,,,,1985,41850.0,677,
73,new york,,,,1986,41850.0,678,
73,new york,,,,1987,41850.0,679,
73,new york,,,,1988,41850.0,680,
73,new york,,,,1989,41850.0,681,
73,new york,,,,1990,41850.0,682,
73,new york,,,,1991,41850.0,683,
73,new york,,,,1992,41850.0,684,
73,new york,,,,1993,41850.0,685,
73,new york,,,,1994,0.0,686,
