service_link,gau,oth_1,oth_2,vintage,value,id
37,middle atlantic,single-family,,2014,0.83231,917
37,south atlantic,single-family,,2010,0.784191,918
37,south atlantic,single-family,,2011,0.78675,919
37,south atlantic,single-family,,2012,0.78675,920
37,south atlantic,single-family,,2013,0.78675,921
37,south atlantic,single-family,,2014,0.78675,922
37,south atlantic,single-family,,2017,0.81535,923
37,east south central,single-family,,2017,0.7995,924
37,east south central,single-family,,2010,0.832336,925
37,west south central,single-family,,2017,0.70965,926
37,west south central,single-family,,2010,0.711064,927
37,west south central,single-family,,2011,0.71489,928
37,west south central,single-family,,2012,0.71489,929
37,west south central,single-family,,2013,0.71489,930
37,west south central,single-family,,2014,0.71489,931
37,mountain,single-family,,2017,0.7732,932
37,mountain,single-family,,2010,0.77806,933
37,mountain,single-family,,2011,0.778633,934
37,mountain,single-family,,2012,0.778633,935
37,mountain,single-family,,2013,0.778633,936
37,mountain,single-family,,2014,0.778633,937
37,pacific,single-family,,2010,0.829682,938
37,pacific,single-family,,2011,0.833,939
37,pacific,single-family,,2012,0.833,940
37,pacific,single-family,,2013,0.833,941
37,east north central,single-family,,2017,0.8967,942
37,east north central,single-family,,2010,0.90639,943
37,east north central,single-family,,2011,0.913125,944
37,east north central,single-family,,2012,0.913125,945
37,east north central,single-family,,2013,0.913125,946
37,east north central,single-family,,2014,0.913125,947
37,west north central,single-family,,2017,0.8385,948
37,west north central,single-family,,2011,0.8526,949
37,west north central,single-family,,2012,0.8526,950
37,west north central,single-family,,2013,0.8526,951
37,west north central,single-family,,2014,0.8526,952
37,west north central,single-family,,2010,0.85542,953
37,east south central,single-family,,2011,0.83562,954
37,east south central,single-family,,2012,0.83562,955
37,east south central,single-family,,2013,0.83562,956
37,east south central,single-family,,2014,0.83562,957
37,pacific,single-family,,2014,0.833,958
37,pacific,single-family,,2017,0.8556,959
37,new england,single-family,,2011,0.955289,960
37,new england,single-family,,2012,0.955289,961
37,new england,single-family,,2013,0.955289,962
37,new england,single-family,,2014,0.955289,963
37,new england,single-family,,2010,0.95561,964
37,new england,single-family,,2017,0.9629,965
37,new england,mobile home,,2010,1.0437,966
37,south atlantic,mobile home,,2010,1.00924,967
37,south atlantic,mobile home,,2011,1.01326,968
37,south atlantic,mobile home,,2012,1.01326,969
37,south atlantic,mobile home,,2013,1.01326,970
37,south atlantic,mobile home,,2014,1.01326,971
37,south atlantic,mobile home,,2017,1.0437,972
37,east south central,mobile home,,2010,1.01736,973
37,east south central,mobile home,,2011,1.01874,974
37,east south central,mobile home,,2012,1.01874,975
37,east south central,mobile home,,2013,1.01874,976
37,east south central,mobile home,,2014,1.01874,977
37,west south central,mobile home,,2010,1.00552,978
37,west south central,mobile home,,2011,1.01219,979
37,west south central,mobile home,,2012,1.01219,980
37,west south central,mobile home,,2013,1.01219,981
37,west south central,mobile home,,2014,1.01219,982
37,mountain,mobile home,,2010,1.0437,983
37,new england,multi-family,,2010,1.13433,984
37,middle atlantic,mobile home,,2010,1.126,985
37,east north central,multi-family,,2010,1.05876,986
37,east north central,mobile home,,2010,1.0803,987
37,west north central,mobile home,,2010,1.058,988
37,west north central,multi-family,,2010,1.1483,989
37,south atlantic,multi-family,,2010,1.07889,990
37,east south central,mobile home,,2017,1.0754,991
37,east south central,multi-family,,2010,1.12474,992
37,west south central,mobile home,,2017,1.0906,993
37,west south central,multi-family,,2010,1.12088,994
37,pacific,mobile home,,2010,1.08824,995
37,pacific,mobile home,,2011,1.09054,996
37,pacific,mobile home,,2012,1.09054,997
37,pacific,mobile home,,2013,1.09054,998
37,pacific,mobile home,,2014,1.09054,999
37,pacific,mobile home,,2017,1.1437,1000
37,middle atlantic,mobile home,,2011,1.1524,1001
37,middle atlantic,mobile home,,2012,1.1524,1002
37,middle atlantic,mobile home,,2013,1.1524,1003
37,middle atlantic,mobile home,,2014,1.1524,1004
37,middle atlantic,mobile home,,2017,1.1524,1005
37,middle atlantic,multi-family,,2010,1.15972,1006
37,mountain,multi-family,,2010,1.26479,1007
37,pacific,multi-family,,2010,1.19615,1008
38,middle atlantic,single-family,,2011,0.8766,1009
38,middle atlantic,single-family,,2012,0.8766,1010
38,middle atlantic,single-family,,2010,0.882127,1011
38,east north central,single-family,,2011,0.943,1012
38,east north central,single-family,,2012,0.943,1013
38,east north central,single-family,,2010,0.953418,1014
38,west north central,single-family,,2011,0.8908,1015
38,west north central,single-family,,2012,0.8908,1016
38,west north central,single-family,,2010,0.899927,1017
38,east south central,single-family,,2010,0.944055,1018
38,west south central,single-family,,2010,0.876764,1019
38,mountain,single-family,,2010,0.916727,1020
38,mountain,single-family,,2011,0.9198,1021
38,mountain,single-family,,2012,0.9198,1022
38,pacific,single-family,,2010,0.947782,1023
38,pacific,single-family,,2011,0.9529,1024
38,pacific,single-family,,2012,0.9529,1025
38,new england,single-family,,2010,1.0176,1026
38,new england,single-family,,2011,1.0176,1027
38,new england,single-family,,2012,1.0176,1028
38,new england,mobile home,,2010,1.05331,1029
38,south atlantic,single-family,,2010,0.957645,1030
38,mountain,mobile home,,2011,1.0437,1031
38,mountain,mobile home,,2012,1.0437,1032
38,mountain,mobile home,,2010,1.05046,1033
38,new england,multi-family,,2010,1.14877,1034
38,middle atlantic,mobile home,,2010,1.14676,1035
38,east north central,mobile home,,2011,1.0837,1036
38,east north central,mobile home,,2012,1.0837,1037
38,east north central,mobile home,,2010,1.08948,1038
38,east north central,multi-family,,2010,1.09687,1039
38,west north central,mobile home,,2010,1.06015,1040
38,south atlantic,mobile home,,2010,1.06924,1041
38,south atlantic,multi-family,,2010,1.10713,1042
38,east south central,mobile home,,2010,1.07072,1043
38,east south central,mobile home,,2011,1.0834,1044
38,east south central,mobile home,,2012,1.0834,1045
38,east south central,multi-family,,2010,1.14742,1046
38,west south central,mobile home,,2010,1.08495,1047
38,pacific,mobile home,,2010,1.14752,1048
38,middle atlantic,mobile home,,2011,1.1524,1049
38,middle atlantic,mobile home,,2012,1.1524,1050
38,middle atlantic,multi-family,,2010,1.18489,1051
38,west north central,multi-family,,2010,1.17614,1052
38,west south central,multi-family,,2010,1.16085,1053
38,mountain,multi-family,,2010,1.27523,1054
38,pacific,mobile home,,2011,1.1562,1055
38,pacific,mobile home,,2012,1.1562,1056
38,pacific,multi-family,,2010,1.21642,1057
39,west north central,single-family,,2010,0.871855,1058
39,west north central,single-family,,2016,0.871855,1059
39,new england,single-family,,2010,1.03091,1060
39,new england,single-family,,2012,1.03091,1061
39,middle atlantic,single-family,,2010,0.955964,1062
39,middle atlantic,single-family,,2012,0.955964,1063
39,east north central,single-family,,2010,0.961264,1064
39,east north central,single-family,,2014,0.961264,1065
39,west south central,single-family,,2010,1.03884,1066
39,west south central,single-family,,2016,1.03884,1067
39,mountain,single-family,,2010,1.00922,1068
39,mountain,single-family,,2015,1.00922,1069
39,new england,mobile home,,2010,1.14366,1070
39,east north central,multi-family,,2010,1.1355,1071
39,west north central,mobile home,,2010,1.14543,1072
39,south atlantic,single-family,,2010,1.10063,1073
39,south atlantic,single-family,,2013,1.10063,1074
39,east south central,single-family,,2010,1.1336,1075
39,east south central,single-family,,2017,1.1336,1076
39,pacific,single-family,,2010,1.12294,1077
39,pacific,single-family,,2011,1.12294,1078
39,new england,multi-family,,2010,1.19334,1079
39,middle atlantic,multi-family,,2010,1.2256,1080
39,middle atlantic,mobile home,,2010,1.25188,1081
39,east north central,mobile home,,2010,1.23299,1082
39,west north central,multi-family,,2010,1.22216,1083
39,south atlantic,multi-family,,2010,1.16945,1084
39,south atlantic,mobile home,,2010,1.17188,1085
39,east south central,mobile home,,2010,1.18158,1086
39,east south central,multi-family,,2010,1.22434,1087
39,west south central,mobile home,,2010,1.15943,1088
39,west south central,multi-family,,2010,1.21327,1089
39,mountain,mobile home,,2010,1.21943,1090
39,mountain,multi-family,,2010,1.33765,1091
39,pacific,mobile home,,2010,1.26425,1092
39,pacific,multi-family,,2010,1.28533,1093
40,middle atlantic,single-family,,2017,0.8116,1094
40,middle atlantic,single-family,,2010,0.81504,1095
40,middle atlantic,single-family,,2011,0.81504,1096
40,middle atlantic,single-family,,2012,0.81504,1097
40,middle atlantic,single-family,,2013,0.81504,1098
40,middle atlantic,single-family,,2014,0.81504,1099
40,south atlantic,single-family,,2017,0.71955,1100
40,south atlantic,single-family,,2010,0.72911,1101
40,south atlantic,single-family,,2011,0.72911,1102
40,south atlantic,single-family,,2012,0.72911,1103
40,south atlantic,single-family,,2013,0.72911,1104
40,south atlantic,single-family,,2014,0.72911,1105
40,east south central,single-family,,2017,0.705,1106
40,east south central,single-family,,2010,0.75372,1107
40,east south central,single-family,,2011,0.75372,1108
40,east south central,single-family,,2012,0.75372,1109
40,east south central,single-family,,2013,0.75372,1110
40,east south central,single-family,,2014,0.75372,1111
40,west south central,single-family,,2017,0.65305,1112
40,west south central,single-family,,2010,0.65333,1113
40,west south central,single-family,,2011,0.65333,1114
40,west south central,single-family,,2012,0.65333,1115
40,west south central,single-family,,2013,0.65333,1116
40,west south central,single-family,,2014,0.65333,1117
40,mountain,single-family,,2017,0.7696,1118
40,mountain,single-family,,2010,0.779822,1119
40,mountain,single-family,,2011,0.779822,1120
40,mountain,single-family,,2012,0.779822,1121
40,mountain,single-family,,2013,0.779822,1122
40,mountain,single-family,,2014,0.779822,1123
40,pacific,single-family,,2017,0.7595,1124
40,pacific,single-family,,2010,0.76014,1125
40,pacific,single-family,,2011,0.76014,1126
40,pacific,single-family,,2012,0.76014,1127
40,pacific,single-family,,2013,0.76014,1128
40,pacific,single-family,,2014,0.76014,1129
40,new england,single-family,,2017,0.95,1130
40,east north central,single-family,,2017,0.8796,1131
40,east north central,single-family,,2010,0.8934,1132
40,east north central,single-family,,2011,0.8934,1133
40,east north central,single-family,,2012,0.8934,1134
40,east north central,single-family,,2013,0.8934,1135
40,east north central,single-family,,2014,0.8934,1136
40,west north central,single-family,,2017,0.8477,1137
40,west north central,single-family,,2010,0.861725,1138
40,west north central,single-family,,2011,0.861725,1139
40,west north central,single-family,,2012,0.861725,1140
40,west north central,single-family,,2013,0.861725,1141
40,west north central,single-family,,2014,0.861725,1142
40,new england,single-family,,2010,0.962,1143
40,new england,single-family,,2011,0.962,1144
40,new england,single-family,,2012,0.962,1145
40,new england,single-family,,2013,0.962,1146
40,new england,single-family,,2014,0.962,1147
40,east north central,multi-family,,2010,1.00585,1148
40,south atlantic,mobile home,,2010,0.974533,1149
40,south atlantic,mobile home,,2011,0.974533,1150
40,south atlantic,mobile home,,2012,0.974533,1151
40,south atlantic,mobile home,,2013,0.974533,1152
40,south atlantic,mobile home,,2014,0.974533,1153
40,south atlantic,mobile home,,2017,0.9812,1154
40,south atlantic,multi-family,,2010,1.03181,1155
40,east south central,mobile home,,2011,0.976786,1156
40,east south central,mobile home,,2012,0.976786,1157
40,east south central,mobile home,,2013,0.976786,1158
40,east south central,mobile home,,2014,0.976786,1159
40,east south central,mobile home,,2010,0.977589,1160
40,east south central,mobile home,,2017,0.9881,1161
40,east south central,multi-family,,2010,1.05338,1162
40,west south central,mobile home,,2010,0.9774,1163
40,west south central,mobile home,,2011,0.9774,1164
40,west south central,mobile home,,2012,0.9774,1165
40,west south central,mobile home,,2013,0.9774,1166
40,west south central,mobile home,,2014,0.9774,1167
40,west south central,mobile home,,2017,0.989,1168
40,west south central,multi-family,,2010,1.05669,1169
40,new england,multi-family,,2010,1.12346,1170
40,middle atlantic,mobile home,,2010,1.1306,1171
40,middle atlantic,mobile home,,2011,1.1306,1172
40,middle atlantic,mobile home,,2012,1.1306,1173
40,middle atlantic,mobile home,,2013,1.1306,1174
40,middle atlantic,mobile home,,2014,1.1306,1175
40,middle atlantic,mobile home,,2017,1.1306,1176
40,middle atlantic,multi-family,,2010,1.14016,1177
40,west north central,multi-family,,2010,1.14813,1178
40,pacific,mobile home,,2010,1.06737,1179
40,pacific,mobile home,,2011,1.06737,1180
40,pacific,mobile home,,2012,1.06737,1181
40,pacific,mobile home,,2013,1.06737,1182
40,pacific,mobile home,,2014,1.06737,1183
40,pacific,mobile home,,2017,1.0687,1184
40,pacific,multi-family,,2010,1.11725,1185
40,mountain,multi-family,,2010,1.20892,1186
30,east north central,single-family,,2011,0.4728,1187
30,east north central,single-family,,2012,0.4728,1188
30,east north central,single-family,,2013,0.4728,1189
30,east north central,single-family,,2014,0.4728,1190
30,east north central,single-family,,2017,0.4728,1191
30,west north central,single-family,,2011,0.4752,1192
30,west north central,single-family,,2012,0.4752,1193
30,west north central,single-family,,2013,0.4752,1194
30,west north central,single-family,,2014,0.4752,1195
30,west north central,single-family,,2017,0.4752,1196
30,mountain,single-family,,2011,0.4979,1197
30,mountain,single-family,,2012,0.4979,1198
30,mountain,single-family,,2013,0.4979,1199
30,mountain,single-family,,2014,0.4979,1200
30,mountain,single-family,,2017,0.4979,1201
30,east south central,single-family,,2011,0.5081,1202
30,east south central,single-family,,2012,0.5081,1203
30,east south central,single-family,,2013,0.5081,1204
30,east south central,single-family,,2014,0.5081,1205
30,east south central,single-family,,2017,0.5081,1206
30,new england,single-family,,2011,0.5092,1207
30,new england,single-family,,2012,0.5092,1208
30,new england,single-family,,2013,0.5092,1209
30,new england,single-family,,2014,0.5092,1210
30,new england,single-family,,2017,0.5092,1211
30,east north central,single-family,,2010,0.516464,1212
30,west north central,single-family,,2010,0.522009,1213
30,mountain,single-family,,2010,0.549691,1214
30,new england,single-family,,2010,0.559636,1215
30,middle atlantic,single-family,,2011,0.5807,1216
30,middle atlantic,single-family,,2012,0.5807,1217
30,middle atlantic,single-family,,2013,0.5807,1218
30,middle atlantic,single-family,,2014,0.5807,1219
30,middle atlantic,single-family,,2017,0.5807,1220
30,middle atlantic,single-family,,2010,0.620355,1221
30,south atlantic,single-family,,2010,0.659536,1222
30,south atlantic,multi-family,,2010,0.688727,1223
30,west north central,mobile home,,2010,0.7247,1224
30,east south central,single-family,,2010,0.725309,1225
30,west south central,single-family,,2010,0.745709,1226
30,new england,mobile home,,2010,0.7752,1227
30,east south central,mobile home,,2011,0.785,1228
30,east south central,mobile home,,2012,0.785,1229
30,east south central,mobile home,,2013,0.785,1230
30,east south central,mobile home,,2014,0.785,1231
30,east south central,mobile home,,2017,0.785,1232
30,east north central,mobile home,,2010,0.7941,1233
30,south atlantic,mobile home,,2010,0.806609,1234
30,pacific,multi-family,,2010,0.807245,1235
30,mountain,mobile home,,2010,0.8138,1236
30,east south central,mobile home,,2010,0.817855,1237
30,pacific,mobile home,,2010,0.826391,1238
30,pacific,mobile home,,2011,0.8276,1239
30,pacific,mobile home,,2012,0.8276,1240
30,pacific,mobile home,,2013,0.8276,1241
30,pacific,mobile home,,2014,0.8276,1242
30,pacific,mobile home,,2017,0.8276,1243
30,middle atlantic,mobile home,,2010,0.828025,1244
30,east north central,multi-family,,2010,0.836327,1245
30,middle atlantic,mobile home,,2011,0.843,1246
30,middle atlantic,mobile home,,2012,0.843,1247
30,middle atlantic,mobile home,,2013,0.843,1248
30,middle atlantic,mobile home,,2014,0.843,1249
30,middle atlantic,mobile home,,2017,0.843,1250
30,pacific,single-family,,2011,0.8482,1251
30,pacific,single-family,,2012,0.8482,1252
30,pacific,single-family,,2013,0.8482,1253
30,pacific,single-family,,2014,0.8482,1254
30,pacific,single-family,,2017,0.8482,1255
30,pacific,single-family,,2010,0.863273,1256
30,west south central,mobile home,,2010,0.864555,1257
30,new england,multi-family,,2010,0.941345,1258
30,mountain,multi-family,,2010,0.948327,1259
30,middle atlantic,multi-family,,2010,0.965373,1260
30,west north central,multi-family,,2010,0.973136,1261
30,east south central,multi-family,,2010,1.03751,1262
30,west south central,multi-family,,2010,1.20955,1263
31,south atlantic,single-family,,2010,0.427764,1264
31,west north central,single-family,,2017,0.4342,1265
31,south atlantic,single-family,,2011,0.43422,1266
31,south atlantic,single-family,,2012,0.43422,1267
31,south atlantic,single-family,,2013,0.43422,1268
31,south atlantic,single-family,,2014,0.43422,1269
31,east north central,single-family,,2017,0.4397,1270
31,east north central,single-family,,2010,0.45768,1271
31,mountain,single-family,,2010,0.45809,1272
31,mountain,single-family,,2011,0.458956,1273
31,mountain,single-family,,2012,0.458956,1274
31,mountain,single-family,,2013,0.458956,1275
31,mountain,single-family,,2014,0.458956,1276
31,west north central,single-family,,2010,0.45966,1277
31,east north central,single-family,,2011,0.4622,1278
31,east north central,single-family,,2012,0.4622,1279
31,east north central,single-family,,2013,0.4622,1280
31,east north central,single-family,,2014,0.4622,1281
31,west north central,single-family,,2011,0.463825,1282
31,west north central,single-family,,2012,0.463825,1283
31,west north central,single-family,,2013,0.463825,1284
31,west north central,single-family,,2014,0.463825,1285
31,new england,single-family,,2017,0.4639,1286
31,mountain,single-family,,2017,0.4651,1287
31,new england,single-family,,2010,0.46837,1288
31,new england,single-family,,2011,0.469644,1289
31,new england,single-family,,2012,0.469644,1290
31,new england,single-family,,2013,0.469644,1291
31,new england,single-family,,2014,0.469644,1292
31,west south central,single-family,,2010,0.483409,1293
31,west south central,single-family,,2011,0.48979,1294
31,west south central,single-family,,2012,0.48979,1295
31,west south central,single-family,,2013,0.48979,1296
31,west south central,single-family,,2014,0.48979,1297
31,east south central,single-family,,2017,0.5011,1298
31,west south central,single-family,,2017,0.5024,1299
31,south atlantic,single-family,,2017,0.51265,1300
31,middle atlantic,single-family,,2010,0.51289,1301
31,middle atlantic,single-family,,2011,0.51289,1302
31,middle atlantic,single-family,,2012,0.51289,1303
31,middle atlantic,single-family,,2013,0.51289,1304
31,middle atlantic,single-family,,2014,0.51289,1305
31,middle atlantic,single-family,,2017,0.52115,1306
31,east south central,single-family,,2010,0.555718,1307
31,south atlantic,multi-family,,2010,0.5605,1308
31,east south central,single-family,,2011,0.56283,1309
31,east south central,single-family,,2012,0.56283,1310
31,east south central,single-family,,2013,0.56283,1311
31,east south central,single-family,,2014,0.56283,1312
31,pacific,single-family,,2010,0.566491,1313
31,pacific,single-family,,2011,0.57496,1314
31,pacific,single-family,,2012,0.57496,1315
31,pacific,single-family,,2013,0.57496,1316
31,pacific,single-family,,2014,0.57496,1317
31,pacific,single-family,,2017,0.65395,1318
31,new england,mobile home,,2010,0.6841,1319
31,west north central,mobile home,,2010,0.6904,1320
31,mountain,mobile home,,2010,0.7586,1321
31,south atlantic,mobile home,,2017,0.7619,1322
31,middle atlantic,mobile home,,2010,0.764314,1323
31,east north central,mobile home,,2010,0.765,1324
31,east south central,mobile home,,2017,0.785,1325
31,west south central,mobile home,,2010,0.787091,1326
31,east north central,multi-family,,2010,0.787145,1327
31,west south central,mobile home,,2011,0.802478,1328
31,west south central,mobile home,,2012,0.802478,1329
31,west south central,mobile home,,2013,0.802478,1330
31,west south central,mobile home,,2014,0.802478,1331
31,east south central,mobile home,,2010,0.80878,1332
31,east south central,mobile home,,2011,0.816671,1333
31,east south central,mobile home,,2012,0.816671,1334
31,east south central,mobile home,,2013,0.816671,1335
31,east south central,mobile home,,2014,0.816671,1336
31,south atlantic,mobile home,,2010,0.81946,1337
31,pacific,mobile home,,2017,0.8276,1338
31,south atlantic,mobile home,,2011,0.8291,1339
31,south atlantic,mobile home,,2012,0.8291,1340
31,south atlantic,mobile home,,2013,0.8291,1341
31,south atlantic,mobile home,,2014,0.8291,1342
31,middle atlantic,mobile home,,2011,0.843,1343
31,middle atlantic,mobile home,,2012,0.843,1344
31,middle atlantic,mobile home,,2013,0.843,1345
31,middle atlantic,mobile home,,2014,0.843,1346
31,middle atlantic,mobile home,,2017,0.843,1347
31,new england,multi-family,,2010,0.8632,1348
31,west south central,multi-family,,2010,0.872618,1349
31,pacific,mobile home,,2010,0.88061,1350
31,west south central,mobile home,,2017,0.8925,1351
31,pacific,mobile home,,2011,0.892533,1352
31,pacific,mobile home,,2012,0.892533,1353
31,pacific,mobile home,,2013,0.892533,1354
31,pacific,mobile home,,2014,0.892533,1355
31,middle atlantic,multi-family,,2010,0.896282,1356
31,pacific,multi-family,,2010,0.902318,1357
31,west north central,multi-family,,2010,0.918745,1358
31,mountain,multi-family,,2010,0.922655,1359
31,east south central,multi-family,,2010,1.07719,1360
32,west north central,single-family,,2011,0.5097,1361
32,west north central,single-family,,2012,0.5097,1362
32,new england,single-family,,2011,0.5226,1363
32,new england,single-family,,2012,0.5226,1364
32,east north central,single-family,,2011,0.5314,1365
32,east north central,single-family,,2012,0.5314,1366
32,west north central,single-family,,2010,0.567736,1367
32,mountain,single-family,,2011,0.568,1368
32,mountain,single-family,,2012,0.568,1369
32,east north central,single-family,,2010,0.579045,1370
32,new england,single-family,,2010,0.585782,1371
32,mountain,single-family,,2010,0.595745,1372
32,south atlantic,multi-family,,2010,0.640145,1373
32,middle atlantic,single-family,,2011,0.6681,1374
32,middle atlantic,single-family,,2012,0.6681,1375
32,new england,mobile home,,2010,0.694064,1376
32,west north central,mobile home,,2010,0.694882,1377
32,middle atlantic,single-family,,2010,0.699809,1378
32,mountain,mobile home,,2011,0.7558,1379
32,mountain,mobile home,,2012,0.7558,1380
32,east north central,mobile home,,2011,0.7583,1381
32,east north central,mobile home,,2012,0.7583,1382
32,mountain,mobile home,,2010,0.766236,1383
32,south atlantic,single-family,,2010,0.772009,1384
32,east north central,mobile home,,2010,0.772555,1385
32,east south central,mobile home,,2011,0.7964,1386
32,east south central,mobile home,,2012,0.7964,1387
32,new england,multi-family,,2010,0.824891,1388
32,south atlantic,mobile home,,2010,0.829036,1389
32,east south central,mobile home,,2010,0.843227,1390
32,pacific,mobile home,,2011,0.8433,1391
32,pacific,mobile home,,2012,0.8433,1392
32,middle atlantic,mobile home,,2010,0.843582,1393
32,east north central,multi-family,,2010,0.843627,1394
32,pacific,mobile home,,2010,0.851464,1395
32,middle atlantic,mobile home,,2011,0.8564,1396
32,middle atlantic,mobile home,,2012,0.8564,1397
32,pacific,multi-family,,2010,0.859136,1398
32,east south central,single-family,,2010,0.869864,1399
32,west south central,mobile home,,2010,0.876127,1400
32,west south central,single-family,,2010,0.882791,1401
32,mountain,multi-family,,2010,0.954955,1402
32,pacific,single-family,,2011,0.9617,1403
32,pacific,single-family,,2012,0.9617,1404
32,pacific,single-family,,2010,0.975382,1405
32,middle atlantic,multi-family,,2010,0.979055,1406
32,west south central,multi-family,,2010,0.983773,1407
32,west north central,multi-family,,2010,0.9942,1408
32,east south central,multi-family,,2010,1.01047,1409
33,west north central,single-family,,2010,0.874436,1410
33,west north central,single-family,,2016,0.874436,1411
