demand_technology_id,gau,oth_1,oth_2,vintage,value,id,sensitivity
10,us,,,2010,37.5,1,
4,us,,,2010,38.0,2,
5,us,,,2009,65.0,3,
19,us,,,2009,65.0,4,
6,us,,,2013,135.0,5,
20,us,,,2013,135.0,6,
8,us,,,2013,50.0,7,
16,us,,,2013,50.0,9,
11,us,,,2010,225.0,10,
13,us,,,2013,45.0,11,
15,us,,,2013,45.0,12,
38,us,,,2009,25.0,13,
30,us,,,2013,18.0,14,
29,us,,,2013,14.0,15,
31,us,,,2013,167.0,16,
32,us,,,2013,167.0,17,
35,us,,,2013,6.0,18,
39,us,,,2013,6.0,19,
36,us,,,2013,16.0,20,
37,us,,,2013,16.0,21,
40,us,,,2013,85.0,22,
41,us,,,2013,85.0,23,
42,us,,,2013,76.0,24,
43,us,,,2013,76.0,25,
44,us,,,2013,38.0,26,
45,us,,,2013,37.5,27,
46,us,,,2013,38.0,28,
47,us,,,2013,37.5,29,
48,us,,,2013,0.473684,30,
49,us,,,2013,0.473684,31,
50,us,,,2013,1.04762,32,
51,us,,,2013,1.04762,33,
52,us,,,2013,0.923077,34,
53,us,,,2013,0.923077,35,
54,us,,,2013,0.294118,36,
55,us,,,2013,0.294118,37,
56,us,,,2013,0.176471,38,
57,us,,,2013,0.176471,39,
71,us,,,2009,80.0,40,
72,us,,,2009,80.0,41,
75,us,,,2009,0.07,42,
88,us,,,2003,1.13,43,
88,us,,,2013,1.03,44,
88,us,,,2020,1.03,45,
89,us,,,2013,2.66,46,
89,us,,,2020,2.66,47,
89,us,,,2030,2.66,48,
90,us,,,2003,1.05,49,
90,us,,,2012,1.02,50,
90,us,,,2013,1.02,51,
90,us,,,2020,1.01,52,
92,us,,,2003,0.79,53,
92,us,,,2012,0.78,54,
92,us,,,2013,0.75,55,
92,us,,,2020,0.73,56,
92,us,,,2030,0.72,57,
93,us,,,2013,0.61,58,
94,us,,,2003,0.17,59,
94,us,,,2012,0.17,60,
94,us,,,2013,0.17,61,
95,us,,,2013,0.15,62,
96,us,,,2003,0.735,63,
96,us,,,2012,0.735,64,
97,us,,,2013,0.735,65,
98,us,,,2003,2.46,66,
98,us,,,2013,2.46,67,
101,us,,,2013,0.01,68,
102,us,,,2012,1.565,69,
102,us,,,2013,1.565,70,
103,us,,,2013,1.565,71,
104,us,,,2003,0.26,72,
104,us,,,2012,0.26,73,
107,us,,,2003,3.75,74,
107,us,,,2012,3.75,75,
107,us,,,2013,3.75,76,
107,us,,,2020,3.75,77,
108,us,,,2013,3.75,78,
109,us,,,2003,2.67,79,
109,us,,,2012,2.67,80,
109,us,,,2013,2.67,81,
109,us,,,2020,2.67,82,
110,us,,,2013,2.67,83,
111,us,,,2003,2.92,84,
111,us,,,2012,2.92,85,
111,us,,,2013,2.92,86,
111,us,,,2020,2.92,87,
112,us,,,2013,2.92,88,
113,us,,,2003,2.0,89,
113,us,,,2012,2.0,90,
113,us,,,2013,2.0,91,
114,us,,,2020,2.0,92,
114,us,,,2013,2.0,93,
115,us,,,2003,2.67,94,
115,us,,,2012,2.67,95,
115,us,,,2013,2.67,96,
115,us,,,2020,2.67,97,
116,us,,,2013,2.67,98,
117,us,,,2003,0.95,99,
117,us,,,2010,0.95,100,
117,us,,,2014,0.95,101,
118,us,,,2010,0.95,102,
118,us,,,2030,0.95,103,
119,us,,,2003,2.11,104,
119,us,,,2013,2.11,105,
119,us,,,2020,2.11,106,
119,us,,,2030,2.11,107,
120,us,,,2013,2.11,108,
121,us,,,2003,2.0,109,
121,us,,,2013,2.0,110,
122,us,,,2003,3.54,111,
122,us,,,2012,3.25,112,
122,us,,,2020,3.25,113,
123,us,,,2003,2.0,114,
91,us,,,2003,0.735,115,
91,us,,,2012,0.735,116,
99,us,,,2013,0.735,117,
100,us,,,2003,2.46,118,
100,us,,,2013,2.46,119,
105,us,,,2012,1.565,120,
105,us,,,2013,1.565,121,
106,us,,,2013,1.565,122,
165,us,,,2003,14.6341,215,
165,us,,,2007,16.772,216,
165,us,,,2011,19.4297,217,
165,us,,,2012,19.4297,218,
165,us,,,2017,19.4297,219,
165,us,,,2020,19.4297,220,
166,us,,,2011,19.4297,221,
166,us,,,2020,19.4297,222,
176,us,,,2003,32.1628,223,
176,us,,,2007,31.3565,224,
176,us,,,2011,31.3565,225,
177,us,,,2011,31.3565,226,
178,us,,,2003,0.308192,227,
178,us,,,2007,0.308192,228,
178,us,,,2011,0.308192,229,
179,us,,,2011,0.308192,230,
180,us,,,2003,21.9021,231,
180,us,,,2007,21.9021,232,
180,us,,,2009,170.44,233,
180,us,,,2011,170.44,234,
180,us,,,2017,170.44,235,
180,us,,,2020,170.44,236,
181,us,,,2011,170.44,237,
181,us,,,2020,170.44,238,
182,us,,,2003,114.191,239,
182,us,,,2007,114.191,240,
182,us,,,2009,340.876,241,
182,us,,,2011,340.876,242,
182,us,,,2017,340.876,243,
182,us,,,2020,340.876,244,
183,us,,,2011,340.876,245,
183,us,,,2020,340.876,246,
184,us,,,2003,3.44324,247,
184,us,,,2007,3.82582,248,
184,us,,,2010,36.8725,249,
184,us,,,2012,36.8725,250,
184,us,,,2017,36.8725,251,
185,us,,,2011,36.8725,252,
186,us,,,2003,4.69532,253,
186,us,,,2007,4.69532,254,
186,us,,,2010,20.4847,255,
186,us,,,2012,20.4847,256,
186,us,,,2017,20.4847,257,
186,us,,,2020,20.4847,258,
187,us,,,2011,20.4847,259,
188,us,,,2003,80.5534,260,
188,us,,,2007,80.5534,261,
188,us,,,2011,50.9734,262,
189,us,,,2011,50.9734,263,
190,us,,,2003,8.60809,264,
190,us,,,2007,4.13188,265,
190,us,,,2011,17.5583,266,
191,us,,,2011,17.5583,267,
192,us,,,2003,14.7567,268,
192,us,,,2007,4.30405,269,
192,us,,,2011,4.30405,270,
192,us,,,2013,4.30405,271,
192,us,,,2020,4.30405,272,
193,us,,,2011,4.30405,273,
193,us,,,2020,4.30405,274,
194,us,,,2003,0.0687285,275,
194,us,,,2012,0.0687285,276,
194,us,,,2013,0.0687285,277,
195,us,,,2003,0.782727,278,
195,us,,,2007,0.782727,279,
195,us,,,2010,0.782727,280,
195,us,,,2020,0.652272,281,
195,us,,,2030,0.559091,282,
196,us,,,2003,2.28571,283,
197,us,,,2013,2.28571,284,
197,us,,,2020,2.28571,285,
198,us,,,2003,0.0641849,286,
198,us,,,2012,0.0625391,287,
198,us,,,2013,0.0522603,288,
199,us,,,2013,0.0479501,289,
200,us,,,2003,1.38528,290,
200,us,,,2013,1.36752,291,
200,us,,,2020,1.33333,292,
200,us,,,2030,1.28514,293,
201,us,,,2013,1.1985,294,
201,us,,,2020,1.17216,295,
201,us,,,2030,1.14695,296,
202,us,,,2003,0.71914,297,
202,us,,,2013,0.6875,298,
202,us,,,2020,0.6875,299,
203,us,,,2013,0.555556,300,
203,us,,,2020,0.555556,301,
204,us,,,2003,1.06334,302,
204,us,,,2013,0.886117,303,
205,us,,,2003,1.4652,304,
205,us,,,2012,1.4652,305,
205,us,,,2013,1.42857,306,
206,us,,,2013,1.34454,307,
221,us,,,2010,500.0,320,
226,us,,,2010,500.0,324,
227,us,,,2010,500.0,325,
228,us,,,2010,500.0,326,
229,us,,,2010,500.0,327,
230,us,,,2010,500.0,328,
231,us,,,2010,500.0,329,
232,us,,,2010,500.0,330,
236,us,,,2010,500.0,334,
237,us,,,2010,500.0,335,
238,us,,,2010,500.0,336,
239,us,,,2010,500.0,337,
240,us,,,2010,500.0,338,
241,us,,,2010,500.0,339,
131,us,,,2011,0.43,340,
130,us,,,2011,0.43,341,
129,us,,,2011,0.43,342,
128,us,,,2011,0.43,343,
127,us,,,2011,18.94,344,
127,us,,,2020,18.94,345,
127,us,,,2030,18.94,346,
127,us,,,2040,18.94,347,
126,us,,,2003,18.94,348,
126,us,,,2007,18.94,349,
126,us,,,2011,18.94,350,
126,us,,,2020,18.94,351,
126,us,,,2030,18.94,352,
126,us,,,2040,18.94,353,
125,us,,,2011,34.43,354,
125,us,,,2020,34.43,355,
125,us,,,2030,34.43,356,
125,us,,,2040,34.43,357,
124,us,,,2003,32.65,358,
124,us,,,2007,34.43,359,
124,us,,,2011,34.43,360,
124,us,,,2020,34.43,361,
124,us,,,2030,34.43,362,
124,us,,,2040,34.43,363,
26,us,,,2016,1.0,461,
27,us,,,2016,1.0,462,
207,us,,,2016,1.0,463,
208,us,,,2016,1.0,464,
209,us,,,2016,1.0,465,
210,us,,,2016,1.0,466,
250,us,,,2016,1.0,467,
213,us,,,2016,1.0,469,
214,us,,,2016,1.0,470,
215,us,,,2016,1.0,471,
216,us,,,2016,1.0,472,
217,us,,,2016,1.0,473,
218,us,,,2016,1.0,474,
221,us,,,2010,500.0,477,equal to reference tech
252,us,,,2016,5.0,479,equal to reference tech
252,us,,,2016,5.0,480,
251,us,,,2016,5.0,481,equal to reference tech
251,us,,,2016,5.0,482,
25,us,,,2016,1771.0,460,
212,us,,,2016,9201.0,468,
211,us,,,2016,1.0,483,high cost (equal to reference tech)
211,us,,,2016,0.5,484,low cost
211,us,,,2016,0.66,485,
222,us,,,2016,1.0,486,high cost (equal to reference tech)
222,us,,,2016,0.5,487,low cost
222,us,,,2016,0.8,488,
224,us,,,2016,1.0,489,high cost (equal to reference tech)
224,us,,,2016,0.75,490,low cost
224,us,,,2016,0.87,491,
225,us,,,2016,1.0,492,high cost (equal to reference tech)
225,us,,,2016,0.75,493,low cost
225,us,,,2016,0.94,494,
233,us,,,2016,1.0,495,high cost (equal to reference tech)
233,us,,,2016,0.5,496,low cost
233,us,,,2016,0.8,497,
234,us,,,2016,1.0,498,high cost (equal to reference tech)
234,us,,,2016,0.75,499,low cost
234,us,,,2016,0.83,500,
235,us,,,2016,1.0,501,high cost (equal to reference tech)
235,us,,,2016,0.75,502,low cost
235,us,,,2016,0.89,503,
414,us,,,2016,1.0,504,high cost (equal to reference tech)
414,us,,,2016,0.5,505,low cost
414,us,,,2016,0.8,506,
415,us,,,2016,1.0,507,high cost (equal to reference tech)
415,us,,,2016,0.5,508,low cost
415,us,,,2016,0.8,509,
416,us,,,2016,1.0,510,high cost (equal to reference tech)
416,us,,,2016,0.5,511,low cost
416,us,,,2016,0.8,512,
