supply_tech_id,gau,demand_sector,resource_bin,vintage,value,id,sensitivity
2,east south central,,2,2015,0.0,107,
2,east south central,,3,2015,0.0,108,
2,east south central,,4,2015,0.0,109,
2,east south central,,5,2015,0.0,110,
35,east south central,,1,2015,0.0,111,
35,east south central,,2,2015,0.0,112,
35,east south central,,3,2015,0.0,113,
35,east south central,,4,2015,0.0,114,
35,east south central,,5,2015,0.0,115,
38,east south central,,1,2015,0.0,116,
38,east south central,,2,2015,0.0,117,
38,east south central,,3,2015,0.0,118,
38,east south central,,4,2015,0.0,119,
38,east south central,,5,2015,0.0,120,
1,west south central,,1,2015,0.0,121,
1,west south central,,2,2015,0.0,122,
1,west south central,,3,2015,0.0,123,
1,west south central,,4,2015,0.0,124,
1,west south central,,5,2015,0.0,125,
2,west south central,,1,2015,0.0,126,
2,west south central,,2,2015,0.0,127,
2,west south central,,3,2015,0.0,128,
2,west south central,,4,2015,0.0,129,
2,west south central,,5,2015,0.0,130,
35,west south central,,1,2015,0.0,131,
35,west south central,,2,2015,0.0,132,
35,west south central,,3,2015,0.0,133,
35,west south central,,4,2015,0.0,134,
35,west south central,,5,2015,0.0,135,
38,west south central,,1,2015,0.0,136,
38,west south central,,2,2015,0.0,137,
38,west south central,,3,2015,0.0,138,
38,west south central,,4,2015,0.0,139,
38,west south central,,5,2015,0.0,140,
1,mountain,,1,2015,0.0,141,
1,mountain,,2,2015,0.0,142,
1,mountain,,3,2015,0.0,143,
1,mountain,,4,2015,0.0,144,
1,mountain,,5,2015,0.0,145,
2,mountain,,1,2015,0.0,146,
2,mountain,,2,2015,0.0,147,
2,mountain,,3,2015,0.0,148,
2,mountain,,4,2015,0.0,149,
2,mountain,,5,2015,0.0,150,
35,mountain,,1,2015,0.0,151,
35,mountain,,2,2015,0.0,152,
35,mountain,,3,2015,0.0,153,
35,mountain,,4,2015,0.0,154,
35,mountain,,5,2015,0.0,155,
38,mountain,,1,2015,0.0,156,
38,mountain,,2,2015,0.0,157,
38,mountain,,3,2015,0.0,158,
38,mountain,,4,2015,0.0,159,
38,mountain,,5,2015,0.0,160,
1,pacific,,1,2015,0.0,161,
1,pacific,,2,2015,0.0,162,
1,pacific,,3,2015,0.0,163,
1,pacific,,4,2015,0.0,164,
1,pacific,,5,2015,0.0,165,
2,pacific,,1,2015,0.0,166,
2,pacific,,2,2015,0.0,167,
2,pacific,,3,2015,0.0,168,
2,pacific,,4,2015,0.0,169,
2,pacific,,5,2015,0.0,170,
35,pacific,,1,2015,0.0,171,
35,pacific,,2,2015,0.0,172,
35,pacific,,3,2015,0.0,173,
35,pacific,,4,2015,0.0,174,
35,pacific,,5,2015,0.0,175,
38,pacific,,1,2015,0.0,176,
38,pacific,,2,2015,0.0,177,
38,pacific,,3,2015,0.0,178,
38,pacific,,4,2015,0.0,179,
38,pacific,,5,2015,0.0,180,
