parent,gau,demand_sector,resource_bin,year,value,id,sensitivity
distribution - capital ,mountain,,,2029,0.485,4408,
distribution - capital ,mountain,,,2030,0.481,4409,
distribution - capital ,mountain,,,2031,0.476,4410,
distribution - capital ,mountain,,,2032,0.463,4411,
distribution - capital ,mountain,,,2033,0.452,4412,
distribution - capital ,mountain,,,2034,0.44,4413,
distribution - capital ,mountain,,,2035,0.431,4414,
distribution - capital ,mountain,,,2036,0.418,4415,
distribution - capital ,mountain,,,2037,0.408,4416,
distribution - capital ,mountain,,,2038,0.394,4417,
distribution - capital ,mountain,,,2039,0.384,4418,
distribution - capital ,mountain,,,2040,0.372,4419,
distribution - capital ,mountain,,,2041,0.364,4420,
distribution - capital ,mountain,,,2042,0.369,4421,
distribution - capital ,mountain,,,2043,0.367,4422,
distribution - capital ,mountain,,,2044,0.37,4423,
distribution - capital ,mountain,,,2045,0.373,4424,
distribution - capital ,mountain,,,2046,0.379,4425,
distribution - capital ,mountain,,,2047,0.379,4426,
distribution - capital ,mountain,,,2048,0.383,4427,
distribution - capital ,mountain,,,2049,0.387,4428,
distribution - capital ,mountain,,,2050,0.391,4429,
distribution - capital ,pacific,,,2015,0.873,4430,
distribution - capital ,pacific,,,2016,0.897,4431,
distribution - capital ,pacific,,,2017,0.858,4432,
distribution - capital ,pacific,,,2018,0.849,4433,
distribution - capital ,pacific,,,2019,0.847,4434,
distribution - capital ,pacific,,,2020,0.864,4435,
distribution - capital ,pacific,,,2021,0.859,4436,
distribution - capital ,pacific,,,2022,0.859,4437,
distribution - capital ,pacific,,,2023,0.871,4438,
distribution - capital ,pacific,,,2024,0.862,4439,
distribution - capital ,pacific,,,2025,0.857,4440,
distribution - capital ,pacific,,,2026,0.862,4441,
distribution - capital ,pacific,,,2027,0.854,4442,
distribution - capital ,pacific,,,2028,0.877,4443,
distribution - capital ,pacific,,,2029,0.883,4444,
distribution - capital ,pacific,,,2030,0.821,4445,
distribution - capital ,pacific,,,2031,0.82,4446,
distribution - capital ,pacific,,,2032,0.802,4447,
distribution - capital ,pacific,,,2033,0.788,4448,
distribution - capital ,pacific,,,2034,0.776,4449,
distribution - capital ,pacific,,,2035,0.76,4450,
distribution - capital ,pacific,,,2036,0.737,4451,
distribution - capital ,pacific,,,2037,0.719,4452,
distribution - capital ,pacific,,,2038,0.714,4453,
distribution - capital ,pacific,,,2039,0.715,4454,
distribution - capital ,pacific,,,2040,0.711,4455,
distribution - capital ,pacific,,,2041,0.713,4456,
distribution - capital ,pacific,,,2042,0.716,4457,
distribution - capital ,pacific,,,2043,0.715,4458,
distribution - capital ,pacific,,,2044,0.715,4459,
distribution - capital ,pacific,,,2045,0.714,4460,
distribution - capital ,pacific,,,2046,0.718,4461,
distribution - capital ,pacific,,,2047,0.716,4462,
distribution - capital ,pacific,,,2048,0.714,4463,
distribution - capital ,pacific,,,2049,0.713,4464,
distribution - capital ,pacific,,,2050,0.711,4465,
distribution - capital,new england,,,2015,2.457,4466,
distribution - capital,new england,,,2016,2.457,4467,
distribution - capital,new england,,,2017,2.457,4468,
distribution - capital,new england,,,2018,2.457,4469,
distribution - capital,new england,,,2019,2.457,4470,
distribution - capital,new england,,,2020,2.457,4471,
distribution - capital,new england,,,2021,2.457,4472,
distribution - capital,new england,,,2022,2.457,4473,
distribution - capital,new england,,,2023,2.457,4474,
distribution - capital,new england,,,2024,2.457,4475,
distribution - capital,new england,,,2025,2.457,4476,
distribution - capital,new england,,,2026,2.457,4477,
distribution - capital,new england,,,2027,2.457,4478,
distribution - capital,new england,,,2028,2.457,4479,
distribution - capital,new england,,,2029,2.457,4480,
distribution - capital,new england,,,2030,2.457,4481,
distribution - capital,new england,,,2031,2.457,4482,
distribution - capital,new england,,,2032,2.457,4483,
distribution - capital,new england,,,2033,2.457,4484,
distribution - capital,new england,,,2034,2.457,4485,
distribution - capital,new england,,,2035,2.457,4486,
distribution - capital,new england,,,2036,2.457,4487,
distribution - capital,new england,,,2037,2.457,4488,
distribution - capital,new england,,,2038,2.457,4489,
distribution - capital,new england,,,2039,2.457,4490,
distribution - capital,new england,,,2040,2.457,4491,
distribution - capital,new england,,,2041,2.457,4492,
distribution - capital,new england,,,2042,2.457,4493,
distribution - capital,new england,,,2043,2.457,4494,
distribution - capital,new england,,,2044,2.457,4495,
distribution - capital,new england,,,2045,2.457,4496,
distribution - capital,new england,,,2046,2.457,4497,
distribution - capital,new england,,,2047,2.457,4498,
distribution - capital,new england,,,2048,2.457,4499,
distribution - capital,new england,,,2049,2.457,4500,
distribution - capital,new england,,,2050,2.457,4501,
distribution - capital,middle atlantic,,,2015,2.941,4502,
distribution - capital,middle atlantic,,,2016,2.941,4503,
distribution - capital,middle atlantic,,,2017,2.941,4504,
distribution - capital,middle atlantic,,,2018,2.941,4505,
distribution - capital,middle atlantic,,,2019,2.941,4506,
distribution - capital,middle atlantic,,,2020,2.941,4507,
distribution - capital,middle atlantic,,,2021,2.941,4508,
distribution - capital,middle atlantic,,,2022,2.941,4509,
distribution - capital,middle atlantic,,,2023,2.941,4510,
distribution - capital,middle atlantic,,,2024,2.941,4511,
distribution - capital,middle atlantic,,,2025,2.941,4512,
distribution - capital,middle atlantic,,,2026,2.941,4513,
distribution - capital,middle atlantic,,,2027,2.941,4514,
distribution - capital,middle atlantic,,,2028,2.941,4515,
distribution - capital,middle atlantic,,,2029,2.941,4516,
distribution - capital,middle atlantic,,,2030,2.941,4517,
distribution - capital,middle atlantic,,,2031,2.941,4518,
distribution - capital,middle atlantic,,,2032,2.941,4519,
distribution - capital,middle atlantic,,,2033,2.941,4520,
distribution - capital,middle atlantic,,,2034,2.941,4521,
distribution - capital,middle atlantic,,,2035,2.941,4522,
distribution - capital,middle atlantic,,,2036,2.941,4523,
distribution - capital,middle atlantic,,,2037,2.941,4524,
distribution - capital,middle atlantic,,,2038,2.941,4525,
distribution - capital,middle atlantic,,,2039,2.941,4526,
distribution - capital,middle atlantic,,,2040,2.941,4527,
distribution - capital,middle atlantic,,,2041,2.941,4528,
distribution - capital,middle atlantic,,,2042,2.941,4529,
distribution - capital,middle atlantic,,,2043,2.941,4530,
distribution - capital,middle atlantic,,,2044,2.941,4531,
distribution - capital,middle atlantic,,,2045,2.941,4532,
distribution - capital,middle atlantic,,,2046,2.941,4533,
distribution - capital,middle atlantic,,,2047,2.941,4534,
distribution - capital,middle atlantic,,,2048,2.941,4535,
distribution - capital,middle atlantic,,,2049,2.941,4536,
distribution - capital,middle atlantic,,,2050,2.941,4537,
distribution - capital,east north central,,,2015,1.759,4538,
distribution - capital,east north central,,,2016,1.759,4539,
distribution - capital,east north central,,,2017,1.759,4540,
distribution - capital,east north central,,,2018,1.759,4541,
distribution - capital,east north central,,,2019,1.759,4542,
distribution - capital,east north central,,,2020,1.759,4543,
distribution - capital,east north central,,,2021,1.759,4544,
distribution - capital,east north central,,,2022,1.759,4545,
distribution - capital,east north central,,,2023,1.759,4546,
distribution - capital,east north central,,,2024,1.759,4547,
distribution - capital,east north central,,,2025,1.759,4548,
distribution - capital,east north central,,,2026,1.759,4549,
distribution - capital,east north central,,,2027,1.759,4550,
distribution - capital,east north central,,,2028,1.759,4551,
distribution - capital,east north central,,,2029,1.759,4552,
distribution - capital,east north central,,,2030,1.759,4553,
distribution - capital,east north central,,,2031,1.759,4554,
distribution - capital,east north central,,,2032,1.759,4555,
distribution - capital,east north central,,,2033,1.759,4556,
distribution - capital,east north central,,,2034,1.759,4557,
distribution - capital,east north central,,,2035,1.759,4558,
distribution - capital,east north central,,,2036,1.759,4559,
distribution - capital,east north central,,,2037,1.759,4560,
distribution - capital,east north central,,,2038,1.759,4561,
distribution - capital,east north central,,,2039,1.759,4562,
distribution - capital,east north central,,,2040,1.759,4563,
distribution - capital,east north central,,,2041,1.759,4564,
distribution - capital,east north central,,,2042,1.759,4565,
distribution - capital,east north central,,,2043,1.759,4566,
distribution - capital,east north central,,,2044,1.759,4567,
distribution - capital,east north central,,,2045,1.759,4568,
distribution - capital,east north central,,,2046,1.759,4569,
distribution - capital,east north central,,,2047,1.759,4570,
distribution - capital,east north central,,,2048,1.759,4571,
distribution - capital,east north central,,,2049,1.759,4572,
distribution - capital,east north central,,,2050,1.759,4573,
distribution - capital,west north central,,,2015,1.526,4574,
distribution - capital,west north central,,,2016,1.526,4575,
distribution - capital,west north central,,,2017,1.526,4576,
distribution - capital,west north central,,,2018,1.526,4577,
distribution - capital,west north central,,,2019,1.526,4578,
distribution - capital,west north central,,,2020,1.526,4579,
distribution - capital,west north central,,,2021,1.526,4580,
distribution - capital,west north central,,,2022,1.526,4581,
distribution - capital,west north central,,,2023,1.526,4582,
distribution - capital,west north central,,,2024,1.526,4583,
distribution - capital,west north central,,,2025,1.526,4584,
distribution - capital,west north central,,,2026,1.526,4585,
distribution - capital,west north central,,,2027,1.526,4586,
distribution - capital,west north central,,,2028,1.526,4587,
distribution - capital,west north central,,,2029,1.526,4588,
distribution - capital,west north central,,,2030,1.526,4589,
distribution - capital,west north central,,,2031,1.526,4590,
distribution - capital,west north central,,,2032,1.526,4591,
distribution - capital,west north central,,,2033,1.526,4592,
distribution - capital,west north central,,,2034,1.526,4593,
distribution - capital,west north central,,,2035,1.526,4594,
distribution - capital,west north central,,,2036,1.526,4595,
distribution - capital,west north central,,,2037,1.526,4596,
distribution - capital,west north central,,,2038,1.526,4597,
distribution - capital,west north central,,,2039,1.526,4598,
distribution - capital,west north central,,,2040,1.526,4599,
distribution - capital,west north central,,,2041,1.526,4600,
distribution - capital,west north central,,,2042,1.526,4601,
distribution - capital,west north central,,,2043,1.526,4602,
distribution - capital,west north central,,,2044,1.526,4603,
distribution - capital,west north central,,,2045,1.526,4604,
distribution - capital,west north central,,,2046,1.526,4605,
distribution - capital,west north central,,,2047,1.526,4606,
distribution - capital,west north central,,,2048,1.526,4607,
distribution - capital,west north central,,,2049,1.526,4608,
distribution - capital,west north central,,,2050,1.526,4609,
distribution - capital,south atlantic,,,2015,2.754,4610,
distribution - capital,south atlantic,,,2016,2.754,4611,
distribution - capital,south atlantic,,,2017,2.754,4612,
distribution - capital,south atlantic,,,2018,2.754,4613,
distribution - capital,south atlantic,,,2019,2.754,4614,
distribution - capital,south atlantic,,,2020,2.754,4615,
distribution - capital,south atlantic,,,2021,2.754,4616,
distribution - capital,south atlantic,,,2022,2.754,4617,
distribution - capital,south atlantic,,,2023,2.754,4618,
distribution - capital,south atlantic,,,2024,2.754,4619,
distribution - capital,south atlantic,,,2025,2.754,4620,
distribution - capital,south atlantic,,,2026,2.754,4621,
distribution - capital,south atlantic,,,2027,2.754,4622,
distribution - capital,south atlantic,,,2028,2.754,4623,
distribution - capital,south atlantic,,,2029,2.754,4624,
distribution - capital,south atlantic,,,2030,2.754,4625,
distribution - capital,south atlantic,,,2031,2.754,4626,
distribution - capital,south atlantic,,,2032,2.754,4627,
distribution - capital,south atlantic,,,2033,2.754,4628,
distribution - capital,south atlantic,,,2034,2.754,4629,
