parent,gau,oth_1,demand_sector,year,value,id,resource_bin
AEO REFERENCE Coal Power Plants,RFCW,,,2019,53678.8,60448,
AEO REFERENCE Coal Power Plants,RFCW,,,2020,52167.8,60449,
AEO REFERENCE Coal Power Plants,RFCW,,,2021,49047.8,60450,
AEO REFERENCE Coal Power Plants,RFCW,,,2022,48867.8,60451,
AEO REFERENCE Coal Power Plants,RFCW,,,2023,48867.8,60452,
AEO REFERENCE Coal Power Plants,RFCW,,,2024,46993.3,60453,
AEO REFERENCE Coal Power Plants,RFCW,,,2025,44979.8,60454,
AEO REFERENCE Coal Power Plants,RFCW,,,2026,43526.2,60455,
AEO REFERENCE Coal Power Plants,RFCW,,,2027,42034.6,60456,
AEO REFERENCE Coal Power Plants,RFCW,,,2028,39778.3,60457,
AEO REFERENCE Coal Power Plants,RFCW,,,2029,39092.8,60458,
AEO REFERENCE Coal Power Plants,RFCW,,,2030,37348.8,60459,
AEO REFERENCE Coal Power Plants,RFCW,,,2031,34980.3,60460,
AEO REFERENCE Coal Power Plants,RFCW,,,2032,33931.8,60461,
AEO REFERENCE Coal Power Plants,RFCW,,,2033,33556.8,60462,
AEO REFERENCE Coal Power Plants,RFCW,,,2034,33181.8,60463,
AEO REFERENCE Coal Power Plants,RFCW,,,2035,32581.8,60464,
AEO REFERENCE Coal Power Plants,RFCW,,,2036,32109.8,60465,
AEO REFERENCE Coal Power Plants,RFCW,,,2037,31465.8,60466,
AEO REFERENCE Coal Power Plants,RFCW,,,2038,31465.8,60467,
AEO REFERENCE Coal Power Plants,RFCW,,,2039,31465.8,60468,
AEO REFERENCE Coal Power Plants,RFCW,,,2040,31465.8,60469,
AEO REFERENCE Coal Power Plants,RFCW,,,2041,31465.8,60470,
AEO REFERENCE Coal Power Plants,RFCW,,,2042,31465.8,60471,
AEO REFERENCE Coal Power Plants,RFCW,,,2043,30307.8,60472,
AEO REFERENCE Coal Power Plants,RFCW,,,2044,30307.8,60473,
AEO REFERENCE Coal Power Plants,RFCW,,,2045,30307.8,60474,
AEO REFERENCE Coal Power Plants,RFCW,,,2046,30307.8,60475,
AEO REFERENCE Coal Power Plants,RFCW,,,2047,30307.8,60476,
AEO REFERENCE Coal Power Plants,RFCW,,,2048,30299.8,60477,
AEO REFERENCE Coal Power Plants,RFCW,,,2049,30299.8,60478,
AEO REFERENCE Coal Power Plants,RFCW,,,2050,30299.8,60479,
AEO REFERENCE Coal Power Plants,SRMW,,,2015,14903.5,60480,
AEO REFERENCE Coal Power Plants,SRMW,,,2016,14088.0,60481,
AEO REFERENCE Coal Power Plants,SRMW,,,2017,14088.0,60482,
AEO REFERENCE Coal Power Plants,SRMW,,,2018,12291.0,60483,
AEO REFERENCE Coal Power Plants,SRMW,,,2019,11989.0,60484,
AEO REFERENCE Coal Power Plants,SRMW,,,2020,11673.0,60485,
AEO REFERENCE Coal Power Plants,SRMW,,,2021,11516.0,60486,
AEO REFERENCE Coal Power Plants,SRMW,,,2022,11516.0,60487,
AEO REFERENCE Coal Power Plants,SRMW,,,2023,11516.0,60488,
AEO REFERENCE Coal Power Plants,SRMW,,,2024,11516.0,60489,
AEO REFERENCE Coal Power Plants,SRMW,,,2025,11516.0,60490,
AEO REFERENCE Coal Power Plants,SRMW,,,2026,11516.0,60491,
AEO REFERENCE Coal Power Plants,SRMW,,,2027,11516.0,60492,
AEO REFERENCE Coal Power Plants,SRMW,,,2028,11516.0,60493,
AEO REFERENCE Coal Power Plants,SRMW,,,2029,11346.0,60494,
AEO REFERENCE Coal Power Plants,SRMW,,,2030,11280.0,60495,
AEO REFERENCE Coal Power Plants,SRMW,,,2031,11062.0,60496,
AEO REFERENCE Coal Power Plants,SRMW,,,2032,11062.0,60497,
AEO REFERENCE Coal Power Plants,SRMW,,,2033,10803.0,60498,
AEO REFERENCE Coal Power Plants,SRMW,,,2034,10803.0,60499,
AEO REFERENCE Coal Power Plants,SRMW,,,2035,10803.0,60500,
AEO REFERENCE Coal Power Plants,SRMW,,,2036,10803.0,60501,
AEO REFERENCE Coal Power Plants,SRMW,,,2037,10803.0,60502,
AEO REFERENCE Coal Power Plants,SRMW,,,2038,10803.0,60503,
AEO REFERENCE Coal Power Plants,SRMW,,,2039,10803.0,60504,
AEO REFERENCE Coal Power Plants,SRMW,,,2040,10803.0,60505,
AEO REFERENCE Coal Power Plants,SRMW,,,2041,10803.0,60506,
AEO REFERENCE Coal Power Plants,SRMW,,,2042,10803.0,60507,
AEO REFERENCE Coal Power Plants,SRMW,,,2043,10803.0,60508,
AEO REFERENCE Coal Power Plants,SRMW,,,2044,10803.0,60509,
AEO REFERENCE Coal Power Plants,SRMW,,,2045,10803.0,60510,
AEO REFERENCE Coal Power Plants,SRMW,,,2046,10803.0,60511,
AEO REFERENCE Coal Power Plants,SRMW,,,2047,10803.0,60512,
AEO REFERENCE Coal Power Plants,SRMW,,,2048,10803.0,60513,
AEO REFERENCE Coal Power Plants,SRMW,,,2049,10803.0,60514,
AEO REFERENCE Coal Power Plants,SRMW,,,2050,10803.0,60515,
AEO REFERENCE Coal Power Plants,SPNO,,,2015,8142.3,60516,
AEO REFERENCE Coal Power Plants,SPNO,,,2016,7876.0,60517,
AEO REFERENCE Coal Power Plants,SPNO,,,2017,7876.0,60518,
AEO REFERENCE Coal Power Plants,SPNO,,,2018,7870.2,60519,
AEO REFERENCE Coal Power Plants,SPNO,,,2019,7854.2,60520,
AEO REFERENCE Coal Power Plants,SPNO,,,2020,7757.3,60521,
AEO REFERENCE Coal Power Plants,SPNO,,,2021,7757.3,60522,
AEO REFERENCE Coal Power Plants,SPNO,,,2022,7417.3,60523,
AEO REFERENCE Coal Power Plants,SPNO,,,2023,7417.3,60524,
AEO REFERENCE Coal Power Plants,SPNO,,,2024,7417.3,60525,
AEO REFERENCE Coal Power Plants,SPNO,,,2025,7313.3,60526,
AEO REFERENCE Coal Power Plants,SPNO,,,2026,7084.3,60527,
AEO REFERENCE Coal Power Plants,SPNO,,,2027,7012.3,60528,
AEO REFERENCE Coal Power Plants,SPNO,,,2028,7012.3,60529,
AEO REFERENCE Coal Power Plants,SPNO,,,2029,7012.3,60530,
AEO REFERENCE Coal Power Plants,SPNO,,,2030,7012.3,60531,
AEO REFERENCE Coal Power Plants,SPNO,,,2031,7012.3,60532,
AEO REFERENCE Coal Power Plants,SPNO,,,2032,7012.3,60533,
AEO REFERENCE Coal Power Plants,SPNO,,,2033,7012.3,60534,
AEO REFERENCE Coal Power Plants,SPNO,,,2034,7012.3,60535,
AEO REFERENCE Coal Power Plants,SPNO,,,2035,7012.3,60536,
AEO REFERENCE Coal Power Plants,SPNO,,,2036,7012.3,60537,
AEO REFERENCE Coal Power Plants,SPNO,,,2037,7012.3,60538,
AEO REFERENCE Coal Power Plants,SPNO,,,2038,7012.3,60539,
AEO REFERENCE Coal Power Plants,SPNO,,,2039,7012.3,60540,
AEO REFERENCE Coal Power Plants,SPNO,,,2040,7012.3,60541,
AEO REFERENCE Coal Power Plants,SPNO,,,2041,7012.3,60542,
AEO REFERENCE Coal Power Plants,SPNO,,,2042,7012.3,60543,
AEO REFERENCE Coal Power Plants,SPNO,,,2043,7012.3,60544,
AEO REFERENCE Coal Power Plants,SPNO,,,2044,7012.3,60545,
AEO REFERENCE Coal Power Plants,SPNO,,,2045,7012.3,60546,
AEO REFERENCE Coal Power Plants,SPNO,,,2046,7012.3,60547,
AEO REFERENCE Coal Power Plants,SPNO,,,2047,7012.3,60548,
AEO REFERENCE Coal Power Plants,SPNO,,,2048,7012.3,60549,
AEO REFERENCE Coal Power Plants,SPNO,,,2049,7012.3,60550,
AEO REFERENCE Coal Power Plants,SPNO,,,2050,6814.3,60551,
AEO REFERENCE Coal Power Plants,RFCM,,,2015,10361.6,60552,
AEO REFERENCE Coal Power Plants,RFCM,,,2016,8990.6,60553,
AEO REFERENCE Coal Power Plants,RFCM,,,2017,8943.1,60554,
AEO REFERENCE Coal Power Plants,RFCM,,,2018,8943.1,60555,
AEO REFERENCE Coal Power Plants,RFCM,,,2019,8943.1,60556,
AEO REFERENCE Coal Power Plants,RFCM,,,2020,8308.1,60557,
AEO REFERENCE Coal Power Plants,RFCM,,,2021,7419.7,60558,
AEO REFERENCE Coal Power Plants,RFCM,,,2022,6586.0,60559,
AEO REFERENCE Coal Power Plants,RFCM,,,2023,6586.0,60560,
AEO REFERENCE Coal Power Plants,RFCM,,,2024,6586.0,60561,
AEO REFERENCE Coal Power Plants,RFCM,,,2025,6586.0,60562,
AEO REFERENCE Coal Power Plants,RFCM,,,2026,6586.0,60563,
AEO REFERENCE Coal Power Plants,RFCM,,,2027,6586.0,60564,
AEO REFERENCE Coal Power Plants,RFCM,,,2028,6586.0,60565,
AEO REFERENCE Coal Power Plants,RFCM,,,2029,6586.0,60566,
AEO REFERENCE Coal Power Plants,RFCM,,,2030,6586.0,60567,
AEO REFERENCE Coal Power Plants,RFCM,,,2031,6586.0,60568,
AEO REFERENCE Coal Power Plants,RFCM,,,2032,6586.0,60569,
AEO REFERENCE Coal Power Plants,RFCM,,,2033,6337.0,60570,
AEO REFERENCE Coal Power Plants,RFCM,,,2034,6026.0,60571,
AEO REFERENCE Coal Power Plants,RFCM,,,2035,6026.0,60572,
AEO REFERENCE Coal Power Plants,RFCM,,,2036,6026.0,60573,
AEO REFERENCE Coal Power Plants,RFCM,,,2037,6026.0,60574,
AEO REFERENCE Coal Power Plants,RFCM,,,2038,6026.0,60575,
AEO REFERENCE Coal Power Plants,RFCM,,,2039,6026.0,60576,
AEO REFERENCE Coal Power Plants,RFCM,,,2040,6026.0,60577,
AEO REFERENCE Coal Power Plants,RFCM,,,2041,5754.0,60578,
AEO REFERENCE Coal Power Plants,RFCM,,,2042,5754.0,60579,
AEO REFERENCE Coal Power Plants,RFCM,,,2043,5754.0,60580,
AEO REFERENCE Coal Power Plants,RFCM,,,2044,5754.0,60581,
AEO REFERENCE Coal Power Plants,RFCM,,,2045,5754.0,60582,
AEO REFERENCE Coal Power Plants,RFCM,,,2046,5754.0,60583,
AEO REFERENCE Coal Power Plants,RFCM,,,2047,5754.0,60584,
AEO REFERENCE Coal Power Plants,RFCM,,,2048,5754.0,60585,
AEO REFERENCE Coal Power Plants,RFCM,,,2049,5754.0,60586,
AEO REFERENCE Coal Power Plants,RFCM,,,2050,5754.0,60587,
AEO REFERENCE Coal Power Plants,NYUP,,,2015,1997.5,60588,
AEO REFERENCE Coal Power Plants,NYUP,,,2016,1617.5,60589,
AEO REFERENCE Coal Power Plants,NYUP,,,2017,1617.5,60590,
AEO REFERENCE Coal Power Plants,NYUP,,,2018,1162.8,60591,
AEO REFERENCE Coal Power Plants,NYUP,,,2019,1055.3,60592,
AEO REFERENCE Coal Power Plants,NYUP,,,2020,1055.3,60593,
AEO REFERENCE Coal Power Plants,NYUP,,,2021,1055.3,60594,
AEO REFERENCE Coal Power Plants,NYUP,,,2022,1055.3,60595,
AEO REFERENCE Coal Power Plants,NYUP,,,2023,1055.3,60596,
AEO REFERENCE Coal Power Plants,NYUP,,,2024,1055.3,60597,
AEO REFERENCE Coal Power Plants,NYUP,,,2025,1055.3,60598,
AEO REFERENCE Coal Power Plants,NYUP,,,2026,1055.3,60599,
AEO REFERENCE Coal Power Plants,NYUP,,,2027,1055.3,60600,
AEO REFERENCE Coal Power Plants,NYUP,,,2028,1055.3,60601,
AEO REFERENCE Coal Power Plants,NYUP,,,2029,1055.3,60602,
AEO REFERENCE Coal Power Plants,NYUP,,,2030,1055.3,60603,
AEO REFERENCE Coal Power Plants,NYUP,,,2031,1055.3,60604,
AEO REFERENCE Coal Power Plants,NYUP,,,2032,1055.3,60605,
AEO REFERENCE Coal Power Plants,NYUP,,,2033,1055.3,60606,
AEO REFERENCE Coal Power Plants,NYUP,,,2034,1055.3,60607,
AEO REFERENCE Coal Power Plants,NYUP,,,2035,1055.3,60608,
AEO REFERENCE Coal Power Plants,NYUP,,,2036,1055.3,60609,
AEO REFERENCE Coal Power Plants,NYUP,,,2037,1055.3,60610,
AEO REFERENCE Coal Power Plants,NYUP,,,2038,1055.3,60611,
AEO REFERENCE Coal Power Plants,NYUP,,,2039,1055.3,60612,
AEO REFERENCE Coal Power Plants,NYUP,,,2040,1055.3,60613,
AEO REFERENCE Coal Power Plants,NYUP,,,2041,1055.3,60614,
AEO REFERENCE Coal Power Plants,NYUP,,,2042,1055.3,60615,
AEO REFERENCE Coal Power Plants,NYUP,,,2043,1055.3,60616,
AEO REFERENCE Coal Power Plants,NYUP,,,2044,1055.3,60617,
AEO REFERENCE Coal Power Plants,NYUP,,,2045,1055.3,60618,
AEO REFERENCE Coal Power Plants,NYUP,,,2046,1055.3,60619,
AEO REFERENCE Coal Power Plants,NYUP,,,2047,1055.3,60620,
AEO REFERENCE Coal Power Plants,NYUP,,,2048,1055.3,60621,
AEO REFERENCE Coal Power Plants,NYUP,,,2049,1055.3,60622,
AEO REFERENCE Coal Power Plants,NYUP,,,2050,1055.3,60623,
AEO REFERENCE Coal Power Plants,ERCT,,,2015,19726.5,60624,
AEO REFERENCE Coal Power Plants,ERCT,,,2016,19726.5,60625,
AEO REFERENCE Coal Power Plants,ERCT,,,2017,19726.5,60626,
AEO REFERENCE Coal Power Plants,ERCT,,,2018,18037.5,60627,
AEO REFERENCE Coal Power Plants,ERCT,,,2019,15692.5,60628,
AEO REFERENCE Coal Power Plants,ERCT,,,2020,15692.5,60629,
AEO REFERENCE Coal Power Plants,ERCT,,,2021,15692.5,60630,
AEO REFERENCE Coal Power Plants,ERCT,,,2022,15692.5,60631,
AEO REFERENCE Coal Power Plants,ERCT,,,2023,15692.5,60632,
AEO REFERENCE Coal Power Plants,ERCT,,,2024,15692.5,60633,
AEO REFERENCE Coal Power Plants,ERCT,,,2025,15692.5,60634,
AEO REFERENCE Coal Power Plants,ERCT,,,2026,15102.5,60635,
AEO REFERENCE Coal Power Plants,ERCT,,,2027,14512.5,60636,
AEO REFERENCE Coal Power Plants,ERCT,,,2028,14512.5,60637,
AEO REFERENCE Coal Power Plants,ERCT,,,2029,13712.5,60638,
AEO REFERENCE Coal Power Plants,ERCT,,,2030,12907.5,60639,
AEO REFERENCE Coal Power Plants,ERCT,,,2031,12907.5,60640,
AEO REFERENCE Coal Power Plants,ERCT,,,2032,12907.5,60641,
AEO REFERENCE Coal Power Plants,ERCT,,,2033,12907.5,60642,
AEO REFERENCE Coal Power Plants,ERCT,,,2034,12907.5,60643,
AEO REFERENCE Coal Power Plants,ERCT,,,2035,12516.5,60644,
AEO REFERENCE Coal Power Plants,ERCT,,,2036,12516.5,60645,
AEO REFERENCE Coal Power Plants,ERCT,,,2037,12516.5,60646,
AEO REFERENCE Coal Power Plants,ERCT,,,2038,12516.5,60647,
AEO REFERENCE Coal Power Plants,ERCT,,,2039,12364.5,60648,
AEO REFERENCE Coal Power Plants,ERCT,,,2040,12364.5,60649,
AEO REFERENCE Coal Power Plants,ERCT,,,2041,11569.5,60650,
AEO REFERENCE Coal Power Plants,ERCT,,,2042,11569.5,60651,
AEO REFERENCE Coal Power Plants,ERCT,,,2043,10963.5,60652,
AEO REFERENCE Coal Power Plants,ERCT,,,2044,10963.5,60653,
AEO REFERENCE Coal Power Plants,ERCT,,,2045,10963.5,60654,
AEO REFERENCE Coal Power Plants,ERCT,,,2046,10963.5,60655,
AEO REFERENCE Coal Power Plants,ERCT,,,2047,10361.5,60656,
AEO REFERENCE Coal Power Plants,ERCT,,,2048,10361.5,60657,
AEO REFERENCE Coal Power Plants,ERCT,,,2049,9891.5,60658,
AEO REFERENCE Coal Power Plants,ERCT,,,2050,9891.5,60659,
AEO REFERENCE Coal Power Plants,NYLI,,,2015,0.0,60660,
AEO REFERENCE Coal Power Plants,NYLI,,,2016,0.0,60661,
AEO REFERENCE Coal Power Plants,NYLI,,,2017,0.0,60662,
AEO REFERENCE Coal Power Plants,NYLI,,,2018,0.0,60663,
AEO REFERENCE Coal Power Plants,NYLI,,,2019,0.0,60664,
AEO REFERENCE Coal Power Plants,NYLI,,,2020,0.0,60665,
AEO REFERENCE Coal Power Plants,NYLI,,,2021,0.0,60666,
AEO REFERENCE Coal Power Plants,NYLI,,,2022,0.0,60667,
AEO REFERENCE Coal Power Plants,NYLI,,,2023,0.0,60668,
AEO REFERENCE Coal Power Plants,NYLI,,,2024,0.0,60669,
AEO REFERENCE Coal Power Plants,NYLI,,,2025,0.0,60670,
AEO REFERENCE Coal Power Plants,NYLI,,,2026,0.0,60671,
AEO REFERENCE Coal Power Plants,NYLI,,,2027,0.0,60672,
AEO REFERENCE Coal Power Plants,NYLI,,,2028,0.0,60673,
AEO REFERENCE Coal Power Plants,NYLI,,,2029,0.0,60674,
AEO REFERENCE Coal Power Plants,NYLI,,,2030,0.0,60675,
AEO REFERENCE Coal Power Plants,NYLI,,,2031,0.0,60676,
AEO REFERENCE Coal Power Plants,NYLI,,,2032,0.0,60677,
AEO REFERENCE Coal Power Plants,NYLI,,,2033,0.0,60678,
AEO REFERENCE Coal Power Plants,NYLI,,,2034,0.0,60679,
AEO REFERENCE Coal Power Plants,NYLI,,,2035,0.0,60680,
AEO REFERENCE Coal Power Plants,NYLI,,,2036,0.0,60681,
AEO REFERENCE Coal Power Plants,NYLI,,,2037,0.0,60682,
AEO REFERENCE Coal Power Plants,NYLI,,,2038,0.0,60683,
AEO REFERENCE Coal Power Plants,NYLI,,,2039,0.0,60684,
AEO REFERENCE Coal Power Plants,NYLI,,,2040,0.0,60685,
AEO REFERENCE Coal Power Plants,NYLI,,,2041,0.0,60686,
AEO REFERENCE Coal Power Plants,NYLI,,,2042,0.0,60687,
AEO REFERENCE Coal Power Plants,NYLI,,,2043,0.0,60688,
AEO REFERENCE Coal Power Plants,NYLI,,,2044,0.0,60689,
AEO REFERENCE Coal Power Plants,NYLI,,,2045,0.0,60690,
AEO REFERENCE Coal Power Plants,NYLI,,,2046,0.0,60691,
AEO REFERENCE Coal Power Plants,NYLI,,,2047,0.0,60692,
AEO REFERENCE Coal Power Plants,NYLI,,,2048,0.0,60693,
AEO REFERENCE Coal Power Plants,NYLI,,,2049,0.0,60694,
AEO REFERENCE Coal Power Plants,NYLI,,,2050,0.0,60695,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2015,0.0,60696,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2016,9.0,60697,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2017,31.9,60698,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2018,110.0,60699,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2019,120.4,60700,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2020,145.7,60701,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2021,182.7,60702,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2022,224.0,60703,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2023,268.3,60704,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2024,308.7,60705,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2025,343.1,60706,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2026,379.7,60707,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2027,433.1,60708,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2028,490.7,60709,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2029,547.5,60710,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2030,600.9,60711,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2031,657.9,60712,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2032,725.6,60713,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2033,796.4,60714,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2034,866.8,60715,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2035,937.4,60716,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2036,1009.9,60717,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2037,1089.1,60718,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2038,1171.6,60719,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2039,1251.4,60720,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2040,1334.6,60721,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2041,1423.2,60722,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2042,1514.8,60723,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2043,1608.1,60724,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2044,1703.0,60725,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2045,1799.7,60726,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2046,1895.3,60727,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2047,1989.8,60728,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2048,2086.6,60729,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2049,2185.2,60730,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRSO,,,2050,2284.4,60731,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2015,0.0,60732,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2016,6.2,60733,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2017,15.6,60734,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2018,68.7,60735,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2019,75.3,60736,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2020,85.9,60737,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2021,100.0,60738,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2022,115.8,60739,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2023,132.7,60740,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2024,149.2,60741,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2025,164.8,60742,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2026,181.6,60743,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2027,203.1,60744,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2028,226.1,60745,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2029,249.3,60746,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2030,272.2,60747,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2031,296.0,60748,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2032,322.4,60749,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2033,349.6,60750,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2034,376.8,60751,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2035,404.1,60752,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2036,431.9,60753,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2037,461.4,60754,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2038,491.8,60755,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2039,521.5,60756,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2040,552.2,60757,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2041,584.0,60758,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2042,616.6,60759,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2043,649.5,60760,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2044,682.7,60761,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2045,716.4,60762,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2046,749.9,60763,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2047,783.3,60764,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2048,817.3,60765,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2049,851.9,60766,
AEO REFERENCE New Natural Gas Combined Heat and Power,SRTV,,,2050,886.9,60767,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2015,0.0,60768,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2016,4.6,60769,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2017,8.3,60770,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2018,15.1,60771,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2019,19.0,60772,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2020,23.5,60773,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2021,28.5,60774,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2022,34.3,60775,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2023,40.5,60776,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2024,46.9,60777,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2025,53.8,60778,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2026,61.1,60779,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2027,65.5,60780,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2028,70.2,60781,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2029,75.3,60782,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2030,80.8,60783,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2031,85.9,60784,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2032,91.2,60785,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2033,96.4,60786,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2034,101.8,60787,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2035,107.3,60788,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2036,112.9,60789,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2037,118.6,60790,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2038,124.5,60791,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2039,130.3,60792,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2040,136.3,60793,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2041,142.4,60794,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2042,148.6,60795,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2043,155.0,60796,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2044,161.7,60797,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2045,168.4,60798,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2046,175.2,60799,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2047,182.0,60800,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2048,188.9,60801,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2049,196.0,60802,
AEO REFERENCE New Natural Gas Combined Heat and Power,AZNM,,,2050,203.2,60803,
AEO REFERENCE New Natural Gas Combined Heat and Power,NWPP,,,2015,0.0,60804,
