parent,gau,oth_1,demand_sector,year,value,id,resource_bin
High Nuclear  Nuclear Power Plants,new england,,,2016,4653.481056,8651,
High Nuclear  Nuclear Power Plants,new england,,,2050,4650.0,8652,
High Nuclear  Nuclear Power Plants,middle atlantic,,,2016,16290.0,8653,
High Nuclear  Nuclear Power Plants,middle atlantic,,,2050,66500.0,8654,
High Nuclear  Nuclear Power Plants,east north central,,,2016,17830.0,8655,
High Nuclear  Nuclear Power Plants,east north central,,,2050,17800.0,8656,
High Nuclear  Nuclear Power Plants,west north central,,,2016,5770.968772,8657,
High Nuclear  Nuclear Power Plants,west north central,,,2050,5770.0,8658,
High Nuclear  Nuclear Power Plants,south atlantic,,,2016,30640.0,8659,
High Nuclear  Nuclear Power Plants,south atlantic,,,2050,123000.0,8660,
High Nuclear  Nuclear Power Plants,east south central,,,2016,11130.0,8661,
High Nuclear  Nuclear Power Plants,east south central,,,2050,44200.0,8662,
High Nuclear  Nuclear Power Plants,west south central,,,2016,10170.0,8663,
High Nuclear  Nuclear Power Plants,west south central,,,2050,41000.0,8664,
High Nuclear  Nuclear Power Plants,mountain,,,2016,4084.683321,8665,
High Nuclear  Nuclear Power Plants,mountain,,,2050,4080.0,8666,
High Nuclear  Nuclear Power Plants,pacific,,,2016,5215.921682,8667,
High Nuclear  Nuclear Power Plants,pacific,,,2050,5190.0,8668,
Mitigation Case Pumped Storage,SRSO,,,2016,1862.203,8669,
Mitigation Case Pumped Storage,SRSO,,,2030,3892.203,8670,
Mitigation Case Pumped Storage,SRTV,,,2016,1733.3,8671,
Mitigation Case Pumped Storage,SRTV,,,2030,1733.3,8672,
Mitigation Case Pumped Storage,AZNM,,,2016,216.3,8673,
Mitigation Case Pumped Storage,AZNM,,,2030,2366.3,8674,
Mitigation Case Pumped Storage,NWPP,,,2016,314.0,8675,
Mitigation Case Pumped Storage,NWPP,,,2030,7457.0,8676,
Mitigation Case Pumped Storage,RMPA,,,2016,562.5,8677,
Mitigation Case Pumped Storage,RMPA,,,2030,562.5,8678,
Mitigation Case Pumped Storage,CAMX,,,2016,3863.6,8679,
Mitigation Case Pumped Storage,CAMX,,,2030,11154.6,8680,
Mitigation Case Pumped Storage,SPSO,,,2016,446.0,8681,
Mitigation Case Pumped Storage,SPSO,,,2030,2146.0,8682,
Mitigation Case Pumped Storage,SRMV,,,2016,28.0,8683,
Mitigation Case Pumped Storage,SRMV,,,2030,28.0,8684,
Mitigation Case Pumped Storage,NEWE,,,2016,1753.4,8685,
Mitigation Case Pumped Storage,NEWE,,,2030,1753.4,8686,
Mitigation Case Pumped Storage,NYCW,,,2016,0.0,8687,
Mitigation Case Pumped Storage,NYCW,,,2030,0.0,8688,
Mitigation Case Pumped Storage,RFCE,,,2016,1921.0,8689,
Mitigation Case Pumped Storage,RFCE,,,2030,2171.0,8690,
Mitigation Case Pumped Storage,SRVC,,,2016,5719.0,8691,
Mitigation Case Pumped Storage,SRVC,,,2030,5719.0,8692,
Mitigation Case Pumped Storage,FRCC,,,2016,0.0,8693,
Mitigation Case Pumped Storage,FRCC,,,2030,0.0,8694,
Mitigation Case Pumped Storage,MROE,,,2016,0.0,8695,
Mitigation Case Pumped Storage,MROE,,,2030,0.0,8696,
Mitigation Case Pumped Storage,MROW,,,2016,0.0,8697,
Mitigation Case Pumped Storage,MROW,,,2030,800.0,8698,
Mitigation Case Pumped Storage,RFCW,,,2016,238.0,8699,
Mitigation Case Pumped Storage,RFCW,,,2030,1738.0,8700,
Mitigation Case Pumped Storage,SRMW,,,2016,440.0,8701,
Mitigation Case Pumped Storage,SRMW,,,2030,440.0,8702,
Mitigation Case Pumped Storage,SPNO,,,2016,0.0,8703,
Mitigation Case Pumped Storage,SPNO,,,2030,0.0,8704,
Mitigation Case Pumped Storage,RFCM,,,2016,1871.0,8705,
Mitigation Case Pumped Storage,RFCM,,,2030,1871.0,8706,
Mitigation Case Pumped Storage,NYUP,,,2016,1400.0,8707,
Mitigation Case Pumped Storage,NYUP,,,2030,1880.0,8708,
Mitigation Case Pumped Storage,ERCT,,,2016,0.0,8709,
Mitigation Case Pumped Storage,ERCT,,,2030,0.0,8710,
Mitigation Case Pumped Storage,NYLI,,,2016,0.0,8711,
Mitigation Case Pumped Storage,NYLI,,,2030,0.0,8712,
Mitigation CHP,new england,,,2016,4.396065,8713,
Mitigation CHP,middle atlantic,,,2016,3.809923,8714,
Mitigation CHP,east north central,,,2016,10.843627,8715,
Mitigation CHP,west north central,,,2016,6.154491,8716,
Mitigation CHP,south atlantic,,,2016,17.291189,8717,
Mitigation CHP,east south central,,,2016,8.499059,8718,
Mitigation CHP,west south central,,,2016,18.756544,8719,
Mitigation CHP,mountain,,,2016,2.051497,8720,
Mitigation CHP,pacific,,,2016,8.205988,8721,
AEO Reference Existing CHP,alabama,,,2015,0.0,8722,
AEO Reference Existing CHP,alaska,,,2015,143.9,8723,
AEO Reference Existing CHP,california,,,2015,281.9,8724,
AEO Reference Existing CHP,colorado,,,2015,14.8,8725,
AEO Reference Existing CHP,delaware,,,2015,0.0,8726,
AEO Reference Existing CHP,florida,,,2015,395.7,8727,
AEO Reference Existing CHP,georgia,,,2015,419.9,8728,
AEO Reference Existing CHP,idaho,,,2015,85.1,8729,
AEO Reference Existing CHP,illinois,,,2015,2482.4,8730,
AEO Reference Existing CHP,indiana,,,2015,141.0,8731,
AEO Reference Existing CHP,iowa,,,2015,2808.3,8732,
AEO Reference Existing CHP,maryland,,,2015,296.8,8733,
AEO Reference Existing CHP,massachusetts,,,2015,17.3,8734,
AEO Reference Existing CHP,michigan,,,2015,200.8,8735,
AEO Reference Existing CHP,minnesota,,,2015,681.1,8736,
AEO Reference Existing CHP,missouri,,,2015,379.8,8737,
AEO Reference Existing CHP,montana,,,2015,19.8,8738,
AEO Reference Existing CHP,nebraska,,,2015,340.8,8739,
AEO Reference Existing CHP,new york,,,2015,642.5,8740,
AEO Reference Existing CHP,north carolina,,,2015,401.6,8741,
AEO Reference Existing CHP,north dakota,,,2015,95.5,8742,
AEO Reference Existing CHP,ohio,,,2015,163.2,8743,
AEO Reference Existing CHP,oklahoma,,,2015,355.1,8744,
AEO Reference Existing CHP,pennsylvania,,,2015,704.8,8745,
AEO Reference Existing CHP,south carolina,,,2015,279.4,8746,
AEO Reference Existing CHP,tennessee,,,2015,922.9,8747,
AEO Reference Existing CHP,utah,,,2015,865.5,8748,
AEO Reference Existing CHP,virginia,,,2015,470.4,8749,
AEO Reference Existing CHP,washington,,,2015,0.0,8750,
AEO Reference Existing CHP,west virginia,,,2015,608.3,8751,
AEO Reference Existing CHP,wisconsin,,,2015,918.0,8752,
AEO Reference Existing CHP,wyoming,,,2015,358.6,8753,
AEO Reference Existing CHP,georgia,,,2015,541.4,8754,
AEO Reference Existing CHP,iowa,,,2015,206.8,8755,
AEO Reference Existing CHP,louisiana,,,2015,387.7,8756,
AEO Reference Existing CHP,michigan,,,2015,305.0,8757,
AEO Reference Existing CHP,new jersey,,,2015,74.9,8758,
AEO Reference Existing CHP,ohio,,,2015,38.8,8759,
AEO Reference Existing CHP,texas,,,2015,68.5,8760,
AEO Reference Existing CHP,alabama,,,2015,45.2,8761,
AEO Reference Existing CHP,arizona,,,2015,16.0,8762,
AEO Reference Existing CHP,california,,,2015,727.4,8763,
AEO Reference Existing CHP,colorado,,,2015,21.1,8764,
AEO Reference Existing CHP,connecticut,,,2015,30.9,8765,
AEO Reference Existing CHP,florida,,,2015,0.0,8766,
AEO Reference Existing CHP,illinois,,,2015,2.5,8767,
AEO Reference Existing CHP,iowa,,,2015,32.7,8768,
AEO Reference Existing CHP,louisiana,,,2015,1856.8,8769,
AEO Reference Existing CHP,maryland,,,2015,13.6,8770,
AEO Reference Existing CHP,michigan,,,2015,33.3,8771,
AEO Reference Existing CHP,minnesota,,,2015,4.9,8772,
AEO Reference Existing CHP,new jersey,,,2015,7.3,8773,
AEO Reference Existing CHP,new york,,,2015,45.0,8774,
AEO Reference Existing CHP,ohio,,,2015,31.7,8775,
AEO Reference Existing CHP,oregon,,,2015,10.0,8776,
AEO Reference Existing CHP,pennsylvania,,,2015,3.3,8777,
AEO Reference Existing CHP,texas,,,2015,2572.5,8778,
AEO Reference Existing CHP,utah,,,2015,0.0,8779,
AEO Reference Existing CHP,wisconsin,,,2015,34.7,8780,
AEO Reference Existing CHP,alabama,,,2015,394.3,8781,
AEO Reference Existing CHP,arkansas,,,2015,79.6,8782,
AEO Reference Existing CHP,california,,,2015,120.5,8783,
AEO Reference Existing CHP,connecticut,,,2015,122.1,8784,
AEO Reference Existing CHP,delaware,,,2015,537.1,8785,
AEO Reference Existing CHP,florida,,,2015,143.2,8786,
AEO Reference Existing CHP,idaho,,,2015,17.1,8787,
AEO Reference Existing CHP,illinois,,,2015,118.2,8788,
AEO Reference Existing CHP,indiana,,,2015,511.6,8789,
AEO Reference Existing CHP,kansas,,,2015,22.7,8790,
AEO Reference Existing CHP,louisiana,,,2015,1408.7,8791,
AEO Reference Existing CHP,maine,,,2015,473.4,8792,
AEO Reference Existing CHP,maryland,,,2015,69.6,8793,
AEO Reference Existing CHP,massachusetts,,,2015,315.9,8794,
AEO Reference Existing CHP,michigan,,,2015,697.0,8795,
AEO Reference Existing CHP,minnesota,,,2015,40.2,8796,
AEO Reference Existing CHP,missouri,,,2015,11.9,8797,
AEO Reference Existing CHP,new jersey,,,2015,154.4,8798,
AEO Reference Existing CHP,new mexico,,,2015,2.8,8799,
AEO Reference Existing CHP,new york,,,2015,194.9,8800,
AEO Reference Existing CHP,north dakota,,,2015,33.4,8801,
AEO Reference Existing CHP,ohio,,,2015,76.0,8802,
AEO Reference Existing CHP,oklahoma,,,2015,100.3,8803,
AEO Reference Existing CHP,pennsylvania,,,2015,179.8,8804,
AEO Reference Existing CHP,rhode island,,,2015,41.4,8805,
AEO Reference Existing CHP,south carolina,,,2015,9.9,8806,
AEO Reference Existing CHP,tennessee,,,2015,71.6,8807,
AEO Reference Existing CHP,texas,,,2015,1220.6,8808,
AEO Reference Existing CHP,virginia,,,2015,46.9,8809,
AEO Reference Existing CHP,washington,,,2015,4.0,8810,
AEO Reference Existing CHP,west virginia,,,2015,0.0,8811,
AEO Reference Existing CHP,wisconsin,,,2015,65.6,8812,
AEO Reference Existing CHP,wyoming,,,2015,13.1,8813,
AEO Reference Existing CHP,florida,,,2015,0.0,8814,
AEO Reference Existing CHP,maine,,,2015,34.6,8815,
AEO Reference Existing CHP,minnesota,,,2015,0.0,8816,
AEO Reference Existing CHP,new hampshire,,,2015,19.4,8817,
AEO Reference Existing CHP,new york,,,2015,113.5,8818,
AEO Reference Existing CHP,rhode island,,,2015,11.1,8819,
AEO Reference Existing CHP,illinois,,,2015,319.0,8820,
AEO Reference Existing CHP,indiana,,,2015,1965.0,8821,
AEO Reference Existing CHP,ohio,,,2015,278.1,8822,
AEO Reference Existing CHP,pennsylvania,,,2015,236.8,8823,
AEO Reference Existing CHP,texas,,,2015,130.9,8824,
AEO Reference Existing CHP,alabama,,,2015,3771.2,8825,
AEO Reference Existing CHP,arkansas,,,2015,1757.2,8826,
AEO Reference Existing CHP,california,,,2015,1704.3,8827,
AEO Reference Existing CHP,florida,,,2015,2062.8,8828,
AEO Reference Existing CHP,georgia,,,2015,3696.9,8829,
AEO Reference Existing CHP,hawaii,,,2015,274.0,8830,
AEO Reference Existing CHP,idaho,,,2015,306.7,8831,
AEO Reference Existing CHP,indiana,,,2015,40.4,8832,
AEO Reference Existing CHP,iowa,,,2015,36.9,8833,
AEO Reference Existing CHP,kansas,,,2015,35.7,8834,
AEO Reference Existing CHP,kentucky,,,2015,310.9,8835,
AEO Reference Existing CHP,louisiana,,,2015,2628.7,8836,
AEO Reference Existing CHP,maine,,,2015,2305.9,8837,
AEO Reference Existing CHP,maryland,,,2015,15.5,8838,
AEO Reference Existing CHP,massachusetts,,,2015,53.5,8839,
AEO Reference Existing CHP,michigan,,,2015,350.7,8840,
AEO Reference Existing CHP,minnesota,,,2015,951.7,8841,
AEO Reference Existing CHP,mississippi,,,2015,1623.5,8842,
AEO Reference Existing CHP,nebraska,,,2015,26.8,8843,
AEO Reference Existing CHP,new jersey,,,2015,5.4,8844,
AEO Reference Existing CHP,new york,,,2015,136.7,8845,
AEO Reference Existing CHP,north carolina,,,2015,1797.6,8846,
AEO Reference Existing CHP,north dakota,,,2015,58.3,8847,
AEO Reference Existing CHP,ohio,,,2015,294.9,8848,
AEO Reference Existing CHP,oklahoma,,,2015,343.6,8849,
AEO Reference Existing CHP,oregon,,,2015,1219.2,8850,
AEO Reference Existing CHP,pennsylvania,,,2015,625.4,8851,
AEO Reference Existing CHP,south carolina,,,2015,2017.6,8852,
AEO Reference Existing CHP,tennessee,,,2015,1194.9,8853,
AEO Reference Existing CHP,texas,,,2015,1166.3,8854,
AEO Reference Existing CHP,virginia,,,2015,2181.1,8855,
AEO Reference Existing CHP,washington,,,2015,1754.2,8856,
AEO Reference Existing CHP,wisconsin,,,2015,824.5,8857,
AEO Reference Existing CHP,delaware,,,2015,1.5,8858,
AEO Reference Existing CHP,indiana,,,2015,2.7,8859,
AEO Reference Existing CHP,new hampshire,,,2015,4.7,8860,
AEO Reference Existing CHP,pennsylvania,,,2015,6.1,8861,
AEO Reference Existing CHP,wisconsin,,,2015,11.6,8862,
AEO Reference Existing CHP,indiana,,,2015,35.1,8863,
AEO Reference Existing CHP,maryland,,,2015,7.7,8864,
AEO Reference Existing CHP,michigan,,,2015,446.1,8865,
AEO Reference Existing CHP,minnesota,,,2015,58.9,8866,
AEO Reference Existing CHP,new york,,,2015,74.3,8867,
AEO Reference Existing CHP,oklahoma,,,2015,109.4,8868,
AEO Reference Existing CHP,virginia,,,2015,326.2,8869,
AEO Reference Existing CHP,alabama,,,2015,28.5,8870,
AEO Reference Existing CHP,alaska,,,2015,28.4,8871,
AEO Reference Existing CHP,arkansas,,,2015,0.0,8872,
AEO Reference Existing CHP,california,,,2015,1626.4,8873,
AEO Reference Existing CHP,colorado,,,2015,7.1,8874,
AEO Reference Existing CHP,connecticut,,,2015,137.4,8875,
AEO Reference Existing CHP,delaware,,,2015,176.6,8876,
AEO Reference Existing CHP,district of columbia,,,2015,12.2,8877,
AEO Reference Existing CHP,florida,,,2015,206.6,8878,
AEO Reference Existing CHP,georgia,,,2015,119.4,8879,
AEO Reference Existing CHP,hawaii,,,2015,8.7,8880,
AEO Reference Existing CHP,idaho,,,2015,6.2,8881,
AEO Reference Existing CHP,illinois,,,2015,278.3,8882,
AEO Reference Existing CHP,indiana,,,2015,0.0,8883,
AEO Reference Existing CHP,iowa,,,2015,23.8,8884,
AEO Reference Existing CHP,kansas,,,2015,80.1,8885,
AEO Reference Existing CHP,kentucky,,,2015,31.2,8886,
AEO Reference Existing CHP,louisiana,,,2015,1736.0,8887,
AEO Reference Existing CHP,maine,,,2015,403.6,8888,
AEO Reference Existing CHP,maryland,,,2015,68.4,8889,
AEO Reference Existing CHP,massachusetts,,,2015,120.7,8890,
AEO Reference Existing CHP,michigan,,,2015,63.3,8891,
AEO Reference Existing CHP,minnesota,,,2015,9.9,8892,
AEO Reference Existing CHP,mississippi,,,2015,40.3,8893,
AEO Reference Existing CHP,missouri,,,2015,31.0,8894,
AEO Reference Existing CHP,nevada,,,2015,10.9,8895,
AEO Reference Existing CHP,new hampshire,,,2015,5.2,8896,
AEO Reference Existing CHP,new jersey,,,2015,116.7,8897,
AEO Reference Existing CHP,new mexico,,,2015,30.6,8898,
AEO Reference Existing CHP,new york,,,2015,96.2,8899,
AEO Reference Existing CHP,north carolina,,,2015,65.9,8900,
AEO Reference Existing CHP,ohio,,,2015,22.4,8901,
AEO Reference Existing CHP,oregon,,,2015,0.0,8902,
AEO Reference Existing CHP,pennsylvania,,,2015,273.9,8903,
AEO Reference Existing CHP,rhode island,,,2015,2.7,8904,
AEO Reference Existing CHP,south carolina,,,2015,4.5,8905,
AEO Reference Existing CHP,tennessee,,,2015,26.9,8906,
AEO Reference Existing CHP,texas,,,2015,2829.8,8907,
AEO Reference Existing CHP,utah,,,2015,90.7,8908,
AEO Reference Existing CHP,virginia,,,2015,73.6,8909,
AEO Reference Existing CHP,washington,,,2015,0.0,8910,
AEO Reference Existing CHP,wisconsin,,,2015,22.4,8911,
AEO Reference Existing CHP,wyoming,,,2015,124.3,8912,
AEO Reference Existing CHP,alaska,,,2015,74.4,8913,
AEO Reference Existing CHP,california,,,2015,32.2,8914,
AEO Reference Existing CHP,colorado,,,2015,7.6,8915,
AEO Reference Existing CHP,connecticut,,,2015,3.2,8916,
AEO Reference Existing CHP,florida,,,2015,0.0,8917,
AEO Reference Existing CHP,georgia,,,2015,0.0,8918,
AEO Reference Existing CHP,hawaii,,,2015,82.6,8919,
AEO Reference Existing CHP,illinois,,,2015,5.0,8920,
AEO Reference Existing CHP,indiana,,,2015,28.1,8921,
AEO Reference Existing CHP,iowa,,,2015,44.8,8922,
AEO Reference Existing CHP,maine,,,2015,5.7,8923,
AEO Reference Existing CHP,maryland,,,2015,28.1,8924,
AEO Reference Existing CHP,massachusetts,,,2015,258.7,8925,
AEO Reference Existing CHP,michigan,,,2015,29.7,8926,
AEO Reference Existing CHP,minnesota,,,2015,51.4,8927,
AEO Reference Existing CHP,missouri,,,2015,65.3,8928,
AEO Reference Existing CHP,new hampshire,,,2015,27.4,8929,
AEO Reference Existing CHP,new jersey,,,2015,18.9,8930,
AEO Reference Existing CHP,new york,,,2015,52.4,8931,
AEO Reference Existing CHP,north carolina,,,2015,55.5,8932,
AEO Reference Existing CHP,ohio,,,2015,6.0,8933,
AEO Reference Existing CHP,oklahoma,,,2015,5.7,8934,
AEO Reference Existing CHP,pennsylvania,,,2015,18.0,8935,
AEO Reference Existing CHP,rhode island,,,2015,17.7,8936,
AEO Reference Existing CHP,south carolina,,,2015,12.9,8937,
AEO Reference Existing CHP,tennessee,,,2015,31.5,8938,
AEO Reference Existing CHP,texas,,,2015,4.4,8939,
AEO Reference Existing CHP,virginia,,,2015,2.5,8940,
AEO Reference Existing CHP,washington,,,2015,31.5,8941,
AEO Reference Existing CHP,wisconsin,,,2015,11.4,8942,
AEO Reference Existing CHP,wyoming,,,2015,3.5,8943,
Mitigation Rooftop ,SRSO,,residential,2016,15.56136003,8944,
Mitigation Rooftop ,SRSO,,commercial,2016,14.13063997,8945,
Mitigation Rooftop ,SRSO,,residential,2040,267.404928,8946,
Mitigation Rooftop ,SRSO,,commercial,2040,248.631072,8947,
Mitigation Rooftop ,SRTV,,residential,2016,57.27704145,8948,
Mitigation Rooftop ,SRTV,,commercial,2016,52.01095855,8949,
Mitigation Rooftop ,SRTV,,residential,2040,1202.271286,8950,
Mitigation Rooftop ,SRTV,,commercial,2040,1117.862714,8951,
Mitigation Rooftop ,AZNM,,residential,2016,450.7967514,8952,
Mitigation Rooftop ,AZNM,,commercial,2016,409.3502486,8953,
Mitigation Rooftop ,AZNM,,residential,2040,3491.857971,8954,
Mitigation Rooftop ,AZNM,,commercial,2040,3246.703029,8955,
Mitigation Rooftop ,NWPP,,residential,2016,158.6591029,8956,
Mitigation Rooftop ,NWPP,,commercial,2016,144.0718971,8957,
Mitigation Rooftop ,NWPP,,residential,2040,1235.682134,8958,
Mitigation Rooftop ,NWPP,,commercial,2040,1148.927867,8959,
Mitigation Rooftop ,RMPA,,residential,2016,157.4584065,8960,
Mitigation Rooftop ,RMPA,,commercial,2016,142.9815935,8961,
Mitigation Rooftop ,RMPA,,residential,2040,1219.668494,8962,
Mitigation Rooftop ,RMPA,,commercial,2040,1134.038506,8963,
Mitigation Rooftop ,CAMX,,residential,2016,1782.669301,8964,
Mitigation Rooftop ,CAMX,,commercial,2016,1618.769699,8965,
Mitigation Rooftop ,CAMX,,residential,2040,14027.02016,8966,
Mitigation Rooftop ,CAMX,,commercial,2040,13042.21685,8967,
Mitigation Rooftop ,SPSO,,residential,2016,0.512038554,8968,
Mitigation Rooftop ,SPSO,,commercial,2016,0.464961446,8969,
Mitigation Rooftop ,SPSO,,residential,2040,12.97445254,8970,
Mitigation Rooftop ,SPSO,,commercial,2040,12.06354746,8971,
Mitigation Rooftop ,SRMV,,residential,2016,38.37930738,8972,
Mitigation Rooftop ,SRMV,,commercial,2016,34.85069262,8973,
Mitigation Rooftop ,SRMV,,residential,2040,966.5562951,8974,
Mitigation Rooftop ,SRMV,,commercial,2040,898.6967049,8975,
Mitigation Rooftop ,NEWE,,residential,2016,411.5925222,8976,
Mitigation Rooftop ,NEWE,,commercial,2016,373.7504778,8977,
Mitigation Rooftop ,NEWE,,residential,2040,3097.304652,8978,
Mitigation Rooftop ,NEWE,,commercial,2040,2879.85035,8979,
Mitigation Rooftop ,NYCW,,residential,2016,8.768070634,8980,
Mitigation Rooftop ,NYCW,,commercial,2016,7.961929366,8981,
Mitigation Rooftop ,NYCW,,residential,2040,82.75138785,8982,
Mitigation Rooftop ,NYCW,,commercial,2040,76.94161215,8983,
Mitigation Rooftop ,RFCE,,residential,2016,933.118202,8984,
Mitigation Rooftop ,RFCE,,commercial,2016,847.326798,8985,
Mitigation Rooftop ,RFCE,,residential,2040,9977.403747,8986,
Mitigation Rooftop ,RFCE,,commercial,2040,9276.914253,8987,
Mitigation Rooftop ,SRVC,,residential,2016,196.7003705,8988,
Mitigation Rooftop ,SRVC,,commercial,2016,178.6156295,8989,
Mitigation Rooftop ,SRVC,,residential,2040,3321.520476,8990,
Mitigation Rooftop ,SRVC,,commercial,2040,3088.324524,8991,
Mitigation Rooftop ,FRCC,,residential,2016,198.5755741,8992,
Mitigation Rooftop ,FRCC,,commercial,2016,180.3184259,8993,
Mitigation Rooftop ,FRCC,,residential,2040,3353.182431,8994,
Mitigation Rooftop ,FRCC,,commercial,2040,3117.763569,8995,
Mitigation Rooftop ,MROE,,residential,2016,59.13757048,8996,
Mitigation Rooftop ,MROE,,commercial,2016,53.70042952,8997,
Mitigation Rooftop ,MROE,,residential,2040,1000.354231,8998,
Mitigation Rooftop ,MROE,,commercial,2040,930.1217691,8999,
Mitigation Rooftop ,MROW,,residential,2016,140.1282337,9000,
Mitigation Rooftop ,MROW,,commercial,2016,127.2447663,9001,
Mitigation Rooftop ,MROW,,residential,2040,1624.272117,9002,
Mitigation Rooftop ,MROW,,commercial,2040,1510.235883,9003,
Mitigation Rooftop ,RFCW,,residential,2016,162.1626625,9004,
Mitigation Rooftop ,RFCW,,commercial,2016,147.2533375,9005,
Mitigation Rooftop ,RFCW,,residential,2040,2743.06603,9006,
Mitigation Rooftop ,RFCW,,commercial,2040,2550.48197,9007,
Mitigation Rooftop ,SRMW,,residential,2016,128.1663422,9008,
Mitigation Rooftop ,SRMW,,commercial,2016,116.3826578,9009,
Mitigation Rooftop ,SRMW,,residential,2040,1881.036004,9010,
Mitigation Rooftop ,SRMW,,commercial,2040,1748.972996,9011,
Mitigation Rooftop ,SPNO,,residential,2016,5.384004162,9012,
Mitigation Rooftop ,SPNO,,commercial,2016,4.888995838,9013,
Mitigation Rooftop ,SPNO,,residential,2040,62.40982164,9014,
Mitigation Rooftop ,SPNO,,commercial,2040,58.02817836,9015,
Mitigation Rooftop ,RFCM,,residential,2016,40.32840808,9016,
Mitigation Rooftop ,RFCM,,commercial,2016,36.62059192,9017,
Mitigation Rooftop ,RFCM,,residential,2040,682.1878842,9018,
Mitigation Rooftop ,RFCM,,commercial,2040,634.2931158,9019,
Mitigation Rooftop ,NYUP,,residential,2016,61.19568246,9020,
Mitigation Rooftop ,NYUP,,commercial,2016,55.56931754,9021,
Mitigation Rooftop ,NYUP,,residential,2040,577.5388044,9022,
Mitigation Rooftop ,NYUP,,commercial,2040,536.9911956,9023,
Mitigation Rooftop ,ERCT,,residential,2016,218.4989576,9024,
Mitigation Rooftop ,ERCT,,commercial,2016,198.4100424,9025,
Mitigation Rooftop ,ERCT,,residential,2040,5536.341606,9026,
Mitigation Rooftop ,ERCT,,commercial,2040,5147.648394,9027,
Mitigation Rooftop ,NYLI,,residential,2016,67.49789701,9028,
Mitigation Rooftop ,NYLI,,commercial,2016,61.29210299,9029,
Mitigation Rooftop ,NYLI,,residential,2040,637.0167045,9030,
Mitigation Rooftop ,NYLI,,commercial,2040,592.2932955,9031,
Mixed Case Nuclear Power Plants,new england,,,2050,4650.0,58300,
Mixed Case Nuclear Power Plants,middle atlantic,,,2050,41300.0,58301,
Mixed Case Nuclear Power Plants,east north central,,,2050,17800.0,58302,
Mixed Case Nuclear Power Plants,west north central,,,2050,5770.0,58303,
Mixed Case Nuclear Power Plants,south atlantic,,,2050,76600.0,58304,
Mixed Case Nuclear Power Plants,east south central,,,2050,27500.0,58305,
Mixed Case Nuclear Power Plants,west south central,,,2050,25400.0,58306,
Mixed Case Nuclear Power Plants,mountain,,,2050,4080.0,58307,
Mixed Case Nuclear Power Plants,pacific,,,2050,5190.0,58308,
Mixed Case Nuclear Power Plants,new england,,,2016,4653.481056,58309,
Mixed Case Nuclear Power Plants,middle atlantic,,,2016,16290.0,58310,
Mixed Case Nuclear Power Plants,east north central,,,2016,17830.0,58311,
Mixed Case Nuclear Power Plants,west north central,,,2016,5770.968772,58312,
Mixed Case Nuclear Power Plants,south atlantic,,,2016,30640.0,58313,
Mixed Case Nuclear Power Plants,east south central,,,2016,11130.0,58314,
Mixed Case Nuclear Power Plants,west south central,,,2016,10170.0,58315,
Mixed Case Nuclear Power Plants,mountain,,,2016,4084.683321,58316,
Mixed Case Nuclear Power Plants,pacific,,,2016,5215.921682,58317,
AEO REFERENCE Biomass Power Plants,SRSO,,,2015,211.5,58320,
AEO REFERENCE Biomass Power Plants,SRSO,,,2016,211.5,58321,
AEO REFERENCE Biomass Power Plants,SRSO,,,2017,209.9,58322,
AEO REFERENCE Biomass Power Plants,SRSO,,,2018,209.9,58323,
AEO REFERENCE Biomass Power Plants,SRSO,,,2019,209.9,58324,
AEO REFERENCE Biomass Power Plants,SRSO,,,2020,209.9,58325,
AEO REFERENCE Biomass Power Plants,SRSO,,,2021,209.9,58326,
AEO REFERENCE Biomass Power Plants,SRSO,,,2022,209.9,58327,
AEO REFERENCE Biomass Power Plants,SRSO,,,2023,209.9,58328,
AEO REFERENCE Biomass Power Plants,SRSO,,,2024,209.9,58329,
AEO REFERENCE Biomass Power Plants,SRSO,,,2025,209.9,58330,
AEO REFERENCE Biomass Power Plants,SRSO,,,2026,209.9,58331,
AEO REFERENCE Biomass Power Plants,SRSO,,,2027,209.9,58332,
AEO REFERENCE Biomass Power Plants,SRSO,,,2028,209.9,58333,
AEO REFERENCE Biomass Power Plants,SRSO,,,2029,209.9,58334,
AEO REFERENCE Biomass Power Plants,SRSO,,,2030,209.9,58335,
AEO REFERENCE Biomass Power Plants,SRSO,,,2031,209.9,58336,
AEO REFERENCE Biomass Power Plants,SRSO,,,2032,209.9,58337,
AEO REFERENCE Biomass Power Plants,SRSO,,,2033,209.9,58338,
AEO REFERENCE Biomass Power Plants,SRSO,,,2034,209.9,58339,
AEO REFERENCE Biomass Power Plants,SRSO,,,2035,209.9,58340,
AEO REFERENCE Biomass Power Plants,SRSO,,,2036,209.9,58341,
AEO REFERENCE Biomass Power Plants,SRSO,,,2037,209.9,58342,
AEO REFERENCE Biomass Power Plants,SRSO,,,2038,209.9,58343,
AEO REFERENCE Biomass Power Plants,SRSO,,,2039,209.9,58344,
AEO REFERENCE Biomass Power Plants,SRSO,,,2040,209.9,58345,
AEO REFERENCE Biomass Power Plants,SRSO,,,2041,209.9,58346,
AEO REFERENCE Biomass Power Plants,SRSO,,,2042,209.9,58347,
AEO REFERENCE Biomass Power Plants,SRSO,,,2043,209.9,58348,
AEO REFERENCE Biomass Power Plants,SRSO,,,2044,209.9,58349,
AEO REFERENCE Biomass Power Plants,SRSO,,,2045,209.9,58350,
