name,geography
"marshall, minnesota",county
"martin, minnesota",county
"mcleod, minnesota",county
"meeker, minnesota",county
"mille lacs, minnesota",county
"morrison, minnesota",county
"mower, minnesota",county
"nobles, minnesota",county
"norman, minnesota",county
"olmsted, minnesota",county
"otter tail, minnesota",county
"pennington, minnesota",county
"pine, minnesota",county
"pipestone, minnesota",county
"polk, minnesota",county
"pope, minnesota",county
"ramsey, minnesota",county
"red lake, minnesota",county
"redwood, minnesota",county
"renville, minnesota",county
"rice, minnesota",county
"rock, minnesota",county
"sherburne, minnesota",county
"sibley, minnesota",county
"st. louis, minnesota",county
"stearns, minnesota",county
"steele, minnesota",county
"stevens, minnesota",county
"swift, minnesota",county
"todd, minnesota",county
"traverse, minnesota",county
"wabasha, minnesota",county
"wadena, minnesota",county
"washington, minnesota",county
"watonwan, minnesota",county
"winona, minnesota",county
"wright, minnesota",county
"yellow medicine, minnesota",county
"adams, mississippi",county
"alcorn, mississippi",county
"amite, mississippi",county
"attala, mississippi",county
"benton, mississippi",county
"bolivar, mississippi",county
"calhoun, mississippi",county
"carroll, mississippi",county
"choctaw, mississippi",county
"claiborne, mississippi",county
"clarke, mississippi",county
"coahoma, mississippi",county
"copiah, mississippi",county
"covington, mississippi",county
"desoto, mississippi",county
"forrest, mississippi",county
"franklin, mississippi",county
"hancock, mississippi",county
"harrison, mississippi",county
"hinds, mississippi",county
"holmes, mississippi",county
"humphreys, mississippi",county
"issaquena, mississippi",county
"itawamba, mississippi",county
"jackson, mississippi",county
"jasper, mississippi",county
"jefferson, mississippi",county
"jones, mississippi",county
"kemper, mississippi",county
"lamar, mississippi",county
"lauderdale, mississippi",county
"lawrence, mississippi",county
"leake, mississippi",county
"lee, mississippi",county
"leflore, mississippi",county
"lincoln, mississippi",county
"lowndes, mississippi",county
"madison, mississippi",county
"marion, mississippi",county
"marshall, mississippi",county
"monroe, mississippi",county
"montgomery, mississippi",county
"neshoba, mississippi",county
"oktibbeha, mississippi",county
"panola, mississippi",county
"pearl river, mississippi",county
"perry, mississippi",county
"pike, mississippi",county
"pontotoc, mississippi",county
"prentiss, mississippi",county
"quitman, mississippi",county
"rankin, mississippi",county
"scott, mississippi",county
"sharkey, mississippi",county
"simpson, mississippi",county
"smith, mississippi",county
"sunflower, mississippi",county
"tate, mississippi",county
"tippah, mississippi",county
"tishomingo, mississippi",county
"tunica, mississippi",county
"union, mississippi",county
"walthall, mississippi",county
"warren, mississippi",county
"washington, mississippi",county
"wayne, mississippi",county
"webster, mississippi",county
"wilkinson, mississippi",county
"winston, mississippi",county
"yazoo, mississippi",county
"adair, missouri",county
"andrew, missouri",county
"atchison, missouri",county
"barry, missouri",county
"barton, missouri",county
"bates, missouri",county
"benton, missouri",county
"bollinger, missouri",county
"boone, missouri",county
"buchanan, missouri",county
"butler, missouri",county
"caldwell, missouri",county
"camden, missouri",county
"cape girardeau, missouri",county
"carroll, missouri",county
"carter, missouri",county
"cass, missouri",county
"cedar, missouri",county
"christian, missouri",county
"clark, missouri",county
"clay, missouri",county
"clinton, missouri",county
"cole, missouri",county
"cooper, missouri",county
"crawford, missouri",county
"dade, missouri",county
"daviess, missouri",county
"dekalb, missouri",county
"dent, missouri",county
"douglas, missouri",county
"dunklin, missouri",county
"gasconade, missouri",county
"gentry, missouri",county
"greene, missouri",county
"grundy, missouri",county
"harrison, missouri",county
"henry, missouri",county
"hickory, missouri",county
"holt, missouri",county
"howell, missouri",county
"iron, missouri",county
"jackson, missouri",county
"jasper, missouri",county
"jefferson, missouri",county
"johnson, missouri",county
"knox, missouri",county
"lafayette, missouri",county
"lawrence, missouri",county
"lewis, missouri",county
"lincoln, missouri",county
"linn, missouri",county
"macon, missouri",county
"madison, missouri",county
"maries, missouri",county
"marion, missouri",county
"mcdonald, missouri",county
"mercer, missouri",county
"miller, missouri",county
"mississippi, missouri",county
"monroe, missouri",county
"montgomery, missouri",county
"morgan, missouri",county
"new madrid, missouri",county
"newton, missouri",county
"oregon, missouri",county
"ozark, missouri",county
"pemiscot, missouri",county
"perry, missouri",county
"phelps, missouri",county
"pike, missouri",county
"platte, missouri",county
"polk, missouri",county
"pulaski, missouri",county
"ralls, missouri",county
"randolph, missouri",county
"reynolds, missouri",county
"ripley, missouri",county
"saline, missouri",county
"schuyler, missouri",county
"scott, missouri",county
"shelby, missouri",county
"st. charles, missouri",county
"st. clair, missouri",county
"st. francois, missouri",county
"st. louis, missouri",county
"ste. genevieve, missouri",county
"stoddard, missouri",county
"stone, missouri",county
"sullivan, missouri",county
"taney, missouri",county
"texas, missouri",county
"vernon, missouri",county
"washington, missouri",county
"wayne, missouri",county
"worth, missouri",county
"wright, missouri",county
"beaverhead, montana",county
"big horn, montana",county
"blaine, montana",county
"broadwater, montana",county
"carbon, montana",county
"carter, montana",county
"cascade, montana",county
"chouteau, montana",county
"custer, montana",county
"dawson, montana",county
"deer lodge, montana",county
"fallon, montana",county
"fergus, montana",county
"gallatin, montana",county
"garfield, montana",county
"glacier, montana",county
"golden valley, montana",county
"granite, montana",county
"hill, montana",county
"jefferson, montana",county
"judith basin, montana",county
"lake, montana",county
"liberty, montana",county
"lincoln, montana",county
"madison, montana",county
"mccone, montana",county
"mineral, montana",county
"missoula, montana",county
"musselshell, montana",county
"park, montana",county
"petroleum, montana",county
"phillips, montana",county
"pondera, montana",county
"powder river, montana",county
"powell, montana",county
"prairie, montana",county
"ravalli, montana",county
"roosevelt, montana",county
"rosebud, montana",county
"sheridan, montana",county
"silver bow, montana",county
"stillwater, montana",county
"sweet grass, montana",county
"teton, montana",county
"toole, montana",county
"treasure, montana",county
"valley, montana",county
"wheatland, montana",county
"wibaux, montana",county
"yellowstone, montana",county
"adams, nebraska",county
"arthur, nebraska",county
"banner, nebraska",county
"boone, nebraska",county
"box butte, nebraska",county
"boyd, nebraska",county
"brown, nebraska",county
"buffalo, nebraska",county
"burt, nebraska",county
"butler, nebraska",county
"cass, nebraska",county
"cedar, nebraska",county
"chase, nebraska",county
"cheyenne, nebraska",county
"clay, nebraska",county
"colfax, nebraska",county
"cuming, nebraska",county
"dakota, nebraska",county
"dawes, nebraska",county
"dawson, nebraska",county
"deuel, nebraska",county
"dixon, nebraska",county
"dodge, nebraska",county
"douglas, nebraska",county
"dundy, nebraska",county
"fillmore, nebraska",county
"frontier, nebraska",county
"furnas, nebraska",county
"gage, nebraska",county
"garden, nebraska",county
"garfield, nebraska",county
"grant, nebraska",county
"greeley, nebraska",county
"hall, nebraska",county
"hamilton, nebraska",county
"harlan, nebraska",county
"hayes, nebraska",county
"hitchcock, nebraska",county
"holt, nebraska",county
"howard, nebraska",county
"johnson, nebraska",county
"kearney, nebraska",county
"keith, nebraska",county
"keya paha, nebraska",county
"kimball, nebraska",county
"knox, nebraska",county
"lincoln, nebraska",county
"logan, nebraska",county
"loup, nebraska",county
"madison, nebraska",county
"mcpherson, nebraska",county
"merrick, nebraska",county
"morrill, nebraska",county
"nance, nebraska",county
"nuckolls, nebraska",county
"otoe, nebraska",county
"pawnee, nebraska",county
"perkins, nebraska",county
"phelps, nebraska",county
"platte, nebraska",county
"red willow, nebraska",county
"richardson, nebraska",county
"rock, nebraska",county
"saline, nebraska",county
"sarpy, nebraska",county
"scotts bluff, nebraska",county
"seward, nebraska",county
"sheridan, nebraska",county
"sioux, nebraska",county
"stanton, nebraska",county
"thayer, nebraska",county
"thomas, nebraska",county
"thurston, nebraska",county
"valley, nebraska",county
"washington, nebraska",county
"wayne, nebraska",county
"webster, nebraska",county
"wheeler, nebraska",county
"york, nebraska",county
"churchill, nevada",county
"clark, nevada",county
"douglas, nevada",county
"elko, nevada",county
"eureka, nevada",county
"humboldt, nevada",county
"lander, nevada",county
"lincoln, nevada",county
"lyon, nevada",county
"mineral, nevada",county
"nye, nevada",county
"pershing, nevada",county
"storey, nevada",county
"washoe, nevada",county
"belknap, new hampshire",county
"carroll, new hampshire",county
"cheshire, new hampshire",county
"grafton, new hampshire",county
"hillsborough, new hampshire",county
"merrimack, new hampshire",county
"rockingham, new hampshire",county
"strafford, new hampshire",county
"sullivan, new hampshire",county
"atlantic, new jersey",county
"bergen, new jersey",county
"camden, new jersey",county
"cape may, new jersey",county
"cumberland, new jersey",county
"essex, new jersey",county
"gloucester, new jersey",county
"hudson, new jersey",county
"mercer, new jersey",county
"middlesex, new jersey",county
"monmouth, new jersey",county
"morris, new jersey",county
"ocean, new jersey",county
"passaic, new jersey",county
"salem, new jersey",county
"sussex, new jersey",county
"union, new jersey",county
"warren, new jersey",county
"bernalillo, new mexico",county
"catron, new mexico",county
"chaves, new mexico",county
"cibola, new mexico",county
"curry, new mexico",county
"de baca, new mexico",county
"dona ana, new mexico",county
"eddy, new mexico",county
"grant, new mexico",county
"guadalupe, new mexico",county
"hidalgo, new mexico",county
"lea, new mexico",county
"lincoln, new mexico",county
"los alamos, new mexico",county
"luna, new mexico",county
"mckinley, new mexico",county
"mora, new mexico",county
"otero, new mexico",county
"rio arriba, new mexico",county
"roosevelt, new mexico",county
"san juan, new mexico",county
"san miguel, new mexico",county
"sandoval, new mexico",county
"sierra, new mexico",county
"socorro, new mexico",county
"taos, new mexico",county
"torrance, new mexico",county
"union, new mexico",county
"valencia, new mexico",county
"albany, new york",county
"allegany, new york",county
"bronx, new york",county
"cattaraugus, new york",county
"cayuga, new york",county
"chautauqua, new york",county
"chemung, new york",county
"clinton, new york",county
"columbia, new york",county
"delaware, new york",county
"dutchess, new york",county
"erie, new york",county
"essex, new york",county
"franklin, new york",county
"fulton, new york",county
"genesee, new york",county
"greene, new york",county
"jefferson, new york",county
"kings, new york",county
"lewis, new york",county
"livingston, new york",county
"madison, new york",county
"monroe, new york",county
"montgomery, new york",county
"nassau, new york",county
"new york, new york",county
"niagara, new york",county
"oneida, new york",county
"onondaga, new york",county
"ontario, new york",county
"orleans, new york",county
"otsego, new york",county
"putnam, new york",county
"queens, new york",county
"rensselaer, new york",county
"richmond, new york",county
"rockland, new york",county
"saratoga, new york",county
"schenectady, new york",county
"seneca, new york",county
"st. lawrence, new york",county
"suffolk, new york",county
"sullivan, new york",county
"tioga, new york",county
"tompkins, new york",county
"ulster, new york",county
"warren, new york",county
"washington, new york",county
"wayne, new york",county
"westchester, new york",county
"wyoming, new york",county
"yates, new york",county
"alleghany, north carolina",county
"anson, north carolina",county
"ashe, north carolina",county
"avery, north carolina",county
"beaufort, north carolina",county
"bertie, north carolina",county
"bladen, north carolina",county
"brunswick, north carolina",county
"buncombe, north carolina",county
"burke, north carolina",county
"cabarrus, north carolina",county
"caldwell, north carolina",county
"camden, north carolina",county
"carteret, north carolina",county
"caswell, north carolina",county
"catawba, north carolina",county
"chatham, north carolina",county
"clay, north carolina",county
"cleveland, north carolina",county
"columbus, north carolina",county
"craven, north carolina",county
"cumberland, north carolina",county
"currituck, north carolina",county
"dare, north carolina",county
"davidson, north carolina",county
"davie, north carolina",county
"duplin, north carolina",county
"durham, north carolina",county
"edgecombe, north carolina",county
"forsyth, north carolina",county
"gaston, north carolina",county
"gates, north carolina",county
"granville, north carolina",county
"greene, north carolina",county
"guilford, north carolina",county
"halifax, north carolina",county
"harnett, north carolina",county
"haywood, north carolina",county
"henderson, north carolina",county
"hertford, north carolina",county
"hoke, north carolina",county
"hyde, north carolina",county
"iredell, north carolina",county
"jackson, north carolina",county
"jones, north carolina",county
"lee, north carolina",county
"lenoir, north carolina",county
"macon, north carolina",county
"madison, north carolina",county
"martin, north carolina",county
"mcdowell, north carolina",county
"mecklenburg, north carolina",county
"mitchell, north carolina",county
"montgomery, north carolina",county
"moore, north carolina",county
"nash, north carolina",county
"new hanover, north carolina",county
"northampton, north carolina",county
"onslow, north carolina",county
"orange, north carolina",county
"pamlico, north carolina",county
"perquimans, north carolina",county
"person, north carolina",county
"pitt, north carolina",county
"polk, north carolina",county
"randolph, north carolina",county
"richmond, north carolina",county
"robeson, north carolina",county
"rockingham, north carolina",county
"rowan, north carolina",county
"rutherford, north carolina",county
"scotland, north carolina",county
"stanly, north carolina",county
"stokes, north carolina",county
"surry, north carolina",county
"transylvania, north carolina",county
"tyrrell, north carolina",county
"union, north carolina",county
"vance, north carolina",county
"wake, north carolina",county
"warren, north carolina",county
"watauga, north carolina",county
"wayne, north carolina",county
"wilkes, north carolina",county
"wilson, north carolina",county
"yadkin, north carolina",county
"yancey, north carolina",county
"adams, north dakota",county
"barnes, north dakota",county
"billings, north dakota",county
"bottineau, north dakota",county
"bowman, north dakota",county
"burke, north dakota",county
"burleigh, north dakota",county
"cass, north dakota",county
"cavalier, north dakota",county
"dickey, north dakota",county
"dunn, north dakota",county
"eddy, north dakota",county
"emmons, north dakota",county
"foster, north dakota",county
"grand forks, north dakota",county
"grant, north dakota",county
"griggs, north dakota",county
"hettinger, north dakota",county
"kidder, north dakota",county
"lamoure, north dakota",county
"logan, north dakota",county
"mchenry, north dakota",county
"mclean, north dakota",county
"mercer, north dakota",county
"morton, north dakota",county
"mountrail, north dakota",county
"nelson, north dakota",county
"oliver, north dakota",county
"pembina, north dakota",county
"pierce, north dakota",county
"ramsey, north dakota",county
"ransom, north dakota",county
"renville, north dakota",county
"richland, north dakota",county
"rolette, north dakota",county
"sargent, north dakota",county
"slope, north dakota",county
"stark, north dakota",county
"steele, north dakota",county
"stutsman, north dakota",county
"towner, north dakota",county
"traill, north dakota",county
"walsh, north dakota",county
"ward, north dakota",county
"wells, north dakota",county
"williams, north dakota",county
"adams, ohio",county
"allen, ohio",county
"ashland, ohio",county
"ashtabula, ohio",county
"athens, ohio",county
"belmont, ohio",county
"butler, ohio",county
"carroll, ohio",county
"champaign, ohio",county
"clark, ohio",county
"clermont, ohio",county
"clinton, ohio",county
"columbiana, ohio",county
"coshocton, ohio",county
"crawford, ohio",county
"cuyahoga, ohio",county
"defiance, ohio",county
"delaware, ohio",county
"fairfield, ohio",county
"fayette, ohio",county
"franklin, ohio",county
"fulton, ohio",county
"gallia, ohio",county
"geauga, ohio",county
"greene, ohio",county
"guernsey, ohio",county
"hamilton, ohio",county
"hardin, ohio",county
"harrison, ohio",county
"henry, ohio",county
"hocking, ohio",county
"holmes, ohio",county
"huron, ohio",county
"jackson, ohio",county
"jefferson, ohio",county
"knox, ohio",county
"lake, ohio",county
"lawrence, ohio",county
"logan, ohio",county
"lorain, ohio",county
"lucas, ohio",county
"madison, ohio",county
"marion, ohio",county
"medina, ohio",county
"meigs, ohio",county
"mercer, ohio",county
"miami, ohio",county
"monroe, ohio",county
"morgan, ohio",county
"morrow, ohio",county
"muskingum, ohio",county
"noble, ohio",county
"ottawa, ohio",county
"paulding, ohio",county
"pickaway, ohio",county
"pike, ohio",county
"portage, ohio",county
"preble, ohio",county
"putnam, ohio",county
"richland, ohio",county
"ross, ohio",county
"sandusky, ohio",county
"seneca, ohio",county
"shelby, ohio",county
"stark, ohio",county
"summit, ohio",county
"tuscarawas, ohio",county
"union, ohio",county
"van wert, ohio",county
"vinton, ohio",county
"warren, ohio",county
"wayne, ohio",county
"williams, ohio",county
"wood, ohio",county
"wyandot, ohio",county
"adair, oklahoma",county
"atoka, oklahoma",county
"beaver, oklahoma",county
"beckham, oklahoma",county
"blaine, oklahoma",county
"bryan, oklahoma",county
"caddo, oklahoma",county
"carter, oklahoma",county
"cherokee, oklahoma",county
"choctaw, oklahoma",county
"cimarron, oklahoma",county
"cleveland, oklahoma",county
"coal, oklahoma",county
"comanche, oklahoma",county
"cotton, oklahoma",county
"craig, oklahoma",county
"creek, oklahoma",county
"delaware, oklahoma",county
"dewey, oklahoma",county
"ellis, oklahoma",county
"garvin, oklahoma",county
"grady, oklahoma",county
"grant, oklahoma",county
"greer, oklahoma",county
"harmon, oklahoma",county
"harper, oklahoma",county
"haskell, oklahoma",county
"hughes, oklahoma",county
"jackson, oklahoma",county
"johnston, oklahoma",county
"kay, oklahoma",county
"kingfisher, oklahoma",county
"kiowa, oklahoma",county
"le flore, oklahoma",county
"lincoln, oklahoma",county
"logan, oklahoma",county
"love, oklahoma",county
"major, oklahoma",county
"mayes, oklahoma",county
"mcclain, oklahoma",county
"mccurtain, oklahoma",county
"mcintosh, oklahoma",county
"muskogee, oklahoma",county
"noble, oklahoma",county
"nowata, oklahoma",county
"oklahoma, oklahoma",county
"okmulgee, oklahoma",county
"osage, oklahoma",county
"ottawa, oklahoma",county
"pawnee, oklahoma",county
"payne, oklahoma",county
"pittsburg, oklahoma",county
"pontotoc, oklahoma",county
"pottawatomie, oklahoma",county
"pushmataha, oklahoma",county
"roger mills, oklahoma",county
"seminole, oklahoma",county
"sequoyah, oklahoma",county
"texas, oklahoma",county
"tillman, oklahoma",county
"tulsa, oklahoma",county
"wagoner, oklahoma",county
"washington, oklahoma",county
"washita, oklahoma",county
"woods, oklahoma",county
"woodward, oklahoma",county
"baker, oregon",county
"benton, oregon",county
"clackamas, oregon",county
"clatsop, oregon",county
"coos, oregon",county
"crook, oregon",county
"curry, oregon",county
"douglas, oregon",county
"gilliam, oregon",county
"grant, oregon",county
"harney, oregon",county
"hood river, oregon",county
"jackson, oregon",county
"jefferson, oregon",county
"josephine, oregon",county
"klamath, oregon",county
"lake, oregon",county
"lane, oregon",county
"lincoln, oregon",county
"linn, oregon",county
"morrow, oregon",county
"multnomah, oregon",county
"polk, oregon",county
"sherman, oregon",county
"tillamook, oregon",county
"umatilla, oregon",county
"union, oregon",county
"wallowa, oregon",county
"wasco, oregon",county
"washington, oregon",county
"wheeler, oregon",county
"yamhill, oregon",county
"armstrong, pennsylvania",county
"beaver, pennsylvania",county
"bedford, pennsylvania",county
"berks, pennsylvania",county
"blair, pennsylvania",county
"bradford, pennsylvania",county
"bucks, pennsylvania",county
"butler, pennsylvania",county
"cambria, pennsylvania",county
"cameron, pennsylvania",county
"carbon, pennsylvania",county
"chester, pennsylvania",county
"columbia, pennsylvania",county
"crawford, pennsylvania",county
"cumberland, pennsylvania",county
"dauphin, pennsylvania",county
"delaware, pennsylvania",county
"elk, pennsylvania",county
"erie, pennsylvania",county
"fayette, pennsylvania",county
"forest, pennsylvania",county
"franklin, pennsylvania",county
"fulton, pennsylvania",county
"greene, pennsylvania",county
"indiana, pennsylvania",county
"jefferson, pennsylvania",county
"juniata, pennsylvania",county
"lancaster, pennsylvania",county
"lawrence, pennsylvania",county
"lebanon, pennsylvania",county
"lehigh, pennsylvania",county
"luzerne, pennsylvania",county
"lycoming, pennsylvania",county
"mckean, pennsylvania",county
"mercer, pennsylvania",county
"mifflin, pennsylvania",county
"monroe, pennsylvania",county
"montgomery, pennsylvania",county
"montour, pennsylvania",county
"northampton, pennsylvania",county
"perry, pennsylvania",county
"pike, pennsylvania",county
"potter, pennsylvania",county
"schuylkill, pennsylvania",county
"snyder, pennsylvania",county
"somerset, pennsylvania",county
"sullivan, pennsylvania",county
"susquehanna, pennsylvania",county
"tioga, pennsylvania",county
"union, pennsylvania",county
"venango, pennsylvania",county
"warren, pennsylvania",county
"washington, pennsylvania",county
"wayne, pennsylvania",county
"westmoreland, pennsylvania",county
"wyoming, pennsylvania",county
"york, pennsylvania",county
"bristol, rhode island",county
"newport, rhode island",county
"providence, rhode island",county
"washington, rhode island",county
"abbeville, south carolina",county
"aiken, south carolina",county
"allendale, south carolina",county
"anderson, south carolina",county
"bamberg, south carolina",county
"barnwell, south carolina",county
"beaufort, south carolina",county
"calhoun, south carolina",county
"cherokee, south carolina",county
"chester, south carolina",county
"clarendon, south carolina",county
"colleton, south carolina",county
"darlington, south carolina",county
"dillon, south carolina",county
"dorchester, south carolina",county
"edgefield, south carolina",county
"fairfield, south carolina",county
"florence, south carolina",county
"georgetown, south carolina",county
"greenville, south carolina",county
"greenwood, south carolina",county
"hampton, south carolina",county
"horry, south carolina",county
"jasper, south carolina",county
"kershaw, south carolina",county
"laurens, south carolina",county
"lexington, south carolina",county
"marion, south carolina",county
"marlboro, south carolina",county
"mccormick, south carolina",county
"newberry, south carolina",county
"oconee, south carolina",county
"orangeburg, south carolina",county
"pickens, south carolina",county
"richland, south carolina",county
"saluda, south carolina",county
"spartanburg, south carolina",county
"sumter, south carolina",county
"union, south carolina",county
"york, south carolina",county
"aurora, south dakota",county
"bennett, south dakota",county
"bon homme, south dakota",county
"brookings, south dakota",county
"brown, south dakota",county
"brule, south dakota",county
"buffalo, south dakota",county
"butte, south dakota",county
"campbell, south dakota",county
"charles mix, south dakota",county
"clark, south dakota",county
"clay, south dakota",county
"codington, south dakota",county
"corson, south dakota",county
"custer, south dakota",county
"day, south dakota",county
"dewey, south dakota",county
"douglas, south dakota",county
"edmunds, south dakota",county
"fall river, south dakota",county
"faulk, south dakota",county
"grant, south dakota",county
"gregory, south dakota",county
"hamlin, south dakota",county
"hand, south dakota",county
"hanson, south dakota",county
"harding, south dakota",county
"hughes, south dakota",county
"hyde, south dakota",county
"jackson, south dakota",county
"jerauld, south dakota",county
"jones, south dakota",county
"kingsbury, south dakota",county
"lake, south dakota",county
"lincoln, south dakota",county
"lyman, south dakota",county
"marshall, south dakota",county
"mccook, south dakota",county
"mcpherson, south dakota",county
"meade, south dakota",county
"mellette, south dakota",county
"miner, south dakota",county
"minnehaha, south dakota",county
"moody, south dakota",county
"perkins, south dakota",county
"potter, south dakota",county
"roberts, south dakota",county
"shannon, south dakota",county
"spink, south dakota",county
"stanley, south dakota",county
"sully, south dakota",county
"todd, south dakota",county
"tripp, south dakota",county
"turner, south dakota",county
"union, south dakota",county
"walworth, south dakota",county
"yankton, south dakota",county
"ziebach, south dakota",county
"anderson, tennessee",county
"bedford, tennessee",county
"benton, tennessee",county
"blount, tennessee",county
"campbell, tennessee",county
"cannon, tennessee",county
"carroll, tennessee",county
"carter, tennessee",county
"cheatham, tennessee",county
"chester, tennessee",county
"claiborne, tennessee",county
"clay, tennessee",county
"cocke, tennessee",county
"coffee, tennessee",county
"crockett, tennessee",county
"cumberland, tennessee",county
"decatur, tennessee",county
"dekalb, tennessee",county
"dyer, tennessee",county
"fayette, tennessee",county
"fentress, tennessee",county
"franklin, tennessee",county
"gibson, tennessee",county
"giles, tennessee",county
"grainger, tennessee",county
"greene, tennessee",county
"grundy, tennessee",county
"hamblen, tennessee",county
"hamilton, tennessee",county
"hardeman, tennessee",county
"hardin, tennessee",county
"hawkins, tennessee",county
"henry, tennessee",county
"hickman, tennessee",county
"humphreys, tennessee",county
"jackson, tennessee",county
"jefferson, tennessee",county
"johnson, tennessee",county
"knox, tennessee",county
"lake, tennessee",county
"lawrence, tennessee",county
"lewis, tennessee",county
"lincoln, tennessee",county
"loudon, tennessee",county
"macon, tennessee",county
"madison, tennessee",county
"marion, tennessee",county
"marshall, tennessee",county
"mcminn, tennessee",county
"mcnairy, tennessee",county
"meigs, tennessee",county
"monroe, tennessee",county
"montgomery, tennessee",county
"morgan, tennessee",county
"obion, tennessee",county
"overton, tennessee",county
"perry, tennessee",county
"pickett, tennessee",county
"polk, tennessee",county
"putnam, tennessee",county
"rhea, tennessee",county
"roane, tennessee",county
"rutherford, tennessee",county
"scott, tennessee",county
"sequatchie, tennessee",county
"sevier, tennessee",county
"smith, tennessee",county
"stewart, tennessee",county
"sullivan, tennessee",county
"sumner, tennessee",county
"tipton, tennessee",county
"trousdale, tennessee",county
"unicoi, tennessee",county
"union, tennessee",county
"van buren, tennessee",county
"warren, tennessee",county
"wayne, tennessee",county
"weakley, tennessee",county
"white, tennessee",county
"wilson, tennessee",county
"anderson, texas",county
"angelina, texas",county
"aransas, texas",county
"archer, texas",county
"armstrong, texas",county
"atascosa, texas",county
"austin, texas",county
"bandera, texas",county
"bastrop, texas",county
"baylor, texas",county
"bee, texas",county
"bell, texas",county
"blanco, texas",county
"borden, texas",county
"bosque, texas",county
"bowie, texas",county
"brazoria, texas",county
"brazos, texas",county
"briscoe, texas",county
"brooks, texas",county
"brown, texas",county
"burleson, texas",county
"burnet, texas",county
"caldwell, texas",county
"callahan, texas",county
"cameron, texas",county
"camp, texas",county
"carson, texas",county
"cass, texas",county
"chambers, texas",county
"cherokee, texas",county
"childress, texas",county
"clay, texas",county
"cochran, texas",county
"coke, texas",county
"coleman, texas",county
"collingsworth, texas",county
"colorado, texas",county
"comal, texas",county
"comanche, texas",county
"cooke, texas",county
"coryell, texas",county
"cottle, texas",county
"crane, texas",county
"crockett, texas",county
"crosby, texas",county
"dallam, texas",county
"dallas, texas",county
"dawson, texas",county
"delta, texas",county
"denton, texas",county
"dewitt, texas",county
"dickens, texas",county
"dimmit, texas",county
"donley, texas",county
"duval, texas",county
"eastland, texas",county
"ector, texas",county
"edwards, texas",county
"el paso, texas",county
"ellis, texas",county
"erath, texas",county
"fannin, texas",county
"fayette, texas",county
"floyd, texas",county
"foard, texas",county
"fort bend, texas",county
"franklin, texas",county
"freestone, texas",county
"frio, texas",county
"gaines, texas",county
"galveston, texas",county
"garza, texas",county
"goliad, texas",county
"gonzales, texas",county
"gray, texas",county
"grayson, texas",county
"gregg, texas",county
"grimes, texas",county
"guadalupe, texas",county
"hale, texas",county
"hall, texas",county
"hamilton, texas",county
"hansford, texas",county
"hardeman, texas",county
"hardin, texas",county
"harris, texas",county
"harrison, texas",county
"hemphill, texas",county
"henderson, texas",county
"hidalgo, texas",county
"hill, texas",county
"hockley, texas",county
"hood, texas",county
"hopkins, texas",county
"howard, texas",county
"hudspeth, texas",county
"hunt, texas",county
"irion, texas",county
"jack, texas",county
"jackson, texas",county
"jasper, texas",county
"jeff davis, texas",county
"jefferson, texas",county
"jim hogg, texas",county
"johnson, texas",county
"jones, texas",county
"karnes, texas",county
"kaufman, texas",county
"kendall, texas",county
"kenedy, texas",county
"kerr, texas",county
"kimble, texas",county
"king, texas",county
"kinney, texas",county
"kleberg, texas",county
"knox, texas",county
"la salle, texas",county
"lamar, texas",county
"lamb, texas",county
"lampasas, texas",county
"lee, texas",county
"liberty, texas",county
"limestone, texas",county
"lipscomb, texas",county
"live oak, texas",county
"llano, texas",county
"mason, texas",county
"matagorda, texas",county
"maverick, texas",county
"mcculloch, texas",county
"mclennan, texas",county
"mcmullen, texas",county
"midland, texas",county
"milam, texas",county
"mills, texas",county
"mitchell, texas",county
"montague, texas",county
"montgomery, texas",county
"moore, texas",county
"morris, texas",county
"motley, texas",county
"navarro, texas",county
"newton, texas",county
"nolan, texas",county
"ochiltree, texas",county
"oldham, texas",county
"orange, texas",county
"palo pinto, texas",county
"panola, texas",county
"parker, texas",county
"parmer, texas",county
"pecos, texas",county
"polk, texas",county
"potter, texas",county
"presidio, texas",county
"rains, texas",county
"real, texas",county
"red river, texas",county
"reeves, texas",county
"refugio, texas",county
"roberts, texas",county
"robertson, texas",county
"rockwall, texas",county
"runnels, texas",county
"rusk, texas",county
"sabine, texas",county
"san patricio, texas",county
"san saba, texas",county
"schleicher, texas",county
"scurry, texas",county
"shackelford, texas",county
"shelby, texas",county
"sherman, texas",county
"smith, texas",county
"somervell, texas",county
"starr, texas",county
"stephens, texas",county
"sterling, texas",county
"sutton, texas",county
"swisher, texas",county
"tarrant, texas",county
"taylor, texas",county
"terry, texas",county
"throckmorton, texas",county
"titus, texas",county
"tom green, texas",county
"travis, texas",county
"trinity, texas",county
"tyler, texas",county
"upshur, texas",county
"upton, texas",county
"uvalde, texas",county
"victoria, texas",county
"walker, texas",county
"waller, texas",county
"ward, texas",county
"washington, texas",county
"webb, texas",county
"wharton, texas",county
"wheeler, texas",county
"wichita, texas",county
"wilbarger, texas",county
"willacy, texas",county
"williamson, texas",county
"wilson, texas",county
"winkler, texas",county
"wood, texas",county
"yoakum, texas",county
"zapata, texas",county
"zavala, texas",county
"beaver, utah",county
"box elder, utah",county
"cache, utah",county
"carbon, utah",county
"daggett, utah",county
"davis, utah",county
"duchesne, utah",county
"garfield, utah",county
"grand, utah",county
"iron, utah",county
"kane, utah",county
"millard, utah",county
